ion,mass,Intensities
,12855.95355,0.0039297
,12856.955946,0.0018535
rre2b-G,12457.679954,0.0052849
,12458.682625,0.0249146
,12459.685243,0.06153
,12460.687821,0.1054982
,12461.690366,0.1406482
,12462.692885,0.1549765
,12463.695383,0.1466033
,12464.697861,0.1221767
,12465.700324,0.0913901
,12466.702771,0.0622272
,12467.705207,0.0389934
,12468.70763,0.0226848
,12469.710043,0.0123402
,12470.712447,0.0063144
,12471.714843,0.0030546
rre2b+CMCT-G,12708.879716,0.0044676
,12709.882399,0.0218067
,12710.88503,0.0555949
,12711.887621,0.0981815
,12712.890181,0.1345796
,12713.892715,0.1522414
,12714.895227,0.1476707
,12715.897721,0.1260552
,12716.900197,0.0964919
,12717.902659,0.0671796
,12718.905108,0.0430128
,12719.907545,0.025551
,12720.909972,0.0141842
,12721.912389,0.0074028
,12722.914797,0.0036508
,12723.917197,0.0017086
rre2b-A,12473.674869,0.0052721
,12474.67754,0.0248561
,12475.680158,0.061401
,12476.682735,0.1053166
,12477.68528,0.140473
,12478.687799,0.1548701
,12479.690297,0.1465948
,12480.692775,0.1222538
,12481.695237,0.0915154
,12482.697684,0.0623616
,12483.700119,0.0391099
,12484.702543,0.0227722
,12485.704955,0.0123988
,12486.707359,0.0063503
,12487.709754,0.0030749
rre2b+CMCT-A,12724.874631,0.0044567
,12725.877314,0.0217554
,12726.879944,0.0554773
,12727.882536,0.098009
,12728.885096,0.1344043
,12729.887629,0.1521244
,12730.890141,0.1476462
,12731.892634,0.1261177
,12732.89511,0.0966085
,12733.897572,0.0673118
,12734.90002,0.0431318
,12735.902457,0.0256432
,12736.904884,0.0142478
,12737.9073,0.0074427
,12738.909708,0.0036738
,12739.912108,0.001721
rre2b-C,12497.686102,0.0051899
,12498.688766,0.0245613
,12499.691378,0.0608702
,12500.69395,0.1047046
,12501.696491,0.1400124
,12502.699005,0.1547157
,12503.701499,0.1467525
,12504.703973,0.1226165
,12505.706432,0.0919456
,12506.708876,0.0627542
,12507.711308,0.0394136
,12508.713728,0.02298
,12509.716138,0.0125276
,12510.718539,0.0064237
,12511.720931,0.0031137
,12512.723316,0.0014329
rre2b+CMCT-C,12748.885864,0.0043873
,12749.88854,0.0214946
,12750.891165,0.054986
,12751.893751,0.097413
,12752.896306,0.1339216
,12753.898836,0.1519207
,12754.901344,0.1477513
,12755.903833,0.1264441
,12756.906306,0.0970252
,12757.908764,0.0677091
,12758.91121,0.0434498
,12759.913644,0.0258671
,12760.916067,0.0143901
,12761.918481,0.0075258
,12762.920886,0.0037188
,12763.923283,0.0017438
rre2b-G-H2O,12439.669389,0.005299
,12440.67206,0.0249778
,12441.674678,0.0616679
,12442.677255,0.1056903
,12443.679801,0.1408315
,12444.68232,0.1550859
,12445.684818,0.1466094
,12446.687297,0.1220936
,12447.689759,0.0912573
,12448.692207,0.062086
,12449.694642,0.0388715
,12450.697066,0.0225937
,12451.69948,0.0122793
,12452.701884,0.0062773
,12453.704279,0.0030336
rre2b+CMCT-G-H2O,12690.869152,0.0044795
,12691.871834,0.0218621
,12692.874465,0.0557205
,12693.877056,0.0983641
,12694.879616,0.1347635
,12695.882151,0.1523624
,12696.884663,0.1476938
,12697.887156,0.1259873
,12698.889633,0.0963681
,12699.892095,0.0670404
,12700.894544,0.0428881
,12701.896981,0.0254549
,12702.899408,0.0141182
,12703.901825,0.0073615
,12704.904233,0.0036269
,12705.906634,0.0016958
rre2b-A-H2O,12455.664304,0.0052861
,12456.666975,0.0249191
,12457.669593,0.0615385
,12458.67217,0.1055084
,12459.674715,0.1406563
,12460.677235,0.1549798
,12461.679732,0.1466013
,12462.68221,0.1221711
,12463.684672,0.0913829
,12464.68712,0.0622205
,12465.689555,0.038988
,12466.691979,0.022681
,12467.694392,0.0123378
,12468.696795,0.006313
,12469.699191,0.0030538
rre2b+CMCT-A-H2O,12706.864066,0.0044686
,12707.866749,0.0218107
,12708.869379,0.0556027
,12709.871971,0.0981913
,12710.874531,0.1345881
,12711.877065,0.1522455
,12712.879576,0.1476697
,12713.882069,0.1260502
,12714.884546,0.096485
,12715.887008,0.0671728
,12716.889456,0.0430072
,12717.891893,0.025547
,12718.89432,0.0141816
,12719.896737,0.0074013
,12720.899145,0.0036499
,12721.901545,0.0017081
rre2b-C-H2O,12479.675537,0.0052038
,12480.678201,0.0246236
,12481.680813,0.0610067
,12482.683385,0.1048958
,12483.685925,0.1401959
,12484.68844,0.1548265
,12485.690934,0.1467604
,12486.693409,0.1225349
,12487.695867,0.0918137
,12488.698312,0.0626131
,12489.700744,0.0392914
,12490.703164,0.0228884
,12491.705574,0.0124661
,12492.707975,0.0063861
,12493.710368,0.0030925
rre2b+CMCT-C-H2O,12730.8753,0.004399
,12731.877975,0.0215493
,12732.8806,0.0551104
,12733.883186,0.0975946
,12734.885741,0.1341054
,12735.888271,0.1520427
,12736.890779,0.1477761
,12737.893268,0.1263779
,12738.895741,0.0969024
,12739.8982,0.0675702
,12740.900646,0.0433248
,12741.90308,0.0257705
,12742.905503,0.0143236
,12743.907917,0.007484
,12744.910323,0.0036947
,12745.91272,0.0017308
w01,323.051851,0.8784789
,324.054662,0.0998994
,325.056444,0.0196445
,326.05901,0.0018013
w01+CMCT,574.251614,0.7426186
,575.254532,0.2083223
,576.256916,0.0419191
,577.259372,0.006297
w02,628.093138,0.7737828
,629.095942,0.1755124
,630.097975,0.0429142
,631.100435,0.006721
w02+CMCT,879.292901,0.6541142
,880.295784,0.2574785
,881.298196,0.0709142
,882.300651,0.0146166
,883.30302,0.0025135
w03,973.140573,0.669315
,974.143274,0.2397066
,975.145477,0.072041
,976.147849,0.0155488
,977.150082,0.002927
w03+CMCT,1224.340335,0.5658027
,1225.343129,0.297014
,1226.345565,0.1032533
,1227.347997,0.02692
,1228.350366,0.0058134
w03-G,822.091163,0.7217657
,823.094094,0.2052794
,824.096167,0.0593451
,825.09868,0.0113388
w03+CMCT-G,1073.290926,0.6101417
,1074.293879,0.275307
,1075.296306,0.0883366
,1076.298795,0.0211744
,1077.301182,0.0042583
w04,1318.188008,0.5789513
,1319.190661,0.2833681
,1320.192946,0.1025037
,1321.195297,0.0275389
,1322.197567,0.006268
w04+CMCT,1569.38777,0.4894141
,1570.39051,0.3211809
,1571.392963,0.1340067
,1572.395387,0.0418344
,1573.397758,0.0107502
,1574.400107,0.0023731
w04-G,1167.138598,0.6243207
,1168.1414,0.2595464
,1169.143642,0.0886272
,1170.146061,0.0218876
,1171.148328,0.0046977
w04+CMCT-G,1418.33836,0.527767
,1419.341217,0.3074409
,1420.343679,0.119497
,1421.346143,0.0348336
,1422.348534,0.0084306
w05,1647.240528,0.5020066
,1648.243153,0.3114359
,1649.245491,0.1312332
,1650.247841,0.041457
,1651.250135,0.0109173
,1652.25242,0.0024795
w05+CMCT,1898.44029,0.4243693
,1899.442993,0.3340581
,1900.445462,0.1612676
,1901.447887,0.0579461
,1902.450265,0.0170302
,1903.452618,0.0042875
w05-G,1496.191118,0.5413462
,1497.193852,0.295931
,1498.196183,0.1172944
,1499.198574,0.0346375
,1500.200879,0.0086372
w05+CMCT-G,1747.39088,0.4576248
,1748.393675,0.3264984
,1749.396163,0.1478009
,1750.398618,0.0500502
,1751.401017,0.0139518
,1752.40339,0.0033418
w05-A,1512.186033,0.5400316
,1513.188768,0.2954186
,1514.191092,0.1182328
,1515.193483,0.0352051
,1516.195784,0.0088701
w05+CMCT-A,1763.385795,0.4565135
,1764.38859,0.3258799
,1765.391072,0.1485051
,1766.393526,0.0506547
,1767.395921,0.0142402
,1768.398292,0.0034417
w06,1952.281815,0.4421781
,1953.284466,0.324332
,1954.28685,0.1555679
,1955.289223,0.0559396
,1956.291546,0.0166585
,1957.293853,0.0042731
w06+CMCT,2203.481577,0.3737934
,2204.484292,0.3365235
,2205.486786,0.1828928
,2206.489228,0.0737356
,2207.491625,0.0242449
,2208.493994,0.0068189
w06-G,1801.232405,0.4768292
,1802.23515,0.3145942
,1803.237536,0.1424468
,1804.239942,0.0483304
,1805.242278,0.0137038
,1806.244606,0.0033533
w06+CMCT-G,2052.432167,0.4030857
,2053.434962,0.3331778
,2054.437477,0.1708706
,2055.439947,0.0653572
,2056.442362,0.0204999
,2057.44475,0.0055163
w06-A,1817.227319,0.4756713
,1818.230066,0.3140119
,1819.232446,0.143199
,1820.234852,0.0489126
,1821.237185,0.0139811
,1822.239511,0.0034496
w06+CMCT-A,2068.427082,0.4021068
,2069.429878,0.3325223
,2070.432388,0.1714095
,2071.434855,0.0659471
,2072.437268,0.0208255
,2073.439654,0.0056448
w07,2281.334335,0.383411
,2282.336966,0.3314277
,2283.339376,0.1794903
,2284.341755,0.0726018
,2285.344091,0.0241322
,2286.346407,0.0068895
w07+CMCT,2532.534097,0.324115
,2533.536787,0.3342351
,2534.539288,0.203365
,2535.541734,0.0912361
,2536.544135,0.0332214
,2537.546509,0.0103175
,2538.548861,0.0028193
w07-G,2130.284925,0.4134569
,2131.287633,0.326918
,2132.290054,0.1676169
,2133.292459,0.0644002
,2134.29481,0.0204645
,2135.297143,0.0055999
w07+CMCT-G,2381.484687,0.3495141
,2382.487445,0.3346597
,2383.489969,0.1930759
,2384.492438,0.082596
,2385.494858,0.0288102
,2386.497249,0.0085954
,2387.499615,0.0022613
w07-A,2146.279839,0.4124529
,2147.282548,0.3262817
,2148.284966,0.1681826
,2149.28737,0.0649784
,2150.289719,0.0207832
,2151.29205,0.0057262
w07+CMCT-A,2397.479602,0.3486654
,2398.48236,0.3339801
,2399.484881,0.1934516
,2400.487348,0.0831555
,2401.489766,0.0291678
,2402.492155,0.0087549
,2403.49452,0.0023182
w08,2587.359637,0.338167
,2588.362309,0.3294203
,2589.364758,0.1977949
,2590.367168,0.0884754
,2591.369533,0.0324256
,2592.371875,0.0101931
,2593.374196,0.0028325
w08+CMCT,2838.559399,0.2858681
,2839.562118,0.3261585
,2840.564648,0.2179775
,2841.567118,0.1071728
,2842.569542,0.0427009
,2843.571937,0.0144975
,2844.574308,0.004328
w08-G,2436.310227,0.3646674
,2437.31297,0.3283503
,2438.315433,0.1874671
,2439.317866,0.0800575
,2440.320246,0.0281652
,2441.322604,0.0085212
,2442.324938,0.0022844
w08+CMCT-G,2687.50999,0.3082701
,2688.512771,0.3289907
,2689.515324,0.2094348
,2690.517816,0.0986087
,2691.520257,0.0377806
,2692.522667,0.0123673
,2693.525053,0.0035671
w08-A,2452.305142,0.3637818
,2453.307885,0.3276919
,2454.310345,0.1878851
,2455.312777,0.0806081
,2456.315155,0.0285119
,2457.317511,0.0086755
,2458.319844,0.0023399
w08+CMCT-A,2703.504904,0.3075215
,2704.507686,0.3283093
,2705.510236,0.2096839
,2706.512726,0.0991239
,2707.515166,0.0381561
,2708.517574,0.0125539
,2709.519958,0.0036407
w09,2932.407072,0.2925114
,2933.409726,0.3233562
,2934.412187,0.2150568
,2935.414602,0.1060153
,2936.416974,0.0426118
,2937.419322,0.0146519
,2938.421649,0.0044439
w09+CMCT,3183.606834,0.2472733
,3184.609533,0.3145943
,3185.612064,0.2311313
,3186.614535,0.1243188
,3187.616961,0.0539987
,3188.619358,0.0199411
,3189.621732,0.0064644
,3190.624087,0.0018797
w09-G,2781.357662,0.3154339
,2782.360376,0.3254407
,2783.362855,0.2065151
,2784.36529,0.0975901
,2785.367677,0.0377733
,2786.370039,0.0125394
,2787.372379,0.0036796
w09+CMCT-G,3032.557424,0.2666508
,3033.560178,0.3195888
,3034.562732,0.2244974
,3035.565222,0.1160378
,3036.567665,0.048614
,3037.570077,0.0173585
,3038.572464,0.0054513
w09-A,2797.352577,0.3146679
,2798.355292,0.3247706
,2799.357767,0.2067847
,2800.360201,0.0980994
,2801.362587,0.0381424
,2802.364948,0.0127236
,2803.367286,0.003753
w09+CMCT-A,3048.552339,0.2660033
,3049.555093,0.3189143
,3050.557645,0.224621
,3051.560134,0.1164972
,3052.562575,0.0490007
,3053.564985,0.0175729
,3054.56737,0.0055444
w10,3277.454506,0.2530196
,3278.457147,0.312925
,3279.459617,0.2284153
,3280.462036,0.1229441
,3281.464415,0.0537295
,3282.466769,0.0200362
,3283.469102,0.0065777
,3284.47142,0.0019413
w10+CMCT,3528.654269,0.2138891
,3529.656951,0.3002077
,3530.659483,0.2404483
,3531.661955,0.1403472
,3532.664384,0.0659446
,3533.666783,0.0262873
,3534.66916,0.009184
,3535.671518,0.0028745
w10-G,3126.405097,0.2728474
,3127.40779,0.3173317
,3128.410278,0.2217074
,3129.412716,0.1147699
,3130.415109,0.04843
,3131.417476,0.0174808
,3132.419821,0.0055655
w10+CMCT-G,3377.604859,0.2306505
,3378.60759,0.3067288
,3379.610144,0.2356526
,3380.612635,0.132564
,3381.615079,0.0602308
,3382.617492,0.02327
,3383.619881,0.0078932
,3384.622251,0.002402
w10-A,3142.400011,0.2721849
,3143.402705,0.3166651
,3144.405191,0.2218497
,3145.407628,0.1152267
,3146.41002,0.0488109
,3147.412386,0.0176922
,3148.41473,0.005658
w10+CMCT-A,3393.599774,0.2300904
,3394.602505,0.3060718
,3395.605057,0.2356703
,3396.607547,0.1329611
,3397.60999,0.0606185
,3398.612402,0.0235084
,3399.614789,0.0080065
,3400.617158,0.0024469
w11,3582.495793,0.222865
,3583.498447,0.3008382
,3584.500938,0.2368783
,3585.503374,0.1370278
,3586.505769,0.0641826
,3587.508138,0.025607
,3588.510485,0.0089821
,3589.512816,0.0028297
w11+CMCT,3833.695556,0.1883981
,3834.698247,0.2857381
,3835.700793,0.2455127
,3836.703278,0.1532666
,3837.70572,0.0768639
,3838.708131,0.032657
,3839.710519,0.0121477
,3840.712889,0.004045
w11-G,3431.446383,0.2403298
,3432.449086,0.3066951
,3433.451595,0.2317623
,3434.454049,0.1292695
,3435.456459,0.0585908
,3436.45884,0.0226727
,3437.461199,0.0077276
,3438.46354,0.0023688
w11+CMCT-G,3682.646146,0.2031618
,3683.648882,0.2931519
,3684.65145,0.242237
,3685.653953,0.1460762
,3686.65641,0.0709831
,3687.658835,0.0292849
,3688.661235,0.0105953
,3689.663615,0.003436
w11-A,3447.441298,0.2397462
,3448.444001,0.3060419
,3449.446509,0.2318093
,3450.448961,0.1296731
,3451.45137,0.0589732
,3452.45375,0.0229052
,3453.456108,0.0078376
,3454.458449,0.0024125
w11+CMCT-A,3698.64106,0.2026685
,3699.643797,0.2925174
,3700.646364,0.2421772
,3701.648865,0.1464151
,3702.651321,0.0713633
,3703.653745,0.0295405
,3704.656143,0.0107263
,3705.658523,0.0034918
w12,3911.548313,0.1932455
,3912.550955,0.2861576
,3913.553452,0.2434699
,3914.555893,0.1513684
,3915.558294,0.0759052
,3916.560668,0.0323382
,3917.563021,0.0120888
,3918.565358,0.0040525
w12+CMCT,4162.748076,0.1633593
,4163.750753,0.2691514
,4164.7533,0.2486364
,4165.755787,0.1661068
,4166.758232,0.0888666
,4167.760647,0.0401883
,4168.763038,0.0158849
,4169.765411,0.0056131
,4170.767769,0.0018022
w12-G,3760.498903,0.2083891
,3761.501589,0.2932189
,3762.504105,0.240006
,3763.506562,0.1441923
,3764.508977,0.070098
,3765.511364,0.0290152
,3766.513728,0.010556
,3767.516075,0.0034484
w12+CMCT-G,4011.698666,0.1761609
,4012.701384,0.277256
,4013.703952,0.2468974
,4014.706456,0.1596548
,4015.708916,0.0829078
,4016.711343,0.0364661
,4017.713746,0.0140403
,4018.71613,0.0048387
w12-A,3776.493818,0.2078831
,3777.496504,0.2925862
,3778.499018,0.2399624
,3779.501475,0.1445351
,3780.503889,0.0704751
,3781.506275,0.0292673
,3782.508638,0.0106852
,3783.510984,0.0035036
w12+CMCT-A,4027.693581,0.1757331
,4028.696299,0.2766498
,4029.698866,0.2467648
,4030.701369,0.15993
,4031.703827,0.0832738
,4032.706254,0.0367366
,4033.708656,0.0141902
,4034.711038,0.0049071
w13,4256.595748,0.1671556
,4257.59838,0.2694734
,4258.60088,0.2468448
,4259.603325,0.1644935
,4260.605731,0.0881413
,4261.60811,0.0400402
,4262.610468,0.0159343
,4263.612809,0.0056794
,4264.615136,0.0018421
w13+CMCT,4507.79551,0.1413043
,4508.798177,0.2513686
,4509.800723,0.2488033
,4510.80321,0.1774431
,4511.805657,0.1010893
,4512.808075,0.0485943
,4513.810469,0.0203891
,4514.812844,0.0076397
,4515.815205,0.0025987
w13-G,4105.546338,0.1802547
,4106.54901,0.2773015
,4107.551529,0.2449438
,4108.55399,0.1580582
,4109.556409,0.0822521
,4110.558799,0.0363622
,4111.561168,0.0141045
,4112.563518,0.0049061
w13+CMCT-G,4356.746101,0.1523775
,4357.748804,0.2598331
,4358.751371,0.2484675
,4359.753875,0.1718459
,4360.756335,0.0951862
,4361.758765,0.0445712
,4362.76117,0.018243
,4363.763556,0.0066759
,4364.765925,0.0022199
w13-A,4121.541253,0.1798169
,4122.543925,0.2766968
,4123.546443,0.2448244
,4124.548903,0.1583365
,4125.551321,0.0826151
,4126.55371,0.0366295
,4127.556078,0.0142528
,4128.558428,0.0049741
w13+CMCT-A,4372.741015,0.1520075
,4373.743718,0.2592601
,4374.746285,0.2482757
,4375.748788,0.1720563
,4376.751247,0.0955302
,4377.753676,0.0448517
,4378.75608,0.018411
,4379.758465,0.006758
,4380.760833,0.0022545
w14,4562.62105,0.1474306
,4563.623706,0.25385
,4564.626229,0.2470248
,4565.628694,0.1744692
,4566.631119,0.0989284
,4567.633515,0.0475048
,4568.635889,0.0199674
,4569.638246,0.0075122
,4570.640588,0.0025707
w14+CMCT,4813.820813,0.1246298
,4814.823498,0.23538
,4815.826063,0.2465004
,4816.828568,0.1856854
,4817.831031,0.1116034
,4818.833464,0.0565525
,4819.835873,0.0249972
,4820.838262,0.0098625
,4821.840635,0.0035312
w14-G,4411.571641,0.1589839
,4412.574333,0.2620219
,4413.576875,0.2463589
,4414.579356,0.1687833
,4415.581794,0.0930907
,4416.584202,0.0435649
,4417.586586,0.0178723
,4418.588953,0.0065705
,4419.591304,0.0021993
w14+CMCT-G,4662.771403,0.1343964
,4663.774123,0.2439172
,4664.776709,0.2472374
,4665.77923,0.180899
,4666.781707,0.1058654
,4667.784151,0.0523258
,4668.78657,0.0225912
,4669.788969,0.0087157
,4670.791352,0.0030542
w14-A,4427.566555,0.1585978
,4428.569248,0.2614462
,4429.571789,0.2461867
,4430.574269,0.1690048
,4431.576706,0.0934343
,4432.579113,0.0438408
,4433.581497,0.0180365
,4434.583862,0.0066508
,4435.586213,0.0022331
w14+CMCT-A,4678.766318,0.13407
,4679.769038,0.2433761
,4680.771623,0.2470057
,4681.774143,0.1810542
,4682.776619,0.1061844
,4683.779062,0.0526102
,4684.781481,0.0227735
,4685.783879,0.0088104
,4686.786261,0.0030965
w15,4867.662337,0.12986
,4868.665001,0.2382843
,4869.667538,0.2455025
,4870.670015,0.1830452
,4871.672453,0.1093494
,4872.674861,0.0552426
,4873.677246,0.0244024
,4874.679613,0.0096402
,4875.681965,0.0034616
w15+CMCT,5118.8621,0.1097766
,5119.864791,0.219744
,5120.867367,0.2427941
,5121.869882,0.192507
,5122.872355,0.1215889
,5123.874797,0.0646707
,5124.877215,0.0299775
,5125.879614,0.0123946
,5126.881996,0.004648
w15-G,4716.612927,0.1400364
,4717.615627,0.2466333
,4718.618182,0.245936
,4719.620675,0.1781347
,4720.623125,0.1036438
,4721.625544,0.0510896
,4722.627939,0.0220514
,4723.630316,0.0085217
,4724.632677,0.0029961
w15+CMCT-G,4967.81269,0.1183792
,4968.815415,0.2282368
,4969.81801,0.2444679
,4970.820541,0.1885321
,4971.823027,0.1160861
,4972.825481,0.0602934
,4973.827909,0.0273276
,4974.830317,0.0110596
,4975.832708,0.004063
w15-A,4732.607842,0.1396963
,4733.610542,0.2460878
,4734.613096,0.24572
,4735.615588,0.1783018
,4736.618037,0.1039645
,4737.620456,0.0513704
,4738.62285,0.0222299
,4739.625226,0.0086142
,4740.627586,0.0030373
w15+CMCT-A,4983.807604,0.1180917
,4984.81033,0.2277276
,4985.812924,0.244204
,4986.815454,0.1886357
,4987.81794,0.1163776
,4988.820392,0.060578
,4989.82282,0.0275223
,4990.825227,0.0111668
,4991.827617,0.0041134
w16,5212.709772,0.1123277
,5213.712427,0.2208639
,5214.714964,0.2419377
,5215.717443,0.1910777
,5216.719883,0.1206056
,5217.722295,0.0642587
,5218.724683,0.0298942
,5219.727054,0.0124239
,5220.72941,0.0046889
w16+CMCT,5463.909534,0.0949557
,5464.912215,0.2025455
,5465.914789,0.2371001
,5466.917304,0.1985574
,5467.919778,0.1321762
,5468.922222,0.0739786
,5469.924642,0.0360417
,5470.927042,0.0156471
,5471.929427,0.0061561
,5472.931797,0.002223
w16-G,5061.660362,0.1211302
,5062.663049,0.2292416
,5063.665605,0.2434581
,5064.668099,0.1870603
,5065.670551,0.1151386
,5066.672973,0.0599257
,5067.675372,0.0272693
,5068.677751,0.0110972
,5069.680115,0.0041047
w16+CMCT-G,5312.860124,0.1023969
,5313.862837,0.2108688
,5314.865429,0.2396792
,5315.867959,0.1954901
,5316.870446,0.127015
,5317.872901,0.0694951
,5318.875331,0.0331387
,5319.87774,0.0140954
,5320.880133,0.0054378
,5321.882511,0.0019268
w16-A,5077.655277,0.120836
,5078.657964,0.228731
,5079.660519,0.2432028
,5080.663013,0.1871691
,5081.665464,0.1154297
,5082.667885,0.0602078
,5083.670283,0.0274621
,5084.672662,0.0112036
,5085.675025,0.0041549
w16+CMCT-A,5328.855039,0.1021483
,5329.857751,0.2103957
,5330.860343,0.2393876
,5331.862873,0.1955392
,5332.865359,0.1272727
,5333.867813,0.0697757
,5334.870242,0.0333452
,5335.872651,0.0142163
,5336.875043,0.005498
,5337.87742,0.0019531
w17,5517.751059,0.0989406
,5518.753721,0.2057323
,5519.75627,0.2371097
,5520.758761,0.1965238
,5521.761212,0.1299491
,5522.763633,0.0724418
,5523.766032,0.0352268
,5524.768412,0.015291
,5525.770777,0.0060239
,5526.773129,0.0021807
w17+CMCT,5768.950821,0.083639
,5769.953508,0.1878664
,5770.956091,0.2307141
,5771.958615,0.202276
,5772.961098,0.1407679
,5773.963551,0.0822786
,5774.96598,0.0418272
,5775.968388,0.0189353
,5776.97078,0.0077642
,5777.973158,0.0029206
w17-G,5366.701649,0.106694
,5367.704342,0.2139885
,5368.706909,0.2394405
,5369.709414,0.1933
,5370.711877,0.1247752
,5371.714309,0.0680128
,5372.716718,0.0323796
,5373.719106,0.0137745
,5374.721479,0.0053225
,5375.723839,0.0018913
w17+CMCT-G,5617.901411,0.0901934
,5618.904128,0.195939
,5619.906729,0.2339476
,5620.909268,0.1999914
,5621.911764,0.1359765
,5622.914227,0.0777661
,5623.916665,0.0387271
,5624.919083,0.0171908
,5625.921483,0.0069172
,5626.923869,0.0025551
w17-A,5382.696563,0.1064349
,5383.699257,0.2135095
,5384.701823,0.2391594
,5385.704328,0.1933608
,5386.70679,0.1250371
,5387.709221,0.0682917
,5388.711629,0.0325829
,5389.714017,0.0138929
,5390.716389,0.0053813
,5391.718748,0.001917
w17+CMCT-A,5633.896326,0.0899744
,5634.899043,0.1954976
,5635.901643,0.2336392
,5636.904182,0.1999968
,5637.906677,0.1362025
,5638.909139,0.0780393
,5639.911577,0.0389416
,5640.913993,0.0173233
,5641.916393,0.0069864
,5642.918778,0.0025868
w18,5846.803579,0.085791
,5847.806233,0.1896225
,5848.808782,0.2306939
,5849.811275,0.201106
,5850.813728,0.1395144
,5851.816153,0.0814465
,5852.818556,0.0414166
,5853.820939,0.0187783
,5854.823308,0.0077198
,5855.825663,0.002914
w18+CMCT,6098.003341,0.0725231
,6099.006019,0.1723938
,6100.0086,0.2228508
,6101.011124,0.2050281
,6102.013609,0.1494041
,6103.016064,0.0912921
,6104.018495,0.0484551
,6105.020906,0.0228792
,6106.0233,0.0097765
,6107.025681,0.0038297
w18-G,5695.754169,0.092514
,5696.756852,0.1976616
,5697.759418,0.2337885
,5698.761925,0.1987332
,5699.764391,0.1347179
,5700.766826,0.0769672
,5701.769237,0.038349
,5702.771629,0.0170532
,5703.774006,0.0068813
,5704.776368,0.0025514
w18+CMCT-G,5946.953931,0.0782064
,5947.956637,0.1801377
,5948.959236,0.2266863
,5949.961774,0.203567
,5950.964271,0.1450614
,5951.966736,0.0868017
,5952.969176,0.0451673
,5953.971596,0.020927
,5954.973999,0.0087814
,5955.976387,0.0033802
w18-A,5711.749084,0.0922894
,5712.751767,0.1972169
,5713.754333,0.2334859
,5714.756839,0.1987452
,5715.759304,0.1349461
,5716.761738,0.0772393
,5717.764149,0.0385616
,5718.76654,0.0171843
,5719.768916,0.0069498
,5720.771278,0.0025828
w18+CMCT-A,5962.948846,0.0780164
,5963.951551,0.1797301
,5964.95415,0.2263649
,5965.956688,0.2035285
,5966.959184,0.1452517
,5967.961649,0.0870638
,5968.964088,0.0453882
,5969.966507,0.0210715
,5970.968909,0.0088607
,5971.971297,0.0034182
w19,6191.851013,0.0742084
,6192.85366,0.1737662
,6193.856209,0.2227477
,6194.858703,0.2039924
,6195.861159,0.1483628
,6196.863586,0.0906634
,6197.865991,0.0482026
,6198.868378,0.0228283
,6199.870749,0.0097949
,6200.873107,0.0038564
w19+CMCT,6443.050776,0.0627318
,6444.053446,0.1573566
,6445.056024,0.2137497
,6446.058549,0.2061354
,6447.061034,0.1571759
,6448.06349,0.1003609
,6449.065922,0.0556064
,6450.068335,0.0273849
,6451.070732,0.0121965
,6452.073114,0.0049767
,6453.075485,0.0018794
w19-G,6040.801604,0.0800238
,6041.804277,0.1814837
,6042.806843,0.2264679
,6043.809351,0.2024599
,6044.811818,0.1440207
,6045.814255,0.0862055
,6046.816669,0.0449437
,6047.819064,0.0208914
,6048.821443,0.0088049
,6049.823808,0.0034073
w19+CMCT-G,6292.001366,0.0676478
,6293.004062,0.1647005
,6294.006658,0.218057
,6295.009196,0.205468
,6296.011693,0.1533434
,6297.014159,0.0959639
,6298.0166,0.0521664
,6299.019022,0.0252275
,6300.021426,0.011041
,6301.023816,0.0044299
,6302.026193,0.0016458
w19-A,6056.796518,0.0798294
,6057.799192,0.1810735
,6058.801757,0.2261512
,6059.804264,0.2024268
,6060.806731,0.1442126
,6061.809168,0.0864663
,6062.811581,0.0451629
,6063.813975,0.0210347
,6064.816353,0.0088836
,6065.818718,0.0034453
w19+CMCT-A,6307.996281,0.0674835
,6308.998976,0.1643263
,6310.001572,0.217729
,6311.00411,0.2053899
,6312.006606,0.1534966
,6313.009071,0.0962108
,6314.011512,0.0523908
,6315.013933,0.025383
,6316.016337,0.0111308
,6317.018726,0.0044751
,6318.021103,0.0016662
w20,6497.876316,0.0654516
,6498.878978,0.1604423
,6499.881542,0.2147126
,6500.884051,0.2049638
,6501.886521,0.1552169
,6502.888962,0.0986848
,6503.891379,0.0545535
,6504.893778,0.02685
,6505.896161,0.0119677
,6506.89853,0.0048931
,6507.900887,0.0018535
w20+CMCT,6749.076078,0.0553292
,6750.078761,0.1448584
,6751.081354,0.2049665
,6752.083891,0.2056461
,6753.086389,0.162993
,6754.088857,0.1081134
,6755.091301,0.0621943
,6756.093725,0.0317884
,6757.096132,0.0146885
,6758.098524,0.0062165
,6759.100905,0.0024344
w20-G,6346.826906,0.0705807
,6347.829594,0.1678117
,6348.832175,0.2188531
,6349.834698,0.2041314
,6350.837179,0.1513253
,6351.839629,0.094311
,6352.842055,0.051162
,6353.844462,0.0247324
,6354.846852,0.0108355
,6355.849228,0.0043573
w20+CMCT-G,6598.026668,0.0596651
,6599.029377,0.1518114
,6600.031986,0.2095714
,6601.034537,0.2056247
,6602.037047,0.159645
,6603.039524,0.1038604
,6604.041977,0.0586603
,6605.044409,0.0294609
,6606.046824,0.0133857
,6607.049224,0.0055738
,6608.051611,0.0021486
w20-A,6362.821821,0.0704093
,6363.824509,0.1674311
,6364.82709,0.2185303
