ion,mass,Intensities
,11760.756935,0.0542466
,11761.759375,0.0326384
,11762.761803,0.0182318
,11763.764221,0.0095231
,11764.766629,0.004679
,11765.769028,0.0021734
a37,11980.636226,0.0063336
,11981.638877,0.0288889
,11982.641475,0.0690654
,11983.644034,0.1146804
,11984.646563,0.148111
,11985.649066,0.1581394
,11986.651547,0.1449882
,11987.654011,0.1171308
,11988.656458,0.0849459
,11989.658892,0.0560845
,11990.661313,0.0340819
,11991.663724,0.0192302
,11992.666124,0.0101467
,11993.668515,0.0050365
,11994.670898,0.0023635
a37+CMCT,12231.835988,0.0053541
,12232.838651,0.0253142
,12233.841264,0.0625386
,12234.843838,0.1070578
,12235.846382,0.1422827
,12236.8489,0.1560913
,12237.851397,0.1468547
,12238.853876,0.1216089
,12239.856338,0.0903151
,12240.858787,0.0610125
,12241.861222,0.0379081
,12242.863647,0.0218541
,12243.866061,0.0117747
,12244.868466,0.0059647
,12245.870862,0.0028553
a37-G,11829.586816,0.0068299
,11830.589481,0.0306492
,11831.59209,0.0721877
,11832.594659,0.1182078
,11833.597195,0.1506761
,11834.599705,0.1588839
,11835.602193,0.1439435
,11836.604663,0.1149614
,11837.607116,0.0824557
,11838.609555,0.0538607
,11839.611981,0.0323922
,11840.614396,0.0180929
,11841.616801,0.009453
,11842.619197,0.0046472
,11843.621584,0.0021604
a37+CMCT-G,12080.786578,0.0057737
,12081.789255,0.0268723
,12082.791878,0.0654327
,12083.794462,0.1105029
,12084.797014,0.1449899
,12085.799539,0.1571301
,12086.802043,0.1461124
,12087.804528,0.1196395
,12088.806996,0.0878915
,12089.80945,0.058753
,12090.81189,0.0361325
,12091.81432,0.0206239
,12092.816738,0.0110044
,12093.819148,0.0055218
,12094.821548,0.0026188
a37-A,11845.58173,0.0068134
,11846.584395,0.0305774
,11847.587005,0.0720381
,11848.589573,0.1180111
,11849.592109,0.1505033
,11850.594619,0.158798
,11851.597107,0.1439636
,11852.599576,0.115063
,11853.602029,0.0825945
,11854.604468,0.0539972
,11855.606894,0.0325032
,11856.609309,0.0181718
,11857.611713,0.0095034
,11858.614108,0.0046766
,11859.616495,0.0021763
a37+CMCT-A,12096.781493,0.0057596
,12097.78417,0.0268092
,12098.786793,0.0652959
,12099.789376,0.1103146
,12100.791928,0.1448141
,12101.794453,0.1570304
,12102.796957,0.1461149
,12103.799441,0.119727
,12104.801909,0.0880234
,12105.804362,0.0588892
,12106.806803,0.0362474
,12107.809232,0.0207081
,12108.81165,0.0110597
,12109.814059,0.0055549
,12110.816459,0.0026371
a38,12285.677512,0.0055788
,12286.680167,0.026077
,12287.68277,0.0638252
,12288.685334,0.1084186
,12289.687867,0.1431624
,12290.690374,0.1562067
,12291.692861,0.1462968
,12292.695329,0.1206886
,12293.697781,0.0893514
,12294.70022,0.0602078
,12295.702646,0.0373322
,12296.70506,0.0214884
,12297.707465,0.0115645
,12298.709861,0.0058538
,12299.712248,0.002801
a38+CMCT,12536.877275,0.004716
,12537.879941,0.0228307
,12538.882558,0.0577027
,12539.885136,0.100989
,12540.887684,0.1371471
,12541.890207,0.1536752
,12542.892708,0.1476197
,12543.895191,0.1247719
,12544.897658,0.0945559
,12545.900111,0.0651658
,12546.902551,0.0412964
,12547.904979,0.0242778
,12548.907398,0.0133368
,12549.909807,0.0068873
,12550.912207,0.0033605
,12551.914599,0.0015559
a38-G,12134.628103,0.006016
,12135.630771,0.0276769
,12136.633384,0.0667597
,12137.635957,0.1118688
,12138.638498,0.1458317
,12139.641013,0.1571861
,12140.643506,0.1455026
,12141.64598,0.1186916
,12142.648438,0.0869248
,12143.650882,0.0579608
,12144.653313,0.0355743
,12145.655732,0.0202744
,12146.658141,0.0108061
,12147.660541,0.0054185
,12148.662932,0.0025689
a38+CMCT-G,12385.827865,0.0050856
,12386.830544,0.0242449
,12387.833172,0.0604146
,12388.835759,0.1043402
,12389.838315,0.139929
,12390.840845,0.1549261
,12391.843353,0.1471236
,12392.845842,0.1229867
,12393.848315,0.0922138
,12394.850773,0.062898
,12395.853218,0.0394609
,12396.855651,0.0229729
,12397.858074,0.0125001
,12398.860487,0.0063953
,12399.862892,0.0030921
a38-A,12150.623017,0.0060014
,12151.625685,0.027612
,12152.628299,0.0666204
,12153.630872,0.1116794
,12154.633413,0.1456571
,12155.635927,0.1570894
,12156.63842,0.1455083
,12157.640894,0.1187813
,12158.643351,0.0870575
,12159.645795,0.0580966
,12160.648225,0.0356884
,12161.650644,0.0203576
,12162.653053,0.0108606
,12163.655453,0.005451
,12164.657844,0.0025869
a38+CMCT-A,12401.82278,0.0050732
,12402.825459,0.024188
,12403.828086,0.0602875
,12404.830674,0.1041596
,12405.83323,0.1397528
,12406.835759,0.1548173
,12407.838267,0.1471124
,12408.840756,0.1230619
,12409.843228,0.0923385
,12410.845686,0.0630326
,12411.84813,0.0395782
,12412.850563,0.0230612
,12413.852986,0.0125595
,12414.855399,0.0064317
,12415.857803,0.0031126
,12416.860199,0.0014298
c01,345.047435,0.8649908
,346.049958,0.1135848
,347.051938,0.0193659
,348.054276,0.0018892
c01+CMCT,596.247197,0.7312164
,597.249983,0.2179893
,598.252384,0.043441
,599.25479,0.0064957
c01-G,193.998025,0.9327755
,195.001073,0.0571271
,196.002467,0.0129809
c01+CMCT-G,445.197787,0.788518
,446.200892,0.1769389
,447.203252,0.0302966
,448.205782,0.0038308
c02,690.094869,0.748209
,691.097393,0.1964997
,692.099524,0.0464042
,693.101817,0.0076676
c02+CMCT,941.294632,0.6324955
,942.297338,0.2716138
,943.299732,0.076497
,944.302117,0.016156
,945.30445,0.0028142
c02-G,539.04546,0.8068422
,540.04826,0.1524143
,541.050216,0.0352187
,542.052701,0.004837
c02+CMCT-G,790.245222,0.6820608
,791.248112,0.2426142
,792.250502,0.0615742
,793.252954,0.0116711
c03,996.120172,0.6599175
,997.122833,0.2457156
,998.125049,0.0744099
,999.127402,0.0163477
,1000.129636,0.0031062
c03+CMCT,1247.319934,0.5578586
,1248.322698,0.3007685
,1249.325133,0.1059831
,1250.327554,0.0279984
,1251.329918,0.0061124
c03-G,845.070762,0.7116317
,846.073632,0.2125064
,847.075745,0.0614118
,848.078217,0.0120178
c03+CMCT-G,1096.270524,0.601575
,1097.273438,0.2799873
,1098.275871,0.0909733
,1099.278345,0.0221238
,1100.280729,0.0044981
c04,1301.161459,0.5812693
,1302.164152,0.2821761
,1303.166446,0.101784
,1304.168815,0.0272414
,1305.171095,0.006184
c04+CMCT,1552.361221,0.4913736
,1553.363991,0.3205002
,1554.366458,0.1332598
,1555.368896,0.0414682
,1556.371279,0.0106271
,1557.373639,0.00234
c04-G,1150.112049,0.6268203
,1151.114899,0.2580768
,1152.117144,0.0879483
,1153.119586,0.0216229
,1154.12186,0.0046298
c04+CMCT-G,1401.311811,0.52988
,1402.314703,0.306551
,1403.317178,0.1187478
,1404.319657,0.0344974
,1405.322059,0.0083261
c05,1607.186761,0.5126773
,1608.189509,0.3051272
,1609.191869,0.1283177
,1610.19427,0.0403383
,1611.196592,0.0106549
,1612.198912,0.0024293
c05+CMCT,1858.386523,0.4333896
,1859.389325,0.3302298
,1860.391829,0.1580498
,1861.394294,0.0565175
,1862.396703,0.0166086
,1863.399086,0.0041911
c05-G,1456.137351,0.5528531
,1457.140231,0.2882796
,1458.142564,0.1146634
,1459.145019,0.0336568
,1460.147344,0.0084397
c05+CMCT-G,1707.337113,0.4673521
,1708.340021,0.3216529
,1709.342536,0.1446449
,1710.345036,0.048762
,1711.347463,0.0136071
,1712.349868,0.0032696
c06,1952.234196,0.4434611
,1953.236903,0.3221646
,1954.239302,0.1555799
,1955.241698,0.0563448
,1956.244036,0.0169532
,1957.24636,0.0043979
c06+CMCT,2203.433958,0.374878
,2204.436719,0.3348722
,2205.439231,0.1826137
,2206.441692,0.0740532
,2207.444104,0.0245496
,2208.446487,0.0069711
c06-G,1801.184786,0.4782128
,1802.187594,0.312155
,1803.189989,0.1426335
,1804.192422,0.0487641
,1805.194771,0.0139892
,1806.197116,0.0034649
c06+CMCT-G,2052.384548,0.4042553
,2053.387394,0.3313109
,2054.389924,0.1707021
,2055.392414,0.0657202
,2056.394843,0.0208027
,2057.397245,0.0056565
c07,2297.28163,0.3835897
,2298.28431,0.3290399
,2299.286733,0.1797563
,2300.289131,0.0734861
,2301.29148,0.0247667
,2302.29381,0.0071798
c07+CMCT,2548.481393,0.324266
,2549.484123,0.3322418
,2550.48664,0.2032554
,2551.489101,0.0919908
,2552.491515,0.033884
,2553.4939,0.0106638
,2554.496262,0.002957
c07-G,2146.232221,0.4136497
,2147.234981,0.3243289
,2148.237413,0.1680937
,2149.239838,0.0653301
,2150.242201,0.0210786
,2151.244548,0.0058635
c07+CMCT-G,2397.431983,0.3496771
,2398.434784,0.3324981
,2399.437322,0.1931164
,2400.439807,0.0834164
,2401.442239,0.0294644
,2402.444641,0.0089169
,2403.447018,0.002383
c08,2642.329065,0.3318016
,2643.331724,0.3281864
,2644.334164,0.20029
,2645.336567,0.0910792
,2646.338925,0.0339426
,2647.341261,0.0108516
,2648.343577,0.0030673
c08+CMCT,2893.528828,0.2804871
,2894.531534,0.3242178
,2895.534055,0.2198314
,2896.536517,0.1097047
,2897.538933,0.0443811
,2898.541321,0.0153033
,2899.543686,0.004641
c08-G,2491.279655,0.3578031
,2492.282382,0.3275258
,2493.284836,0.1902491
,2494.287261,0.0826652
,2495.289634,0.0295967
,2496.291985,0.0091137
,2497.294314,0.002487
c08+CMCT-G,2742.479418,0.3024674
,2743.482185,0.3273258
,2744.484728,0.2115825
,2745.487211,0.1011892
,2746.489645,0.0393931
,2747.492048,0.0131055
,2748.494427,0.0038425
c09,2947.370352,0.2922579
,2948.373025,0.3221295
,2949.375492,0.2150296
,2950.377913,0.1065557
,2951.380291,0.0431145
,2952.382644,0.0149363
,2953.384976,0.0045676
c09+CMCT,3198.570114,0.247059
,3199.572829,0.3135216
,3200.575367,0.2309321
,3201.577844,0.1247559
,3202.580275,0.0544985
,3203.582676,0.0202593
,3204.585053,0.0066159
,3205.587413,0.001939
c09-G,2796.320942,0.3151606
,2797.323677,0.324138
,2798.32616,0.206583
,2799.328602,0.0981738
,2800.330994,0.0382723
,2801.333361,0.0128068
,2802.335705,0.003791
c09+CMCT-G,3047.520704,0.2664197
,3048.523475,0.318449
,3049.526035,0.2243676
,3050.528532,0.1165239
,3051.530979,0.0491179
,3052.533395,0.0176623
,3053.535785,0.0055899
c10,3292.417787,0.2528004
,3293.420444,0.3118351
,3294.42292,0.2282475
,3295.425346,0.1233843
,3296.42773,0.0542229
,3297.430088,0.0203495
,3298.432426,0.0067277
,3299.434747,0.0020006
c10+CMCT,3543.617549,0.2137038
,3544.620246,0.2992555
,3545.622785,0.2401499
,3546.625262,0.1406815
,3547.627696,0.0664207
,3548.630099,0.0266272
,3549.63248,0.0093616
,3550.634842,0.0029503
c10-G,3141.368377,0.272611
,3142.371088,0.3161739
,3143.373582,0.2216129
,3144.376026,0.1152567
,3145.378425,0.0489267
,3146.380796,0.0177799
,3147.383145,0.0057029
c10+CMCT-G,3392.568139,0.2304506
,3393.570885,0.3057167
,3394.573446,0.2354064
,3395.575942,0.1329472
,3396.578391,0.0607172
,3397.580809,0.023599
,3398.583201,0.0080583
,3399.585574,0.0024699
c11,3597.459073,0.2226719
,3598.461742,0.2998563
,3599.464239,0.236618
,3600.466681,0.137379
,3601.469082,0.0646562
,3602.471455,0.0259396
,3603.473806,0.0091549
,3604.476141,0.0029033
c11+CMCT,3848.658836,0.1882348
,3849.66154,0.2848809
,3850.664094,0.2451518
,3851.666584,0.1535141
,3852.66903,0.0773097
,3853.671446,0.0330092
,3854.673837,0.012347
,3855.67621,0.0041363
c11-G,3446.409664,0.2401215
,3447.412382,0.3056516
,3448.414897,0.2315595
,3449.417358,0.1296679
,3450.419772,0.0590733
,3451.422157,0.0229941
,3452.42452,0.007888
,3453.426865,0.0024348
c11+CMCT-G,3697.609426,0.2029858
,3698.612176,0.2922405
,3699.614751,0.2419158
,3700.617259,0.1463708
,3701.619721,0.0714437
,3702.622149,0.0296295
,3703.624553,0.0107827
,3704.626936,0.003519
c12,3926.511593,0.193078
,3927.514249,0.2852843
,3928.516752,0.2431294
,3929.519199,0.1516258
,3930.521605,0.0763495
,3931.523984,0.032686
,3932.526341,0.0122852
,3933.528681,0.0041427
c12+CMCT,4177.711356,0.1632177
,4178.714046,0.2683895
,4179.7166,0.2482232
,4180.719091,0.166265
,4181.721541,0.0892734
,4182.72396,0.0405479
,4183.726355,0.0161059
,4184.728731,0.0057218
,4185.731092,0.0018477
c12-G,3775.462184,0.2082085
,3776.464884,0.2922905
,3777.467406,0.239708
,3778.469869,0.144496
,3779.472289,0.0705563
,3780.47468,0.0293551
,3781.477048,0.0107407
,3782.479398,0.0035304
c12+CMCT-G,4026.661946,0.1760082
,4027.664677,0.2764457
,4028.667252,0.2465122
,4029.669761,0.1598575
,4030.672225,0.0833335
,4031.674656,0.0368216
,4032.677063,0.0142505
,4033.67945,0.0049388
c12-A,3791.457098,0.2077029
,3792.459799,0.29166
,3793.462319,0.2396644
,3794.464782,0.144836
,3795.467201,0.0709318
,3796.46959,0.0296072
,3797.471957,0.0108705
,3798.474307,0.0035861
c12+CMCT-A,4042.656861,0.1755808
,4043.659592,0.2758414
,4044.662166,0.24638
,4045.664674,0.1601303
,4046.667136,0.0836977
,4047.669567,0.0370919
,4048.671972,0.0144009
,4049.674358,0.0050078
c13,4271.559028,0.1670107
,4272.561673,0.268699
,4273.56418,0.2464478
,4274.56663,0.1646602
,4275.569041,0.0885466
,4276.571424,0.0403956
,4277.573785,0.0161528
,4278.57613,0.0057873
,4279.57846,0.0018876
c13+CMCT,4522.758791,0.1411818
,4523.761468,0.2506935
,4524.764021,0.2483566
,4525.766514,0.1775181
,4526.768965,0.1014497
,4527.771386,0.0489537
,4528.773784,0.0206292
,4529.776162,0.0077667
,4530.778526,0.0026555
c13-G,4120.509618,0.1800985
,4121.512303,0.2764779
,4122.514829,0.2445771
,4123.517295,0.1582687
,4124.519719,0.0826754
,4125.522113,0.0367134
,4126.524485,0.0143122
,4127.52684,0.0050055
c13+CMCT-G,4371.709381,0.1522455
,4372.712096,0.2591148
,4373.714669,0.2480394
,4374.717178,0.1719615
,4375.719643,0.0955684
,4376.722076,0.0449301
,4377.724485,0.0184737
,4378.726874,0.006794
,4379.729246,0.0022713
c13-A,4136.504533,0.1796611
,4137.507218,0.2758751
,4138.509743,0.244458
,4139.512208,0.1585447
,4140.514631,0.0830367
,4141.517024,0.0369804
,4142.519396,0.0144611
,4143.521749,0.0050741
c13+CMCT-A,4387.704295,0.1518758
,4388.707011,0.2585436
,4389.709583,0.2478481
,4390.712091,0.1721699
,4391.714555,0.0959106
,4392.716987,0.0452102
,4393.719395,0.018642
,4394.721783,0.0068767
,4395.724154,0.0023063
c14,4576.600315,0.1471066
,4577.60297,0.2533143
,4578.605492,0.2468226
,4579.607956,0.1746436
,4580.610379,0.099244
,4581.612775,0.0477731
,4582.615148,0.0201335
,4583.617504,0.0075961
,4584.619845,0.0026071
c14+CMCT,4827.800077,0.1243559
,4828.802762,0.2348815
,4829.805327,0.2462497
,4830.80783,0.1857972
,4831.810292,0.1118917
,4832.812724,0.0568259
,4833.815131,0.0251796
,4834.81752,0.0099606
,4835.819892,0.0035762
c14-G,4425.550905,0.1586345
,4426.553598,0.26147
,4427.556138,0.2461831
,4428.558618,0.1689869
,4429.561054,0.0934168
,4430.563461,0.0438293
,4431.565845,0.0180305
,4432.56821,0.0066481
,4433.57056,0.0022321
c14+CMCT-G,4676.750668,0.1341011
,4677.753388,0.2434014
,4678.755972,0.2470065
,4679.758492,0.181039
,4680.760967,0.1061671
,4681.76341,0.0525978
,4682.765828,0.0227666
,4683.768226,0.0088072
,4684.770608,0.0030951
c14-A,4441.54582,0.1582493
,4442.548513,0.2608955
,4443.551052,0.2460103
,4444.553531,0.1692067
,4445.555967,0.0937594
,4446.558373,0.0441051
,4447.560755,0.0181951
,4448.56312,0.0067288
,4449.565469,0.0022662
c14+CMCT-A,4692.745582,0.1337754
,4693.748303,0.2428614
,4694.750886,0.2467745
,4695.753405,0.1811928
,4696.755879,0.106485
,4697.758322,0.0528819
,4698.760739,0.0229491
,4699.763136,0.0089024
,4700.765517,0.0031377
c15,4921.64775,0.1272458
,4922.650395,0.2358236
,4923.652919,0.2451208
,4924.655385,0.184284
,4925.657813,0.1109673
,4926.660212,0.0564926
,4927.662589,0.0251422
,4928.664949,0.0100056
,4929.667294,0.0036189
c15+CMCT,5172.847512,0.1075667
,5173.850186,0.2172953
,5174.852749,0.242091
,5175.855254,0.1934668
,5176.857717,0.1231243
,5177.86015,0.0659709
,5178.86256,0.0308009
,5179.864951,0.0128252
,5180.867325,0.004843
,5181.869687,0.0016794
c15-G,4770.59834,0.1372174
,4771.60102,0.2441876
,4772.603562,0.2457173
,4773.606043,0.1794981
,4774.608483,0.1052895
,4775.610893,0.0523102
,4776.61328,0.0227516
,4777.615649,0.0088583
,4778.618002,0.0031375
c15+CMCT-G,5021.798102,0.1159962
,5022.800809,0.2257718
,5023.803391,0.243902
,5024.805911,0.1896203
,5025.808387,0.1176647
,5026.810832,0.0615745
,5027.813252,0.0281138
,5028.815652,0.01146
,5029.818035,0.00424
c15-A,4786.593254,0.1368842
,4787.595935,0.2436469
,4788.598476,0.2454951
,4789.600957,0.1796568
,4790.603396,0.1056063
,4791.605805,0.0525915
,4792.608191,0.0229323
,4793.610559,0.0089528
,4794.612912,0.0031799
c15+CMCT-A,5037.793017,0.1157145
,5038.795724,0.2252677
,5039.798306,0.2436337
,5040.800824,0.1897159
,5041.8033,0.1179515
,5042.805744,0.0618588
,5043.808163,0.0283103
,5044.810562,0.0115691
,5045.812944,0.0042918
c16,5227.673052,0.1122303
,5228.675717,0.220309
,5229.67826,0.2414763
,5230.680745,0.1910378
,5231.683189,0.120877
,5232.685604,0.0645975
,5233.687996,0.0301556
,5234.69037,0.0125802
,5235.692728,0.0047674
c16+CMCT,5478.872814,0.0948735
,5479.875505,0.2020627
,5480.878085,0.2366306
,5481.880605,0.1984514
,5482.883083,0.1323937
,5483.88553,0.0743024
,5484.887953,0.0363138
,5485.890356,0.0158206
,5486.892743,0.0062481
,5487.895116,0.0022654
c16-G,5076.623642,0.1210252
,5077.62634,0.228651
,5078.628902,0.2430046
,5079.631401,0.1870533
,5080.633858,0.1154339
,5081.636283,0.0602694
,5082.638685,0.0275245
,5083.641067,0.0112454
,5084.643434,0.0041772
c16+CMCT-G,5327.823405,0.1023082
,5328.826127,0.2103547
,5329.828725,0.2392112
,5330.83126,0.1954126
,5331.833751,0.1272573
,5332.836209,0.0698268
,5333.838642,0.0334066
,5334.841054,0.0142613
,5335.84345,0.0055236
,5336.84583,0.0019654
c16-A,5092.618557,0.1207313
,5093.621255,0.2281418
,5094.623816,0.2427498
,5095.626315,0.1871607
,5096.62877,0.1157234
,5097.631195,0.0605508
,5098.633596,0.0277174
,5099.635978,0.0113522
,5100.638344,0.0042278
c16+CMCT-A,5343.818319,0.1020597
,5344.821042,0.2098829
,5345.82364,0.2389203
,5346.826174,0.1954607
,5347.828664,0.1275135
,5348.831121,0.0701066
,5349.833553,0.0336131
,5350.835965,0.0143826
,5351.838359,0.0055841
,5352.840739,0.001992
c17,5532.714339,0.0988549
,5533.717011,0.2052339
,5534.719566,0.2366463
,5535.722061,0.1964326
,5536.724516,0.1301751
,5537.726942,0.0727657
,5538.729344,0.0354955
,5539.731727,0.0154612
,5540.734094,0.0061138
,5541.736449,0.0022221
c17+CMCT,5783.914101,0.0835665
,5784.916797,0.187433
,5785.919386,0.2302509
,5786.921915,0.2021272
,5787.924402,0.1409397
,5788.926858,0.0825828
,5789.929289,0.0421028
,5790.931701,0.0191214
,5791.934096,0.007868
,5792.936476,0.0029707
c17-G,5381.664929,0.1066016
,5382.667633,0.2134578
,5383.670205,0.2389803
,5384.672715,0.193238
,5385.675182,0.1250256
,5386.677618,0.068344
,5387.680029,0.0326438
,5388.682421,0.013937
,5389.684797,0.0054063
,5390.687158,0.001929
c17+CMCT-G,5632.864691,0.0901152
,5633.867417,0.1954774
,5634.870024,0.2334826
,5635.872568,0.1998672
,5636.875068,0.1361731
,5637.877534,0.0780802
,5638.879975,0.0390003
,5639.882396,0.0173699
,5640.884799,0.0070146
,5641.887187,0.0026011
c17-A,5397.659844,0.1063427
,5398.662548,0.2129801
,5399.66512,0.2386999
,5400.667629,0.1932976
,5401.670095,0.1252859
,5402.67253,0.0686221
,5403.674941,0.0328471
,5404.677332,0.0140558
,5405.679707,0.0054655
,5406.682068,0.001955
c17+CMCT-A,5648.859606,0.0898964
,5649.862332,0.195037
,5650.864939,0.2331749
,5651.867482,0.1998718
,5652.86998,0.1363976
,5653.872446,0.0783525
,5654.874887,0.0392146
,5655.877306,0.0175027
,5656.879709,0.0070842
,5657.882096,0.0026331
c18,5861.766859,0.0857167
,5862.769522,0.1891806
,5863.772077,0.2302339
,5864.774574,0.2009654
,5865.777032,0.139691
,5866.779461,0.0817506
,5867.781866,0.04169
,5868.784253,0.0189624
,5869.786624,0.0078224
,5870.788982,0.0029636
c18+CMCT,6112.966621,0.0724603
,6113.969308,0.1720098
,6114.971894,0.2223987
,6115.974423,0.2048387
,6116.976912,0.1495274
,6117.97937,0.0915719
,6118.981803,0.0487313
,6119.984217,0.0230775
,6120.986615,0.009893
,6121.988998,0.0038887
c18-G,5710.717449,0.0924339
,5711.720142,0.197191
,5712.722714,0.2333276
,5713.725225,0.1986177
,5714.727695,0.134919
,5715.730133,0.0772809
,5716.732548,0.03862
,5717.734943,0.0172303
,5718.737322,0.0069776
,5719.739687,0.0025969
c18+CMCT-G,5961.917211,0.0781386
,5962.919926,0.1797285
,5963.92253,0.2262293
,5964.925074,0.2033982
,5965.927574,0.1452088
,5966.930042,0.0870934
,5967.932486,0.045443
,5968.934908,0.0211191
,5969.937313,0.0088915
,5970.939704,0.0034348
c18-A,5726.712364,0.0922094
,5727.715056,0.1967474
,5728.717628,0.2330257
,5729.720139,0.1986288
,5730.722608,0.1351457
,5731.725046,0.0775521
,5732.727459,0.0388324
,5733.729854,0.0173617
,5734.732232,0.0070465
,5735.734597,0.0026286
c18+CMCT-A,5977.912126,0.0779488
,5978.914841,0.1793219
,5979.917445,0.2259087
,5980.919987,0.2033592
,5981.922487,0.1453977
,5982.924955,0.0873545
,5983.927397,0.0456637
,5984.929819,0.0212638
,5985.932224,0.0089712
,5986.934613,0.0034731
c19,6190.819379,0.0743246
,6191.822034,0.1737692
,6192.824589,0.2226202
,6193.827088,0.2038636
,6194.829548,0.1483156
,6195.83198,0.0906884
,6196.834388,0.0482551
,6197.836778,0.0228759
,6198.839153,0.0098266
,6199.841514,0.0038738
c19+CMCT,6442.019141,0.06283
,6443.021819,0.1573755
,6444.024404,0.2136437
,6445.026933,0.2060087
,6446.029423,0.1571163
,6447.031882,0.1003735
,6448.034318,0.0556536
,6449.036734,0.0274329
,6450.039134,0.0122307
,6451.04152,0.0049966
,6452.043893,0.0018894
c19-G,6039.769969,0.0801491
,6040.772652,0.1814776
,6041.775223,0.2263302
,6042.777736,0.2023312
,6043.780208,0.1439799
,6044.782649,0.086236
,6045.785067,0.0449983
,6046.787465,0.0209387
,6047.789847,0.0088354
,6048.792215,0.0034237
c19+CMCT-G,6290.969732,0.0677537
,6291.972435,0.1647131
,6292.975037,0.2179414
,6293.97758,0.2053398
,6294.980082,0.1532891
,6295.982552,0.0959822
,6296.984997,0.0522162
,6297.987421,0.0252755
,6298.989829,0.0110741
,6299.992222,0.0044487
,6300.994602,0.001655
c19-A,6055.764884,0.0799544
,6056.767567,0.1810675
,6057.770138,0.2260142
,6058.77265,0.2022984
,6059.775121,0.1441717
,6060.777562,0.0864965
,6061.779979,0.0452173
,6062.782376,0.0210819
,6063.784758,0.0089142
,6064.787125,0.0034617
c19+CMCT-A,6306.964646,0.0675892
,6307.96735,0.1643389
,6308.969952,0.2176139
,6309.972494,0.205262
,6310.974995,0.1534421
,6311.977464,0.0962287
,6312.979909,0.0524404
,6313.982333,0.0254309
,6314.984739,0.011164
,6315.987132,0.0044939
,6316.989511,0.0016754
c20,6496.844681,0.065554
,6497.847352,0.1604561
,6498.849922,0.2146027
,6499.852436,0.2048381
,6500.85491,0.1551604
,6501.857354,0.0986995
,6502.859775,0.0546011
,6503.862177,0.0268974
,6504.864563,0.0120013
,6505.866935,0.0049126
,6506.869296,0.0018632
c20+CMCT,6748.044444,0.0554158
,6749.047134,0.1448846
,6750.049733,0.2048769
,6751.052275,0.2055246
,6752.054777,0.1629261
,6753.057249,0.1081162
,6754.059696,0.0622358
,6755.062123,0.0318354
,6756.064533,0.0147242
,6757.066928,0.0062383
,6758.069311,0.0024458
c20-G,6345.795271,0.0706912
,6346.797968,0.1678185
,6347.800555,0.2187335
,6348.803082,0.2040047
,6349.805568,0.1512742
,6350.808022,0.0943313
,6351.810452,0.0512121
,6352.812862,0.0247798
,6353.815255,0.0108681
,6354.817634,0.0043756
,6355.820001,0.0016332
c20+CMCT-G,6596.995034,0.0597585
,6597.99775,0.1518328
,6599.000365,0.2094726
,6600.002921,0.2055009
,6601.005435,0.1595825
,6602.007916,0.1038686
,6603.010372,0.0587047
,6604.012808,0.0295083
,6605.015225,0.0134206
,6606.017628,0.0055946
,6607.020018,0.0021593
c20-A,6361.790186,0.0705195
,6362.792883,0.1674379
,6363.79547,0.2184113
,6364.797996,0.2039369
,6365.800481,0.1514333
,6366.802935,0.0945783
,6367.805364,0.051434
,6368.807773,0.0249327
,6369.810166,0.0109562
,6370.812545,0.00442
,6371.814911,0.0016532
c20+CMCT-A,6612.989949,0.0596134
,6613.992665,0.1514868
,6614.99528,0.2091444
,6615.997835,0.2053931
,6617.000348,0.159703
,6618.002829,0.1040987
,6619.005284,0.0589291
,6620.007719,0.0296721
,6621.010136,0.0135196
,6622.012538,0.0056467
,6623.014927,0.0021837
c21,6841.892116,0.0567036
,6842.894779,0.146239
,6843.897348,0.2051242
,6844.899862,0.2047899
,6845.902338,0.1619499
,6846.904784,0.1074005
,6847.907207,0.0618734
,6848.909612,0.0317129
,6849.912,0.0147114
,6850.914374,0.0062569
,6851.916737,0.0024644
c21+CMCT,7093.091878,0.0479342
,7094.094561,0.1316182
,7095.097157,0.1947465
,7096.099698,0.2039583
,7097.102201,0.1685255
,7098.104673,0.1164199
,7099.107121,0.0696966
,7100.10955,0.0370484
,7101.111961,0.0177946
,7102.114359,0.0078248
,7103.116743,0.0031825
c21-G,6690.842706,0.0611472
,6691.845394,0.1531909
,6692.847979,0.2096331
,6693.850506,0.2046905
,6694.852993,0.1585886
,6695.855449,0.1031737
,6696.857881,0.0583698
,6697.860293,0.0294042
,6698.862688,0.013416
,6699.865069,0.0056155
,6700.867439,0.0021778
c21+CMCT-G,6942.042469,0.0516905
,6943.045175,0.1381216
,6944.047787,0.1995951
,6945.050342,0.2046025
,6946.052855,0.1657335
,6947.055338,0.1123755
,6948.057795,0.066096
,6949.060231,0.0345459
,6950.06265,0.0163256
,6951.065054,0.0070674
,6952.067445,0.0028312
c21-A,6706.837621,0.0609987
,6707.840309,0.1528422
,6708.842894,0.2093078
,6709.84542,0.2045875
,6710.847906,0.1587115
,6711.850362,0.1034035
,6712.852793,0.0585927
,6713.855204,0.0295667
,6714.857599,0.0135144
,6715.85998,0.0056673
,6716.862349,0.0022022
c21+CMCT-A,6958.037383,0.051565
,6959.04009,0.1378059
,6960.042702,0.199269
,6961.045256,0.2044651
,6962.047769,0.1658185
,6963.05025,0.1125855
,6964.052707,0.0663183
,6965.055143,0.0347177
,6966.057561,0.0164347
,6967.059965,0.0071273
,6968.062355,0.0028605
c22,7170.944636,0.0491675
