m/z,z,I,Res.
250.94097,,6865257,540424
250.96929,,9671269,513040
250.96995,,4239813,652844
250.99774,,14620192,498639
250.99863,,4217248,750650
251.02626,,11952028,450153
251.05496,,9232280,541169
251.08378,,6992020,471887
251.11279,,4525775,541292
343.12432,,4351423,363157
344.04019,,8666936,379861
345.25713,,4078671,322404
355.33867,,4195803,433094
363.03923,,4030869,354802
364.88173,,4218321,356748
365.22885,,4045565,155004
368.96626,,4606095,280470
374.51358,,4584799,284519
375.72301,,4073657,322082
378.42549,,4464591,303934
378.84192,,4055898,308577
383.53258,,4182669,326190
394.14788,,4155463,349005
394.68841,,4119413,276515
404.88097,,4115209,371525
407.55299,,4064496,151813
408.30101,,4306845,299502
409.89021,,4058972,300259
410.53551,,4096951,346460
410.71948,,4323172,338230
411.17046,,7264012,352160
411.33937,,4068268,309824
413.0415,,4068992,299303
413.36758,,4345529,360537
417.69859,,4097354,328572
418.32876,,14715200,301016
418.3764,,12461424,305615
418.42415,,9771680,283118
418.98288,,4559826,478507
419.67995,,4511954,201900
429.52127,,4241786,264507
429.78515,,4373658,267107
433.36015,,4091011,304020
435.01967,,4086346,349759
439.11018,,4350606,321218
443.5895,,4232465,259878
444.95129,,4117736,241729
446.4663,,4118660,253319
446.63597,,5146194,257233
449.78773,,4705231,265422
451.07554,,4112257,294357
452.46963,,4168514,272148
454.08079,,4117791,278267
456.00283,,4256405,299952
458.32466,,4123679,274598
460.35649,,4183763,284863
461.97093,,4164735,200368
463.79994,,4717395,299509
464.86959,,4518608,228042
467.1307,,4427775,219473
468.7752,,4341263,260032
470.85888,,4207358,337989
473.7588,,4830297,260935
474.18117,,4498713,259192
475.3665,,4822639,199300
475.85462,,4238221,276568
478.03075,,4250565,236347
479.08247,,4509687,180429
481.18167,,4546789,257840
486.9769,,4194522,97266
487.60878,,4929246,266553
499.27074,,4195568,286464
501.42329,,4688218,308665
506.72883,,4294839,227048
507.86469,,4420063,287723
508.05232,,4365817,255568
511.66825,,4889155,299067
511.90203,,4434085,146646
512.77054,,4330953,276749
514.23388,,4713591,263055
516.68598,,4305166,269721
517.31591,,4809809,211836
518.60457,,4390788,266203
519.18052,,4198135,254657
525.77214,,5236389,249754
527.25963,,4529831,309355
538.0383,,7802215,242803
538.93881,,4505838,240153
540.44978,,4304695,290705
543.18796,,4772114,235222
543.62344,,4367809,284942
548.10339,,109396840,222219
549.10676,,17990044,203535
550.10728,,4578254,319488
550.98221,,4377144,195431
551.45087,,4273439,196226
552.13772,,4536672,194876
552.73756,,4433687,280172
560.10028,,4290500,242630
562.08518,,4320280,223380
562.67692,,4283333,190807
563.09547,,4268895,245615
570.59623,,4785524,181088
571.50484,,4311448,258842
574.84907,,4408407,260715
581.97894,,4340603,249281
582.12023,,4534619,224463
582.2582,,4490549,211078
590.37306,,5267764,243357
592.75083,,4886730,234832
593.44621,,4740108,202972
595.35984,,4697281,244421
596.77525,,4756838,176759
598.46272,,4865967,174210
598.84278,,4449663,124582
599.30084,,4623305,210700
599.36354,,4346155,219415
601.54249,,4343400,220584
603.00015,,4345917,210805
606.30053,,4385837,188923
608.71245,,4370863,181889
609.38612,,4482746,209875
610.05945,,6700227,242506
610.35193,,4687748,240818
610.59791,,19382268,213449
610.80726,,4926014,184169
611.04302,,9346215,234955
611.09934,,7643645,163627
615.83761,,4519223,241119
617.43291,,4804266,287501
618.14492,,4514527,210417
619.87293,,4594447,204757
619.96801,,4457374,267765
620.02143,,4405999,235983
621.62401,,4512088,239674
624.81574,,4715777,179617
626.74663,,4375609,113057
627.18819,,4750025,193937
627.29197,,5378915,122009
627.29876,,6396013,271438
627.37,,6062294,144357
627.44136,,8199489,150925
627.44882,,13836107,192760
627.51999,,5797813,243042
627.59172,,10908703,206585
627.66434,,6782602,217624
627.71811,,4960986,223950
627.72674,,4476903,237793
628.06969,,14268131,205452
629.07302,,4545198,205724
630.06137,,4653664,251512
630.32383,,4769251,223750
631.49723,,4453280,238485
631.52727,,4633803,198817
634.06992,,10817363,208560
635.94641,,4592125,236514
637.58864,,4408647,150925
637.63276,,4386694,212426
638.41756,,4802547,216575
639.0146,,4658254,150357
649.08017,,5268489,180483
649.5732,,40891320,191297
649.58105,,4817859,285296
650.02324,,4855083,226533
650.06528,,21544548,191330
650.07539,,18278004,171019
650.58122,,10745649,192430
650.63384,,4478203,148788
651.25935,,4793822,177874
651.59411,,4485037,131289
655.49203,,4475033,241680
655.66219,,4656512,217996
655.72592,,4862679,218793
657.09768,,5809696,237195
659.70901,,4428772,234417
662.52015,,4806798,188362
663.63143,,4493902,188820
664.12203,,4739030,178225
664.15908,,5206279,233739
665.73561,,5137439,180921
668.38004,,4773781,194261
668.88553,,4952611,195800
669.55089,,4781438,214556
674.85809,,4465379,135273
680.09422,,5248071,211928
686.34077,,4682674,189485
688.22233,,4464479,205548
688.24587,,4904571,153882
689.08768,,34970196,178784
690.00817,,4492168,182159
690.09065,,9521896,187414
692.10418,,4496643,183341
693.06814,,4567383,195705
693.25125,,5280809,152207
694.0508,,4569787,194609
694.08549,,4958178,126700
694.9782,,4682459,193558
697.11065,,5615940,162969
697.50301,,5704189,172101
701.03075,,4572495,209318
701.89753,,4807177,150857
702.48763,,5161360,210022
706.05451,,4475824,101350
706.21301,,4675163,212828
706.58902,,12874478,196918
707.06322,,5017835,223526
707.09075,,5584648,239965
707.19106,,4849524,148460
707.47742,,4666534,134179
709.40038,,5627557,201256
710.27086,,4655678,201851
711.92742,,6151948,153117
713.87966,,6379776,109501
716.04335,,4508603,180535
717.65073,,5676586,165945
719.19208,,4551242,233076
720.15251,,4508438,147819
720.55435,,5633195,173913
725.78514,,5679115,224200
726.17168,,4725640,201594
726.2899,,5213436,164315
730.58844,,4499037,216184
734.12227,,4852127,164088
734.95818,,4599995,238946
736.15295,,4560168,204840
736.58452,,5106112,152510
736.96708,,4540202,188103
737.04698,,4555125,197265
737.45614,,4671734,185257
738.1559,,4777353,168377
738.31757,,4613152,132205
738.49103,,4577219,154161
738.62843,,4745284,175359
738.754,,5775546,225109
739.59047,,4553417,193853
740.15658,,4675546,126060
740.55448,,4881741,114384
740.59237,,4750192,156650
743.92554,,5070717,171343
744.78788,,4951702,216555
745.5967,,4532091,179423
746.57184,,7044342,186084
747.91405,,4536252,183789
748.04826,,4807221,163609
748.18056,,4734126,189913
749.29123,,5375387,184207
749.97787,,4948231,140234
751.75102,,4564802,167708
752.2343,,4964596,212658
753.80492,,4678767,212632
753.90785,,4850379,210726
754.54539,,4619779,187243
755.40255,,4526588,176664
755.54593,,4929659,166273
757.7999,,4782404,172010
757.9363,,4619197,199469
758.6152,,4780818,169749
759.05855,,4628888,198745
759.67634,,4542134,214773
760.42235,,4543811,166232
762.71576,,4895251,147331
763.11887,,89229936,161272
763.61588,,8645666,237650
763.62092,,42535972,174701
764.12207,,11950552,179830
764.62247,,5272970,143120
765.17666,,4666985,179304
765.60812,,4763614,181126
766.00773,,4619575,160596
767.62536,,4963240,190699
769.11447,,4552102,180925
769.66696,,5033087,192852
770.03395,,4585144,182349
770.13491,,5128719,199904
770.29077,,5235348,187361
771.40601,,4693068,198221
772.10566,,4668064,194985
772.42782,,4601521,183818
772.83971,,4968208,187844
774.52748,,4800936,126796
776.9299,,4544662,148506
777.35939,,4542976,192902
778.47996,,4746160,181461
778.51576,,4654542,179921
779.21062,,4792854,212978
779.62195,,4697455,143178
782.58305,,7306015,145623
783.07468,,18140346,174101
783.18712,,4741143,77225
783.32419,,5693834,179255
783.57722,,9701981,176370
783.63896,,5359761,171776
783.65071,,5541018,168170
784.50445,,4900450,154302
785.09188,,4804427,179914
785.3096,,4758529,132933
785.5656,,4907990,162506
786.61695,,4591168,225010
787.08326,,5711811,185436
788.55569,,4607370,152818
789.26811,,5108952,173635
790.8579,,4911101,208189
794.07637,,4579423,104417
794.09611,,8443503,157690
798.23565,,5162433,188906
798.96183,,4700183,224352
799.58377,,4780054,196770
799.89859,,4844057,118819
800.22979,,4812329,197647
802.09269,,6619172,165654
802.59691,,6068161,146101
802.69985,,6036502,176241
803.10231,,16844128,149858
803.11826,,5191534,204055
803.36389,,5062712,181747
803.59661,,5191414,225713
803.60431,,6060797,182188
805.36556,,4562083,189067
805.98694,,4604833,175230
806.2941,,5150365,156716
806.53754,,4567653,138496
806.59547,,5447316,200761
806.84357,,4690272,191336
807.72776,,5062198,113382
807.81241,,5047419,188782
807.87801,,4719281,145166
808.25098,,5305315,188519
808.39354,,5212760,188886
808.65358,,5226286,185859
809.33693,,4970335,118004
809.76817,,4608449,172266
810.01934,,4966031,170916
811.10698,,4863500,68233
812.93322,,4577001,198560
813.84119,,5487059,196150
814.41185,,4651944,203796
814.96627,,5133680,199728
816.63273,,4739276,183367
817.17907,,5081741,165776
817.7152,,4745287,146885
817.91683,,4723693,163532
818.04783,,5161049,136538
818.17481,,4857538,70379
