spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0403_0x_134.csv
limit_error:	6
noise_limit:	2190000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1460.526568	6	51044216393.79	RNA+2DEPC+H2O-CO	-3.9	0.04	C261H330N102O192P26	347.7
1445.184611	6	1311831402.7658105	RNA+2DEPC+H2O-CO-2Eth	-0.25	0.03	C257H318N102O190P26	8.1
1422.676909	6	99362112.21025863	RNA+2DEPC+H2O-CO-2Eth-A	0.72	0.12	C252H313N97O190P26	1.5
1426.677132	6	47425428.57289744	RNA+2DEPC+H2O-CO-2Eth-C	-0.44	0.15	C253H313N99O189P26	1.0
1420.009624	6	359146770.25	RNA+2DEPC+H2O-CO-2Eth-G	-0.32	0.04	C252H313N97O189P26	2.4
1417.01026	6	74492041.96451895	RNA+2DEPC+H2O-CO-2Eth-G-H2O	1.38	0.14	C252H311N97O188P26	1.4
1438.019789	6	1233595965.6561508	RNA+2DEPC+H2O-CO-A	-2.36	0.03	C256H325N97O192P26	7.6
1442.021351	6	312450603.84	RNA+2DEPC+H2O-CO-C	-2.57	0.05	C257H325N99O191P26	2.4
1439.018648	6	56917613.31275734	RNA+2DEPC+H2O-CO-C-H2O	-3.23	0.25	C257H323N99O190P26	3.2
1452.860129	6	22091120545.409977	RNA+2DEPC+H2O-CO-Eth	1.04	0.03	C259H324N102O191P26	136.2
1430.351023	6	972302010.8857733	RNA+2DEPC+H2O-CO-Eth-A	1.04	0.03	C254H319N97O191P26	6.0
1431.353662	6	51158457.52647402	RNA+2DEPC+H2O-CO-Eth-C-H2O	2.81	0.44	C255H317N99O189P26	19.0
1427.68631	6	2596003933.2806463	RNA+2DEPC+H2O-CO-Eth-G	1.82	0.02	C254H319N97O190P26	14.5
1424.683345	6	144209133.0240793	RNA+2DEPC+H2O-CO-Eth-G-H2O	0.98	0.11	C254H317N97O189P26	2.0
1449.861429	6	809390794.9308848	RNA+2DEPC+H2O-CO-Eth-H2O	3.15	0.05	C259H322N102O190P26	6.1
1435.355221	6	2706371828.19	RNA+2DEPC+H2O-CO-G	-1.49	0.03	C256H325N97O191P26	16.7
1432.357129	6	279704042.4273303	RNA+2DEPC+H2O-CO-G-H2O	1.07	0.06	C256H323N97O190P26	2.3
1457.529239	6	901740511.4767147	RNA+2DEPC+H2O-CO-H2O	-0.87	0.04	C261H328N102O191P26	6.1
1448.527719	6	75396625.99952029	RNA+DEPC+H2O-CO	-0.7	0.09	C258H326N102O190P26	0.8
1423.348192	6	22347283.905390367	RNA+DEPC+H2O-CO-G	-3.97	0.17	C253H321N97O189P26	0.6
1445.521224	6	206816814.774468	RNA+DEPC+H2O-CO-H2O	-3.98	0.22	C258H324N102O189P26	8.5
1428.691351	6	70427661.07679452	RNA+DEPC-C-H2O	5.27	0.09	C255H317N99O188P26	0.8
1425.018077	6	89116558.42395495	RNA+DEPC-G	0.13	0.17	C254H319N97O189P26	2.2
1422.011614	6	38226394.11013626	RNA+DEPC-G-H2O	-3.18	0.44	C254H317N97O188P26	14.2
1447.186924	6	103144626.89384669	RNA+DEPC-H2O	-2.84	0.07	C259H322N102O189P26	0.9
1415.677769	6	420169064.7200612	RNA-A	-1.71	0.03	C251H315N97O188P26	2.6
1413.013848	6	146914284.2329579	RNA-G	-0.37	0.17	C251H315N97O187P26	3.7
1108.15924	1	18584562.74	a04-G	-1.2	0.11	C34H42N13O24P3	0.3
1414.184156	1	5115762.069984953	a05-G	-1.22	0.12	C43H53N15O32P4	0.1
1031.634557	2	24501901.22	a07-A	0.87	0.19	C62H77N23O46P6	0.7
1348.6818	2	33370886.37	a09-A	0.92	0.09	C81H101N31O59P8	0.4
