m/z,z,I,Res.
204.09914,,4893394,462551
204.11497,,5421054,402101
204.14665,,4351716,425114
237.04854,,4269382,245151
243.34008,,4537170,262982
251.24428,,4894217,252949
260.90587,,4995612,357053
267.55951,,4610614,274974
283.10463,,4611277,265365
285.68859,,12288017,288901
285.69564,,5025968,263045
285.70942,,4751887,524225
285.71065,,29000910,286311
285.73085,,4941964,427713
285.73151,,5898124,434493
285.73267,,55232204,276490
285.74025,,7515531,326773
285.75348,,5751818,213111
285.75476,,64315592,281623
285.76232,,6541513,363462
285.77518,,6811847,451808
285.77691,,58496456,280462
285.78459,,4400326,324910
285.79794,,6080837,326494
285.79923,,41952964,277621
285.80151,,4493316,468024
285.80675,,4270787,400076
285.82034,,5215490,521028
285.82156,,28213314,291461
285.84404,,15271103,298815
285.86644,,8717180,322839
286.1987,,4530582,332893
286.22169,,5154355,184048
286.2435,,4736353,191861
286.26585,,5862350,286018
286.55402,,6344269,350888
286.57617,,5730667,167423
286.59844,,6385144,231468
286.62032,,5848390,277439
286.6217,,4454118,443161
289.39348,,4412508,291154
294.13712,,4253728,234516
311.08694,,4221184,220855
313.18346,,4611399,220767
313.95053,,4455177,159916
322.76466,,4203283,205712
324.39988,,4224098,159743
325.08122,,7013136,213245
325.24861,,4493895,266992
326.45538,,4296825,248854
330.38488,,4491002,179857
334.2026,,4449688,260196
336.06848,,4470387,217600
339.97378,,4837930,201720
341.3781,,4701547,215374
344.38728,,4474578,147749
347.72876,,4885599,194209
353.28101,,4525740,181571
356.43181,,4533352,192919
357.15848,,4250701,253690
358.95974,,4288959,83415
362.22235,,4242439,236679
370.91704,,4215713,183634
373.06722,,4522129,195019
377.60828,,4518903,164369
378.80643,,4405665,132394
381.19161,,4796209,227493
386.36639,,4389310,163742
389.58585,,4339492,184422
390.64533,,4229834,205155
393.11276,,4564228,221275
398.06848,,4746170,109589
398.74005,,4407324,177182
400.3987,,4355538,145253
401.64632,,4495130,198053
403.25684,,5005425,141582
403.52932,,4674129,134826
404.01994,,4263577,212882
404.90353,,4528361,158200
405.06627,,4716152,161656
410.77158,,4347859,220364
413.52365,,4848166,166728
418.70257,,4308959,165462
419.86707,,4877414,159808
423.85042,,4274957,139312
425.98894,,4640994,137758
429.63503,,4339611,109736
431.44314,,4289238,158953
433.95319,,4404619,189369
434.44669,,4660036,152373
437.80349,,4392770,143473
440.31581,,5143165,134964
442.28321,,4313128,177811
444.84706,,5076004,125758
447.7851,,4817457,189469
448.00405,,4531472,156012
449.21449,,5946326,166841
450.13121,,5376662,160424
450.78768,,4497052,157106
453.27961,,4345165,178822
454.36967,,4473772,166189
454.87872,,5115624,168971
456.99578,,4366758,160419
463.9345,,4561059,186358
465.63439,,5841227,210061
467.40411,,4415283,131529
468.90504,,4417985,164244
470.49417,,4620778,153579
470.57112,,4849637,251943
470.62769,,5913152,204406
470.63494,,5870411,252043
470.6655,,4461500,147060
470.70974,,5075139,270421
470.73884,,4341490,210938
470.79226,,5071879,45358
470.89966,,4507507,202621
471.08353,,4565018,245607
471.14962,,5230212,230179
471.21942,,4963828,124140
471.23797,,4365330,295545
471.30099,,5344119,198532
471.33669,,4341552,287431
471.33942,,4389557,301579
471.60228,,6144475,185036
472.04195,,5174174,239521
472.07868,,5081433,284764
472.11402,,5072786,297984
472.14763,,4735048,249764
472.71169,,4554709,179355
472.71616,,4451421,233786
473.03264,,4525468,185016
473.0475,,4833140,149687
473.08281,,4341228,107492
473.60354,,4975990,138561
473.66618,,4476508,150773
474.73884,,4380071,56702
474.86711,,4419895,155054
475.0126,,4984292,173389
475.09852,,4401776,179661
475.5676,,4738923,257534
475.57691,,4458618,302312
475.59728,,5057691,186623
475.5996,,4665631,184183
476.03756,,9645929,206779
476.07487,,17630630,187166
476.11213,,25540066,179168
476.14932,,35203104,171588
476.16073,,36263984,233410
476.19723,,46989420,312570
476.2237,,41265304,178738
476.23407,,57962664,295210
476.2606,,37512404,173054
476.27109,,71311592,305786
476.29769,,30629650,179014
476.30825,,60272932,279667
476.34539,,38648160,220682
476.90584,,9349875,78073
476.92639,,7356437,177204
476.93067,,6399772,252929
476.93336,,5730848,252421
476.94976,,4590523,233153
476.9632,,8382161,133581
476.97065,,7780445,141608
476.98562,,6092406,257258
476.98852,,6091899,266661
476.9943,,4671620,256499
477.00166,,7966352,113160
477.00425,,6582164,215272
477.00678,,7164056,162133
477.01119,,11439263,86246
