spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/2911_134_6.csv
limit_error:	6
noise_limit:	2009999.9999999998
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1675.229579	4	12723090.339897156	a21+2DEPC+H2O-CO-A	2.88	0.33	C200H252N76O148P20	
1671.219584	4	13074779.69	a21+2DEPC+H2O-CO-G	-3.86	0.42	C200H252N76O147P20	
1637.710444	4	9194981.14	a21-G	-0.68	0.46	C195H242N76O143P20	
1804.477049	4	11789177.745347654	a23-A	-0.78	0.34	C214H265N83O159P22	
1570.193291	5	8633800.85	a25-G	-4.32	0.53	C233H289N91O172P24	
1308.332695	6	11492148.34032398	a25-G	0.39	0.27	C233H289N91O172P24	
344.04017	1	3717651.64	c01	0.03	0.12	C10H12N5O7P1	
689.08721	1	17396117.83	c02	-0.56	0.21	C20H24N10O14P2	
994.129449	1	106546642.98	c03	0.57	0.04	C29H36N13O21P3	
1128.18959	1	4841319.8	c03+2DEPC+H2O-CO	2.48	0.31	C34H46N13O25P3	
1056.16456	1	7894113.53	c03+DEPC+H2O-CO	-1.04	0.29	C31H42N13O23P3	
1339.17812	1	8543306.444249975	c04	1.35	0.35	C39H48N18O28P4	
669.084534	2	24284398.99	c04	0.02	0.14	C39H48N18O28P4	
822.097164	2	37486844.17	c05	-0.01	0.07	C48H59N20O36P5	
974.618022	2	77094014.15636232	c06	0.21	0.02	C57H71N23O43P6	
899.0934	2	4403958.7	c06-G	0.32	0.43	C52H66N18O42P6	
1139.143462	2	43581147.46	c07	-0.54	0.09	C67H83N28O49P7	
1291.663886	2	78997070.2	c08	-0.64	0.04	C76H95N31O56P8	
860.773993	3	9121076.25	c08	-0.07	0.24	C76H95N31O56P8	
1216.14192	2	10682544.4	c08-G	1.57	0.25	C71H90N26O55P8	
1456.187283	2	35349796.761577904	c09	-2.54	0.1	C86H107N36O62P9	
970.457687	3	22773258.33	c09	-0.56	0.14	C86H107N36O62P9	
1608.71238	2	24048993.954062685	c10	0.47	0.07	C95H119N39O69P10	
1072.138444	3	48891353.1	c10	-0.2	0.08	C95H119N39O69P10	
1761.229556	2	13648424.92	c11	-1.54	0.34	C104H131N42O76P11	
1173.81911	3	63045772.84	c11	0.02	0.06	C104H131N42O76P11	
1275.826115	3	39160064.45	c12	-1.1	0.09	C113H142N44O84P12	
974.6253	4	7132440.045414678	c12+DEPC	1.23	0.36	C116H146N44O86P12	
1377.835983	3	79274334.22	c13	0.02	0.05	C122H153N46O92P13	
1407.172708	3	7483422.529267043	c13+2DEPC+H2O-CO-Eth	-1.37	0.52	C125H157N46O95P13	
1398.510856	3	23054495.84630507	c13+DEPC+H2O-CO	-2.88	0.11	C124H159N46O94P13	
1479.515566	3	182054498.78	c14	-0.55	0.05	C131H165N49O99P14	
1524.195478	3	13641748.94	c14+2DEPC+H2O-CO	-4.51	0.27	C136H175N49O103P14	
1508.856944	3	21740113.45	c14+2DEPC+H2O-CO-Eth	1.25	0.16	C134H169N49O102P14	
1473.851445	3	9998588.129193136	c14+2DEPC+H2O-CO-G	-0.75	0.32	C131H170N44O102P14	
1594.532346	3	167061294.84	c15	0.1	0.05	C141H177N54O106P15	
1639.218173	3	23842804.49	c15+2DEPC+H2O-CO	0.01	0.12	C146H187N54O110P15	
1618.546805	3	8133777.700088503	c15+DEPC	4.68	0.42	C144H181N54O108P15	
1544.179982	3	19643815.62	c15-G	-1.56	0.32	C136H172N49O105P15	
1709.547636	3	120921393.33	c16	-0.22	0.04	C151H189N59O113P16	
1281.908136	4	12850349.4	c16	-0.82	0.41	C151H189N59O113P16	
1730.235258	3	10792589.07	c16+DEPC+H2O-CO	4.81	0.44	C153H195N59O115P16	
1659.203051	3	15140547.83	c16-G	2.92	0.34	C146H184N54O112P16	
1824.566693	3	62618067.44	c17	1.58	0.06	C161H201N64O120P17	
1368.173433	4	20841111.35	c17	1.75	0.18	C161H201N64O120P17	
1774.218096	3	17959950.78	c17-G	2.3	0.22	C156H196N59O119P17	
1926.578299	3	24520232.83130515	c18	3.14	0.23	C170H212N66O128P18	
1444.677025	4	48164398.56691542	c18	-0.24	0.13	C170H212N66O128P18	
1455.173635	4	23815420.25	c18+2DEPC+H2O-CO-2Eth	1.87	0.24	C171H210N66O130P18	
1462.678313	4	23037206.4	c18+DEPC	-2.97	0.37	C173H216N66O130P18	
1530.939878	4	109511748.47	c19	0.43	0.1	C180H224N71O135P19	
1493.177738	4	22149832.49	c19-G	0.58	0.22	C175H219N66O134P19	
1613.205405	4	62838979.84	c20	1.89	0.11	C190H236N76O141P20	
1646.715777	4	32216861.98	c20+2DEPC+H2O-CO	-0.64	0.12	C195H246N76O145P20	
1635.202314	4	31811799.74	c20+2DEPC+H2O-CO-Eth	-2.48	0.17	C193H240N76O144P20	
1728.984197	4	65173962.97	c21+2DEPC+H2O-CO	2.45	0.1	C205H258N81O151P21	
1717.470181	4	65955132.18	c21+2DEPC+H2O-CO-Eth	0.4	0.1	C203H252N81O150P21	
1815.243677	4	26769575.17	c22+2DEPC+H2O-CO	1.02	0.31	C215H270N86O158P22	
1803.73038	4	16091937.239931915	c22+2DEPC+H2O-CO-Eth	-0.54	0.35	C213H264N86O157P22	
1777.471921	4	6310552.051923825	c22+2DEPC+H2O-CO-G	-4.25	0.58	C210H265N81O157P22	
1513.197709	5	27183011.88	c23+2DEPC+H2O-CO	0.43	0.23	C224H281N88O166P23	
1503.990323	5	28087067.01	c23+2DEPC+H2O-CO-Eth	1.09	0.13	C222H275N88O165P23	
1456.178277	5	23139228.33	c23-G	1.84	0.17	C214H266N83O161P23	
1574.203702	5	122495317.49	c24+2DEPC+H2O-CO	-1.03	0.1	C233H293N91O173P24	
1564.997797	5	82933352.76	c24+2DEPC+H2O-CO-Eth	0.54	0.12	C231H287N91O172P24	
1643.216946	5	45539335.04	c25+2DEPC+H2O-CO	1.3	0.18	C243H305N96O180P25	
1634.004963	5	26248442.61	c25+2DEPC+H2O-CO-Eth	-0.9	0.31	C241H299N96O179P25	
2016.520609	4	10807316.06	c25+2DEPC+H2O-CO-G	6.26	0.43	C238H300N91O179P25	
1397.669619	6	20231480.328228697	c26	-3.87	0.21	C247H307N99O183P26	
1420.010507	6	185446414.07	c26+2DEPC+H2O-CO	-5.28	0.08	C252H317N99O187P26	
1412.34607	6	55519002.690483436	c26+2DEPC+H2O-CO-Eth	1.21	0.29	C250H311N99O186P26	
1394.835564	6	29519969.184464023	c26+2DEPC+H2O-CO-G	-5.41	0.21	C247H312N94O186P26	
1409.679984	6	67416736.08362968	c26+DEPC	1.02	0.25	C250H311N99O185P26	
1689.822805	5	15147143.31	c26+DEPC+H2O-CO	2.35	0.36	C249H313N99O185P26	
627.08572	1	8533303.16	w02	-0.23	0.19	C18H26N6O15P2	
972.13239	1	6774942.0	w03	-0.93	0.27	C28H38N11O22P3	
791.096445	2	65912997.06	w05	0.18	0.05	C46H61N16O37P5	
963.619692	2	266655002.03	w06	-0.34	0.02	C56H73N21O44P6	
1128.146148	2	162216776.9	w07	-0.12	0.02	C66H85N26O50P7	
1465.190193	2	14314742.23	w09	-4.14	0.16	C86H109N36O63P9	
1193.484476	3	20819816.12	w11	-1.27	0.08	C105H132N43O78P11	
1308.501482	3	22015365.84610663	w12	-0.25	0.08	C115H144N48O85P12	
1337.839856	3	19417414.403968833	w12+2DEPC+H2O-CO-Eth	-0.47	0.21	C118H148N48O88P12	
1332.509819	3	10560958.5	w12+DEPC	0.73	0.31	C118H148N48O87P12	
1423.520367	3	4098172.0271973885	w13	1.93	0.13	C125H156N53O92P13	
1468.196013	3	8463625.48	w13+2DEPC+H2O-CO	-5.16	0.48	C130H166N53O96P13	
1525.193186	3	15217661.62	w14	-3.19	0.29	C134H168N56O99P14	
1607.702564	4	60793718.40303826	w20	-0.56	0.1	C189H238N74O142P20	
1629.706017	4	22154269.08	w20+2DEPC+H2O-CO-Eth	-0.89	0.16	C192H242N74O145P20	
1776.720159	4	10777976.61054016	w22+2DEPC+H2O-CO-2Eth	-0.17	0.42	C209H260N82O157P22	
1491.583149	5	12480121.17	w23+2DEPC+H2O-CO-Eth	-3.48	0.37	C220H277N84O166P23	
1296.002056	6	13544292.384037683	w24+DEPC+H2O-CO	1.25	0.31	C229H291N89O172P24	
1603.997211	5	12859715.24	w25	-3.53	0.53	C236H297N92O177P25	
1618.406565	5	17890687.067390315	w25+DEPC	-0.33	0.33	C239H301N92O179P25	
1673.011199	5	42401019.68	w26	-0.7	0.13	C246H309N97O184P26	
1394.007498	6	21723774.754274532	w26	-1.14	0.29	C246H309N97O184P26	
1416.347519	6	24722423.006196957	w26+2DEPC+H2O-CO	-3.22	0.14	C251H319N97O188P26	
1408.676531	6	26885479.764466073	w26+2DEPC+H2O-CO-Eth	-1.35	0.37	C249H313N97O187P26	
1687.420144	5	272967737.0	w26+DEPC	2.1	0.11	C249H313N97O186P26	
1406.014625	6	111828591.83	w26+DEPC	1.43	0.11	C249H313N97O186P26	
547.117366	1	17030225.11	y02	-3.96	0.05	C18H25N6O12P1	
892.167908	1	106961726.45	y03	1.06	0.04	C28H37N11O19P2	
1197.20868	1	28583898.56	y04	0.36	0.13	C37H49N14O26P3	
751.113157	2	41605772.53	y05	0.02	0.14	C46H60N16O34P4	
923.636936	2	134309544.93	y06	0.09	0.02	C56H72N21O41P5	
1088.162315	2	42963295.99	y07	-0.74	0.04	C66H84N26O47P6	
1132.171676	2	17905476.84	y07+2DEPC+H2O-CO-Eth	0.47	0.13	C69H88N26O50P6	
1252.691507	2	22226451.85	y08	1.7	0.06	C76H96N31O53P7	
1319.716801	2	20900991.75	y08+2DEPC+H2O-CO	-1.16	0.16	C81H106N31O57P7	
1296.698291	2	32938761.98	y08+2DEPC+H2O-CO-Eth	0.69	0.08	C79H100N31O56P7	
949.80528	3	9415911.61	y09	-1.08	0.41	C86H108N36O60P8	
1492.243758	2	12189775.02	y09+2DEPC+H2O-CO	1.15	0.38	C91H118N36O64P8	
994.493459	3	10751047.36	y09+2DEPC+H2O-CO	1.19	0.3	C91H118N36O64P8	
1469.22047	2	27731794.17	y09+2DEPC+H2O-CO-Eth	-0.44	0.09	C89H112N36O63P8	
979.145013	3	21201834.37	y09+2DEPC+H2O-CO-Eth	0.03	0.18	C89H112N36O63P8	
1456.223565	2	10700928.76	y09+DEPC+H2O-CO	-5.44	0.43	C88H114N36O62P8	
1051.81494	3	15347865.91	y10	0.19	0.28	C95H119N38O68P9	
1096.499555	3	23281885.54	y10+2DEPC+H2O-CO	-1.05	0.15	C100H129N38O72P9	
1622.232215	2	7257971.658548776	y10+2DEPC+H2O-CO-Eth	-0.96	0.33	C98H123N38O71P9	
1081.153327	3	28401413.91	y10+2DEPC+H2O-CO-Eth	-0.09	0.09	C98H123N38O71P9	
1166.830679	3	29728454.29	y11	0.11	0.08	C105H131N43O75P10	
1211.516395	3	48389319.36	y11+2DEPC+H2O-CO	-0.1	0.1	C110H141N43O79P10	
1794.752605	2	17747293.36	y11+2DEPC+H2O-CO-Eth	-2.72	0.49	C108H135N43O78P10	
1196.169915	3	67668028.41	y11+2DEPC+H2O-CO-Eth	0.57	0.04	C108H135N43O78P10	
1190.838206	3	11321857.01	y11+DEPC	0.51	0.36	C108H135N43O77P10	
1281.848409	3	40472188.85	y12	1.6	0.13	C115H143N48O82P11	
1326.532698	3	48681899.91	y12+2DEPC+H2O-CO	0.28	0.11	C120H153N48O86P11	
1295.840683	3	4260472.928389421	y12+2DEPC+H2O-CO-2Eth	2.26	0.57	C116H141N48O84P11	
1311.186066	3	76760593.41	y12+2DEPC+H2O-CO-Eth	0.78	0.05	C118H147N48O85P11	
1396.861964	3	45927827.38	y13	-0.15	0.09	C125H155N53O89P12	
1441.549851	3	42826146.76	y13+2DEPC+H2O-CO	1.19	0.23	C130H165N53O93P12	
1410.850056	3	28292487.54	y13+2DEPC+H2O-CO-2Eth	-2.49	0.29	C126H153N53O91P12	
1426.204072	3	75341587.42	y13+2DEPC+H2O-CO-Eth	2.26	0.1	C128H159N53O92P12	
1527.878677	3	29905889.67	y14+2DEPC+H2O-CO-Eth	-1.71	0.16	C137H171N56O99P13	
1731.901544	3	28382649.55	y16+2DEPC+H2O-CO-Eth	1.96	0.09	C155H193N60O115P15	
1386.441852	4	10791792.26	y17+2DEPC+H2O-CO	-0.53	0.37	C166H211N63O123P16	
1833.579372	3	10847987.05	y17+2DEPC+H2O-CO-Eth	0.43	0.49	C164H205N63O122P16	
1374.929786	4	23258118.75	y17+2DEPC+H2O-CO-Eth	-1.69	0.1	C164H205N63O122P16	
1348.680629	4	3921408.1518803295	y17+2DEPC+H2O-CO-G	0.3	0.54	C161H206N58O122P16	
1451.201664	4	22676636.806142703	y18+2DEPC+H2O-CO-Eth	6.36	0.23	C173H217N66O129P17	
1424.935305	4	7443338.0464780815	y18+2DEPC+H2O-CO-G	-3.68	0.45	C170H218N61O129P17	
1447.188219	4	9313796.578379102	y18+DEPC	-3.79	0.47	C173H217N66O128P17	
1511.448924	4	17144848.8	y19	-1.74	0.35	C180H225N71O132P18	
1544.967887	4	36515571.57780721	y19+2DEPC+H2O-CO	1.2	0.18	C185H235N71O136P18	
1533.45691	4	50577108.91	y19+2DEPC+H2O-CO-Eth	0.88	0.15	C183H229N71O135P18	
1529.453249	4	10946011.44	y19+DEPC	-2.35	0.5	C183H229N71O134P18	
1473.689548	4	14243321.05585445	y19-G	0.23	0.29	C175H220N66O131P18	
1587.7147	4	13672570.15428846	y20	1.78	0.31	C189H237N74O139P19	
1621.229759	4	33842271.24286003	y20+2DEPC+H2O-CO	2.1	0.21	C194H247N74O143P19	
1609.718082	4	45101958.11832132	y20+2DEPC+H2O-CO-Eth	1.36	0.06	C192H241N74O142P19	
1669.974706	4	15534020.32	y21	-0.18	0.26	C199H249N79O145P20	
1703.488398	4	62666857.08	y21+2DEPC+H2O-CO	-0.64	0.13	C204H259N79O149P20	
1680.466734	4	15518653.87	y21+2DEPC+H2O-CO-2Eth	-1.08	0.28	C200H247N79O147P20	
1691.980765	4	74018336.02	y21+2DEPC+H2O-CO-Eth	1.03	0.11	C202H253N79O148P20	
1779.749727	4	16560898.13	y22+2DEPC+H2O-CO	-0.04	0.42	C213H271N82O156P21	
1423.600365	5	10583792.982899975	y22+2DEPC+H2O-CO	1.39	0.36	C213H271N82O156P21	
1768.241164	4	23407385.29	y22+2DEPC+H2O-CO-Eth	1.03	0.19	C211H265N82O155P21	
1457.994855	5	20774803.41941084	y23	2.05	0.34	C217H272N84O160P22	
1454.587632	5	19076148.74	y23+2DEPC+H2O-CO-G	-4.08	0.41	C217H277N79O163P22	
1527.00377	5	28634969.33	y24	1.58	0.21	C227H284N89O167P23	
1942.516421	4	10280786.01	y24+2DEPC+H2O-CO	-0.81	0.38	C232H294N89O171P23	
1553.81543	5	146784903.84	y24+2DEPC+H2O-CO	1.6	0.08	C232H294N89O171P23	
1535.394707	5	11094213.48	y24+2DEPC+H2O-CO-2Eth	-0.97	0.42	C228H282N89O169P23	
1544.60454	5	120566426.97378606	y24+2DEPC+H2O-CO-Eth	-0.02	0.06	C230H288N89O170P23	
1927.013833	4	13100285.04	y24+DEPC	2.61	0.43	C230H288N89O169P23	
1541.402456	5	28588252.15	y24+DEPC	-2.03	0.23	C230H288N89O169P23	
1588.008197	5	25905734.31803984	y25	-0.89	0.2	C236H296N92O174P24	
1614.82115	5	28595292.51	y25+2DEPC+H2O-CO	-0.03	0.15	C241H306N92O178P24	
1605.610655	5	34682573.89	y25+2DEPC+H2O-CO-Eth	-1.35	0.19	C239H300N92O177P24	
1657.011606	5	31160959.5	y26	-4.52	0.23	C246H308N97O181P25	
1683.83243	5	69305614.16	y26+2DEPC+H2O-CO	1.04	0.17	C251H318N97O185P25	
1665.418986	5	10489219.31	y26+2DEPC+H2O-CO-2Eth	3.03	0.41	C247H306N97O183P25	
1387.6718	6	9254899.25	y26+2DEPC+H2O-CO-2Eth	-3.8	0.58	C247H306N97O183P25	
1674.623723	5	74494470.30083683	y26+2DEPC+H2O-CO-Eth	0.84	0.12	C249H312N97O184P25	

 
 



Original data of remodelled ions:
m/z 	z 	I 	fragment 	error 	shape_error 	formula 
975.370757	4	21152663.26	a13-G	-0.46	0.45	C117H147N41O88P12	
974.6253	4	8821038.75	c12+DEPC	1.23	0.36	C116H146N44O86P12	
974.618022	2	80358961.7	c06	0.21	0.02	C57H71N23O43P6	
1173.986039	6	46532930.1	a22+2DEPC+H2O-CO-A	-2.23	0.41	C210H264N81O155P21	
1174.153355	6	35710272.17	y22+DEPC+H2O-CO	-6.16	0.41	C210H267N82O154P21	
1275.825694	6	29290831.37	a24+2DEPC+H2O-CO-A	-5.79	0.39	C228H287N86O170P23	
1292.66716	2	24154540.73	w08	-4.16	0.17	C76H97N31O56P8	
1295.840683	3	8676294.7	y12+2DEPC+H2O-CO-2Eth	2.26	0.57	C116H141N48O84P11	
1296.002056	6	15591709.3	w24+DEPC+H2O-CO	1.25	0.31	C229H291N89O172P24	
1308.501482	3	22654842.55	w12	-0.25	0.08	C115H144N48O85P12	
1308.332695	6	22514516.18	a25-G	0.39	0.27	C233H289N91O172P24	
1339.17812	1	10647480.15	c04	1.35	0.35	C39H48N18O28P4	
1337.839856	3	18841781.33	w12+2DEPC+H2O-CO-Eth	-0.47	0.21	C118H148N48O88P12	
1348.680622	2	13117307.73	a09-A	0.04	0.27	C81H101N31O59P8	
1348.680629	4	11079609.28	y17+2DEPC+H2O-CO-G	0.3	0.54	C161H206N58O122P16	
1347.931546	4	10436818.63	a17+2DEPC+H2O-CO-A	0.91	0.39	C161H205N59O121P16	
1394.007498	6	23683761.01	w26	-1.14	0.29	C246H309N97O184P26	
1394.835564	6	30964910.93	c26+2DEPC+H2O-CO-G	-5.41	0.21	C247H312N94O186P26	
1398.510856	3	25507623.78	c13+DEPC+H2O-CO	-2.88	0.11	C124H159N46O94P13	
1397.669619	6	24324378.13	c26	-3.87	0.21	C247H307N99O183P26	
1414.18679	1	6974916.91	a05-G	0.65	0.37	C43H53N15O32P4	
1413.013882	6	99693151.21	RNA-G	-0.35	0.16	C251H315N97O187P26	
1412.34607	6	85606088.26	c26+2DEPC+H2O-CO-Eth	1.21	0.29	C250H311N99O186P26	
1409.679984	6	70221976.78	c26+DEPC	1.02	0.25	C250H311N99O185P26	
1408.676531	6	29241790.26	w26+2DEPC+H2O-CO-Eth	-1.35	0.37	C249H313N97O187P26	
1407.172708	3	10918031.6	c13+2DEPC+H2O-CO-Eth	-1.37	0.52	C125H157N46O95P13	
1407.839689	3	13468279.68	a14-A	-2.19	0.44	C126H159N44O96P13	
1416.347519	6	77194610.38	w26+2DEPC+H2O-CO	-3.22	0.14	C251H319N97O188P26	
1415.679316	6	183011187.99	RNA-A	-0.62	0.08	C251H315N97O188P26	
1417.015266	6	29416220.66	RNA+2DEPC+H2O-CO-2Eth-G-H2O	4.91	0.31	C252H311N97O188P26	
1419.676282	6	124600339.17	RNA+2DEPC+H2O-CO-2Eth-A-H2O	1.52	0.4	C252H311N97O189P26	
1420.344626	6	165682643.73	RNA+DEPC+H2O-CO-G-H2O	-5.25	0.2	C253H319N97O188P26	
1422.011201	6	21805855.09	RNA+DEPC-G-H2O	-3.47	0.28	C254H317N97O188P26	
1422.675234	6	55620209.18	RNA+2DEPC+H2O-CO-2Eth-A	-0.46	0.05	C252H313N97O190P26	
1423.013244	6	42707294.83	RNA+DEPC+H2O-CO-A-H2O	-3.27	0.17	C253H319N97O189P26	
1423.520367	3	19281847.48	w13	1.93	0.13	C125H156N53O92P13	
1423.349806	6	28413867.76	RNA+DEPC+H2O-CO-G	-2.83	0.34	C253H321N97O189P26	
1423.676658	6	14788650.94	RNA+2DEPC+H2O-CO-2Eth-C-H2O	0.46	0.56	C253H311N99O188P26	
1423.600365	5	16684524.41	y22+2DEPC+H2O-CO	1.39	0.36	C213H271N82O156P21	
1424.683023	6	125966124.12	RNA+2DEPC+H2O-CO-Eth-G-H2O	0.75	0.15	C254H317N97O189P26	
1425.017492	6	130584442.13	RNA+DEPC-G	-0.28	0.12	C254H319N97O189P26	
1424.935305	4	53099953.96	y18+2DEPC+H2O-CO-G	-3.68	0.45	C170H218N61O129P17	
1426.021209	6	20173687.78	RNA+DEPC+H2O-CO-A	1.09	0.45	C253H321N97O190P26	
1427.349812	6	910504147.75	RNA+2DEPC+H2O-CO-Eth-A-H2O	1.43	0.34	C254H317N97O190P26	
1430.016711	6	311636044.89	RNA+DEPC+H2O-CO-C	-3.37	0.35	C254H321N99O189P26	
1431.686293	6	12127648.92	RNA+DEPC-C	0.49	0.44	C255H319N99O189P26	
1432.356989	6	62743385.42	RNA+2DEPC+H2O-CO-G-H2O	0.97	0.09	C256H323N97O190P26	
1431.352893	6	35652779.62	RNA+2DEPC+H2O-CO-Eth-C-H2O	2.27	0.57	C255H317N99O189P26	
1430.349801	6	432424042.21	RNA+2DEPC+H2O-CO-Eth-A	0.19	0.06	C254H319N97O191P26	
1428.685224	6	96286761.79	RNA+DEPC-C-H2O	0.98	0.23	C255H317N99O188P26	
1427.685369	6	1234454831.21	RNA+2DEPC+H2O-CO-Eth-G	1.16	0.05	C254H319N97O190P26	
1426.676317	6	24566004.44	RNA+2DEPC+H2O-CO-2Eth-C	-1.01	0.33	C253H313N99O189P26	
1435.189308	6	1216302572.17	RNA-H2O	1.25	0.17	C256H318N102O187P26	
1435.02148	6	998042680.42	RNA+2DEPC+H2O-CO-A-H2O	0.04	0.32	C256H323N97O191P26	
1435.356728	6	1335327511.34	RNA+2DEPC+H2O-CO-G	-0.44	0.04	C256H325N97O191P26	
1434.349961	6	115720490.82	RNA+2DEPC+H2O-CO-Eth-C	-1.01	0.08	C255H319N99O190P26	
1438.188525	6	534783002.05	RNA	-0.52	0.07	C256H320N102O188P26	
1438.022684	6	538780891.83	RNA+2DEPC+H2O-CO-A	-0.34	0.06	C256H325N97O192P26	
1439.021248	6	60802652.41	RNA+2DEPC+H2O-CO-C-H2O	-1.42	0.1	C257H323N99O190P26	
1442.023994	6	174922865.17	RNA+2DEPC+H2O-CO-C	-0.73	0.09	C257H325N99O191P26	
1447.690116	2	20469930.22	c09+2DEPC+H2O-CO-G	-3.53	0.22	C86H112N31O65P9	
1447.519329	3	11402573.08	w13+DEPC	-3.68	0.31	C128H160N53O94P13	
1451.201664	4	26846555.24	y18+2DEPC+H2O-CO-Eth	6.36	0.23	C173H217N66O129P17	
1450.195191	6	373039834.6	RNA+DEPC	1.65	0.16	C259H324N102O190P26	
1449.859964	6	398561774.02	RNA+2DEPC+H2O-CO-Eth-H2O	2.14	0.08	C259H322N102O190P26	
1448.528305	6	141137404.64	RNA+DEPC+H2O-CO	-0.3	0.21	C258H326N102O190P26	
