spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0705_9-.csv
limit_error:	6.5	2020-05-19
noise_limit:	2620000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1399.961002	9	478791730.0	RNA	-1.18	0.05	C373H463N155O270P38	3.0
1427.875862	9	24728686234.0	RNA+CMCT	1.49	0.02	C387H488N158O271P38	115.3
1412.864038	9	1795023716.0	RNA+CMCT-A	-2.58	0.06	C382H483N153O271P38	12.5
1415.530128	9	1211050337.0	RNA+CMCT-C	-3.86	0.05	C383H483N155O270P38	7.6
1413.532756	9	435688635.0	RNA+CMCT-C-H2O	-1.18	0.05	C383H481N155O269P38	2.7
1411.089672	9	2196147593.0	RNA+CMCT-G	-0.57	0.01	C382H483N153O270P38	9.3
1409.09283	9	123081004.0	RNA+CMCT-G-H2O	2.51	0.1	C382H481N153O269P38	1.3
1425.8783	9	1000258040.0	RNA+CMCT-H2O	4.02	0.09	C387H486N158O270P38	9.4
1384.957873	9	36873975.0	RNA-A	0.92	0.31	C368H458N150O270P38	3.1
1397.967034	9	60659043.0	RNA-H2O	3.97	0.2	C373H461N155O269P38	1.7
1069.14037	1	6508873.0	a04-G	1.8	0.3	C33H41N10O25P3	0.5
859.60297	2	10059219.0	a06-G	1.19	0.43	C52H64N17O40P5	2.8
1204.645745	2	15555899.0	a08-G	-3.02	0.23	C72H88N27O54P7	0.6
1396.191165	3	102629870.0	a13	0.63	0.2	C125H153N53O89P12	2.9
1497.873118	3	11922669.0	a14	1.6	0.48	C134H165N56O96P13	5.5
2009.981771	3	15485814.0	a18+CMCT	-5.5	0.35	C186H237N74O125P17	2.0
1473.47249	4	11267513.0	a18+CMCT-A	-4.53	0.52	C181H232N69O125P17	7.8
1406.678245	4	27398360.0	a18-G	-1.61	0.37	C167H207N66O123P17	4.2
1221.168599	5	7688843.0	a19	4.31	0.46	C182H224N76O130P18	2.9
1666.008439	4	54778472.0	a20+CMCT	-2.29	0.2	C205H260N81O139P19	1.5
1340.007224	6	14516408.0	a25	-2.65	0.37	C239H295N99O172P24	2.2
1356.7039	6	14301279.0	a25+CMCT-G	1.03	0.43	C248H315N97O172P24	4.0
1432.885129	6	21418820.0	a26+CMCT	2.45	0.28	C262H331N104O181P25	1.3
1934.265002	5	15329831.0	a30	4.04	0.43	C287H354N119O207P29	4.3
1397.917028	7	9989420.0	a30+CMCT-A	0.26	0.35	C296H374N117O208P29	1.3
1441.705831	8	23736683.0	a35+CMCT	-3.14	0.36	C349H438N142O242P34	3.3
1434.55306	8	12693316.0	a36-G	-4.94	0.5	C340H420N139O247P35	7.2
689.08755	1	11055016.0	c02	-0.06	0.21	C20H24N10O14P2	0.3
995.114109	1	27522221.0	c03	1.22	0.02	C29H35N12O22P3	0.1
1300.149271	1	21197018.0	c04	-3.78	0.36	C38H47N15O29P4	3.0
649.572952	2	18696736.0	c04	-0.77	0.11	C38H47N15O29P4	0.2
802.586534	2	67463076.0	c05	0.54	0.08	C47H58N17O37P5	0.6
975.111744	2	101021161.0	c06	1.97	0.07	C57H70N22O44P6	0.8
1147.630651	2	72124910.0	c07	-2.52	0.06	C67H82N27O51P7	0.5
1320.150561	2	23955210.0	c08	-5.07	0.13	C77H94N32O58P8	0.3
879.76927	3	13337907.0	c08	0.22	0.27	C77H94N32O58P8	0.8
1472.679686	2	56213677.0	c09	1.21	0.03	C86H106N35O65P9	0.3
981.451452	3	89060013.0	c09	1.98	0.03	C86H106N35O65P9	0.5
1096.465668	3	49646917.0	c10	0.32	0.05	C96H118N40O72P10	0.3
1046.115848	3	15994894.0	c10-G	0.32	0.14	C91H113N35O71P10	0.2
1198.147073	3	109956620.0	c11	1.11	0.05	C105H130N43O79P11	0.7
1307.828197	3	160780059.0	c12	-1.32	0.04	C115H142N48O85P12	0.9
980.621528	4	24830555.0	c12	0.92	0.12	C115H142N48O85P12	0.3
1257.478749	3	13612340.0	c12-G	-1.09	0.39	C110H137N43O84P12	2.6
1422.847459	3	24968167.0	c13	1.21	0.31	C125H154N53O92P13	2.1
1066.884964	4	13739538.0	c13	2.33	0.32	C125H154N53O92P13	1.3
1524.530418	3	158551910.0	c14	2.79	0.03	C134H166N56O99P14	0.8
1143.144721	4	94291107.0	c14	1.68	0.05	C134H166N56O99P14	0.6
1608.253123	3	30078222.0	c14+CMCT	-3.91	0.2	C148H191N59O100P14	0.8
1474.178064	3	27806598.0	c14-G	1.16	0.21	C129H161N51O98P14	0.9
