spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1710_90_6.csv
limit_error:	6
noise_limit:	2069999.9999999998
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1448.185766	6	24073899.377044164	RNA	4.47	0.25	C256H317N102O190P27	
1455.509567	6	20973753.617118202	RNA+DEPC+H2O-Eth	-0.94	0.28	C257.0H317.0N102.0O192.0P27.0	
1423.01251	6	30473768.73855187	RNA-G	5.7	0.21	C251H312N97O189P27	
1108.160909	1	16420432.96	a04-G	0.3	0.1	C34H42N13O24P3	
1414.18466	1	10127820.593198927	a05-G	-0.86	0.37	C43H53N15O32P4	
1076.651084	2	11471003.91	a07+DEPC+H2O-A	1.46	0.2	C65H83N23O49P6	
1031.633552	2	16160830.14	a07-A	-0.1	0.22	C62H77N23O46P6	
1348.678377	2	18574730.72	a09-A	-1.62	0.11	C81H101N31O59P8	
1402.511836	3	90078113.35	a14-G	0.5	0.33	C126H159N44O95P13	
1547.542074	3	20937385.52	a15+DEPC+H2O-G	2.95	0.21	C139H177N49O105P14	
1517.528101	3	22657194.61	a15-G	0.76	0.21	C136H171N49O102P14	
1662.555277	3	21821208.56	a16+DEPC+H2O-G	1.18	0.17	C149H189N54O112P15	
1632.538876	3	12214032.9083421	a16-G	-2.38	0.3	C146H183N54O109P15	
1777.571366	3	12860659.21	a17+DEPC+H2O-G	1.26	0.39	C159H201N59O119P16	
1409.429704	4	29365362.028423276	a18+DEPC+H2O-G	-1.17	0.47	C168H212N61O127P17	
1386.923236	4	10690869.636181725	a18-G	-0.14	0.4	C165H206N61O124P17	
1495.697657	4	18053445.138123676	a19+DEPC+H2O-G	2.97	0.28	C178H224N66O134P18	
1473.189592	4	19359764.51318967	a19-G	2.92	0.3	C175H218N66O131P18	
1804.485615	4	20998531.880348105	a23-A	3.96	0.12	C214H265N83O159P22	
1588.210196	5	19028720.253183234	a25+DEPC+H2O-G	2.38	0.09	C236H295N91O175P24	
689.08773	1	15039262.21	c02	0.2	0.06	C20H24N10O14P2	
779.12014	1	10202320.74	c02+DEPC+H2O	1.09	0.23	C23H30N10O17P2	
994.129565	1	88210341.54	c03	0.69	0.06	C29H36N13O21P3	
1084.161785	1	57567417.96	c03+DEPC+H2O	1.12	0.03	C32H42N13O24P3	
843.07845	1	6062683.08	c03-G	-1.21	0.08	C24H31N8O20P3	
1339.17377	1	6359593.012492111	c04	-1.9	0.35	C39H48N18O28P4	
669.084579	2	11815789.04	c04	0.09	0.11	C39H48N18O28P4	
714.10031	2	10095290.03	c04+DEPC+H2O	-0.08	0.15	C42H54N18O31P4	
822.096727	2	32017517.51	c05	-0.54	0.05	C48H59N20O36P5	
867.113835	2	22249878.81	c05+DEPC+H2O	0.94	0.07	C51H65N20O39P5	
974.618719	2	62054860.4	c06	0.93	0.06	C57H71N23O43P6	
1019.633476	2	48595606.38	c06+DEPC+H2O	-0.18	0.02	C60H77N23O46P6	
899.09199	2	7851607.99	c06-G	-1.24	0.23	C52H66N18O42P6	
1139.143902	2	30990971.87	c07	-0.15	0.11	C67H83N28O49P7	
1184.160482	2	27712559.3	c07+DEPC+H2O	0.47	0.11	C70H89N28O52P7	
1291.664247	2	56464293.39484569	c08	-0.36	0.02	C76H95N31O56P8	
1336.679541	2	48487125.97	c08+DEPC+H2O	-0.77	0.02	C79H101N31O59P8	
1456.185946	2	23181979.06922433	c09	-3.45	0.05	C86H107N36O62P9	
970.45745	3	16954787.09	c09	-0.8	0.15	C86H107N36O62P9	
1501.214058	2	14371950.69	c09+DEPC+H2O	4.82	0.15	C89H113N36O65P9	
1000.469087	3	12891784.32	c09+DEPC+H2O	0.3	0.29	C89H113N36O65P9	
1425.687911	2	53349444.93	c09+DEPC+H2O-G	4.06	0.49	C84H108N31O64P9	
1380.670536	2	18511230.76	c09-G	3.09	0.28	C81H102N31O61P9	
1608.711643	2	15540704.342638142	c10	0.01	0.31	C95H119N39O69P10	
1173.818973	3	49568228.59	c11	-0.09	0.06	C104H131N42O76P11	
1203.829208	3	47047100.57	c11+DEPC+H2O	-0.37	0.09	C107H137N42O79P11	
1275.82519	3	25524386.46	c12	-1.82	0.1	C113H142N44O84P12	
1305.835877	3	28909161.03	c12+DEPC+H2O	-1.69	0.19	C116H148N44O87P12	
1377.835246	3	57780983.46	c13	-0.51	0.1	C122H153N46O92P13	
1407.847323	3	52067016.536666974	c13+DEPC+H2O	0.57	0.13	C125H159N46O95P13	
1479.517132	3	132294902.48	c14	0.51	0.05	C131H165N49O99P14	
1509.526431	3	118184390.86	c14+DEPC+H2O	-0.34	0.04	C134H171N49O102P14	
1459.185741	3	12709448.67	c14+DEPC+H2O-G	5.89	0.32	C129H166N44O101P14	
1594.531755	3	94576523.08	c15	-0.27	0.06	C141H177N54O106P15	
1624.542725	3	106059200.66	c15+DEPC+H2O	-0.02	0.05	C144H183N54O109P15	
1574.190188	3	10079609.73	c15+DEPC+H2O-G	-1.76	0.45	C139H178N49O108P15	
1544.179513	3	19659200.17	c15-G	-1.86	0.19	C136H172N49O105P15	
1709.547741	3	62134643.69	c16	-0.15	0.03	C151H189N59O113P16	
1739.559249	3	87189604.08	c16+DEPC+H2O	0.39	0.04	C154H195N59O116P16	
1689.211686	3	14405107.0	c16+DEPC+H2O-G	1.73	0.41	C149H190N54O115P16	
1659.194866	3	26464644.14	c16-G	-2.01	0.18	C146H184N54O112P16	
1824.568339	3	24845683.82	c17	2.48	0.22	C161H201N64O120P17	
1854.576973	3	32302551.03	c17+DEPC+H2O	1.4	0.23	C164H207N64O123P17	
1390.675725	4	20249352.02	c17+DEPC+H2O	-2.33	0.46	C164H207N64O123P17	
1774.216971	3	13120441.43	c17-G	1.67	0.39	C156H196N59O119P17	
1444.672791	4	34558962.12	c18	-3.17	0.16	C170H212N66O128P18	
1467.187005	4	60251338.47	c18+DEPC+H2O	1.17	0.09	C173H218N66O131P18	
1530.939958	4	69959384.32	c19	0.48	0.07	C180H224N71O135P19	
1553.450835	4	93457450.65	c19+DEPC+H2O	2.37	0.05	C183H230N71O138P19	
1493.173494	4	13905292.22	c19-G	-2.26	0.35	C175H219N66O134P19	
1613.204513	4	28438591.03	c20	1.34	0.21	C190H236N76O141P20	
1635.709843	4	88226386.94	c20+DEPC+H2O	-0.27	0.12	C193H242N76O144P20	
1597.94505	4	24551281.746922318	c20+DEPC+H2O-G	-1.8	0.29	C188H237N71O143P20	
1717.974648	4	115868195.59	c21+DEPC+H2O	0.72	0.04	C203H254N81O150P21	
1680.209018	4	40952677.52	c21+DEPC+H2O-G	-1.21	0.2	C198H249N76O149P21	
1804.234275	4	21438324.043139108	c22+DEPC+H2O	-0.55	0.21	C213H266N86O157P22	
1766.474045	4	11499314.14	c22+DEPC+H2O-G	0.64	0.42	C208H261N81O156P22	
1880.743418	4	15333117.05	c23+DEPC+H2O	0.97	0.39	C222H277N88O165P23	
1504.392936	5	51303793.96	c23+DEPC+H2O	0.74	0.1	C222H277N88O165P23	
1474.183929	5	5440069.959042714	c23+DEPC+H2O-G	1.35	0.23	C217H272N83O164P23	
1456.172968	5	24019156.83	c23-G	-1.81	0.25	C214H266N83O161P23	
1565.399962	5	173893736.26	c24+DEPC+H2O	-0.07	0.06	C231H289N91O172P24	
1535.188081	5	44607848.9	c24+DEPC+H2O-G	-1.38	0.15	C226H284N86O171P24	
1634.408616	5	63346854.93	c25+DEPC+H2O	-0.58	0.16	C241H301N96O179P25	
1604.197841	5	9965254.749057868	c25+DEPC+H2O-G	-1.15	0.38	C236H296N91O178P25	
1677.409279	5	50400876.39	c26	-1.31	0.32	C247H307N99O183P26	
1397.670174	6	23974323.06	c26	-3.47	0.34	C247H307N99O183P26	
1695.420121	5	10490654.42	c26+DEPC+H2O	1.36	0.44	C250H313N99O186P26	
1412.680667	6	163753330.4441935	c26+DEPC+H2O	0.26	0.09	C250H313N99O186P26	
1405.010767	6	130650631.92	c26+DEPC+H2O-Eth	2.92	0.42	C248H307N99O185P26	
1387.505329	6	59074207.01488048	c26+DEPC+H2O-G	-0.05	0.14	C245H308N94O185P26	
1372.494187	6	10527106.69	c26-G	-4.32	0.49	C242H302N94O182P26	
627.086073	1	18339849.25	w02	0.34	0.05	C18H26N6O15P2	
972.13263	1	9435776.05	w03	-0.69	0.27	C28H38N11O22P3	
1277.17678	1	4984493.96	w04	1.72	0.33	C37H50N14O29P4	
791.096595	2	37164243.02	w05	0.37	0.07	C46H61N16O37P5	
963.620294	2	57196344.84	w06	0.28	0.12	C56H73N21O44P6	
1128.145461	2	114699062.76	w07	-0.73	0.05	C66H85N26O50P7	
1292.671551	2	20572678.69350256	w08	-0.77	0.1	C76H97N31O56P8	
1618.212472	2	28431633.41	w10	2.2	0.15	C95H120N38O71P10	
1193.484851	3	29307552.61	w11	-0.96	0.08	C105H132N43O78P11	
1308.502393	3	32019490.3	w12	0.45	0.16	C115H144N48O85P12	
1338.504176	3	7158067.035197332	w12+DEPC+H2O	-6.12	0.55	C118H150N48O88P12	
2135.78558	2	9531184.88	w13	2.58	0.5	C125H156N53O92P13	
1423.516956	3	30659794.518992353	w13	-0.46	0.13	C125H156N53O92P13	
1453.527108	3	14180310255.73	w13+DEPC+H2O	-0.74	0.2	C128H162N53O95P13	
1438.188454	3	19553032.02	w13+DEPC+H2O-Eth	5.26	0.48	C126H156N53O94P13	
1845.557485	3	10967361.88	w17+DEPC+H2O-Eth	-0.61	0.36	C162H202N63O124P17	
1449.182179	4	25960041.44	w18	1.5	0.31	C170H214N66O129P18	
1471.691609	4	20774097.54	w18+DEPC+H2O	2.5	0.17	C173H220N66O132P18	
1607.710335	4	14911756.568020033	w20	4.28	0.28	C189H238N74O142P20	
1630.211916	4	18295754.75	w20+DEPC+H2O	0.33	0.31	C192H244N74O145P20	
1473.983427	5	22388477.46697675	w23	-1.16	0.2	C217H273N84O163P23	
1542.990157	5	15882942.87	w24	-2.89	0.38	C227H285N89O170P24	
1603.997347	5	6403269.3500015875	w25	-3.45	0.51	C236H297N92O177P25	
1394.001788	6	25845034.63	w26	-5.24	0.14	C246H309N97O184P26	
1409.012947	6	68891901.5520921	w26+DEPC+H2O	-1.01	0.39	C249H315N97O187P26	
1401.337533	6	15895581.76	w26+DEPC+H2O-Eth	-2.28	0.4	C247H309N97O186P26	
547.11944	1	13574120.21	y02	-0.17	0.18	C18H25N6O12P1	
892.167668	1	126547883.64	y03	0.79	0.04	C28H37N11O19P2	
741.11939	1	4257212.78	y03-G	2.48	0.22	C23H32N6O18P2	
1197.208142	1	43691686.32	y04	-0.09	0.06	C37H49N14O26P3	
751.11284	2	41221264.15	y05	-0.4	0.07	C46H60N16O34P4	
923.637311	2	137324528.4	y06	0.49	0.05	C56H72N21O41P5	
968.65287	2	5525174.18	y06+DEPC+H2O	0.17	0.48	C59H78N21O44P5	
1088.162865	2	96463890.81	y07	-0.23	0.04	C66H84N26O47P6	
1252.689968	2	80710752.33	y08	0.47	0.05	C76H96N31O53P7	
834.790903	3	8850239.17	y08	0.49	0.24	C76H96N31O53P7	
1297.706588	2	33360681.25	y08+DEPC+H2O	1.05	0.11	C79H102N31O56P7	
1425.217413	2	49792790.84	y09	3.03	0.06	C86H108N36O60P8	
949.806429	3	30440896.88	y09	0.13	0.06	C86H108N36O60P8	
1470.22962	2	17594424.69	y09+DEPC+H2O	0.46	0.13	C89H114N36O63P8	
979.817745	3	16525624.2	y09+DEPC+H2O	0.89	0.09	C89H114N36O63P8	
1578.226819	2	10860390.58	y10	0.68	0.34	C95H119N38O68P9	
1166.830033	3	105401598.06	y11	-0.44	0.03	C105H131N43O75P10	
1196.840546	3	49022825.06	y11+DEPC+H2O	-0.47	0.1	C108H137N43O78P10	
1281.848518	3	110474822.92	y12	1.68	0.04	C115H143N48O82P11	
1311.858383	3	58873328.1	y12+DEPC+H2O	1.11	0.12	C118H149N48O85P11	
1231.496633	3	23937617.06	y12-G	0.06	0.11	C110H138N43O81P11	
1396.861021	3	94809115.94	y13	-0.82	0.07	C125H155N53O89P12	
1426.873335	3	32497291.75	y13+DEPC+H2O	0.42	0.45	C128H161N53O92P12	
1376.524212	3	21862561.09	y13+DEPC+H2O-G	0.93	0.13	C123H156N48O91P12	
1346.513033	3	33306242.88	y13-G	0.49	0.1	C120H150N48O88P12	
1498.54301	3	50993165.92	y14	0.27	0.07	C134H167N56O96P13	
1528.552561	3	20084297.13	y14+DEPC+H2O	-0.4	0.21	C137H173N56O99P13	
1448.185512	3	6964475.5513674095	y14-G	-5.03	0.5	C129H162N51O95P13	
1600.55109	3	23605898.73	y15	0.03	0.2	C143H178N58O104P14	
1630.560259	3	13703353.94	y15+DEPC+H2O	-0.82	0.44	C146H184N58O107P14	
1702.560961	3	29568373.96	y16	0.88	0.19	C152H189N60O112P15	
1804.23684	3	12331039.623552844	y17	-1.69	0.46	C161H201N63O119P16	
1429.19196	4	24845253.12	y18	2.47	0.37	C170H213N66O126P17	
1511.449099	4	62085021.6	y19	-1.63	0.08	C180H225N71O132P18	
1533.960184	4	52210331.45	y19+DEPC+H2O	0.46	0.06	C183H231N71O135P18	
1496.197089	4	16525981.916560715	y19+DEPC+H2O-G	-0.03	0.3	C178H226N66O134P18	
1473.688517	4	19305982.01406875	y19-G	-0.47	0.28	C175H220N66O131P18	
1587.713127	4	49259930.09206461	y20	0.79	0.13	C189H237N74O139P19	
1610.222635	4	38135613.45847202	y20+DEPC+H2O	1.76	0.25	C192H243N74O142P19	
1598.703072	4	14076120.54143903	y20+DEPC+H2O-Eth	-3.92	0.25	C190H237N74O141P19	
1549.953363	4	24950287.16	y20-G	2.48	0.13	C184H232N69O138P19	
1669.976187	4	55842243.68	y21	0.71	0.08	C199H249N79O145P20	
1692.489837	4	55418928.46	y21+DEPC+H2O	4.08	0.11	C202H255N79O148P20	
1632.211311	4	28073519.66390533	y21-G	-0.82	0.14	C194H244N74O144P20	
1746.231794	4	41061729.75	y22	-2.02	0.13	C208H261N82O152P21	
1768.750776	4	18959815.9	y22+DEPC+H2O	4.25	0.34	C211H267N82O155P21	
1822.745348	4	29427480.68	y23	2.03	0.15	C217H272N84O160P22	
1457.995299	5	10945197.52	y23	2.35	0.41	C217H272N84O160P22	
1527.001678	5	129217886.96	y24	0.21	0.09	C227H284N89O167P23	
1545.008793	5	118653165.62	y24+DEPC+H2O	0.71	0.04	C230H290N89O170P23	
1496.792844	5	22217943.99422625	y24-G	0.92	0.26	C222H279N84O166P23	
1588.009699	5	42085832.663102575	y25	0.05	0.09	C236H296N92O174P24	
1606.017577	5	32703262.42	y25+DEPC+H2O	1.01	0.22	C239H302N92O177P24	
1557.800705	5	20154913.47	y25-G	0.62	0.25	C231H291N87O173P24	
1657.021471	5	53798244.67	y26	1.43	0.15	C246H308N97O181P25	
1675.02619	5	63518108.75	y26+DEPC+H2O	0.45	0.07	C249H314N97O184P25	

 
 



Original data of remodelled ions:
m/z 	z 	I 	fragment 	error 	shape_error 	formula 
(1291.664247, 2, 57841443.7, 'c08', -0.36, 0.02, 'C76H95N31O56P8')	
(1292.671551, 2, 41905363.27, 'w08', -0.77, 0.1, 'C76H97N31O56P8')	
(1306.168951, 3, 20293346.21, 'a13-A', 5.06, 0.43, 'C117H147N41O89P12')	
(1308.335407, 6, 22032080.65, 'a25-G', 2.46, 0.39, 'C233H289N91O172P24')	
(1336.931256, 4, 36922784.94, 'a17+DEPC+H2O-A', 5.61, 0.44, 'C159H201N59O120P16')	
(1337.683536, 2, 27064038.77, 'w08+DEPC+H2O', -3.63, 0.26, 'C79H103N31O59P8')	
(1339.17377, 1, 8730588.03, 'c04', -1.9, 0.35, 'C39H48N18O28P4')	
