m/z,z,I,Res.
208.10113,,3560346,396014
269.39621,,3554006,225298
290.70674,,5860539,316353
290.74016,,9780280,296654
290.77351,,9985334,287261
290.80701,,7518101,286793
290.84025,,3833778,291369
290.87408,,3300720,306373
292.20836,,4103712,235414
292.23794,,3220638,374086
292.24091,,12032030,278408
292.27142,,3327260,324761
292.27398,,19153308,271289
292.27522,,3556124,452835
292.30488,,3645194,263005
292.30728,,21433114,268812
292.34074,,18095384,269231
292.37435,,9148694,271385
292.40768,,4396468,316218
343.71028,,3295331,190849
344.04001,,5255820,261609
349.85718,,3264565,214349
358.90191,,3308947,199220
358.99953,,3273621,189845
361.00314,,3519448,205281
393.20834,,3784075,150816
406.12744,,3529635,117641
424.00678,,3295920,195216
426.96945,,3838983,134484
433.3931,,3268789,172364
438.34861,,3314911,166492
444.52732,,3852582,132038
445.92974,,3441199,128051
447.04079,,3319590,147193
457.22367,,3754097,100772
458.0714,,5161976,202723
464.61524,,3324336,86170
469.98399,,4238126,179080
472.15001,,3358692,266609
472.20413,,3918112,216499
473.45563,,3446076,151075
474.00461,,3577400,140966
476.10291,,3525735,281943
476.15912,,3349030,202863
476.20249,,3726806,248160
477.04431,,3445118,251869
479.65408,,4113190,184050
482.0467,,5424754,168487
482.10316,,4554930,210807
484.48892,,8134988,251259
484.49634,,11069269,272397
484.54123,,7820680,222265
484.55205,,12843412,260127
484.59762,,8288969,183044
484.60763,,10530260,325317
484.65309,,7206920,192743
484.66337,,8863252,308722
484.70911,,7593032,202516
487.05379,,20976842,212145
487.10932,,22249738,207543
487.16503,,19243850,217019
487.82692,,4296645,208645
487.98976,,3682305,222222
488.05302,,4088651,204740
489.24272,,3328523,129656
489.5755,,3679437,102973
490.42169,,3329028,152640
492.01105,,3343618,135579
494.52557,,3457735,171713
499.36127,,3531625,140198
503.29227,,3694607,109412
505.1659,,3464292,172441
508.85426,,3422627,123580
514.39091,,3509994,122202
526.50558,,3399599,156447
527.39155,,3414027,146727
529.84853,,3443211,127917
537.83107,,3637815,125210
538.03844,,8334496,149718
541.1224,,3436430,145733
542.34704,,3651698,141049
546.45216,,3602196,128132
547.1192,,33550896,147727
548.12239,,5646911,159922
548.31069,,3777970,120952
548.78882,,3690843,124212
553.16562,,3425111,109913
555.50282,,3418700,105251
558.14701,,3765555,133739
558.47527,,4327581,109036
560.57993,,3566987,79273
560.73588,,4322966,120611
561.68465,,3448551,119236
563.26122,,3881897,105117
571.46702,,3578272,96345
574.31407,,3752282,118789
575.56651,,3495416,165834
577.34598,,3457348,142905
577.59642,,3560202,122124
584.04947,,3549005,124391
587.45738,,3549585,126462
590.5121,,3637829,138949
592.54735,,3474381,149179
594.06504,,3830708,154022
594.73859,,3769561,141259
598.10041,,12143491,140696
598.75814,,3848913,138499
600.02541,,3559853,127227
600.12362,,3484267,129835
602.80374,,3632055,96563
605.55254,,3763858,129437
606.30067,,3589964,98872
609.41575,,4200009,126341
610.05956,,6874683,171258
617.32372,,3492624,125406
620.48673,,3529468,99248
621.55345,,3509055,173379
623.50429,,3689085,133635
625.41056,,3578362,134877
