spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1710_134_7.csv
limit_error:	6.5	2020-04-01
noise_limit:	1890000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1251.740279	7	29469164163.0	RNA+2DEPC+H2O-CO	-0.5	0.03	C261H330N102O192P26	210.5
1238.586586	7	1506636413.0	RNA+2DEPC+H2O-CO-2Eth	0.41	0.03	C257H318N102O190P26	10.8
1219.293171	7	81007064.0	RNA+2DEPC+H2O-CO-2Eth-A	0.48	0.08	C252H313N97O190P26	1.0
1216.722421	7	50903969.0	RNA+2DEPC+H2O-CO-2Eth-A-H2O	2.28	0.25	C252H311N97O189P26	3.3
1222.725319	7	52894847.0	RNA+2DEPC+H2O-CO-2Eth-C	2.1	0.29	C253H313N99O189P26	5.1
1217.006891	7	185062986.0	RNA+2DEPC+H2O-CO-2Eth-G	-0.58	0.06	C252H313N97O189P26	1.8
1214.439157	7	82867734.0	RNA+2DEPC+H2O-CO-2Eth-G-H2O	3.71	0.06	C252H311N97O188P26	0.8
1236.020577	7	183223145.0	RNA+2DEPC+H2O-CO-2Eth-H2O	6.02	0.09	C257H316N102O189P26	2.4
1232.446993	7	894565906.0	RNA+2DEPC+H2O-CO-A	-0.33	0.04	C256H325N97O192P26	7.1
1235.877467	7	399817317.0	RNA+2DEPC+H2O-CO-C	-0.09	0.05	C257H325N99O191P26	3.5
1233.303265	7	88904766.0	RNA+2DEPC+H2O-CO-C-H2O	-1.11	0.09	C257H323N99O190P26	1.2
1452.859623	6	3768391.0	RNA+2DEPC+H2O-CO-Eth	0.69	0.4	C259H324N102O191P26	1.1
1245.162205	7	16453220026.0	RNA+2DEPC+H2O-CO-Eth	-1.03	0.03	C259H324N102O191P26	117.5
1225.870559	7	765599304.0	RNA+2DEPC+H2O-CO-Eth-A	0.46	0.02	C254H319N97O191P26	4.9
1226.728197	7	30207225.0	RNA+2DEPC+H2O-CO-Eth-C-H2O	0.79	0.2	C255H317N99O189P26	1.2
1223.584689	7	2085724603.0	RNA+2DEPC+H2O-CO-Eth-G	-0.26	0.02	C254H319N97O190P26	13.5
1221.012334	7	132200779.0	RNA+2DEPC+H2O-CO-Eth-G-H2O	0.22	0.12	C254H317N97O189P26	2.3
1242.590204	7	674748790.0	RNA+2DEPC+H2O-CO-Eth-H2O	-0.28	0.04	C259H322N102O190P26	5.3
1230.161705	7	2194991193.0	RNA+2DEPC+H2O-CO-G	-0.57	0.02	C256H325N97O191P26	14.2
1227.5892	7	154065574.0	RNA+2DEPC+H2O-CO-G-H2O	-0.22	0.07	C256H323N97O190P26	1.6
1249.168029	7	760753216.0	RNA+2DEPC+H2O-CO-H2O	0.05	0.04	C261H328N102O191P26	6.0
1241.458333	7	58257623.0	RNA+DEPC+H2O-CO	4.97	0.1	C258H326N102O190P26	0.8
1222.161266	7	77124111.0	RNA+DEPC+H2O-CO-A	2.13	0.11	C253H321N97O190P26	1.2
1219.579998	7	23163357.0	RNA+DEPC+H2O-CO-A-H2O	-4.7	0.13	C253H319N97O189P26	0.4
1217.293113	7	44968792.0	RNA+DEPC+H2O-CO-G-H2O	-6.27	0.15	C253H319N97O188P26	1.1
1227.013687	7	8583586.0	RNA+DEPC-C	-1.22	0.15	C255H319N99O189P26	0.2
1224.442934	7	50693007.0	RNA+DEPC-C-H2O	0.57	0.15	C255H317N99O188P26	1.2
1221.299679	7	34328995.0	RNA+DEPC-G	-0.28	0.08	C254H319N97O189P26	0.4
1218.722037	7	27436283.0	RNA+DEPC-G-H2O	-4.14	0.17	C254H317N97O188P26	0.8
1240.305873	7	76523042.0	RNA+DEPC-H2O	0.25	0.09	C259H322N102O189P26	1.0
1213.296731	7	554194631.0	RNA-A	0.38	0.06	C251H315N97O188P26	5.3
1211.0116	7	113119945.0	RNA-G	0.26	0.21	C251H315N97O187P26	4.9
458.0719	1	5249854.0	a02-G	0.1	0.16	C15H18N5O10P1	0.1
1108.162917	1	23131426.0	a04-G	2.11	0.13	C34H42N13O24P3	0.4
1031.633374	2	45383868.0	a07-A	-0.28	0.1	C62H77N23O46P6	0.7
1184.161739	2	9530525.0	a08-A	6.28	0.25	C71H89N26O53P7	0.6
1348.680356	2	18383929.0	a09-A	-0.15	0.15	C81H101N31O59P8	0.4
898.785631	3	14818027.0	a09-A	1.13	0.11	C81H101N31O59P8	0.2
1146.830842	3	15588210.0	a11+2DEPC+H2O-CO-A	-0.53	0.31	C104H135N37O77P10	1.8
1243.505024	3	34718145.0	a12+2DEPC+H2O-CO-G	-2.59	0.3	C113H146N39O84P11	3.7
1300.828868	3	18283267.0	a13-G	-1.41	0.26	C117H147N41O88P12	1.3
1517.525926	3	25004934.0	a15-G	-0.67	0.28	C136H171N49O102P14	2.2
1228.14883	4	10116377.0	a16-A	-4.19	0.33	C146H183N54O110P15	1.5
1632.539225	3	22555308.0	a16-G	-2.16	0.22	C146H183N54O109P15	1.1
1310.411968	4	29585255.0	a17-G	-3.92	0.2	C156H195N59O116P16	1.2
1477.182442	4	10594083.0	a19-A	-1.07	0.28	C175H218N66O132P18	0.9
1274.16825	5	23230047.0	a20+2DEPC+H2O-CO-A	0.32	0.25	C190H240N71O142P19	1.5
1577.453845	4	61241499.0	a20+2DEPC+H2O-CO-Eth-G	0.9	0.09	C188H234N71O140P19	0.8
1261.763363	5	84414849.0	a20+2DEPC+H2O-CO-Eth-G	2.28	0.06	C188H234N71O140P19	0.8
1588.969618	4	14039402.0	a20+2DEPC+H2O-CO-G	4.23	0.36	C190H240N71O141P19	2.7
1270.968481	5	29554185.0	a20+2DEPC+H2O-CO-G	-0.3	0.14	C190H240N71O141P19	0.6
1559.446477	4	23337872.0	a20-A	-0.43	0.31	C185H230N71O138P19	2.7
1247.354494	5	12577287.0	a20-A	-1.42	0.45	C185H230N71O138P19	6.0
1555.445802	4	9729240.0	a20-G	-1.68	0.35	C185H230N71O137P19	1.7
1244.163072	5	19134061.0	a20-G	4.65	0.41	C185H230N71O137P19	6.1
1327.572778	5	32391868.0	a21+2DEPC+H2O-CO-Eth-G	1.34	0.22	C198H246N76O146P20	1.5
1336.781278	5	11633054.0	a21+2DEPC+H2O-CO-G	1.43	0.35	C200H252N76O147P20	2.0
1761.490629	4	11165461.0	a22+2DEPC+H2O-CO-A	2.28	0.43	C210H264N81O155P21	4.4
1382.178412	5	3683473.0	a22-A	1.56	0.44	C205H254N81O151P21	1.6
1273.164688	6	7651818.0	a24+2DEPC+H2O-CO-G	-2.02	0.38	C228H287N86O169P23	1.8
1504.391255	5	15016691.0	a24-A	1.12	0.27	C223H277N86O166P23	1.2
1253.482379	6	56833060.0	a24-A	-6.16	0.32	C223H277N86O166P23	7.4
1330.674532	6	11013928.0	a25+2DEPC+H2O-CO-G	-0.48	0.51	C238H299N91O176P24	9.6
344.03993	1	7363821.0	c01	-0.66	0.12	C10H12N5O7P1	0.1
689.087748	1	48969846.0	c02	0.22	0.05	C20H24N10O14P2	0.4
761.10913	1	3774711.0	c02+DEPC	0.54	0.23	C23H28N10O16P2	0.2
538.03809	1	9038665.0	c02-G	-0.17	0.16	C15H19N5O13P2	0.2
994.129605	1	212721524.0	c03	0.73	0.07	C29H36N13O21P3	2.3
1066.15106	1	6015111.0	c03+DEPC	0.99	0.3	C32H40N13O23P3	0.6
1056.16627	1	10076388.0	c03+DEPC+H2O-CO	0.58	0.29	C31H42N13O23P3	1.0
843.07965	1	7253652.0	c03-G	0.21	0.23	C24H31N8O20P3	0.4
669.085084	2	52097389.0	c04	0.84	0.06	C39H48N18O28P4	0.5
1188.12443	1	5621458.0	c04-G	-2.08	0.31	C34H43N13O27P4	0.7
822.097903	2	124456423.0	c05	0.89	0.04	C48H59N20O36P5	1.0
813.60329	2	4027280.0	c05+2DEPC+H2O-CO-G	2.3	0.4	C48H64N15O39P5	1.2
853.11447	2	5403162.0	c05+DEPC+H2O-CO	-1.28	0.42	C50H65N20O38P5	1.9
746.57221	2	5836297.0	c05-G	-0.34	0.37	C43H54N15O35P5	1.2
974.618658	2	175877370.0	c06	0.87	0.02	C57H71N23O43P6	1.1
899.09377	2	16458320.0	c06-G	0.74	0.06	C52H66N18O42P6	0.2
1139.143387	2	99397260.0	c07	-0.6	0.04	C67H83N28O49P7	0.8
1183.156575	2	4832395.0	c07+2DEPC+H2O-CO-Eth	3.79	0.56	C70H87N28O52P7	6.9
1291.665594	2	194608409.0	c08	0.68	0.14	C76H95N31O56P8	4.2
860.774724	3	27443274.0	c08	0.78	0.11	C76H95N31O56P8	0.4
905.457947	3	7406644.0	c08+2DEPC+H2O-CO	-2.29	0.26	C81H105N31O60P8	0.5
1335.674571	2	12341186.0	c08+2DEPC+H2O-CO-Eth	1.37	0.09	C79H99N31O59P8	0.2
1260.150132	2	10825164.0	c08+2DEPC+H2O-CO-Eth-G	1.66	0.23	C74H94N26O58P8	0.6
1283.163596	2	13814762.0	c08+2DEPC+H2O-CO-G	-4.19	0.4	C76H100N26O59P8	4.0
1327.676071	2	7884276.0	c08+DEPC	0.59	0.3	C79H99N31O58P8	0.8
1216.140509	2	11856938.0	c08-G	0.41	0.17	C71H90N26O55P8	0.3
1456.192574	2	40028046.0	c09	1.1	0.06	C86H107N36O62P9	0.4
970.458278	3	99925810.0	c09	0.05	0.01	C86H107N36O62P9	0.6
1477.173476	2	10012545.0	c09+2DEPC+H2O-CO-2Eth	-3.11	0.28	C87H105N36O64P9	0.9
964.80124	3	6377084.0	c09+2DEPC+H2O-CO-G	7.1	0.46	C86H112N31O65P9	3.4
1380.666937	2	18760866.0	c09-G	0.48	0.17	C81H102N31O61P9	0.5
1608.715002	2	45269175.0	c10	2.1	0.12	C95H119N39O69P10	0.8
1072.138378	3	77748035.0	c10	-0.26	0.04	C95H119N39O69P10	0.6
1173.819272	3	137032810.0	c11	0.16	0.04	C104H131N42O76P11	1.1
1275.827055	3	151965064.0	c12	-0.36	0.05	C113H142N44O84P12	1.3
956.619458	4	17931358.0	c12	0.67	0.19	C113H142N44O84P12	0.6
1254.818294	3	15548378.0	c12+2DEPC+H2O-CO-Eth-G	1.51	0.23	C111H141N39O86P12	0.8
972.127889	4	3569601.0	c12+DEPC+H2O-CO	-0.13	0.24	C115H148N44O86P12	0.2
1377.835503	3	153905014.0	c13	-0.33	0.03	C122H153N46O92P13	1.1
1033.125956	4	62976433.0	c13	0.78	0.06	C122H153N46O92P13	0.6
1372.165139	3	14799591.0	c13+2DEPC+H2O-CO-G	-5.09	0.16	C122H158N41O95P13	0.4
1398.508156	3	33665254.0	c13+DEPC+H2O-CO	-4.81	0.11	C124H159N46O94P13	0.5
1327.479433	3	8668320.0	c13-G	-5.06	0.49	C117H148N41O91P13	6.2
