m/z,z,I,Res.
210.78509,,3666430,310990
216.73695,,3830564,352350
225.17783,,3862231,294412
253.71737,,3614888,297948
258.22139,,3860641,220953
259.22306,,3884020,334882
267.5855,,3688385,271005
272.89619,,4100445,268953
273.58729,,3775304,240759
274.69915,,3618910,256427
277.58373,,3624847,277465
283.72776,,3745499,166007
283.74381,,3801801,171921
284.06253,,3651944,257265
284.19197,,3650922,264048
285.72354,,4990366,295119
285.74577,,5519420,198357
285.76826,,5281338,268426
285.79027,,4825304,273935
285.79144,,3803319,389090
285.81276,,5432885,355585
288.35774,,3696852,251643
290.41664,,4345955,223204
290.42071,,3729123,207956
292.15909,,3888218,232396
295.43757,,3720203,237347
309.31332,,3715756,208325
310.14031,,3913992,226506
314.4404,,3957208,235187
317.20996,,4260523,186756
324.40533,,3943778,202032
326.56506,,3685578,221254
326.99656,,3985283,187879
329.21885,,3743329,171383
330.83084,,4078449,192672
332.2502,,3895012,181286
341.41853,,4248782,205432
345.33462,,3828575,122535
346.29279,,4268176,138985
348.13903,,3762983,180929
352.73455,,3703323,187586
353.51596,,3650082,203922
353.83002,,3997690,209395
355.40425,,3931493,195949
355.41246,,3652873,192215
356.54497,,3839127,213582
357.91181,,3831416,209178
358.53459,,3702758,184657
358.61014,,3757095,211839
363.28803,,3904804,237994
363.74886,,4021448,213102
365.74833,,3668287,192831
369.98157,,3700376,217925
370.41492,,3764431,204958
370.46419,,3959435,171969
373.32029,,4152216,168497
373.89473,,3782867,181376
377.74897,,4549581,156338
382.06186,,4527394,145072
384.94313,,3731326,150225
385.09931,,3707696,190428
386.49064,,3749579,176039
386.54233,,3919186,201833
388.22143,,3635771,165948
392.48803,,3764084,205518
397.19089,,3996205,123148
404.27758,,3783031,80501
407.65213,,3705800,187138
408.21233,,3668056,170240
408.84244,,3671853,141329
410.45981,,4269402,136480
413.21753,,4561055,122432
414.10679,,3693905,163659
414.43671,,3708314,166457
417.09757,,4211258,155984
417.8372,,3684303,215741
418.778,,4091033,158580
420.27653,,3823281,150587
426.90689,,3937121,159144
427.51794,,4764610,128148
428.05524,,3751845,107785
429.46931,,3862108,176460
430.33395,,3703079,150460
432.78326,,4166372,151878
433.28645,,3863876,199532
434.64652,,3914181,123047
437.72713,,3715959,75609
437.98756,,3839722,134682
439.78013,,3819133,184495
442.31756,,4123883,163042
442.86295,,3812258,145594
445.0047,,3991294,133460
447.85197,,3717705,157790
449.43912,,3771537,132044
450.45546,,4584725,143478
453.03998,,3928564,175284
453.46926,,4316187,190529
453.53615,,3840241,163681
454.00234,,3813257,87825
454.27873,,4491214,116984
454.86732,,3727174,160888
455.89916,,3912545,128401
457.00002,,4106684,173284
457.83407,,3735969,166437
458.05857,,3755240,192189
459.03603,,3988334,136799
459.88868,,3705301,171830
460.59759,,3934914,166613
460.66762,,3893663,128846
461.61854,,3865617,216017
462.20116,,3726332,92975
463.04543,,3721095,177512
464.41958,,4404610,141673
466.53988,,3881149,125286
466.72015,,3957555,131189
467.05394,,3777787,200434
468.87033,,4100723,140778
470.05487,,4052691,126782
470.16135,,3914214,147731
470.25043,,3912481,128340
470.27612,,3825477,141177
470.63683,,5854712,156452
470.67376,,6449195,180708
470.84953,,4183166,94788
472.30881,,3765386,101848
473.91547,,3782542,182076
475.37999,,3891671,125317
476.07005,,5682725,178473
476.10747,,6533593,188194
476.11354,,7017570,179383
476.14466,,9220366,182800
476.15203,,8868120,114770
476.18185,,11304002,191339
476.18903,,11535180,76636
476.21903,,12627831,179771
476.22694,,12479490,100496
476.26381,,14615222,98371
476.27519,,7816902,165575
476.3013,,10156011,109007
476.31221,,6047227,173599
476.33511,,8438555,183712
476.35058,,7174705,226823
476.35679,,5152314,266716
476.36395,,4728644,239041
476.37388,,6826578,140410
476.38647,,4711908,114811
476.40425,,4833021,216150
476.41116,,5832711,207919
476.4509,,4887231,259207
476.5187,,4732830,214357
476.52197,,4559011,234059
476.8648,,4595848,215369
476.93282,,4156521,234560
476.97426,,7538723,169445
476.99886,,3768262,269905
477.0046,,4703182,213591
477.03993,,4919680,158321
477.07865,,3862071,251863
478.02079,,4259952,176978
479.40209,,3790912,126815
479.55031,,3889012,203708
480.56658,,3973890,93639
481.18698,,4068253,152483
482.05741,,4207873,97500
482.97809,,3773361,164555
484.03143,,3871205,109016
484.6463,,4005441,88439
486.07412,,4093055,101078
488.14318,,4207314,162285
489.03038,,3745514,74234
489.76429,,4064131,192050
489.76895,,4244489,100709
490.30598,,3794946,154276
490.56185,,3941884,181146
490.98281,,4047690,136429
493.59323,,3753166,181322
494.38947,,4176049,138071
494.8381,,3929423,168490
495.9067,,4112015,200175
496.12387,,3816660,100307
496.43656,,3788969,152091
497.88028,,3811428,178075
498.68456,,3808544,129377
499.01557,,3784692,80897
499.66976,,3816369,165064
500.2423,,3767507,161180
501.56504,,4303786,143027
501.66131,,3845404,76903
504.38118,,4405807,111779
508.03802,,4543644,109151
508.18008,,3820918,156939
509.4364,,3934985,165181
509.83089,,3805099,161925
510.42192,,4114942,133616
512.19409,,4117274,97910
512.31695,,3786841,95853
513.02781,,4369098,121602
513.46015,,3811754,136156
513.5587,,4076132,113928
513.95413,,3899052,144988
514.55448,,4100148,102862
515.14746,,3917681,159459
516.4371,,3937297,175366
517.62604,,3914008,173206
518.27867,,4137496,120633
519.39944,,4116297,91806
519.6655,,4657116,126175
521.01541,,4202025,122171
522.76803,,3942392,131555
522.82416,,3862992,105566
523.56091,,3830365,162426
524.11177,,4317894,125139
524.8096,,4476983,111202
525.81103,,4563436,115757
526.52711,,3843709,159133
526.96206,,4071984,160064
527.65281,,4545242,102653
528.92747,,3849704,147356
529.70269,,4020924,111148
530.31364,,3843787,124827
531.57314,,3817126,146097
532.98879,,3838207,92064
535.61198,,4387884,113646
536.54747,,3850187,143495
536.6468,,3951274,103783
537.5002,,3963366,111322
543.82685,,4404605,103428
545.11056,,3943480,159981
546.21892,,3962233,167512
547.05969,,3925642,108836
547.11725,,5533543,181829
547.94593,,3877285,105368
548.36067,,3912741,64636
548.47816,,4035652,88982
