spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1411_1_7.csv
limit_error:	6.5	2020-04-16
noise_limit:	2470000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1218.432105	7	32436738.0	RNA	-0.02	0.23	C253H315N91O194P26	1.3
1254.318602	7	34385270715.0	RNA+CMCT	0.63	0.03	C267H340N94O195P26	187.9
1235.023702	7	2232793581.0	RNA+CMCT-A	-0.5	0.02	C262H335N89O195P26	11.0
1238.455322	7	1450690511.0	RNA+CMCT-C	0.67	0.01	C263H335N91O194P26	6.5
1235.881933	7	77994674.0	RNA+CMCT-C-H2O	0.31	0.15	C263H333N91O193P26	1.4
1232.739113	7	2388884162.0	RNA+CMCT-G	-0.17	0.01	C262H335N89O194P26	10.7
1230.16501	7	179529324.0	RNA+CMCT-G-H2O	-1.12	0.08	C262H333N89O193P26	1.6
1251.745567	7	1606748864.0	RNA+CMCT-H2O	0.55	0.02	C267H338N94O194P26	7.9
1202.569649	7	12759359.0	RNA-C	0.7	0.48	C249H310N88O193P26	6.3
1215.858173	7	31294753.0	RNA-H2O	-0.84	0.27	C253H313N91O193P26	1.9
458.07187	1	4657574.0	a02-G	0.04	0.16	C15H18N5O10P1	0.1
914.16383	1	6412308.0	a03	1.4	0.28	C29H35N13O18P2	0.4
706.589528	2	29032281.0	a05-G	0.32	0.15	C43H53N15O32P4	0.5
934.6348	2	6159543.0	a06	0.16	0.47	C57H70N23O40P5	2.7
1463.257449	2	12156183.0	a09+CMCT-G	-0.95	0.48	C94H124N30O63P8	6.0
1247.162412	3	15563311.0	a12	5.16	0.33	C112H139N40O85P11	1.7
1330.887145	3	24460648.0	a12+CMCT	-1.57	0.23	C126H164N43O86P11	1.0
1063.131676	5	21618455.0	a17	4.52	0.06	C159H196N56O121P16	0.2
1391.969155	4	20263674.0	a17+CMCT	6.33	0.19	C173H221N59O122P16	0.5
1291.396131	4	41184175.0	a17-G	-1.49	0.16	C154H191N51O120P16	0.8
1032.919795	5	6243040.0	a17-G	2.72	0.41	C154H191N51O120P16	1.5
