m/z,z,I,Res.
206.86916,,2838089,364437
244.02971,,2884914,329949
251.91447,,2801612,296630
252.29841,,2832268,285442
273.19958,,2830463,256763
282.05904,,2934634,291277
282.44564,,2880109,200088
289.83847,,5501043,303660
289.87179,,7496113,281970
289.90516,,8117103,274959
289.9386,,6165134,293976
289.97222,,4151915,299411
311.89735,,2946950,249348
319.97928,,2816124,244730
336.47008,,2897971,213369
344.04057,,5682302,218747
347.72138,,2861249,221478
349.9362,,3153588,180308
350.11324,,2788717,154820
354.23091,,2820830,155267
359.06874,,3098754,200319
361.52123,,2787386,217185
366.97303,,2964153,227084
369.07301,,2949856,180568
369.16013,,2841185,149499
370.31765,,2789660,194707
371.23489,,2862513,154718
374.30873,,2831197,198461
374.74374,,3049042,211730
377.40861,,2931529,252407
377.61188,,2911138,197226
385.82005,,2948235,140186
390.54574,,3258471,182230
400.45363,,2817194,225572
400.68329,,3041523,166375
405.18231,,2945355,163151
405.38676,,2841115,166039
407.94216,,2937980,183019
408.26018,,2919752,82161
413.93126,,2899718,193401
417.0039,,2908287,196074
421.6979,,2924952,166656
426.46988,,2854406,184910
433.8701,,3069836,215044
435.37958,,2939828,201735
447.39755,,3228976,160900
447.83437,,2954181,176162
448.51089,,2944839,134877
451.33058,,2968390,158013
453.67931,,3109035,124051
456.18963,,2920632,138538
456.36493,,3122324,144592
458.0722,,3588235,181125
464.06828,,3024989,166493
468.1626,,3015806,147629
469.12024,,2951026,102790
471.94344,,3085685,213864
476.55005,,3145087,148147
479.40412,,3065051,131400
481.69214,,3028660,60072
482.93545,,8652849,151476
483.05354,,7030438,205998
483.10918,,7604701,227466
484.26438,,2926392,148730
485.31128,,2989932,106080
487.15898,,3061286,183650
490.64159,,2987170,110428
492.31167,,3175429,137921
493.94953,,3153359,141744
495.77663,,3014147,90846
496.6482,,3367558,129763
502.97205,,2923610,158430
506.51563,,2909166,111065
514.04107,,2920774,131880
514.57804,,3331623,130441
518.25369,,3556998,144862
518.52537,,3141772,124574
519.25569,,3187268,154267
522.5418,,3112411,124625
528.13578,,3013294,126517
528.76285,,2981280,87372
529.65292,,3311093,196801
532.1315,,2955816,106748
538.0384,,6168776,147319
538.28334,,3499545,86560
539.26186,,2971100,157055
540.30411,,3197544,140511
540.43538,,3022555,121449
540.63813,,2966941,79144
543.92952,,3369473,106449
544.5496,,3009976,124994
544.94005,,2972814,119892
547.11986,,18964350,144558
547.3353,,3006896,151351
548.12328,,3441767,205409
553.74838,,3491690,135367
558.59529,,2969809,164422
561.16775,,3452786,102630
561.39974,,2999576,100003
562.81416,,3404699,108208
563.79888,,3195927,150350
563.95014,,3055810,134240
567.33279,,3172286,116813
568.40375,,3187869,53697
571.93453,,2987106,140987
574.18689,,3273885,161837
578.64685,,3291486,116282
580.63735,,3223469,146173
584.11575,,3238830,106261
587.10946,,3098566,137227
588.50793,,3055793,154508
592.12972,,3115748,138378
595.9891,,3067287,119383
596.46904,,3261682,104257
598.10119,,5375897,148215
599.50062,,3094647,98479
600.02053,,3298109,55360
601.03945,,3178928,114958
602.84414,,3137679,120837
606.09611,,3850740,60991
609.12106,,4696463,142109
