spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1411_2_6.csv
limit_error:	6.5	2020-04-14
noise_limit:	2560000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1421.669788	6	104018462.65	RNA	-1.58	0.13	C253H315N91O194P26	1.5
1463.535177	6	79399359136.48	RNA+CMCT	-2.38	0.03	C267H340N94O195P26	418.7
1729.442577	5	17513163.04	RNA+CMCT-A	3.25	0.37	C262H335N89O195P26	2.8
1441.027213	6	3101434751.49	RNA+CMCT-A	-1.64	0.02	C262H335N89O195P26	14.8
1445.031158	6	963590619.28	RNA+CMCT-C	-0.2	0.02	C263H335N91O194P26	4.6
1438.362101	6	6076829617.64	RNA+CMCT-G	-1.15	0.01	C262H335N89O194P26	26.2
1435.360785	6	587413190.42	RNA+CMCT-G-H2O	-0.85	0.04	C262H333N89O193P26	3.4
1460.534637	6	2560787220.0	RNA+CMCT-H2O	-1.55	0.04	C267H338N94O194P26	14.9
458.07117	1	4916915.01	a02-G	-1.49	0.16	C15H18N5O10P1	0.1
706.589442	2	49650425.24	a05-G	0.2	0.11	C43H53N15O32P4	0.6
934.636605	2	11294528.68	a06	2.09	0.17	C57H70N23O40P5	0.2
1413.18466	2	51554423.0	a09	0.7	0.46	C85H104N32O63P8	20.0
1337.65353	2	14528899.88	a09-G	-4.06	0.25	C80H99N27O62P8	0.7
891.435944	3	19253837.03	a09-G	-1.05	0.26	C80H99N27O62P8	1.0
2074.332963	2	15646762.08	a13+CMCT-G	3.63	0.4	C130H170N40O93P12	3.3
1451.170066	3	16440000.82	a14	-1.92	0.41	C130H161N44O101P13	3.9
1701.576378	3	77861745.95	a16+CMCT-A	-2.45	0.1	C158H204N49O116P15	0.8
1811.260825	3	57445693.33	a17+CMCT-A	-2.15	0.17	C168H216N54O122P16	1.2
1358.193412	4	21202670.92	a17+CMCT-A	-2.43	0.21	C168H216N54O122P16	0.7
1722.20188	3	8420058.0	a17-G	1.19	0.52	C154H191N51O120P16	6.0
1907.950155	3	19023674.8	a18+CMCT-G	4.53	0.38	C177H227N56O129P17	3.3
