spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/2908_0x_6_2.csv
limit_error:	6.5	2020-04-09
noise_limit:	1950000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1421.671368	6	72882581.52	RNA	-0.47	0.07	C253H315N91O194P26	0.8
1463.535666	6	29336104335.2	RNA+CMCT	-2.05	0.02	C267H340N94O195P26	183.7
1441.027171	6	933986108.9836097	RNA+CMCT-A	-1.67	0.03	C262H335N89O195P26	6.5
1445.030196	6	284659251.52	RNA+CMCT-C	-0.87	0.03	C263H335N91O194P26	2.0
1442.02884	6	64920579.362413146	RNA+CMCT-C-H2O	-0.59	0.11	C263H333N91O193P26	1.0
1726.231374	5	14736230.4	RNA+CMCT-G	-3.82	0.31	C262H335N89O194P26	1.7
1438.362468	6	1819452128.72	RNA+CMCT-G	-0.9	0.01	C262H335N89O194P26	10.3
1435.362172	6	154843385.65	RNA+CMCT-G-H2O	0.12	0.06	C262H333N89O193P26	1.4
1460.536373	6	816274407.69	RNA+CMCT-H2O	-0.36	0.03	C267H338N94O194P26	5.7
1399.1675	6	8473303.3	RNA-A	3.25	0.53	C248H310N86O194P26	8.7
706.58965	2	7649872.81	a05-G	0.5	0.37	C43H53N15O32P4	1.6
1413.18569	2	11298805.01	a09	1.43	0.46	C85H104N32O63P8	5.8
1701.57718	3	12583191.23	a16+CMCT-A	-1.98	0.36	C158H204N49O116P15	2.4
1856.292476	3	10356062.006155714	a17+CMCT	5.17	0.3	C173H221N59O122P16	1.1
1516.967793	4	25330914.24	a19+CMCT-G	1.07	0.16	C187H239N61O136P18	0.6
1458.166711	4	11371523.46	a19-A	1.2	0.38	C173H214N58O136P18	2.6
1454.164734	4	7158123.262746565	a19-G	-1.03	0.3	C173H214N58O135P18	0.7
1603.222006	4	16497056.38	a20+CMCT-G	-3.76	0.36	C197H251N66O143P19	3.1
1468.79852	5	16888958.33	a23+CMCT-A	-2.05	0.31	C224H286N74O166P22	1.9
1534.607579	5	31260663.84	a24+CMCT-A	-2.9	0.19	C234H298N79O172P23	1.1
1600.421579	5	19689475.59	a25+CMCT-G	-0.6	0.3	C244H310N84O178P24	2.0
1937.972764	4	10538273.08	a25-G	-3.76	0.43	C230H285N81O177P24	4.0
689.08765	1	13911148.43	c02	0.08	0.21	C20H24N10O14P2	0.6
538.03922	1	3862899.83	c02-G	1.93	0.16	C15H19N5O13P2	0.1
994.129821	1	49530220.89	c03	0.95	0.08	C29H36N13O21P3	0.6
622.15917	2	3954061.99	c03+CMCT	-2.43	0.37	C43H61N16O22P3	0.8
1300.154748	1	23481143.38	c04	0.43	0.04	C38H47N15O29P4	0.2
649.573647	2	23540447.15	c04	0.3	0.11	C38H47N15O29P4	0.4
822.096657	2	45710936.73	c05	-0.62	0.12	C48H59N20O36P5	0.8
974.618032	2	78643087.36584583	c06	0.22	0.04	C57H71N23O43P6	0.6
899.09361	2	5561656.92	c06-G	0.56	0.43	C52H66N18O42P6	2.1
1127.630816	2	42510885.03	c07	0.31	0.05	C66H82N25O51P7	0.4
1253.230995	2	22474868.56	c07+CMCT	0.52	0.16	C80H107N28O52P7	0.6
1280.640409	2	41437197.24	c08	-2.11	0.04	C75H93N27O59P8	0.3
853.424795	3	13795605.92	c08	-1.78	0.24	C75H93N27O59P8	0.8
1406.242683	2	49787407.79	c08+CMCT	-0.22	0.08	C89H118N30O60P8	0.6
968.442298	3	22475641.42	c09	0.17	0.14	C85H105N32O66P9	0.5
1578.767605	2	22671007.06	c09+CMCT	0.56	0.15	C99H130N35O67P9	0.5
