spectrum:	/users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/test.csv
limit_error:	6
noise_limit:	2000000.0
shape_limit:	0.7
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1697.4704745299998	4	358342.60640734463	c21	0.0	1	
1697.72106953	4	151523.42586278328	c21	0.0	1	
1697.97166153	4	59338.723121272276	c21	0.0	1	
1758.27056	4	10530038.979648866	c21+CMCT	2.92	1	
1758.51551	4	28717799.02433182	c21+CMCT	-0.34	1	
1758.76622	4	42218461.50441659	c21+CMCT	-0.3	1	
1759.01805	4	43940530.895267464	c21+CMCT	0.38	1	
1759.26891	4	36086844.27320903	c21+CMCT	0.51	1	
1759.51987	4	24781056.28916125	c21+CMCT	0.7	1	
1759.7695	4	14748635.536513688	c21+CMCT	0.14	1	
1760.02768	4	7794505.282082928	c21+CMCT	4.44	1	
1760.26569	4	3722398.682022927	c21+CMCT	-2.71	1	
1760.52106528	4	1627594.4517626988	c21+CMCT	0.0	1	
1760.7716627799998	4	658311.7054002506	c21+CMCT	0.0	1	
1720.50346	4	2847956.9752731626	c21+CMCT-G	0.22	0	
1720.75733	4	7557046.7389177	c21+CMCT-G	2.08	1	
1721.00877	4	10848637.673388258	c21+CMCT-G	2.53	1	
1721.25701	4	11050287.019629598	c21+CMCT-G	1.14	1	
1721.50965	4	8895726.365651576	c21+CMCT-G	2.31	1	
1721.76377	4	5995235.849506707	c21+CMCT-G	4.34	1	
1722.00692003	4	3505222.6562112495	c21+CMCT-G	0.0	1	
1722.25753078	4	1821267.1012370456	c21+CMCT-G	0.0	1	
1722.50813703	4	855714.3295798274	c21+CMCT-G	0.0	1	
1722.75873953	4	368323.10994403576	c21+CMCT-G	0.0	1	
1723.00933878	4	146703.13787044096	c21+CMCT-G	0.0	1	
1844.52288	4	4075884.7557675475	c22+CMCT	-2.39	1	
1844.77663	4	11651039.291387355	c22+CMCT	-0.72	1	
1845.02605	4	17892437.047424104	c22+CMCT	-1.39	1	
1845.27563	4	19411497.210108273	c22+CMCT	-1.96	1	
1845.53206	4	16592077.634673733	c22+CMCT	1.18	1	
1845.77697	4	11844605.344829423	c22+CMCT	-1.91	1	
1846.02454	4	7321419.293028186	c22+CMCT	-3.56	1	
1846.2817165299998	4	4015484.442972092	c22+CMCT	0.0	1	
1846.53232128	4	1988818.9729779034	c22+CMCT	0.0	1	
1846.78292253	4	901382.2190138088	c22+CMCT	0.0	1	
1847.03352028	4	377694.5580098459	c22+CMCT	0.0	1	
1475.42037373	5	1724858.2953531842	c22+CMCT	0.0	1	
1475.61341	5	4930559.369422339	c22+CMCT	-5.08	1	
1475.8123	5	7571832.942936669	c22+CMCT	-6.19	1	
1476.01439	5	8214678.283212472	c22+CMCT	-5.12	1	
1476.21891	5	7021538.748075242	c22+CMCT	-2.39	1	
1476.42186	5	5012473.857437704	c22+CMCT	-0.73	1	
1476.6234307299999	5	3098323.8138587656	c22+CMCT	0.0	1	
1476.8239179299999	5	1699297.7148142601	c22+CMCT	0.0	1	
1477.02440173	5	841640.7992504041	c22+CMCT	0.0	1	
1477.22488273	5	381452.5412058776	c22+CMCT	0.0	1	
1477.42536093	5	159835.13532152263	c22+CMCT	0.0	1	
1806.7649337799999	4	1769885.0188332682	c22+CMCT-G	0.0	1	
1807.01561128	4	4928773.597833685	c22+CMCT-G	0.0	1	
1807.27371	4	7398220.978134759	c22+CMCT-G	4.12	1	
1807.51207	4	7861467.761399416	c22+CMCT-G	-2.68	1	
1807.77428	4	6591436.336763488	c22+CMCT-G	3.73	1	
1808.01766	4	4620989.425828697	c22+CMCT-G	-0.28	1	
1808.26443	4	2807672.5974142784	c22+CMCT-G	-2.4	1	
1808.51938653	4	1514839.472748248	c22+CMCT-G	0.0	1	
1808.76999303	4	738534.6548866061	c22+CMCT-G	0.0	1	
1809.02059578	4	329655.1904012097	c22+CMCT-G	0.0	1	
1809.27119528	4	136112.1889552107	c22+CMCT-G	0.0	1	
1486.3854815299999	5	1207073.2961701376	c23	0.0	1	
1486.5860177299999	5	3381561.20285711	c23	0.0	1	
1486.79182	5	5121516.718229081	c23	3.55	1	
1486.99521	5	5501385.411431775	c23	5.49	1	
1487.1875425299997	5	4669047.3738681255	c23	0.0	1	
1487.39104	5	3316723.5731329406	c23	2.02	1	
1487.59133	5	2043642.7271070164	c23	1.89	1	
1487.7890091299998	5	1118913.8006446767	c23	0.0	1	
1487.9894903299999	5	553907.980071914	c23	0.0	1	
1488.18996893	5	251177.47872487255	c23	0.0	1	
1488.39044493	5	105402.1501755478	c23	0.0	1	
1536.62543413	5	2940550.2819865923	c23+CMCT	0.0	1	
1536.83043	5	8728274.28609964	c23+CMCT	2.9	1	
1537.02404	5	13895100.095401177	c23+CMCT	-1.6	1	
1537.22801	5	15610443.41201525	c23+CMCT	0.65	1	
1537.42579	5	13806560.148309233	c23+CMCT	-1.12	1	
1537.62484	5	10192334.300913617	c23+CMCT	-2.06	1	
1537.8274	5	6511939.809783808	c23+CMCT	-0.72	1	
1538.02899353	5	3690162.2433000947	c23+CMCT	0.0	1	
1538.22817	5	1887775.6512975872	c23+CMCT	-0.85	1	
1538.42996193	5	883508.9382413412	c23+CMCT	0.0	1	
1538.63044193	5	382202.6897598955	c23+CMCT	0.0	1	
1538.8309197299998	5	154078.4132667674	c23+CMCT	0.0	1	
1456.17559973	5	1041217.4499453692	c23-G	0.0	1	
1456.38443	5	2840145.112752786	c23-G	5.69	0	
1456.5766617299998	5	4203794.347907415	c23-G	0.0	1	
1456.7802	5	4422753.130590904	c23-G	2.08	1	
1456.98566	5	3682220.2714013294	c23-G	5.48	1	
1457.1773	5	2569037.6685254467	c23-G	-0.6	0	
1457.38127	5	1556194.7754293247	c23-G	1.79	0	
1457.57914473	5	838292.4674757612	c23-G	0.0	1	
1457.77962733	5	408574.37719429494	c23-G	0.0	1	
1457.98010713	5	182509.38277002997	c23-G	0.0	1	
1458.18058433	5	75478.90132049161	c23-G	0.0	1	
1597.62597	5	12925802.760043753	c24+CMCT	-4.83	1	
1597.83294	5	39829094.82532757	c24+CMCT	-0.81	1	
1598.03335	5	65679599.63808261	c24+CMCT	-0.88	1	
1598.23298	5	76326191.31137212	c24+CMCT	-1.43	1	
1598.43324	5	69756540.97558899	c24+CMCT	-1.59	1	
1598.63494	5	53170060.80459227	c24+CMCT	-0.83	1	
1598.83487	5	35053204.33170447	c24+CMCT	-1.19	1	
1599.03594	5	20486129.006023563	c24+CMCT	-0.82	1	
1599.24178	5	10803442.468166092	c24+CMCT	2.52	1	
1599.43822973	5	5210276.780186064	c24+CMCT	0.0	1	
1599.63871113	5	2321706.251982714	c24+CMCT	0.0	1	
1599.8391899299997	5	963905.1354320378	c24+CMCT	0.0	1	
1567.42380953	5	2360820.748556387	c24+CMCT-G	0.0	1	
1567.62562	5	7100452.571192038	c24+CMCT-G	0.81	1	
1567.82497	5	11462007.915481647	c24+CMCT-G	0.06	1	
1568.02836	5	13063493.110898899	c24+CMCT-G	1.89	1	
1568.22127	5	11725204.646761922	c24+CMCT-G	-2.96	1	
1568.41935	5	8786496.291457748	c24+CMCT-G	-4.5	1	
1568.63121	5	5699777.226910961	c24+CMCT-G	2.75	1	
1568.82739413	5	3280071.785932547	c24+CMCT-G	0.0	1	
1569.02788253	5	1704287.0555479743	c24+CMCT-G	0.0	1	
1569.22836773	5	810230.463685717	c24+CMCT-G	0.0	1	
1569.42885013	5	356077.9455823169	c24+CMCT-G	0.0	1	
1569.62933033	5	145880.1007424937	c24+CMCT-G	0.0	1	
1666.64369	5	4192972.584391439	c25+CMCT	0.31	1	
1666.84244	5	13470667.257097267	c25+CMCT	-0.77	1	
1667.0448	5	23095942.118829057	c25+CMCT	0.34	1	
1667.24222	5	27854917.426097613	c25+CMCT	-1.52	1	
1667.44169	5	26384811.116996836	c25+CMCT	-2.14	1	
1667.64459	5	20821935.91968351	c25+CMCT	-0.7	1	
1667.84075	5	14200265.745238032	c25+CMCT	-3.3	1	
1668.04311	5	8579158.2984166	c25+CMCT	-2.18	1	
1668.24586	5	4674206.842794733	c25+CMCT	-0.82	1	
1668.44771513	5	2327668.322742889	c25+CMCT	0.0	1	
1668.64819653	5	1070588.8504502412	c25+CMCT	0.0	1	
1668.84867573	5	458634.2486574911	c25+CMCT	0.0	1	
1636.43329653	5	971914.8333276768	c25+CMCT-G	0.0	1	
1636.63383953	5	3050786.8065064284	c25+CMCT-G	0.0	1	
1636.82799	5	5124319.197695459	c25+CMCT-G	-3.9	1	
1637.02995	5	6065163.050958327	c25+CMCT-G	-3.01	1	
1637.23757	5	5645380.00871605	c25+CMCT-G	1.33	1	
1637.43797	5	4382323.279064609	c25+CMCT-G	1.27	1	
1637.63638653	5	2942220.587534432	c25+CMCT-G	0.0	1	
1637.83687853	5	1751097.692403257	c25+CMCT-G	0.0	1	
1638.03736693	5	940431.8973823531	c25+CMCT-G	0.0	1	
1638.23785233	5	461834.2309684407	c25+CMCT-G	0.0	1	
1638.43833513	5	209590.4764392251	c25+CMCT-G	0.0	1	
1638.63881533	5	88602.20322408126	c25+CMCT-G	0.0	1	
1439.54107	6	5037613.712102811	c26+CMCT	-0.4	1	
1439.70853	6	16753906.340861803	c26+CMCT	-0.16	1	
1439.87364	6	29680738.429418772	c26+CMCT	-1.55	1	
1440.04041	6	36940757.80758259	c26+CMCT	-1.77	1	
1440.20843	6	36075885.678580746	c26+CMCT	-1.13	1	
1440.37693	6	29331049.37284258	c26+CMCT	-0.14	1	
1440.54296	6	20596263.151130863	c26+CMCT	-0.87	1	
1440.70956	6	12805979.228866173	c26+CMCT	-1.2	1	
1440.8783681966665	6	7177573.999672589	c26+CMCT	0.0	1	
1441.0454391966666	6	3675656.276685585	c26+CMCT	0.0	1	
1441.21250803	6	1737988.7958528097	c26+CMCT	0.0	1	
1441.37957503	6	765133.3296563625	c26+CMCT	0.0	1	
1441.54664003	6	315906.56002369133	c26+CMCT	0.0	1	
1414.36084	6	1719943.847591029	c26+CMCT-G	-4.18	1	
1414.53262	6	5593357.32217825	c26+CMCT-G	-0.88	1	
1414.69685	6	9713615.76870275	c26+CMCT-G	-2.92	1	
1414.87072	6	11871058.140527396	c26+CMCT-G	1.87	1	
1415.03376	6	11397639.381803162	c26+CMCT-G	-0.99	1	
1415.20041	6	9119295.688997166	c26+CMCT-G	-1.3	1	
1415.36848	6	6306732.415172471	c26+CMCT-G	-0.6	1	
1415.5364065299998	6	3864449.332410194	c26+CMCT-G	0.0	1	
1415.7034811966666	6	2135796.0057721674	c26+CMCT-G	0.0	1	
1415.8705533633333	6	1079007.6819336063	c26+CMCT-G	0.0	1	
1416.0376231966666	6	503532.6738501824	c26+CMCT-G	0.0	1	
1416.20469103	6	218882.96026007427	c26+CMCT-G	0.0	1	
547.11974	1	19028948.03160503	y02	0.38	1	
548.12232653	1	4292205.557459555	y02	0.0	1	
549.12442953	1	931628.8379974517	y02	0.0	1	
550.12685953	1	137309.3728215817	y02	0.0	1	
892.16671	1	136664049.46065447	y03	-0.29	1	
893.17055	1	48772128.845139	y03	1.0	1	
894.17302	1	13794641.074214282	y03	1.25	1	
895.1742645300001	1	2852078.828073571	y03	0.0	1	
896.1765175300001	1	505883.2259004856	y03	0.0	1	
1197.20805	1	38598878.5866437	y04	-0.17	1	
1198.21205	1	18140770.73204564	y04	0.9	1	
1199.21328653	1	6234112.902417844	y04	0.0	1	
1200.21566753	1	1594109.578043568	y04	0.0	1	
1201.21796253	1	344310.511821714	y04	0.0	1	
598.1007	2	7529140.550673082	y04	0.35	1	
598.60283	2	3538559.086179521	y04	1.64	1	
599.1030050300001	2	1216033.0550978791	y04	0.0	1	
599.6041955300001	2	310948.8022902641	y04	0.0	1	
600.1053430300001	2	67161.59462407026	y04	0.0	1	
1503.22808	1	6629082.919587392	y05	-3.64	1	
1504.23372	1	3842865.190079863	y05	-1.73	1	
1505.2387035299998	1	1557598.533684304	y05	0.0	1	
1506.24111653	1	472423.67842956027	y05	0.0	1	
1507.24345153	1	120105.35551202607	y05	0.0	1	
751.11306	2	42316293.91697817	y05	-0.11	1	
751.61472	2	24530665.076801486	y05	0.26	1	
752.11615	2	9942822.884487577	y05	0.58	1	
752.6169200300001	2	3015683.9901181306	y05	0.0	1	
753.11808753	2	766684.2588184716	y05	0.0	1	
1352.17886	1	5521245.514145755	y05-G	-3.91	1	
1353.17801	1	2793598.462840291	y05-G	-6.68	0	
1354.18940753	1	1066822.2607742501	y05-G	0.0	1	
1355.1918755299998	1	301349.1886778899	y05-G	0.0	1	
1356.1942155299998	1	72502.86331125413	y05-G	0.0	1	
923.63708	2	85599131.91377401	y06	0.24	1	
924.13847	2	60861881.189845264	y06	0.27	1	
924.63984	2	28542785.42879345	y06	0.45	1	
925.14123	2	10037542.430926263	y06	0.65	1	
925.6418035300001	2	2927915.6498085246	y06	0.0	1	
926.14297003	2	735993.249348604	y06	0.0	1	
1049.23634	2	8167210.389141297	y06+CMCT	-0.38	1	
1049.73641	2	7169299.101084777	y06+CMCT	-1.63	1	
1050.24117	2	3815394.5344288144	y06+CMCT	1.69	1	
1050.7406270299998	2	1507731.477135539	y06+CMCT	0.0	1	
1051.24183853	2	486351.2365966887	y06+CMCT	0.0	1	
1051.7430355299998	2	134242.322911563	y06+CMCT	0.0	1	
1088.16256	2	53815809.85299899	y07	-0.51	1	
1088.66378	2	45309800.495144464	y07	-0.63	1	
1089.16478	2	24044811.34320577	y07	-0.83	1	
1089.66604	2	9537687.048263129	y07	-0.78	1	
1090.16806753	2	3112387.270370127	y07	0.0	1	
1090.66923703	2	872777.8764599062	y07	0.0	1	
1213.76388	2	10424485.46397692	y07+CMCT	0.73	1	
1214.26421	2	10515684.250176072	y07+CMCT	-0.13	1	
1214.76725	2	6279210.779970796	y07+CMCT	1.33	1	
1215.26953	2	2767286.980897243	y07+CMCT	2.19	1	
1215.76808603	2	990547.4386362212	y07+CMCT	0.0	1	
1216.2692840299999	2	302562.65235909924	y07+CMCT	0.0	1	
1216.77047053	2	81321.55936332222	y07+CMCT	0.0	1	
1012.63494	2	4616363.60521314	y07-G	-3.43	1	
1013.1418	2	3546375.5392662743	y07-G	1.97	1	
1013.64102553	2	1780640.3816313741	y07-G	0.0	1	
1014.14224403	2	670233.880788807	y07-G	0.0	1	
1014.64343203	2	208945.5267400421	y07-G	0.0	1	
1015.14461053	2	56123.39824988043	y07-G	0.0	1	
1252.69098	2	54182606.61468092	y08	1.28	1	
1253.19197	2	52712887.8182225	y08	1.0	1	
1253.69293	2	31279336.288392484	y08	0.79	1	
1254.194	2	13799716.541440347	y08	0.68	1	
1254.69433153	2	4977364.107515641	y08	0.0	1	
1255.1955045299999	2	1537931.71394671	y08	0.0	1	
1255.6966670299998	2	419551.5885616776	y08	0.0	1	
834.79055	3	10782618.444664735	y08	0.07	1	
835.12498	3	10490136.8164577	y08	0.32	1	
835.45734	3	6224749.407104136	y08	-1.83	1	
835.79372	3	2746214.835492295	y08	0.85	1	
836.1271288633334	3	990521.1540149234	y08	0.0	1	
836.4612441966667	3	306056.3509497798	y08	0.0	1	
836.79535253	3	83492.93214121192	y08	0.0	1	
1378.28783	2	13379247.504912555	y08+CMCT	-1.04	1	
1378.79113	2	15248050.1180576	y08+CMCT	0.37	1	
1379.29564	2	10097121.917577576	y08+CMCT	2.72	1	
1379.78499	2	4905729.969644376	y08+CMCT	-5.89	1	
1380.29658	2	1927533.117772257	y08+CMCT	1.62	1	
1380.79553653	2	644493.1899171994	y08+CMCT	0.0	1	
1381.29672403	2	189264.41690497156	y08+CMCT	0.0	1	
1425.21569	2	27167757.761587314	y09	1.82	1	
1425.71605	2	29998254.181338064	y09	1.14	1	
1426.21756	2	19761994.940053545	y09	1.34	1	
1426.71408	2	9629082.901462665	y09	-1.95	1	
1427.21805103	2	3818314.9812331656	y09	0.0	1	
1427.71922653	2	1293729.9691345345	y09	0.0	1	
1428.22039153	2	386284.3704606071	y09	0.0	1	
949.80582	3	31848836.8016358	y09	-0.51	0	
950.14019	3	35167035.50361764	y09	-0.35	1	
950.47517	3	23167040.77104317	y09	0.52	1	
950.8082	3	11288200.247122206	y09	-0.65	1	
951.14331	3	4476221.105978788	y09	0.39	1	
951.4770588633335	3	1516643.1846874552	y09	0.0	1	
951.8111688633334	3	452842.22502960433	y09	0.0	1	
1550.81297503	2	5809909.5739447605	y09+CMCT	0.0	1	
1551.3185	2	7384354.643678333	y09+CMCT	2.69	1	
1551.81876	2	5384057.932401851	y09+CMCT	2.04	1	
1552.31682953	2	2866795.757693578	y09+CMCT	0.0	1	
1552.81804503	2	1230469.2269781604	y09+CMCT	0.0	1	
1553.31924553	2	448467.4229148211	y09+CMCT	0.0	1	
1553.82043403	2	143339.78788467892	y09+CMCT	0.0	1	
899.45764	3	4180921.0693353373	y09-G	1.27	1	
899.78919	3	4308278.82243197	y09-G	-1.72	1	
900.1248998633334	3	2705034.943045435	y09-G	0.0	1	
900.4590461966667	3	1262473.312661408	y09-G	0.0	1	
900.7931768633333	3	481665.2039615051	y09-G	0.0	1	
901.1272988633334	3	157432.55478293827	y09-G	0.0	1	
901.4614131966667	3	45443.092446955445	y09-G	0.0	1	
1051.81582	3	28384141.300352205	y10	1.03	1	
1052.14933	3	34455615.433693014	y10	0.35	1	
1052.48377	3	24706756.321066197	y10	0.61	1	
1052.81598	3	13067096.864807464	y10	-1.23	1	
1053.14951	3	5612337.4875783315	y10	-1.81	1	
1053.4855371966667	3	2057121.7553999266	y10	0.0	1	
1053.8196541966665	3	663756.7568785239	y10	0.0	1	
1703.82208	2	5453121.164421114	y10+CMCT	-2.08	1	
1704.32481	2	7529173.55133942	y10+CMCT	-1.28	1	
1704.8282665299998	2	5933216.298516639	y10+CMCT	0.0	1	
1705.32697	2	3407591.112497856	y10+CMCT	-1.49	1	
1705.84148	2	1575481.6255899677	y10+CMCT	6.3	1	
1706.33194903	2	617966.8393573404	y10+CMCT	0.0	1	
1706.8331460299999	2	212450.1443792455	y10+CMCT	0.0	1	
1707.3343340299998	2	65422.731376599426	y10+CMCT	0.0	1	
1135.5479921966667	3	3776346.3973109955	y10+CMCT	0.0	1	
1135.88372	3	5214035.514347164	y10+CMCT	1.31	1	
1136.21758	3	4108817.5593011463	y10+CMCT	1.02	1	
1136.5505841966665	3	2359794.3330416162	y10+CMCT	0.0	1	
1136.8847341966666	3	1091038.3579305508	y10+CMCT	0.0	1	
1137.2188738633333	3	427948.8346400035	y10+CMCT	0.0	1	
1137.5530051966666	3	147124.06219199285	y10+CMCT	0.0	1	
1137.88713053	3	45305.961207721164	y10+CMCT	0.0	1	
1750.74695	2	2876600.0159068126	y11	-1.44	1	
1751.23802	2	3869646.427888556	y11	-7.3	1	
1751.75204803	2	3026775.0627736594	y11	0.0	1	
1752.25327103	2	1737447.3706309968	y11	0.0	1	
1752.7544735299998	2	806891.7935216806	y11	0.0	1	
1753.2556625299999	2	319018.0151257642	y11	0.0	1	
1753.75684003	2	110843.18233002427	y11	0.0	1	
1754.25800953	2	34572.120357350286	y11	0.0	1	
1166.83041	3	43569754.607439816	y11	-0.12	1	
1167.16481	3	58610701.64372905	y11	0.03	1	
1167.49902	3	45844346.105725214	y11	0.07	1	
1167.83238	3	26315843.413450904	y11	-0.61	1	
1168.16651	3	12221399.306157656	y11	-0.61	1	
1168.50134953	3	4831932.335924851	y11	0.0	1	
1168.8354678633332	3	1678860.5392899765	y11	0.0	1	
1169.1695808633333	3	523638.5983102293	y11	0.0	1	
1876.35923	2	6887245.211397916	y11+CMCT	5.27	1	
1876.85368	2	10413651.42288621	y11+CMCT	1.59	1	
1877.36308	2	8896302.29050776	y11+CMCT	5.92	1	
1877.8532225299998	2	5515416.0612501	y11+CMCT	0.0	1	
1878.35444803	2	2744680.230642006	y11+CMCT	0.0	1	
1878.85565853	2	1156484.5086478342	y11+CMCT	0.0	1	
1879.35685653	2	426420.36829063605	y11+CMCT	0.0	1	
1879.8580450299999	2	140714.73528278572	y11+CMCT	0.0	1	
1250.56376	3	10820258.582300153	y11+CMCT	-0.03	1	
1250.90003	3	16360445.68227246	y11+CMCT	1.59	1	
1251.23402	3	13976602.873134088	y11+CMCT	1.44	1	
1251.56541	3	8665036.039799215	y11+CMCT	-0.78	1	
1251.89913	3	4312050.596387266	y11+CMCT	-1.13	1	
1252.2346801966667	3	1816903.7178006945	y11+CMCT	0.0	1	
1252.5688121966666	3	669930.9387196683	y11+CMCT	0.0	1	
1252.9029378633331	3	221070.947144427	y11+CMCT	0.0	1	
1116.48192	3	7057326.270102621	y11-G	1.05	1	
1116.81283	3	8973340.449925814	y11-G	-1.93	1	
1117.1475	3	6732865.35119636	y11-G	-1.49	1	
1117.48355	3	3724975.0611796714	y11-G	0.21	1	
1117.81023	3	1673275.424859569	y11-G	-6.46	1	
1118.15158453	3	641399.9288708769	y11-G	0.0	1	
1118.4857068633332	3	216458.64895542525	y11-G	0.0	1	
1118.81982353	3	65671.15546576647	y11-G	0.0	1	
1281.8476	3	36548497.065957986	y12	0.97	1	
1282.18184	3	53964893.628404066	y12	0.98	1	
1282.51527	3	45729740.239246175	y12	0.41	1	
1282.85047	3	28303946.678546913	y12	1.23	1	
1283.18519	3	14125379.834216952	y12	1.68	1	
1283.51548	3	5987767.286927076	y12	-1.31	1	
1283.8512818633333	3	2226712.706073823	y12	0.0	1	
1284.1853961966667	3	742550.8019663803	y12	0.0	1	
1365.58189	3	18807694.149608653	y12+CMCT	1.67	1	
1365.91564	3	30907369.905479144	y12+CMCT	1.31	1	
1366.24937	3	28448774.51444756	y12+CMCT	0.98	1	
1366.58435	3	18928438.75527151	y12+CMCT	1.58	1	
1366.91681	3	10082186.01349695	y12+CMCT	0.34	1	
1367.2504875299999	3	4538390.905855373	y12+CMCT	0.0	1	
1367.5846201966667	3	1785198.8125480155	y12+CMCT	0.0	1	
1367.9187468633334	3	627633.9839552944	y12+CMCT	0.0	1	
1368.2528681966667	3	200440.16403384536	y12+CMCT	0.0	1	
1231.49486	3	5387836.156391641	y12-G	-1.38	1	
1231.83036	3	7558080.099220075	y12-G	-0.35	1	
1232.16336	3	6160176.984805212	y12-G	-1.3	1	
1232.4991221966666	3	3683696.9425048446	y12-G	0.0	1	
1232.8332631966666	3	1781896.129449682	y12-G	0.0	1	
1233.16739453	3	733738.5599076285	y12-G	0.0	1	
1233.5015181966664	3	265501.392838875	y12-G	0.0	1	
1233.8356361966667	3	86248.13003291113	y12-G	0.0	1	
1396.86055	3	32697237.1846042	y13	-1.16	1	
1397.19471	3	52572113.02646465	y13	-1.2	1	
1397.52948	3	47981854.693981856	y13	-0.77	1	
1397.8635	3	31844321.89613919	y13	-0.86	1	
1398.19691	3	16988912.49279395	y13	-1.38	1	
1398.53273	3	7682438.28391775	y13	-0.18	1	
1398.8670961966668	3	3042807.704284808	y13	0.0	1	
1399.2012118633334	3	1079191.795974783	y13	0.0	1	
1399.5353228633335	3	348327.03501203365	y13	0.0	1	
1430.25236	3	2238278.9599878024	y13+CMCT-G	4.71	1	
1430.5798615299998	3	3807148.2654157314	y13+CMCT-G	0.0	1	
1430.91156	3	3628091.5537179783	y13+CMCT-G	-1.74	1	
1431.2482248633332	3	2499539.4446755485	y13+CMCT-G	0.0	1	
1431.5823808633331	3	1378723.5431165954	y13+CMCT-G	0.0	1	
1431.9165265299998	3	642747.4723158771	y13+CMCT-G	0.0	1	
1432.25066353	3	261877.92162463436	y13+CMCT-G	0.0	1	
1432.5847941966665	3	95374.30131516421	y13+CMCT-G	0.0	1	
1432.91891953	3	31557.88788542776	y13+CMCT-G	0.0	1	
1346.515	3	8210966.608183474	y13-G	1.95	1	
1346.84723	3	12596604.557352852	y13-G	0.47	1	
1347.18262	3	11084104.890900396	y13-G	1.37	1	
1347.51714	3	7122110.792461109	y13-G	1.64	1	
1347.8490725299998	3	3689496.103824941	y13-G	0.0	1	
1348.1832051966667	3	1623354.7476502168	y13-G	0.0	1	
1348.5173301966665	3	626609.5912701656	y13-G	0.0	1	
1348.8514491966666	3	216866.75950121818	y13-G	0.0	1	
1498.54657	3	11866234.14148334	y14	2.65	1	
1498.88088	3	20421198.362344045	y14	2.71	1	
1499.21379	3	19810933.793871682	y14	1.86	1	
1499.54791	3	13933173.005246561	y14	1.84	1	
1499.88169	3	7860960.461732872	y14	1.6	1	
1500.21754	3	3753767.793814695	y14	2.74	1	
1500.5475505299999	3	1568347.9060884807	y14	0.0	1	
1500.8816698633334	3	586318.4915729851	y14	0.0	1	
1501.2157845299998	3	199256.9877111852	y14	0.0	1	
898.7226503300001	5	1833563.96482406	y14	0.0	1	
898.9231811300001	5	3155472.3250250565	y14	0.0	1	
899.11906	5	3061174.579976521	y14	-5.15	1	
899.32587	5	2152946.2197925155	y14	1.88	1	
899.5246647300002	5	1214671.2815274287	y14	0.0	1	
899.7251445300001	5	580030.1323057624	y14	0.0	1	
899.92561973	5	242340.2547618729	y14	0.0	1	
900.1260913300001	5	90597.61043311401	y14	0.0	1	
900.3265601300001	5	30789.080010597954	y14	0.0	1	
1582.2758558633332	3	7500430.855585677	y14+CMCT	0.0	1	
1582.61608	3	14158993.11346388	y14+CMCT	3.79	1	
1582.94999	3	14788601.071318604	y14+CMCT	3.61	1	
1583.28214	3	11098082.825681496	y14+CMCT	2.34	1	
1583.61203	3	6640046.490276086	y14+CMCT	-0.36	1	
1583.94674153	3	3347509.4590105284	y14+CMCT	0.0	1	
1584.2808781966667	3	1471440.6258708558	y14+CMCT	0.0	1	
1584.61500853	3	577090.7256844146	y14+CMCT	0.0	1	
1584.94913353	3	205338.18598857094	y14+CMCT	0.0	1	
1600.55103553	3	2912434.0422578445	y15	0.0	1	
1600.87576	3	5331683.718972862	y15	-5.93	1	
1601.2188	3	5476032.645542081	y15	-0.4	1	
1601.5536041966666	3	4068647.326282206	y15	0.0	1	
1601.8877521966667	3	2421460.48627433	y15	0.0	1	
1602.2218901966667	3	1218485.9057041078	y15	0.0	1	
1602.5560208633333	3	536054.4589732031	y15	0.0	1	
1602.8901451966665	3	210873.79082877177	y15	0.0	1	
1603.2242641966666	3	75394.84616082594	y15	0.0	1	
1684.28356	3	6244006.37081687	y15+CMCT	-0.43	1	
1684.62707	3	12472231.974642657	y15+CMCT	5.07	1	
1684.95951	3	13741193.291679883	y15+CMCT	4.03	1	
1685.2933	3	10860016.36700069	y15+CMCT	3.8	1	
1685.62105253	3	6835355.570557205	y15+CMCT	0.0	1	
1685.9552021966665	3	3622172.1082504387	y15+CMCT	0.0	1	
1686.28934353	3	1672580.432665163	y15+CMCT	0.0	1	
1686.6234781966666	3	688825.9574510118	y15+CMCT	0.0	1	
1686.9576071966665	3	257228.76280951465	y15+CMCT	0.0	1	
1786.29305	3	8507723.239848847	y16+CMCT	0.18	1	
1786.62629	3	17927379.620257154	y16+CMCT	-0.38	1	
1786.96268	3	20773721.684213236	y16+CMCT	0.85	1	
1787.29986	3	17240111.739239965	y16+CMCT	2.53	1	
1787.62865	3	11381875.59730054	y16+CMCT	-0.48	1	
1787.96402	3	6321537.295119097	y16+CMCT	0.2	1	
1788.2978061966667	3	3057560.5881817923	y16+CMCT	0.0	1	
1788.631944863333	3	1318303.959801488	y16+CMCT	0.0	1	
1788.966077863333	3	515254.44872092863	y16+CMCT	0.0	1	
1789.3002061966667	3	184848.95237115843	y16+CMCT	0.0	1	
1735.94292053	3	2253942.82850851	y16+CMCT-G	0.0	1	
1736.28136	3	4583305.179573366	y16+CMCT-G	2.41	1	
1736.6113768633331	3	5155655.222615036	y16+CMCT-G	0.0	1	
1736.9455611966666	3	4166500.661890385	y16+CMCT-G	0.0	1	
1737.29192	3	2684409.867926555	y16+CMCT-G	7.02	1	
