spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0203_3x_134_7.csv
limit_error:	6.5	2020-03-30
noise_limit:	1860000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1251.74016	7	28140476904.0	RNA+2DEPC+H2O-CO	-0.59	0.04	C261H330N102O192P26	225.7
1238.586384	7	713582891.0	RNA+2DEPC+H2O-CO-2Eth	0.25	0.03	C257H318N102O190P26	5.2
1219.295291	7	34303887.0	RNA+2DEPC+H2O-CO-2Eth-A	2.22	0.24	C252H313N97O190P26	2.0
1216.721962	7	19757195.0	RNA+2DEPC+H2O-CO-2Eth-A-H2O	1.91	0.26	C252H311N97O189P26	1.4
1217.007714	7	93000104.0	RNA+2DEPC+H2O-CO-2Eth-G	0.1	0.06	C252H313N97O189P26	0.9
1214.441251	7	53969716.0	RNA+2DEPC+H2O-CO-2Eth-G-H2O	5.43	0.09	C252H311N97O188P26	0.7
1236.019539	7	220565192.0	RNA+2DEPC+H2O-CO-2Eth-H2O	5.18	0.08	C257H316N102O189P26	2.6
1232.446757	7	838157633.0	RNA+2DEPC+H2O-CO-A	-0.52	0.04	C256H325N97O192P26	6.7
1235.87682	7	283315852.0	RNA+2DEPC+H2O-CO-C	-0.61	0.06	C257H325N99O191P26	2.8
1233.30334	7	87765495.0	RNA+2DEPC+H2O-CO-C-H2O	-1.05	0.09	C257H323N99O190P26	1.2
1245.162285	7	12944057409.0	RNA+2DEPC+H2O-CO-Eth	-0.97	0.03	C259H324N102O191P26	93.9
1225.870653	7	575280112.0	RNA+2DEPC+H2O-CO-Eth-A	0.54	0.03	C254H319N97O191P26	4.2
1226.729156	7	44459430.0	RNA+2DEPC+H2O-CO-Eth-C-H2O	1.57	0.28	C255H317N99O189P26	3.9
1223.585505	7	1468473228.0	RNA+2DEPC+H2O-CO-Eth-G	0.41	0.03	C254H319N97O190P26	10.7
1221.012175	7	88502094.0	RNA+2DEPC+H2O-CO-Eth-G-H2O	0.09	0.12	C254H317N97O189P26	1.6
1242.590571	7	429692963.0	RNA+2DEPC+H2O-CO-Eth-H2O	0.02	0.06	C259H322N102O190P26	4.2
1230.161716	7	1875216084.0	RNA+2DEPC+H2O-CO-G	-0.57	0.04	C256H325N97O191P26	15.0
1227.590585	7	194447381.0	RNA+2DEPC+H2O-CO-G-H2O	0.91	0.07	C256H323N97O190P26	2.1
1249.167548	7	694676772.0	RNA+2DEPC+H2O-CO-H2O	-0.33	0.04	C261H328N102O191P26	5.6
1242.878014	7	143526031.0	RNA+DEPC	-0.39	0.2	C259H324N102O190P26	5.7
1241.454503	7	59799507.0	RNA+DEPC+H2O-CO	1.88	0.16	C258H326N102O190P26	1.6
1222.160488	7	66898964.0	RNA+DEPC+H2O-CO-A	1.49	0.14	C253H321N97O190P26	1.5
1219.585027	7	14110750.0	RNA+DEPC+H2O-CO-A-H2O	-0.58	0.26	C253H319N97O189P26	1.0
1225.585646	7	50532103.0	RNA+DEPC+H2O-CO-C	-2.61	0.26	C254H321N99O189P26	3.7
1219.874828	7	27199416.0	RNA+DEPC+H2O-CO-G	0.94	0.19	C253H321N97O189P26	1.0
1217.292752	7	27787349.0	RNA+DEPC+H2O-CO-G-H2O	-6.56	0.11	C253H319N97O188P26	0.4
1224.444599	7	41366545.0	RNA+DEPC-C-H2O	1.93	0.15	C255H317N99O188P26	1.0
1221.300035	7	45558819.0	RNA+DEPC-G	0.02	0.08	C254H319N97O189P26	0.5
1218.723224	7	24599933.0	RNA+DEPC-G-H2O	-3.16	0.29	C254H317N97O188P26	2.4
1240.307854	7	83304843.0	RNA+DEPC-H2O	1.85	0.09	C259H322N102O189P26	1.1
1213.29722	7	435842661.0	RNA-A	0.78	0.04	C251H315N97O188P26	3.5
1211.011028	7	86025305.0	RNA-G	-0.21	0.21	C251H315N97O187P26	3.8
1242.22454	1	6086772.0	a04+2DEPC+H2O-CO-G	4.88	0.34	C39H52N13O28P3	1.0
1108.1602	1	8908529.0	a04-G	-0.34	0.31	C34H42N13O24P3	1.1
1031.63421	2	18089761.0	a07-A	0.53	0.14	C62H77N23O46P6	0.4
1345.509558	3	5050318.0	a13+2DEPC+H2O-CO-G	-5.29	0.42	C122H157N41O92P12	1.8
1452.528465	3	9871924.0	a14+2DEPC+H2O-CO-A	-0.19	0.33	C131H169N44O100P13	1.4
1310.411878	4	18556827.0	a17-G	-3.99	0.3	C156H195N59O116P16	2.0
1577.455442	4	22291664.0	a20+2DEPC+H2O-CO-Eth-G	1.91	0.25	C188H234N71O140P19	1.5
1261.762264	5	46918973.0	a20+2DEPC+H2O-CO-Eth-G	1.41	0.08	C188H234N71O140P19	0.6
1270.969461	5	15866901.0	a20+2DEPC+H2O-CO-G	0.47	0.33	C190H240N71O141P19	2.3
1327.573109	5	41629522.0	a21+2DEPC+H2O-CO-Eth-G	1.59	0.18	C198H246N76O146P20	1.4
1761.488373	4	11262138.0	a22+2DEPC+H2O-CO-A	1.0	0.49	C210H264N81O155P21	8.1
1443.380242	5	7942225.0	a23-A	-0.74	0.4	C214H265N83O159P22	2.3
1253.481281	6	64419174.0	a24-A	-7.03	0.37	C223H277N86O166P23	14.0
344.04016	1	5051992.0	c01	0.0	0.12	C10H12N5O7P1	0.1
689.087678	1	24863610.0	c02	0.12	0.05	C20H24N10O14P2	0.2
538.03769	1	6508684.0	c02-G	-0.92	0.16	C15H19N5O13P2	0.2
994.129165	1	120068769.0	c03	0.29	0.06	C29H36N13O21P3	1.2
1066.14931	1	6120746.0	c03+DEPC	-0.66	0.3	C32H40N13O23P3	0.7
843.08063	1	4273144.0	c03-G	1.38	0.23	C24H31N8O20P3	0.2
669.083177	2	30297093.0	c04	-2.01	0.03	C39H48N18O28P4	0.2
700.10294	2	4650139.0	c04+DEPC+H2O-CO	0.04	0.36	C41H54N18O30P4	0.9
822.097387	2	68752884.0	c05	0.26	0.03	C48H59N20O36P5	0.5
746.57189	2	4510675.0	c05-G	-0.77	0.37	C43H54N15O35P5	1.0
974.618019	2	106536808.0	c06	0.21	0.01	C57H71N23O43P6	0.6
1005.63235	2	4047458.0	c06+DEPC+H2O-CO	-3.83	0.48	C59H77N23O45P6	2.6
899.09431	2	5398865.0	c06-G	1.34	0.43	C52H66N18O42P6	2.1
1139.143089	2	65307000.0	c07	-0.86	0.03	C67H83N28O49P7	0.5
1291.666628	2	109445935.0	c08	1.48	0.12	C76H95N31O56P8	2.0
860.774058	3	19756784.0	c08	0.01	0.1	C76H95N31O56P8	0.3
1216.139984	2	13909671.0	c08-G	-0.02	0.12	C71H90N26O55P8	0.2
1456.195455	2	22362405.0	c09	3.07	0.09	C86H107N36O62P9	0.3
970.458276	3	77357957.0	c09	0.05	0.03	C86H107N36O62P9	0.6
991.138754	3	7169934.0	c09+DEPC+H2O-CO	1.62	0.48	C88H113N36O64P9	4.7
1608.708993	2	25312582.0	c10	-1.63	0.15	C95H119N39O69P10	0.6
1072.138214	3	55713897.0	c10	-0.41	0.03	C95H119N39O69P10	0.4
766.091695	4	6633676.0	c10-G	2.45	0.48	C90H114N34O68P10	4.3
1173.819366	3	95172233.0	c11	0.24	0.05	C104H131N42O76P11	0.8
1275.826552	3	98726456.0	c12	-0.76	0.05	C113H142N44O84P12	0.9
956.619088	4	11220405.0	c12	0.28	0.33	C113H142N44O84P12	1.6
1305.163413	3	30486613.0	c12+2DEPC+H2O-CO-Eth	-2.14	0.32	C116H146N44O87P12	4.0
1296.508018	3	8473977.0	c12+DEPC+H2O-CO	1.21	0.19	C115H148N44O86P12	0.3
1377.834736	3	101918598.0	c13	-0.88	0.06	C122H153N46O92P13	1.0
1033.124085	4	46414249.0	c13	-1.03	0.06	C122H153N46O92P13	0.5
1422.52292	3	8510410.0	c13+2DEPC+H2O-CO	0.7	0.46	C127H163N46O96P13	4.6
1372.168763	3	8369278.0	c13+2DEPC+H2O-CO-G	-2.45	0.44	C122H158N41O95P13	3.7
