spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1710_134_6.csv
limit_error:	6
noise_limit:	1810000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1438.189299	6	312395394.057399	RNA	0.02	0.06	C256H320N102O188P26	3.1
1460.52683	6	24367316420.49	RNA+2DEPC+H2O-CO	-3.72	0.04	C261H330N102O192P26	200.8
1445.186069	6	974155119.8880033	RNA+2DEPC+H2O-CO-2Eth	0.76	0.05	C257H318N102O190P26	8.9
1422.678293	6	93465727.276199	RNA+2DEPC+H2O-CO-2Eth-A	1.69	0.06	C252H313N97O190P26	0.9
1426.679659	6	25850623.44634951	RNA+2DEPC+H2O-CO-2Eth-C	1.33	0.2	C253H313N99O189P26	1.1
1423.682489	6	10368129.624001723	RNA+2DEPC+H2O-CO-2Eth-C-H2O	4.56	0.08	C253H311N99O188P26	0.1
1420.009851	6	389286891.38	RNA+2DEPC+H2O-CO-2Eth-G	-0.16	0.06	C252H313N97O189P26	3.9
1417.009267	6	59606884.03824195	RNA+2DEPC+H2O-CO-2Eth-G-H2O	0.67	0.16	C252H311N97O188P26	1.6
1438.021245	6	203894666.74965248	RNA+2DEPC+H2O-CO-A	-1.34	0.06	C256H325N97O192P26	2.1
1442.01909	6	235023308.01	RNA+2DEPC+H2O-CO-C	-4.13	0.07	C257H325N99O191P26	2.6
1439.020378	6	15664932.446930027	RNA+2DEPC+H2O-CO-C-H2O	-2.02	0.49	C257H323N99O190P26	11.6
1452.861147	6	11345612150.18	RNA+2DEPC+H2O-CO-Eth	1.74	0.05	C259H324N102O191P26	103.3
1430.351903	6	599469427.7360853	RNA+2DEPC+H2O-CO-Eth-A	1.66	0.06	C254H319N97O191P26	6.0
1431.352841	6	38019707.34041121	RNA+2DEPC+H2O-CO-Eth-C-H2O	2.23	0.17	C255H317N99O189P26	1.1
1427.687966	6	1899212482.3728514	RNA+2DEPC+H2O-CO-Eth-G	2.98	0.05	C254H319N97O190P26	17.3
1424.685273	6	140681656.21681687	RNA+2DEPC+H2O-CO-Eth-G-H2O	2.33	0.09	C254H317N97O189P26	1.9
1449.861674	6	534524259.09	RNA+2DEPC+H2O-CO-Eth-H2O	3.32	0.06	C259H322N102O190P26	5.4
1435.355384	6	1474374629.42	RNA+2DEPC+H2O-CO-G	-1.38	0.05	C256H325N97O191P26	13.4
2149.040301	4	8840275.99	RNA+2DEPC+H2O-CO-G-H2O	1.52	0.53	C256H323N97O190P26	9.8
1432.35697	6	117352406.69985949	RNA+2DEPC+H2O-CO-G-H2O	0.96	0.03	C256H323N97O190P26	0.9
1457.53005	6	513784721.1529962	RNA+2DEPC+H2O-CO-H2O	-0.31	0.06	C261H328N102O191P26	5.2
1448.528552	6	40573590.75	RNA+DEPC+H2O-CO	-0.13	0.14	C258H326N102O190P26	0.9
1423.012048	6	26170017.09813776	RNA+DEPC+H2O-CO-A-H2O	-4.11	0.21	C253H319N97O189P26	1.2
1445.520744	6	228833988.6151596	RNA+DEPC+H2O-CO-H2O	-4.31	0.21	C258H324N102O189P26	10.3
1431.687921	6	26875030.138488375	RNA+DEPC-C	1.63	0.34	C255H319N99O189P26	4.4
1428.690461	6	67631362.86507165	RNA+DEPC-C-H2O	4.64	0.28	C255H317N99O188P26	6.1
1425.020659	6	69317644.88289092	RNA+DEPC-G	1.94	0.17	C254H319N97O189P26	2.1
1422.011825	6	26586361.424907297	RNA+DEPC-G-H2O	-3.03	0.51	C254H317N97O188P26	24.1
1447.184131	6	50980150.76	RNA+DEPC-H2O	-4.77	0.09	C259H322N102O189P26	0.7
1415.679119	6	249905816.88525534	RNA-A	-0.76	0.08	C251H315N97O188P26	3.1
1413.014024	6	89788172.60219875	RNA-G	-0.25	0.1	C251H315N97O187P26	1.3
763.11386	1	4606235.07	a03-G	0.94	0.23	C24H30N8O17P2	0.3
1108.1602	1	27699643.52	a04-G	-0.34	0.1	C34H42N13O24P3	0.4
1414.18616	1	8111685.407686596	a05-G	0.2	0.38	C43H53N15O32P4	2.0
1031.634023	2	35671560.39	a07-A	0.35	0.07	C62H77N23O46P6	0.4
1348.682297	2	31769339.0087687	a09-A	1.28	0.08	C81H101N31O59P8	0.4
1447.188888	3	18550143.856522996	a14+2DEPC+H2O-CO-G	-5.68	0.14	C131H169N44O99P13	0.4
1407.847475	3	20698625.17062392	a14-A	3.34	0.19	C126H159N44O96P13	0.8
1402.511066	3	136630619.42000002	a14-G	-0.05	0.14	C126H159N44O95P13	3.1
1517.525369	3	53158977.51	a15-G	-1.04	0.22	C136H171N49O102P14	2.7
1632.540824	3	45318880.65496998	a16-G	-1.18	0.1	C146H183N54O109P15	0.7
1747.560284	3	18078662.0	a17-G	0.98	0.34	C156H195N59O116P16	3.0
1495.197808	4	5771630.9721959	a19+2DEPC+H2O-CO-Eth-G	5.69	0.33	C178H222N66O134P18	0.9
1964.588998	3	9739976.72	a19-G	3.15	0.39	C175H218N66O131P18	2.7
1473.186543	4	47291523.278760105	a19-G	0.85	0.11	C175H218N66O131P18	0.8
1577.45371	4	130450980.87	a20+2DEPC+H2O-CO-Eth-G	0.81	0.04	C188H234N71O140P19	1.1
1588.965742	4	33764860.76473207	a20+2DEPC+H2O-CO-G	1.79	0.22	C190H240N71O141P19	1.7
1559.449212	4	41415133.01	a20-A	1.32	0.13	C185H230N71O138P19	0.8
1659.712291	4	33041438.89251838	a21+2DEPC+H2O-CO-Eth-G	-1.97	0.13	C198H246N76O146P20	0.7
1641.710632	4	23443068.55	a21-A	0.21	0.13	C195H242N76O144P20	0.5
1727.963985	4	19584233.58845933	a22-A	-4.72	0.14	C205H254N81O151P21	0.4
1804.485316	4	10182085.797327895	a23-A	3.8	0.2	C214H265N83O159P22	0.4
1880.737976	4	4820111.24979645	a24-A	-0.43	0.54	C223H277N86O166P23	5.9
1504.390618	5	25587696.881299462	a24-A	0.69	0.19	C223H277N86O166P23	0.9
1573.39142	5	28905024.932539828	a25-A	-4.86	0.28	C233H289N91O173P24	2.6
1384.176253	6	24908480.14	a26+2DEPC+H2O-CO-A	-3.58	0.18	C247H311N94O184P25	0.8
1658.01515	5	13146586.91	a26+2DEPC+H2O-CO-G	-2.88	0.41	C247H311N94O183P25	4.4
1634.40614	5	16113469.392947437	a26-A	-0.72	0.21	C242H301N94O180P25	0.7
344.04072	1	3184905.84	c01	1.63	0.12	C10H12N5O7P1	0.1
689.087793	1	35061668.87	c02	0.29	0.05	C20H24N10O14P2	0.3
538.03861	1	4952498.67	c02-G	0.79	0.16	C15H19N5O13P2	0.1
994.129671	1	193077761.78	c03	0.8	0.03	C29H36N13O21P3	1.4
1056.15897	1	4892391.92	c03+DEPC+H2O-CO	-6.33	0.11	C31H42N13O23P3	0.1
843.07967	1	8826991.15	c03-G	0.24	0.23	C24H31N8O20P3	0.5
1339.174138	1	16253655.47472527	c04	-1.63	0.13	C39H48N18O28P4	0.3
669.084894	2	37880819.67	c04	0.56	0.03	C39H48N18O28P4	0.3
822.096897	2	77855390.68	c05	-0.33	0.04	C48H59N20O36P5	0.6
853.11526	2	4281168.47	c05+DEPC+H2O-CO	-0.35	0.42	C50H65N20O38P5	1.6
746.57079	2	4662229.12	c05-G	-2.24	0.37	C43H54N15O35P5	1.0
974.618967	2	151038381.39	c06	1.18	0.02	C57H71N23O43P6	1.0
1010.623589	2	8558899.0	c06+DEPC	-4.74	0.18	C60H75N23O45P6	0.3
899.093613	2	11892707.29	c06-G	0.56	0.38	C52H66N18O42P6	2.9
1139.142875	2	74431755.39	c07	-1.05	0.06	C67H83N28O49P7	0.7
1183.147351	2	10771561.42	c07+2DEPC+H2O-CO-Eth	-4.01	0.14	C70H87N28O52P7	0.2
1291.664515	2	124444763.51	c08	-0.16	0.02	C76H95N31O56P8	0.8
860.773028	3	17109405.3	c08	-1.19	0.12	C76H95N31O56P8	0.3
1216.13945	2	17772822.13	c08-G	-0.46	0.23	C71H90N26O55P8	1.0
1456.187067	2	44870457.12	c09	-2.68	0.07	C86H107N36O62P9	0.5
970.458445	3	42796639.48	c09	0.23	0.05	C86H107N36O62P9	0.4
1500.192303	2	5938564.730511671	c09+2DEPC+H2O-CO-Eth	-4.46	0.48	C89H111N36O65P9	4.0
1380.666252	2	16461364.38	c09-G	-0.01	0.14	C81H102N31O61P9	0.4
1608.716785	2	46261858.76502457	c10	3.21	0.02	C95H119N39O69P10	0.3
1072.138029	3	80821845.44	c10	-0.58	0.06	C95H119N39O69P10	0.8
