spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0801_65_6.csv
limit_error:	6
noise_limit:	2470000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1438.186429	6	105099329.11	RNA	-1.98	0.09	C256H320N102O188P26	
1480.054799	6	72722276131.9	RNA+CMCT	-0.75	0.03	C270.0H345.0N105.0O189.0P26.0	
1457.545705	6	1956305121.8	RNA+CMCT-A	-0.77	0.03	C265.0H340.0N100.0O189.0P26.0	
1461.546501	6	667283595.31	RNA+CMCT-C	-1.5	0.02	C266.0H340.0N102.0O188.0P26.0	
1454.882194	6	4187317792.659603	RNA+CMCT-G	0.82	0.01	C265.0H340.0N100.0O188.0P26.0	
1451.880595	6	287342242.6	RNA+CMCT-G-H2O	0.93	0.04	C265.0H338.0N100.0O187.0P26.0	
1477.056977	6	1353191245.28	RNA+CMCT-H2O	1.92	0.04	C270.0H343.0N105.0O188.0P26.0	
458.07226	1	4190505.13	a02-G	0.89	0.16	C15H18N5O10P1	
1108.159685	1	33515802.1	a04-G	-0.8	0.11	C34H42N13O24P3	
1031.632251	2	37507867.97	a07-A	-1.37	0.07	C62H77N23O46P6	
943.801257	3	11577343.75	a09	-1.62	0.28	C86H106N36O59P8	
1348.680993	2	21420826.18	a09-A	0.32	0.11	C81H101N31O59P8	
898.784711	3	18969569.25	a09-A	0.1	0.07	C81H101N31O59P8	
1493.199357	2	13684857.12	a10-G	-2.94	0.29	C90H113N34O65P9	
1601.259375	3	31633160.64	a15+CMCT-G	-0.52	0.18	C150H196N52O103P14	
1716.281804	3	23597852.67	a16+CMCT-G	3.38	0.2	C160H208N57O110P15	
1831.293304	3	20122280.24	a17+CMCT-G	0.81	0.3	C170H220N62O117P16	
1310.418052	4	15948886.25	a17-G	0.72	0.36	C156H195N59O116P16	
1487.47656	4	12517902.13	a18+CMCT	-6.16	0.41	C184H236N69O126P17	
1473.193152	4	23340706.63083356	a19-G	5.34	0.18	C175H218N66O131P18	
1622.250328	4	27308241.23	a20+CMCT-A	2.0	0.35	C199H255N74O139P19	
1704.509884	4	28626826.33	a21+CMCT-A	-0.2	0.24	C209H267N79O145P20	
1786.772966	4	15133796.52	a22+CMCT-G	-0.22	0.4	C219H279N84O151P21	
1493.615836	5	20152963.11	a23+CMCT-A	-3.64	0.33	C228H290N86O160P22	
1620.443063	5	40343175.73	a25+CMCT-G	1.87	0.24	C247H314N94O173P24	
1963.012344	4	13322323.39	a25-G	5.31	0.38	C233H289N91O172P24	
1426.208208	6	33507046.433821708	a26+CMCT	-4.01	0.2	C261H331N102O181P25	
344.04076	1	6528407.57	c01	1.75	0.12	C10H12N5O7P1	
689.088387	1	41866225.45	c02	1.15	0.07	C20H24N10O14P2	
538.03818	1	8514963.82	c02-G	-0.01	0.16	C15H19N5O13P2	
994.127764	1	221954139.46	c03	-1.12	0.06	C29H36N13O21P3	
496.5607	2	5286703.51	c03	-0.2	0.28	C29H36N13O21P3	
1245.32539	1	7572415.4	c03+CMCT	-2.61	0.37	C43H61N16O22P3	
843.07903	1	8131037.66	c03-G	-0.52	0.23	C24H31N8O20P3	
1339.17444	1	14964365.81	c04	-1.4	0.05	C39H48N18O28P4	
669.084571	2	42405336.74	c04	0.08	0.04	C39H48N18O28P4	
822.097223	2	87801451.69	c05	0.06	0.06	C48H59N20O36P5	
947.69773	2	15180893.35	c05+CMCT	0.72	0.12	C62H84N23O37P5	
974.617528	2	154134092.05	c06	-0.29	0.04	C57H71N23O43P6	
1100.217234	2	34058802.55	c06+CMCT	-0.42	0.09	C71H96N26O44P6	
899.092671	2	17522483.73	c06-G	-0.49	0.16	C52H66N18O42P6	
1139.143619	2	82763788.44	c07	-0.4	0.03	C67H83N28O49P7	
1264.745218	2	26676622.06	c07+CMCT	1.0	0.17	C81H108N31O50P7	
1063.617972	2	14965393.59	c07-G	-1.31	0.2	C62H78N23O48P7	
1291.666569	2	122954481.83	c08	1.43	0.06	C76H95N31O56P8	
860.774117	3	38884063.21	c08	0.08	0.06	C76H95N31O56P8	
1417.263886	2	49231131.35	c08+CMCT	-0.5	0.03	C90H120N34O57P8	
970.45772	3	57970706.41	c09	-0.52	0.05	C86H107N36O62P9	
1581.796925	2	13052413.068293955	c09+CMCT	3.84	0.5	C100H132N39O63P9	
1608.709354	2	22275074.22	c10	-1.41	0.17	C95H119N39O69P10	
1072.138555	3	102695677.9	c10	-0.09	0.07	C95H119N39O69P10	
1734.318177	2	20014737.27	c10+CMCT	3.85	0.34	C109H144N42O70P10	
1173.819755	3	112245283.99	c11	0.57	0.04	C104H131N42O76P11	
1257.546417	3	10688229.15	c11+CMCT	-4.71	0.41	C118H156N45O77P11	
1275.825405	3	70423696.7	c12	-1.66	0.07	C113H142N44O84P12	
1359.558995	3	39590399.38	c12+CMCT	-1.31	0.06	C127H167N47O85P12	
1377.835837	3	84377312.03	c13	-0.08	0.07	C122H153N46O92P13	
1563.248561	3	192976184.47	c14+CMCT	-0.69	0.02	C145H190N52O100P14	
1512.901449	3	17666544.041863114	c14+CMCT-G	1.07	0.2	C140H185N47O99P14	
1429.168482	3	14911585.48	c14-G	1.33	0.45	C126H160N44O98P14	
1594.531549	3	98676239.3	c15	-0.4	0.15	C141H177N54O106P15	
1195.643384	4	13312627.32	c15	-3.3	0.43	C141H177N54O106P15	
1678.266346	3	225058401.13	c15+CMCT	0.54	0.03	C155H202N57O107P15	
1627.912809	3	21663349.39	c15+CMCT-G	-1.74	0.28	C150H197N52O106P15	
1544.182032	3	18082620.55	c15-G	-0.23	0.32	C136H172N49O105P15	
1709.547953	3	55781188.7	c16	-0.03	0.1	C151H189N59O113P16	
1281.90998	4	49006367.46	c16	0.62	0.3	C151H189N59O113P16	
1793.280536	3	198227706.64	c16+CMCT	-0.4	0.03	C165H214N62O114P16	
1742.932277	3	26062212.76	c16+CMCT-G	0.47	0.39	C160H209N57O113P16	
1659.198118	3	13939653.65	c16-G	-0.05	0.41	C146H184N54O112P16	
1368.171391	4	35955161.690646425	c17	0.25	0.15	C161H201N64O120P17	
1908.29358	3	73409538.47	c17+CMCT	-1.83	0.08	C175H226N67O121P17	
1430.967949	4	22941846.7	c17+CMCT	-2.12	0.28	C175H226N67O121P17	
1857.947424	3	16682801.38	c17+CMCT-G	0.08	0.36	C170H221N62O120P17	
1444.679786	4	65808869.35	c18	1.67	0.09	C170H212N66O128P18	
2010.312918	3	80581993.03	c18+CMCT	3.69	0.08	C184H237N69O129P18	
1507.475946	4	121008101.60536943	c18+CMCT	-0.9	0.07	C184H237N69O129P18	
1959.952269	3	10354978.86	c18+CMCT-G	-1.75	0.53	C179H232N64O128P18	
1530.940311	4	55244770.49	c19	0.71	0.11	C180H224N71O135P19	
1593.740912	4	191619722.66	c19+CMCT	1.09	0.07	C194H249N74O136P19	
1555.978977	4	57151594.49	c19+CMCT-G	1.39	0.15	C189H244N69O135P19	
1613.208245	4	19066957.92	c20	3.65	0.34	C190H236N76O141P20	
1676.002592	4	167412605.8668837	c20+CMCT	0.18	0.06	C204H261N79O142P20	
1638.241144	4	28045943.75937689	c20+CMCT-G	0.73	0.31	C199H256N74O141P20	
1695.46525	4	25079011.33	c21	-0.14	0.33	C200H248N81O147P21	
1758.266548	4	214826147.82	c21+CMCT	0.64	0.03	C214H273N84O148P21	
