spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0207_10.csv
limit_error:	6.5	2020-07-03
noise_limit:	3200000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1259.867357	10	1649281210.0	RNA	1.35	0.07	C373H463N155O270P38	10.4
1284.985637	10	219803670512.0	RNA+CMCT	0.0	0.02	C387H488N158O271P38	839.0
1271.480498	10	15301453984.0	RNA+CMCT-A	0.25	0.02	C382H483N153O271P38	59.3
1273.878847	10	11854764844.0	RNA+CMCT-C	-1.93	0.09	C383H483N155O270P38	87.0
1272.080184	10	1923679298.0	RNA+CMCT-C-H2O	-0.05	0.02	C383H481N155O269P38	7.5
1269.882687	10	13787955674.0	RNA+CMCT-G	1.57	0.02	C382H483N153O270P38	52.1
1268.082843	10	597403984.0	RNA+CMCT-G-H2O	2.53	0.02	C382H481N153O269P38	2.3
1283.18734	10	5930900091.0	RNA+CMCT-H2O	2.15	0.05	C387H486N158O270P38	29.9
1246.358229	10	182759192.0	RNA-A	-1.59	0.08	C368H458N150O270P38	1.3
1248.760045	10	130408289.0	RNA-C	-1.03	0.21	C369H458N152O269P38	3.3
1244.761077	10	94255729.0	RNA-G	0.29	0.21	C368H458N150O269P38	2.5
458.07124	1	5453528.0	a02-G	-1.34	0.16	C15H18N5O10P1	0.1
859.60281	2	63018733.0	a06-G	1.0	0.06	C52H64N17O40P5	0.4
429.296807	4	29333011.0	a06-G	-1.24	0.21	C52H64N17O40P5	0.7
1032.125623	2	69997174.0	a07-G	-0.04	0.07	C62H76N22O47P6	0.4
1280.175326	2	269201119.0	a08	0.96	0.05	C77H93N32O55P7	1.4
1204.649771	2	58095241.0	a08-G	0.32	0.09	C72H88N27O54P7	0.4
1529.691339	2	20175573.0	a10-G	-1.57	0.25	C91H112N35O68P9	0.8
1019.457718	3	31437167.0	a10-G	-2.31	0.1	C91H112N35O68P9	0.3
1281.18202	3	6825233.0	a12	5.89	0.05	C115H141N48O82P11	0.0
1351.165087	3	32525812.0	a13-A	-5.21	0.33	C120H148N48O89P12	2.8
1345.841218	3	34410302.0	a13-G	0.54	0.17	C120H148N48O88P12	0.6
1123.151687	4	30768899.0	a14	0.42	0.13	C134H165N56O96P13	0.3
1798.624324	3	15641277.0	a16+CMCT	-2.16	0.36	C167H213N66O112P15	1.8
998.325328	5	12375695.0	a16-G	1.14	0.2	C148H183N58O110P15	0.3
1362.177281	4	30694280.0	a17	-1.79	0.23	C162H200N66O118P16	1.0
1089.543714	5	39258206.0	a17	1.27	0.07	C162H200N66O118P16	0.2
1469.473951	4	33416551.0	a18+CMCT-G	-4.42	0.26	C181H232N69O124P17	1.4
1555.746286	4	17769548.0	a19+CMCT-A	2.56	0.21	C191H244N74O131P18	0.4
1492.949409	4	16804307.0	a19-A	4.72	0.15	C177H219N71O130P18	0.2
1194.150269	5	21177330.0	a19-A	-1.81	0.11	C177H219N71O130P18	0.2
1488.950155	4	12020283.0	a19-G	4.38	0.26	C177H219N71O129P18	0.5
992.297645	6	10861512.0	a19-G	4.35	0.17	C177H219N71O129P18	0.2
1282.37456	5	926477409.0	a20	4.81	0.05	C191H235N78O138P19	4.7
1068.478724	6	31254341.0	a20	5.87	0.15	C191H235N78O138P19	0.4
1252.162175	5	65990561.0	a20-G	2.93	0.12	C186H230N73O137P19	0.7
1197.517264	6	16847688.0	a22+CMCT-G	2.59	0.18	C220H279N86O151P21	0.3
1390.184033	5	26016104.0	a22-A	4.71	0.43	C206H254N83O151P21	6.0
1158.312438	6	29526204.0	a22-A	-0.79	0.24	C206H254N83O151P21	1.0
1289.168108	6	2974128605.0	a24	-1.9	0.54	C230H283N96O165P23	2040.8
1305.858558	6	36621555.0	a24+CMCT-G	-2.86	0.1	C239H303N94O165P23	0.3
1241.441564	7	29398412.0	a27	-4.51	0.27	C258H318N106O187P26	1.4
965.343708	9	46287173.0	a27	-2.55	0.58	C258H318N106O187P26	47.8
1465.222695	6	25449413.0	a27+CMCT-G	5.51	0.37	C267H338N104O187P26	3.2
1255.75986	7	41874829.0	a27+CMCT-G	4.39	0.32	C267H338N104O187P26	3.1
1827.477155	5	19176386.0	a28+CMCT-A	4.74	0.37	C277H350N109O194P27	2.4
1522.728788	6	30914021.0	a28+CMCT-A	4.11	0.17	C277H350N109O194P27	0.5
1014.806723	9	12898167.0	a28+CMCT-A	-5.79	0.1	C277H350N109O194P27	0.1
1266.870013	7	52276142.0	a28-G	-4.86	0.19	C263H325N106O192P27	1.1
1346.34574	7	14053392.0	a29+CMCT-G	4.87	0.22	C286H362N112O200P28	0.4
1531.691126	6	82056456.0	a29-A	-3.26	0.31	C272H337N109O200P28	5.7
1529.026404	6	17777947.0	a29-G	-2.55	0.25	C272H337N109O199P28	0.7
1310.445166	7	54623858.0	a29-G	-6.36	0.2	C272H337N109O199P28	1.3
991.751719	10	13115329.0	a30+CMCT	6.85	0.46	C301H379N122O208P29	4.1
1957.476925	5	17007794.0	a30+CMCT-A	-4.76	0.43	C296H374N117O208P29	3.9
1395.631947	7	20680282.0	a30+CMCT-G	0.2	0.14	C296H374N117O207P29	0.3
1221.050173	8	24542558.0	a30+CMCT-G	-1.34	0.43	C296H374N117O207P29	5.7
1283.060418	8	259768800.0	a31+CMCT	-2.72	0.05	C311H391N127O215P30	1.3
1304.434303	8	29428553.0	a32+CMCT-A	-0.73	0.18	C315H397N124O223P31	0.6
