spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1311_2_7.csv
limit_error:	6.5	2020-03-13
noise_limit:	2450000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1218.434959	7	24413205.24	RNA	2.32	0.26	C253H315N91O194P26	1.3
1254.317376	7	32920967782.990955	RNA+CMCT	-0.35	0.03	C267H340N94O195P26	181.4
1235.024677	7	2158078633.31	RNA+CMCT-A	0.29	0.02	C262H335N89O195P26	10.8
1238.455414	7	1344156078.39	RNA+CMCT-C	0.75	0.03	C263H335N91O194P26	7.4
1232.738918	7	2478953344.844789	RNA+CMCT-G	-0.33	0.01	C262H335N89O194P26	11.2
1435.363914	6	10673112.21	RNA+CMCT-G-H2O	1.33	0.55	C262H333N89O193P26	10.7
1230.165996	7	169241853.65694216	RNA+CMCT-G-H2O	-0.32	0.08	C262H333N89O193P26	1.5
1251.745917	7	1565429059.32	RNA+CMCT-H2O	0.83	0.01	C267H338N94O194P26	7.1
1215.857278	7	32320918.1	RNA-H2O	-1.58	0.34	C253H313N91O193P26	4.0
914.16382	1	5378460.58	a03	1.39	0.28	C29H35N13O18P2	0.4
706.589353	2	21147657.56	a05-G	0.08	0.12	C43H53N15O32P4	0.3
934.6348	2	9435025.45	a06	0.16	0.47	C57H70N23O40P5	4.2
1337.652884	2	15870039.55	a09-G	-4.54	0.26	C80H99N27O62P8	0.9
891.435984	3	11809529.21	a09-G	-1.01	0.27	C80H99N27O62P8	0.7
1330.890218	3	24706935.41	a12+CMCT	0.74	0.21	C126H164N43O86P11	0.8
1275.9291	4	14024953.4	a16+CMCT-A	-3.52	0.39	C158H204N49O116P15	2.8
1329.168202	4	31829715.92110753	a17	5.87	0.31	C159H196N56O121P16	2.9
1063.130305	5	8742261.124546416	a17	3.24	0.29	C159H196N56O121P16	0.6
1113.371878	5	10567268.819329752	a17+CMCT	4.54	0.35	C173H221N59O122P16	1.4
1358.193736	4	18922724.35	a17+CMCT-A	-2.2	0.22	C168H216N54O122P16	0.7
1291.398565	4	16808765.98	a17-G	0.4	0.4	C154H191N51O120P16	3.7
