m/z,z,I,Res.
226.33517,,10519328,369377
226.34934,,22236574,314892
226.35483,,5847734,229391
226.36348,,46955372,328753
226.36445,,5514269,511991
226.36923,,8045908,345778
226.37766,,65187916,342172
226.38008,,6308715,480789
226.3835,,6226565,315280
226.39187,,67032904,326805
226.39273,,8613721,327868
226.39777,,7615161,366795
226.40615,,67035912,340084
226.42047,,51214856,346344
226.43486,,34970308,345897
226.44928,,17860594,311544
226.46367,,10648065,220581
226.90631,,6481545,262106
226.92074,,10113075,348517
226.93502,,11296041,396070
226.94932,,11272487,386314
226.96375,,7805830,447646
282.95076,,5207631,320633
282.98627,,9248394,279257
283.00381,,5309129,269352
283.02219,,6604486,288304
321.83546,,5315277,185394
374.01709,,5459169,340858
374.06608,,7278977,283786
374.08618,,5356557,358846
374.08775,,5414542,382507
374.0893,,6570512,301603
374.10841,,6045532,233619
374.11248,,5359006,304154
374.13488,,5894701,301721
374.13707,,6562862,328587
374.16022,,5185981,219256
374.16207,,7290558,282635
374.20942,,6844765,295458
374.25767,,9176443,143263
374.49703,,5308054,256430
374.56681,,5161155,158001
374.59183,,8062291,156512
374.63797,,5505905,314399
374.78559,,5236305,280652
374.8527,,5548668,306376
374.90055,,6940059,285614
375.16243,,5493318,314132
375.18419,,5390932,310478
375.21079,,6503526,325253
375.27996,,5735955,306951
376.29157,,5873263,240657
376.31877,,7525441,227658
376.38897,,6064368,289292
376.39076,,5534194,329289
376.44432,,6026133,346624
376.46676,,5803492,248552
376.46874,,7327910,381868
376.49491,,5349111,239756
376.55004,,6518428,223351
376.70238,,5920834,119178
377.18108,,16340612,241175
377.20506,,25272212,231939
377.22895,,36597668,233800
377.25279,,41135028,209174
377.27665,,46078916,205488
377.30046,,45767636,220277
377.30572,,47319000,259443
377.32425,,41337828,244326
377.32947,,43736040,146004
378.11385,,7642497,209841
378.1326,,9892109,194108
378.13766,,9222417,322088
378.13919,,11678482,320529
378.14501,,7879958,234096
378.15634,,9696669,180946
378.16061,,9550625,278136
378.16216,,11454754,297841
378.18047,,14595118,226662
378.184,,8629297,234407
378.18532,,10323761,198441
378.19206,,10170806,208862
378.19343,,9668407,192784
378.19578,,7791801,220298
378.1998,,7598140,297322
378.2043,,12690495,276008
378.2096,,12345154,204438
378.21642,,9133639,140077
378.21858,,8046409,198707
378.22432,,7666765,289917
378.22806,,12431951,279855
378.23095,,9789777,262510
378.23365,,12138419,90290
378.2518,,7920863,247721
378.254,,8584545,268914
378.25585,,9915746,206461
378.25829,,16190564,258934
378.27807,,8272882,243929
378.28063,,10058739,168264
378.30373,,9566339,176492
378.32828,,7771156,228445
378.33006,,9928597,315752
378.35394,,10031014,294344
378.37934,,16422711,191551
378.45113,,7987561,257070
431.22787,,5497710,160444
432.74177,,5264313,133498
433.18039,,5876634,142178
446.93246,,5536044,122904
490.47169,,5396402,106705
505.57417,,5675791,161868
508.2652,,5694479,138557
511.6168,,5655011,137973
521.41778,,5350194,179830
521.96875,,5592116,145040
534.72136,,19654566,136542
535.05611,,9761066,155617
536.21473,,7134822,123620
547.11959,,38946356,146808
548.07277,,10334867,158136
548.12299,,8935671,170221
548.40738,,6836779,167691
561.52907,,5738642,123478
563.28925,,5811725,147528
565.74288,,6436891,140599
565.76229,,14892739,138888
565.79072,,5873149,76870
565.79652,,5934217,149397
565.83296,,23300948,140173
565.86866,,23819164,136124
565.89772,,5703896,125489
565.90367,,28979684,135723
565.93941,,35579436,147383
565.97428,,13378164,143700
566.00389,,6643761,105672
566.0111,,16003519,132302
566.01978,,5501330,108993
566.04687,,14605577,160739
566.05502,,7819802,155501
566.08391,,10977108,124748
566.11902,,5969437,166041
566.1911,,5960112,143535
566.6541,,5657827,100138
566.72738,,8643705,125856
567.15261,,6178080,83618
567.22463,,8706803,122352
567.26059,,6179646,136356
567.2974,,5837193,147903
569.32566,,6695244,137960
569.57769,,6430033,118953
573.31309,,5675110,154035
576.23101,,7010049,134280
579.55647,,5738436,114755
591.3041,,5729606,125530
605.45761,,6206380,151065
618.10309,,329628544,130619
618.60013,,20118448,171837
618.60561,,135016384,137531
619.10667,,34783216,126014
619.60754,,11112230,141164
620.32119,,6139430,140734
623.0917,,5749488,150715
623.09821,,85702016,131412
623.43226,,46645324,131784
623.76585,,17138716,117114
624.10126,,5962990,194376
625.28943,,5848045,132013
625.84061,,17064594,127279
626.0921,,12578480,153038
626.34318,,6517581,86103
627.08558,,6815245,144549
633.08651,,7144090,143052
640.27501,,5926451,95325
641.57608,,9409577,144043
642.07826,,6035174,132791
644.07764,,13359423,110898
644.4095,,7415243,77843
644.74636,,6443746,152088
645.83246,,11341064,151560
646.08304,,11850532,138479
646.58311,,5699163,141381
648.83587,,6018644,134591
649.08152,,12969061,134109
649.57317,,36863112,120563
649.73731,,59250152,121906
649.75329,,32198156,129424
650.06363,,5946538,229537
650.0715,,37279928,133207
650.07661,,8870086,125710
650.08825,,28634334,132097
650.40651,,14080908,117477
650.422,,9638829,128088
650.57621,,6237690,139358
652.08169,,10603429,141352
652.41573,,5923189,77673
653.11983,,5757793,142596
657.41413,,6237047,134095
657.47672,,6347774,129555
657.6769,,6719917,150012
658.08654,,7718685,126255
659.57455,,6215322,182634
659.82567,,6512822,141605
