spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0207_10sb.csv
limit_error:	6.5	2020-07-16
noise_limit:	4700000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1259.866716	10	1877159860.0	RNA	0.84	0.08	C373H463N155O270P38	8.6
1284.985047	10	352867134090.0	RNA+CMCT	-0.46	0.03	C387H488N158O271P38	1022.4
1412.872365	9	13607479.0	RNA+CMCT-A	3.31	0.27	C382H483N153O271P38	0.4
1271.479944	10	20184458813.0	RNA+CMCT-A	-0.19	0.02	C382H483N153O271P38	50.1
1273.878223	10	13948593717.0	RNA+CMCT-C	-2.42	0.07	C383H483N155O270P38	59.8
1272.079436	10	1893698460.0	RNA+CMCT-C-H2O	-0.64	0.02	C383H481N155O269P38	4.7
1269.881943	10	18009517802.0	RNA+CMCT-G	0.98	0.02	C382H483N153O270P38	44.7
1268.08235	10	775125923.0	RNA+CMCT-G-H2O	2.14	0.06	C382H481N153O269P38	3.0
1283.186151	10	7167918992.0	RNA+CMCT-H2O	1.22	0.05	C387H486N158O270P38	25.6
1246.358418	10	199464476.0	RNA-A	-1.44	0.08	C368H458N150O270P38	0.9
1248.760801	10	160302977.0	RNA-C	-0.43	0.14	C369H458N152O269P38	1.4
1244.757546	10	149726307.0	RNA-G	-2.55	0.1	C368H458N150O269P38	0.9
764.09797	1	11080065.0	a03-G	1.07	0.23	C24H29N7O18P2	0.2
1069.13628	1	11906089.0	a04-G	-2.02	0.16	C33H41N10O25P3	0.1
859.602576	2	75078095.0	a06-G	0.73	0.07	C52H64N17O40P5	0.3
429.29698	4	13196608.0	a06-G	-0.83	0.43	C52H64N17O40P5	2.1
1032.125417	2	86853288.0	a07-G	-0.24	0.07	C62H76N22O47P6	0.4
1280.173397	2	389455902.0	a08	-0.54	0.05	C77H93N32O55P7	1.4
1204.649484	2	72402012.0	a08-G	0.08	0.09	C72H88N27O54P7	0.4
1038.527974	3	30380528.0	a09+CMCT	0.63	0.32	C100H130N38O63P8	1.6
1529.691289	2	34776738.0	a10-G	-1.61	0.22	C91H112N35O68P9	0.6
