spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0207_rev10sb.csv
limit_error:	6.5	2020-07-17
noise_limit:	4510000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1259.863354	10	589327580.0	RNA	-1.83	0.1	C373H463N155O270P38	3.5
1284.983782	10	96135351222.0	RNA+CMCT	-1.44	0.03	C387H488N158O271P38	287.7
1271.476836	10	5904359249.0	RNA+CMCT-A	-2.64	0.03	C382H483N153O271P38	17.3
1273.876543	10	4607395117.0	RNA+CMCT-C	-3.74	0.09	C383H483N155O270P38	25.9
1272.075898	10	948238863.0	RNA+CMCT-C-H2O	-3.42	0.03	C383H481N155O269P38	2.8
1269.879505	10	5424754091.0	RNA+CMCT-G	-0.94	0.01	C382H483N153O270P38	13.3
1268.082786	10	212015505.0	RNA+CMCT-G-H2O	2.48	0.06	C382H481N153O269P38	0.9
1283.186025	10	2149178124.0	RNA+CMCT-H2O	1.13	0.04	C387H486N158O270P38	7.4
1246.360134	10	45120744.0	RNA-A	-0.06	0.36	C368H458N150O270P38	3.7
1248.760923	10	66669267.0	RNA-C	-0.33	0.32	C369H458N152O269P38	3.6
1244.761037	10	62582066.0	RNA-G	0.26	0.18	C368H458N150O269P38	0.8
1258.067854	10	154737168.0	RNA-H2O	2.58	0.1	C373H461N155O269P38	0.9
1015.30221	1	10344850.0	a03+CMCT-G	5.21	0.33	C38H54N10O19P2	0.6
859.601834	2	26761921.0	a06-G	-0.14	0.15	C52H64N17O40P5	0.3
429.29701	4	9216295.0	a06-G	-0.76	0.43	C52H64N17O40P5	1.5
1032.123576	2	21866314.0	a07-G	-2.03	0.2	C62H76N22O47P6	0.4
1280.174171	2	125280345.0	a08	0.06	0.27	C77H93N32O55P7	4.1
1330.247514	2	23583629.0	a08+CMCT-G	-1.32	0.27	C86H113N30O55P7	0.8
1204.648665	2	29134446.0	a08-G	-0.6	0.11	C72H88N27O54P7	0.2
1357.164054	2	19147575.0	a09-G	-4.4	0.47	C81H100N30O61P8	4.7
1364.906837	3	29391079.0	a12+CMCT	-0.66	0.26	C129H166N51O83P11	0.9
1452.845142	3	57272478.0	a14-A	-5.1	0.33	C129H160N51O96P13	3.4
1175.649248	4	48672049.0	a15-A	-0.18	0.33	C139H172N56O103P14	2.9
1469.484328	4	11704153.0	a18+CMCT-G	2.64	0.27	C181H232N69O124P17	0.4
1190.956746	5	14002152.0	a19-G	2.77	0.24	C177H219N71O129P18	0.3
1666.005861	4	65322738.0	a20+CMCT	-3.84	0.2	C205H260N81O139P19	1.1
1332.608414	5	41327023.0	a20+CMCT	0.05	0.25	C205H260N81O139P19	1.1
1110.340117	6	33050120.0	a20+CMCT	0.94	0.24	C205H260N81O139P19	0.8
1252.164568	5	43139278.0	a20-G	4.84	0.22	C186H230N73O137P19	0.9
1714.510516	4	25118199.0	a21+CMCT-G	-0.72	0.35	C210H267N81O145P20	1.8
1158.310199	6	20270976.0	a22-A	-2.73	0.49	C206H254N83O151P21	6.0
