spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1203_0x_1_134.csv
limit_error:	6.5	2020-03-13
noise_limit:	2430000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1460.526082	6	69294150100.99	RNA+2DEPC+H2O-CO	-4.23	0.04	C261H330N102O192P26	425.4
1445.187556	6	2355353478.548082	RNA+2DEPC+H2O-CO-2Eth	1.79	0.03	C257H318N102O190P26	13.1
1422.677372	6	249002062.62848705	RNA+2DEPC+H2O-CO-2Eth-A	1.04	0.04	C252H313N97O190P26	1.5
2130.022028	4	8004779.222371741	RNA+2DEPC+H2O-CO-2Eth-A-H2O	3.38	0.53	C252H311N97O189P26	6.6
1426.676652	6	144181270.27861062	RNA+2DEPC+H2O-CO-2Eth-C	-0.78	0.09	C253H313N99O189P26	1.5
1423.678881	6	22630530.411778856	RNA+2DEPC+H2O-CO-2Eth-C-H2O	2.02	0.55	C253H311N99O188P26	22.8
2130.519661	4	9990289.498707129	RNA+2DEPC+H2O-CO-2Eth-G	0.43	0.45	C252H313N97O189P26	3.7
1420.009182	6	868183362.7479743	RNA+2DEPC+H2O-CO-2Eth-G	-0.63	0.02	C252H313N97O189P26	4.4
1417.009141	6	182635935.16995543	RNA+2DEPC+H2O-CO-2Eth-G-H2O	0.59	0.16	C252H311N97O188P26	3.7
1442.18797	6	457127691.32	RNA+2DEPC+H2O-CO-2Eth-H2O	3.3	0.03	C257H316N102O189P26	2.5
1438.01884	6	1637812438.7288933	RNA+2DEPC+H2O-CO-A	-3.02	0.03	C256H325N97O192P26	9.1
1439.019436	6	102069754.83944133	RNA+2DEPC+H2O-CO-C-H2O	-2.68	0.12	C257H323N99O190P26	1.4
1452.859754	6	30847914123.99	RNA+2DEPC+H2O-CO-Eth	0.78	0.03	C259H324N102O191P26	171.4
1430.350769	6	1758299325.5707936	RNA+2DEPC+H2O-CO-Eth-A	0.86	0.04	C254H319N97O191P26	10.8
1431.353074	6	109905996.11951055	RNA+2DEPC+H2O-CO-Eth-C-H2O	2.39	0.4	C255H317N99O189P26	24.7
1427.687385	6	5090581093.503206	RNA+2DEPC+H2O-CO-Eth-G	2.57	0.02	C254H319N97O190P26	25.6
1424.684584	6	412573082.0072614	RNA+2DEPC+H2O-CO-Eth-G-H2O	1.85	0.07	C254H317N97O189P26	3.4
1449.862298	6	1211333180.380575	RNA+2DEPC+H2O-CO-Eth-H2O	3.75	0.05	C259H322N102O190P26	8.2
1435.3544	6	3654506959.08	RNA+2DEPC+H2O-CO-G	-2.06	0.03	C256H325N97O191P26	20.3
1432.356646	6	413451529.3219012	RNA+2DEPC+H2O-CO-G-H2O	0.73	0.07	C256H323N97O190P26	3.4
1457.528854	6	1098784183.0747926	RNA+2DEPC+H2O-CO-H2O	-1.13	0.06	C261H328N102O191P26	8.2
1450.197262	6	279628537.0378024	RNA+DEPC	3.08	0.2	C259H324N102O190P26	8.5
1448.530556	6	75850658.18711475	RNA+DEPC+H2O-CO	1.25	0.14	C258H326N102O190P26	1.3
1423.011464	6	57136398.71270067	RNA+DEPC+H2O-CO-A-H2O	-4.52	0.22	C253H319N97O189P26	2.1
1420.34456	6	76759587.40163556	RNA+DEPC+H2O-CO-G-H2O	-5.29	0.11	C253H319N97O188P26	0.9
