spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/2206_10.csv
limit_error:	6.5	2020-06-25
noise_limit:	3010000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1259.866759	10	467929360.0	RNA	0.87	0.06	C373H463N155O270P38	2.8
1284.985751	10	40141059085.0	RNA+CMCT	0.09	0.01	C387H488N158O271P38	147.4
1271.47882	10	2499046601.0	RNA+CMCT-A	-1.08	0.03	C382H483N153O271P38	11.6
1273.877153	10	2331034982.0	RNA+CMCT-C	-3.26	0.13	C383H483N155O270P38	29.7
1413.539007	9	16671487.0	RNA+CMCT-C-H2O	3.24	0.43	C383H481N155O269P38	4.1
1272.077258	10	525503652.0	RNA+CMCT-C-H2O	-2.35	0.03	C383H481N155O269P38	2.4
1269.881879	10	2243678237.0	RNA+CMCT-G	0.93	0.02	C382H483N153O270P38	9.1
1268.07805	10	87781845.0	RNA+CMCT-G-H2O	-1.25	0.14	C382H481N153O269P38	1.2
1283.186289	10	1177983184.0	RNA+CMCT-H2O	1.33	0.05	C387H486N158O270P38	6.5
1246.359491	10	27063272.0	RNA-A	-0.58	0.28	C368H458N150O270P38	1.5
1248.755773	10	40864133.0	RNA-C	-4.45	0.2	C369H458N152O269P38	1.0
1258.071826	10	46537827.0	RNA-H2O	5.74	0.06	C373H461N155O269P38	0.3
859.60281	2	7508436.0	a06-G	1.0	0.43	C52H64N17O40P5	1.8
429.29835	4	7370053.0	a06-G	2.36	0.43	C52H64N17O40P5	1.8
2047.865086	2	18508868.0	a12+CMCT	-0.07	0.32	C129H166N51O83P11	1.5
1714.894776	3	15251982.0	a16	-0.11	0.39	C153H188N63O111P15	2.5
886.276586	7	12468899.0	a19+CMCT-G	-2.64	0.49	C191H244N74O130P18	5.6
1985.600865	3	15898084.0	a19-G	3.49	0.4	C177H219N71O129P18	2.9
1282.375125	5	191070096.0	a20	5.25	0.05	C191H235N78O138P19	1.1
1332.608151	5	23353751.0	a20+CMCT	-0.15	0.3	C205H260N81O139P19	1.5
1110.341653	6	24764988.0	a20+CMCT	2.32	0.2	C205H260N81O139P19	0.6
1252.158023	5	22968613.0	a20-G	-0.39	0.17	C186H230N73O137P19	0.4
1248.356672	6	12271977.0	a23+CMCT-G	1.83	0.2	C229H291N89O158P22	0.3
1810.237473	4	13590704.0	a23-G	1.22	0.27	C215H266N86O157P22	0.7
1289.172503	6	435117962.0	a24	1.51	4.99	C230H283N96O165P23	6.88088235576598e+21
1517.003826	5	26439891.0	a24-G	5.0	0.39	C225H278N91O164P23	4.3
1639.213294	5	15344008.0	a26-G	2.27	0.4	C243H301N96O179P25	2.8
1277.327139	7	14862864.0	a27+CMCT	-4.46	0.29	C272H343N109O188P26	0.9
1324.33777	7	27709123.0	a28+CMCT	-1.94	0.32	C282H355N114O194P27	2.3
1348.623735	7	28785301.0	a29+CMCT-A	-0.32	0.13	C286H362N112O201P28	0.3
1346.343296	7	16560334.0	a29+CMCT-G	3.06	0.47	C286H362N112O200P28	6.0
1531.69207	6	27619160.0	a29-A	-2.64	0.33	C272H337N109O200P28	2.5
1447.208564	7	15224878.0	a31+CMCT-A	-0.41	0.5	C306H386N122O215P30	7.5
1289.914287	8	50149600.0	a32	-2.18	4.99	C306H377N126O222P31	7.930573497876459e+20
1229.841937	9	19419219.0	a34+CMCT-A	0.8	0.39	C334H421N132O236P33	3.2
1266.405283	9	59548737.0	a35+CMCT-A	2.32	0.24	C344H433N137O242P34	2.2
1291.836137	9	34716931.0	a36	0.17	0.28	C345H425N144O248P35	1.9
1162.550404	10	14087363.0	a36	-1.03	0.51	C345H425N144O248P35	7.7
1276.828349	9	59168344.0	a36-A	-1.19	0.29	C340H420N139O248P35	3.5
1391.977737	9	31478151.0	a38+CMCT	-0.97	0.07	C378H474N155O263P37	0.2
1515.817481	8	43364968.0	a38-G	-2.48	0.33	C359H444N147O261P37	3.9
689.08788	1	15712452.0	c02	0.42	0.21	C20H24N10O14P2	0.4
995.11336	1	32802503.0	c03	0.47	0.28	C29H35N12O22P3	1.8
649.572123	2	63957994.0	c04	-2.05	0.18	C38H47N15O29P4	1.3
802.58707	2	133506483.0	c05	1.2	0.07	C47H58N17O37P5	0.9
975.109879	2	137086974.0	c06	0.06	0.08	C57H70N22O44P6	1.0
1147.631893	2	68876243.0	c07	-1.43	0.04	C67H82N27O51P7	0.3
764.753432	3	24086280.0	c07	0.22	0.22	C67H82N27O51P7	0.7
1273.241031	2	30806753.0	c07+CMCT	5.98	0.3	C81H107N30O52P7	2.1
1320.154455	2	21915731.0	c08	-2.12	0.25	C77H94N32O58P8	0.9
879.770665	3	15845738.0	c08	1.8	0.25	C77H94N32O58P8	0.6
1472.68033	2	61953896.0	c09	1.65	0.1	C86H106N35O65P9	0.6
981.450413	3	102902265.0	c09	0.92	0.05	C86H106N35O65P9	0.6
1096.464382	3	74840962.0	c10	-0.86	0.07	C96H118N40O72P10	0.5
1198.148158	3	111975176.0	c11	2.01	0.05	C105H130N43O79P11	0.6
1307.829244	3	132464573.0	c12	-0.52	0.03	C115H142N48O85P12	0.6
980.621006	4	130478857.0	c12	0.39	0.04	C115H142N48O85P12	0.6
942.85689	4	23513989.0	c12-G	-1.46	0.18	C110H137N43O84P12	0.5
1066.884908	4	15809975.0	c13	2.27	0.44	C125H154N53O92P13	4.3
1524.531643	3	186148943.0	c14	3.6	0.05	C134H166N56O99P14	1.0
1143.144788	4	66275840.0	c14	1.74	0.05	C134H166N56O99P14	0.4
914.312621	5	23856081.0	c14	-0.18	0.25	C134H166N56O99P14	1.0
1608.268649	3	17232766.0	c14+CMCT	5.74	0.33	C148H191N59O100P14	1.6
1474.178348	3	29892550.0	c14-G	1.35	0.1	C129H161N51O98P14	0.3
1229.398672	4	16850574.0	c15	-4.87	0.42	C144H178N61O106P15	3.7
1292.204831	4	15360503.0	c15+CMCT	0.18	0.26	C158H203N64O107P15	0.7
1305.908644	4	80357936.0	c16	-1.79	0.1	C153H189N63O114P16	0.7
1044.527058	5	52487157.0	c16	-0.26	0.1	C153H189N63O114P16	0.5
1780.262043	3	15063933.0	c16+CMCT-A	-1.94	0.38	C162H209N61O115P16	2.2
1382.172972	4	114410155.0	c17	1.2	0.05	C162H201N66O121P17	0.6
1105.535693	5	85532774.0	c17	0.09	0.07	C162H201N66O121P17	0.6
1926.97267	3	16808925.0	c17+CMCT	4.45	0.58	C176H226N69O122P17	18.4
1464.431318	4	63180881.0	c18	-2.13	0.06	C172H213N71O127P18	0.4
1171.343176	5	36451552.0	c18	-2.49	0.17	C172H213N71O127P18	0.7
975.953922	6	27510387.0	c18	0.06	0.08	C172H213N71O127P18	0.2
1237.156595	5	24047362.0	c19	-0.0	0.27	C182H225N76O133P19	1.1
1030.795852	6	20027358.0	c19	-0.1	0.24	C182H225N76O133P19	0.7
1609.494722	4	8654700.0	c19+CMCT	-1.73	0.27	C196H250N79O134P19	0.4
1298.36459	5	140899065.0	c20	2.26	0.07	C191H236N78O141P20	0.9
1081.798624	6	139331822.0	c20	-1.43	0.03	C191H236N78O141P20	0.6
1686.011576	4	40032921.0	c20+CMCT	4.59	0.19	C205H261N81O142P20	0.9
1348.606556	5	58726204.0	c20+CMCT	3.67	0.13	C205H261N81O142P20	0.7
1123.667679	6	19722746.0	c20+CMCT	0.78	0.24	C205H261N81O142P20	0.8
1268.152287	5	18083952.0	c20-G	0.4	0.18	C186H231N73O140P20	0.4
1367.376159	5	26866339.0	c21	3.67	0.12	C201H248N83O148P21	0.3
1139.30612	6	41569592.0	c21	-1.72	0.27	C201H248N83O148P21	2.1
1244.988615	6	52357144.0	c23	-1.42	0.14	C220H272N91O161P23	0.7
1544.429378	5	23588455.0	c23+CMCT	-0.31	0.32	C234H297N94O162P23	1.9
1286.849608	6	175977741.0	c23+CMCT	-5.75	0.41	C234H297N94O162P23	35.3
1514.21544	5	34791106.0	c23+CMCT-G	-3.0	0.39	C229H292N89O161P23	5.7
1302.496048	6	19299895.0	c24	-1.72	0.28	C230H284N96O168P24	1.1
1279.995939	6	23443097.0	c24-A	5.26	0.31	C225H279N91O168P24	1.8
1159.862477	7	19944085.0	c25	1.68	0.38	C239H296N99O175P25	3.0
1404.345833	6	114561606.0	c26	2.22	0.07	C248H307N101O183P26	0.7
1203.577738	7	146215000.0	c26	-0.58	0.06	C248H307N101O183P26	0.9
1446.211773	6	425660054.0	c26+CMCT	1.68	0.03	C262H332N104O184P26	1.9
1239.465313	7	153536091.0	c26+CMCT	0.97	0.05	C262H332N104O184P26	0.8
1421.033749	6	44264658.0	c26+CMCT-G	-0.49	0.24	C257H327N99O183P26	1.6
1217.88014	7	14293312.0	c26+CMCT-G	-4.5	0.53	C257H327N99O183P26	9.5
1658.398251	5	14062748.0	c26-A	-2.15	0.53	C243H302N96O183P26	9.4
1252.869737	7	38614642.0	c27	-0.94	0.17	C258H319N106O190P27	0.7
1516.687291	6	37556160.0	c28	-3.57	0.28	C268H331N111O196P28	2.1
1335.76576	7	32256244.0	c28+CMCT	1.24	0.36	C282H356N114O197P28	3.9
1280.588213	7	42930213.0	c28-A	2.57	0.32	C263H326N106O196P28	3.5
1343.451116	7	23900725.0	c29	-3.45	0.53	C277H343N114O203P29	15.9
1175.40038	8	38374118.0	c29	2.13	0.17	C277H343N114O203P29	0.7
1379.336254	7	24619292.0	c29+CMCT	-3.75	0.1	C291H368N117O204P29	0.2
1218.527613	8	44591302.0	c30	-0.98	0.22	C287H355N119O210P30	1.3
1428.637701	7	247191704.0	c30+CMCT	2.65	0.05	C301H380N122O211P30	1.4
1249.930678	8	46450913.0	c30+CMCT	1.53	0.21	C301H380N122O211P30	1.3
1407.054578	7	19568995.0	c30+CMCT-G	-0.61	0.39	C296H375N117O210P30	3.2
1261.664222	8	22786625.0	c31	3.56	0.49	C297H367N124O217P31	10.2
1331.3179	8	109613915.0	c32+CMCT	3.78	0.09	C320H403N129O226P32	0.9
1324.165818	8	20778032.0	c33-A	2.39	0.32	C311H385N126O231P33	1.7
1410.57424	8	123848973.0	c34+CMCT	-0.25	0.09	C339H427N137O239P34	1.0
1451.703264	8	51964385.0	c35+CMCT	-1.99	0.19	C349H439N142O245P35	1.2
1290.294159	9	49865797.0	c35+CMCT	0.47	4.99	C349H439N142O245P35	7.885693368216045e+20
1328.634018	9	150838749.0	c36+CMCT	1.4	0.08	C359H451N147O252P36	1.1
1366.972609	9	94437365.0	c37+CMCT	1.35	0.12	C369H463N152O259P37	1.0
1350.191002	9	15468598.0	c37+CMCT-G	2.6	0.57	C364H458N147O258P37	15.4
1260.678451	10	103298711.0	c38+CMCT	1.08	0.06	C378H475N155O266P38	0.6
658.0871	2	8973046.0	w04	0.57	0.15	C38H50N16O29P4	0.1
975.13617	2	8923221.0	w06	2.6	0.47	C57H74N24O42P6	3.3
1265.260368	2	23981742.0	w07+CMCT	0.47	0.13	C81H111N32O49P7	0.3
1515.269404	2	15074661.0	w09+CMCT-G	-1.34	0.45	C95H129N34O63P9	4.5
1336.229074	3	21385652.0	w12+CMCT-G	2.59	0.31	C124H165N47O83P12	1.6
1302.162646	4	9060900.0	w16	-5.78	0.28	C153H192N64O112P16	0.5
1264.410363	4	40495111.0	w16-G	2.02	0.5	C148H187N59O111P16	20.9
1237.357255	5	14482242.0	w19	-4.58	0.27	C182H228N77O132P19	0.7
1609.745356	4	13515019.0	w19+CMCT	-6.25	0.27	C196H253N80O133P19	0.6
1623.460471	4	25233263.0	w20	-0.82	0.33	C191H239N79O140P20	2.3
1686.261787	4	34582582.0	w20+CMCT	0.03	0.19	C205H264N82O141P20	0.8
1123.834314	6	20310298.0	w20+CMCT	-3.94	0.24	C205H264N82O141P20	0.8
1268.358362	5	17472738.0	w20-G	0.2	0.18	C186H234N74O139P20	0.4
1153.511298	6	11860930.0	w21+CMCT-G	4.66	0.58	C210H271N82O146P21	13.0
1392.875472	6	28359553.0	w25+CMCT	0.16	0.07	C253H323N102O175P25	0.2
1514.194289	6	49408813.0	w28	-3.0	0.24	C268H334N112O194P28	1.8
1297.738181	7	25441478.0	w28	-2.03	0.33	C268H334N112O194P28	2.3
1434.195628	7	98530613.0	w31	5.35	0.17	C296H370N123O215P31	1.8
1372.441926	8	102139062.0	w33+CMCT	-6.16	0.12	C330H419N136O230P33	1.1
1292.186316	9	22335600.0	w35+CMCT	0.72	0.26	C349H442N143O245P35	1.0
1403.559638	8	15687084.0	w35-G	4.5	0.35	C330H412N135O243P35	1.7
1281.380247	9	115179006.0	w36-G	-3.33	0.19	C339H424N138O250P36	2.6
1691.498706	7	23174674.0	w37-G	-0.81	0.37	C348H435N140O258P37	3.1
1233.349635	10	22232921.0	w38	-6.42	0.4	C363H452N150O266P38	4.0
1258.471186	10	170105195.0	w38+CMCT	-5.04	0.06	C377H477N153O267P38	1.0
547.11943	1	17972725.0	y02	-0.18	0.18	C18H25N6O12P1	0.4
892.167072	1	94638466.0	y03	0.12	0.1	C28H37N11O19P2	0.9
1237.21611	1	36330077.0	y04	1.38	0.11	C38H49N16O26P3	0.4
618.104127	2	30224992.0	y04	0.91	0.16	C38H49N16O26P3	0.5
782.629947	2	91982075.0	y05	0.16	0.06	C48H61N21O32P4	0.6
715.10348	2	6991776.0	y05-A	1.27	0.37	C43H56N16O32P4	0.9
935.150374	2	90319324.0	y06	-0.1	0.04	C57H73N24O39P5	0.4
429.3088	4	5996577.0	y06-G	-1.03	0.43	C52H68N19O38P5	1.5
1099.67594	2	105174052.0	y07	-0.71	0.05	C67H85N29O45P6	0.6
1252.690157	2	129617963.0	y08	0.62	0.07	C76H96N31O53P7	0.9
834.79105	3	28014662.0	y08	0.67	0.07	C76H96N31O53P7	0.2
1425.20983	2	39270401.0	y09	-2.29	0.15	C86H108N36O60P8	0.6
949.806477	3	269500600.0	y09	0.18	0.03	C86H108N36O60P8	1.2
1550.821172	2	34230217.0	y09+CMCT	5.29	0.16	C100H133N39O61P8	0.6
1033.538722	3	41996123.0	y09+CMCT	-0.81	0.07	C100H133N39O61P8	0.3
1064.821197	3	102764568.0	y10	-0.86	0.03	C96H120N41O67P9	0.5
1723.343076	2	23686145.0	y10+CMCT	3.7	0.31	C110H145N44O68P9	1.7
1148.552877	3	40793583.0	y10+CMCT	-2.17	0.14	C110H145N44O68P9	0.5
1166.502413	3	53389911.0	y11	-0.11	0.09	C105H132N44O74P10	0.4
874.62408	4	13981503.0	y11	-1.15	0.33	C105H132N44O74P10	1.3
1276.185964	3	33904407.0	y12	-0.59	0.32	C115H144N49O80P11	2.8
956.887674	4	39161533.0	y12	-0.57	0.17	C115H144N49O80P11	0.7
1359.916669	3	39960210.0	y12+CMCT	-2.43	0.25	C129H169N52O81P11	1.6
1391.200216	3	158017673.0	y13	-1.66	0.07	C125H156N54O87P12	1.0
1043.151323	4	544191404.0	y13	1.19	0.03	C125H156N54O87P12	2.4
834.318727	5	38222009.0	y13	0.14	0.07	C125H156N54O87P12	0.3
1474.938369	3	126833835.0	y13+CMCT	1.75	0.04	C139H181N57O88P12	0.6
1105.949886	4	169154755.0	y13+CMCT	-0.12	0.06	C139H181N57O88P12	1.0
1009.386458	4	23157894.0	y13-A	0.0	0.15	C120H151N49O87P12	0.3
1005.387857	4	36254645.0	y13-G	0.13	0.14	C120H151N49O86P12	0.5
1493.206411	3	21781535.0	y14	-3.05	0.32	C134H167N56O95P13	1.8
1119.652883	4	15917699.0	y14	-3.14	0.5	C134H167N56O95P13	7.8
1576.941689	3	26140983.0	y14+CMCT	-1.6	0.3	C148H192N59O96P13	1.7
956.532091	5	11337221.0	y15	0.17	0.17	C143H179N59O102P14	0.2
1282.179923	4	213757426.0	y16	1.04	0.05	C153H191N64O109P15	1.2
1025.539499	5	54279524.0	y16	-1.87	0.08	C153H191N64O109P15	0.4
1344.978363	4	45383166.0	y16+CMCT	-0.12	0.17	C167H216N67O110P15	0.8
1307.220502	4	17687795.0	y16+CMCT-G	3.31	0.35	C162H211N62O109P15	1.9
1358.443255	4	23221232.0	y17	3.2	0.32	C162H203N67O116P16	1.9
1086.550103	5	39327055.0	y17	0.4	0.1	C162H203N67O116P16	0.4
1421.239447	4	24694411.0	y17+CMCT	0.42	0.3	C176H228N70O117P16	1.6
1136.787763	5	12595773.0	y17+CMCT	-1.63	0.55	C176H228N70O117P16	10.2
1152.36013	5	22029888.0	y18	-0.04	0.36	C172H215N72O122P17	2.7
960.129677	6	21115492.0	y18	-2.69	0.28	C172H215N72O122P17	1.2
1503.502369	4	28138707.0	y18+CMCT	0.26	0.34	C186H240N75O123P17	2.8
1202.597446	5	28709940.0	y18+CMCT	-2.23	0.25	C186H240N75O123P17	1.2
1526.966264	4	68948896.0	y19	1.55	0.1	C182H227N77O129P18	0.6
1221.366854	5	78043148.0	y19	-2.3	0.05	C182H227N77O129P18	0.4
1017.638893	6	126367177.0	y19	-1.26	0.07	C182H227N77O129P18	0.8
1589.763675	4	127336585.0	y19+CMCT	-0.1	0.06	C196H252N80O130P18	0.8
1271.612757	5	116330536.0	y19+CMCT	2.47	0.28	C196H252N80O130P18	6.4
1059.508709	6	30904944.0	y19+CMCT	1.8	0.25	C196H252N80O130P18	1.3
1282.577269	5	136095326.0	y20	1.99	0.05	C191H238N79O137P19	0.7
1332.814271	5	20571764.0	y20+CMCT	-0.3	0.3	C205H263N82O138P19	1.4
1110.512339	6	18481230.0	y20+CMCT	1.19	0.2	C205H263N82O138P19	0.4
