spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0203_1x_134.csv
limit_error:	6
noise_limit:	1850000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1498.536386	3	22814739.78	y14	-4.15	0.09	C134H167N56O96P13	
1543.222764	3	15117673.41	y14+2DEPC+H2O-CO	-3.76	0.33	C139H177N56O100P13	
1527.881067	3	59714199.52	y14+2DEPC+H2O-CO-Eth	-0.14	0.08	C137H171N56O99P13	
1477.533668	3	12276950.22	y14+2DEPC+H2O-CO-Eth-G	1.48	0.45	C132H166N51O98P13	
1448.195067	3	16412357.983678497	y14-G	1.57	0.14	C129H162N51O95P13	
1629.891467	3	31481231.58	y15+2DEPC+H2O-CO-Eth	1.07	0.18	C146H182N58O107P14	
1702.556523	3	13380499.12	y16	-1.73	0.4	C152H189N60O112P15	
1716.551258	3	15207462.82053187	y16+2DEPC+H2O-CO-2Eth	0.23	0.36	C153H187N60O114P15	
1731.901188	3	63013726.5	y16+2DEPC+H2O-CO-Eth	1.75	0.1	C155H193N60O115P15	
1298.672103	4	14745586.62	y16+2DEPC+H2O-CO-Eth	0.24	0.3	C155H193N60O115P15	
1352.929483	4	13606904.407831006	y17	1.02	0.21	C161H201N63O119P16	
1848.921701	3	11396261.3	y17+2DEPC+H2O-CO	-2.25	0.38	C166H211N63O123P16	
1833.582183	3	49733073.33	y17+2DEPC+H2O-CO-Eth	1.96	0.12	C164H205N63O122P16	
1374.931392	4	26125208.18	y17+2DEPC+H2O-CO-Eth	-0.53	0.16	C164H205N63O122P16	
1429.190781	4	26061233.709374826	y18	1.65	0.37	C170H213N66O126P17	
1950.614743	3	7778381.2	y18+2DEPC+H2O-CO	4.33	0.58	C175H223N66O130P17	
1462.700519	4	724560352.73	y18+2DEPC+H2O-CO	-1.63	0.45	C175H223N66O130P17	
1935.26873	3	21964808.91	y18+2DEPC+H2O-CO-Eth	5.02	0.26	C173H217N66O129P17	
1451.197644	4	76381431.13090256	y18+2DEPC+H2O-CO-Eth	3.59	0.35	C173H217N66O129P17	
1413.430189	4	14292308.548858294	y18+2DEPC+H2O-CO-Eth-G	0.07	0.38	C168H212N61O128P17	
1929.923854	3	6692130.173565851	y18+DEPC	-1.82	0.57	C173H217N66O128P17	
1391.425559	4	13106829.71	y18-G	-0.37	0.44	C165H208N61O125P17	
1511.450655	4	21498330.098564085	y19	-0.6	0.19	C180H225N71O132P18	
1544.964229	4	40762755.35600715	y19+2DEPC+H2O-CO	-1.17	0.2	C185H235N71O136P18	
1521.9418	4	19503655.3	y19+2DEPC+H2O-CO-2Eth	-2.17	0.32	C181H223N71O134P18	
1533.455985	4	95202727.33	y19+2DEPC+H2O-CO-Eth	0.27	0.07	C183H229N71O135P18	
1587.712469	4	26441247.903212875	y20	0.37	0.15	C189H237N74O139P19	
1621.230131	4	34576616.42015083	y20+2DEPC+H2O-CO	2.33	0.16	C194H247N74O143P19	
1598.197573	4	12076364.929922352	y20+2DEPC+H2O-CO-2Eth	-4.91	0.3	C190H235N74O141P19	
1609.714518	4	80675027.49973324	y20+2DEPC+H2O-CO-Eth	-0.85	0.06	C192H241N74O142P19	
1571.955273	4	24309214.63	y20+2DEPC+H2O-CO-Eth-G	1.1	0.26	C187H236N69O141P19	
1703.487068	4	75691486.14	y21+2DEPC+H2O-CO	-1.42	0.16	C204H259N79O149P20	
1691.979608	4	145431473.68073857	y21+2DEPC+H2O-CO-Eth	0.35	0.12	C202H253N79O148P20	
1654.220118	4	54493342.71	y21+2DEPC+H2O-CO-Eth-G	2.09	0.16	C197H248N74O147P20	
1779.752871	4	37574148.08	y22+2DEPC+H2O-CO	1.72	0.14	C213H271N82O156P21	
1768.242523	4	66591204.9	y22+2DEPC+H2O-CO-Eth	1.8	0.1	C211H265N82O155P21	
1730.48303	4	30468433.085403655	y22+2DEPC+H2O-CO-Eth-G	3.49	0.26	C206H260N77O154P21	
1708.480781	4	86674458.37	y22-G	4.57	0.32	C203H256N77O151P21	
1457.995865	5	66093620.65219799	y23	2.74	0.16	C217H272N84O160P22	
1856.254479	4	21281360.23	y23+2DEPC+H2O-CO	-0.89	0.32	C222H282N84O164P22	
1484.802452	5	8973533.16	y23+2DEPC+H2O-CO	-0.67	0.54	C222H282N84O164P22	
1466.390361	5	16899069.04	y23+2DEPC+H2O-CO-2Eth	2.49	0.37	C218H270N84O162P22	
1844.7407	4	41990565.58	y23+2DEPC+H2O-CO-Eth	-2.69	0.11	C220H276N84O163P22	
1445.384309	5	17998774.94546919	y23+2DEPC+H2O-CO-Eth-G	-0.61	0.53	C215H271N79O162P22	
1454.598579	5	55055972.96	y23+2DEPC+H2O-CO-G	3.44	0.36	C217H277N79O163P22	
1527.004494	5	23250316.43	y24	2.06	0.3	C227H284N89O167P23	
1553.816806	5	162443032.55	y24+2DEPC+H2O-CO	2.49	0.06	C232H294N89O171P23	
1544.603603	5	196476273.91076458	y24+2DEPC+H2O-CO-Eth	-0.62	0.04	C230H288N89O170P23	
1514.392307	5	47166593.085731424	y24+2DEPC+H2O-CO-Eth-G	-1.57	0.18	C225H283N84O169P23	
1523.610662	5	26218039.08	y24+2DEPC+H2O-CO-G	4.99	0.2	C227H289N84O170P23	
1541.404812	5	28229157.52	y24+DEPC	-0.5	0.22	C230H288N89O169P23	
1588.00704	5	9551449.933627218	y25	-1.62	0.3	C236H296N92O174P24	
1614.828503	5	28764695.81	y25+2DEPC+H2O-CO	4.53	0.35	C241H306N92O178P24	
1605.612155	5	51121996.02	y25+2DEPC+H2O-CO-Eth	-0.42	0.14	C239H300N92O177P24	
1575.405118	5	37901608.47694905	y25+2DEPC+H2O-CO-Eth-G	1.38	0.14	C234H295N87O176P24	
1657.010719	5	30766501.043247998	y26	-5.06	0.27	C246H308N97O181P25	
1683.829807	5	107137592.78324206	y26+2DEPC+H2O-CO	-0.52	0.11	C251H318N97O185P25	
1665.409071	5	42235183.53	y26+2DEPC+H2O-CO-2Eth	-2.92	0.15	C247H306N97O183P25	
1387.674427	6	23154798.079390038	y26+2DEPC+H2O-CO-2Eth	-1.9	0.22	C247H306N97O183P25	
1674.618866	5	114828791.59963222	y26+2DEPC+H2O-CO-Eth	-2.06	0.1	C249H312N97O184P25	
1644.415391	5	43822816.062647484	y26+2DEPC+H2O-CO-Eth-G	1.8	0.13	C244H307N92O183P25	
1669.432027	5	12987640.3	y26+DEPC+H2O-CO	3.34	0.43	C248H314N97O183P25	

 
 



Original data of remodelled ions:
m/z 	z 	I 	fragment 	error 	shape_error 	formula 
670.08718	3	3758699.62	c06+DEPC+H2O-CO	-1.79	0.48	C59H77N23O45P6	
669.836761	4	7040499.55	a09-G	-1.72	0.26	C81H101N31O58P8	
843.08013	2	12549626.46	c05+2DEPC+H2O-CO-2Eth	-4.9	0.42	C49H57N20O38P5	
861.443273	3	9667200.44	w08	-3.09	0.27	C76H97N31O56P8	
898.784765	3	15590135.42	a09-A	0.16	0.09	C81H101N31O59P8	
899.451873	3	11294814.2	y09-G	-5.14	0.13	C81H103N31O59P8	
1163.823183	6	15167766.8	y22	1.77	0.53	C208H261N82O152P21	
1173.986478	6	61173647.62	a22+2DEPC+H2O-CO-A	-1.85	0.49	C210H264N81O155P21	
1175.156118	2	16715283.38	c07+DEPC	1.26	0.44	C70H87N28O51P7	
1184.409665	4	13052489.42	y15+2DEPC+H2O-CO-Eth-G	5.53	0.45	C141H177N53O106P14	
1260.834568	6	25062526.63	c23+2DEPC+H2O-CO	3.88	0.43	C224H281N88O166P23	
1273.67606	2	9731282.56	y08+2DEPC+H2O-CO-2Eth	-0.32	0.25	C77H94N31O55P7	
1273.165447	6	11394454.16	a24+2DEPC+H2O-CO-G	-1.43	0.39	C228H287N86O169P23	
1275.825527	6	63257756.38	a24+2DEPC+H2O-CO-A	-5.92	0.45	C228H287N86O170P23	
1292.670837	2	45746874.7	w08	-1.32	0.19	C76H97N31O56P8	
1308.331962	6	22798988.24	a25-G	-0.17	0.41	C233H289N91O172P24	
1337.837976	6	23679734.31	y25+2DEPC+H2O-CO-Eth	-3.61	0.48	C239H300N92O177P24	
1339.174956	1	26875213.01	c04	-1.01	0.1	C39H48N18O28P4	
1337.837977	3	29850937.87	w12+2DEPC+H2O-CO-Eth	-1.88	0.19	C118H148N48O88P12	
1346.847272	6	16476450.57	w25+DEPC+H2O-CO	4.92	0.39	C238H303N92O179P25	
1348.681622	4	30577816.92	y17+2DEPC+H2O-CO-G	1.03	0.46	C161H206N58O122P16	
1349.684713	2	19376265.83	y09-G	-2.72	0.27	C81H103N31O59P8	
1352.18312	1	8410672.45	y05-G	-0.76	0.16	C41H55N11O33P4	
1353.182106	3	11156555.93	w12+2DEPC+H2O-CO	-4.19	0.25	C120H154N48O89P12	
1352.929483	4	18347487.4	y17	1.02	0.21	C161H201N63O119P16	
1375.848034	3	39699761.98	y13+2DEPC+H2O-CO-Eth-G	-2.19	0.08	C123H154N48O91P12	
1386.919086	4	20490346.36	a18-G	-3.13	0.44	C165H206N61O124P17	
1387.16964	6	52742669.8	c26+2DEPC+H2O-CO-Eth-G	0.13	0.11	C245H306N94O185P26	
1387.674427	6	44127629.72	y26+2DEPC+H2O-CO-2Eth	-1.9	0.22	C247H306N97O183P25	
1401.841735	3	21945007.25	c13+DEPC	-0.9	0.44	C125H157N46O94P13	
1404.341022	6	35681356.62	w26+DEPC+H2O-CO	-5.36	0.19	C248H315N97O186P26	
1404.674888	6	138627919.33	c26+2DEPC+H2O-CO-2Eth	2.97	0.47	C248H305N99O185P26	
1407.174665	3	36048143.06	c13+2DEPC+H2O-CO-Eth	0.02	0.16	C125H157N46O95P13	
1406.915735	4	29920608.04	c18-G	0.51	0.17	C165H207N61O127P18	
1407.845403	3	55228216.11	a14-A	1.87	0.07	C126H159N44O96P13	
1408.012705	6	55944709.69	c26+DEPC+H2O-CO	-1.27	0.1	C249H313N99O185P26	
1408.678512	6	121269144.52	w26+2DEPC+H2O-CO-Eth	0.06	0.29	C249H313N97O187P26	
1409.680129	6	150987759.55	c26+DEPC	1.12	0.15	C250H311N99O185P26	
1413.01395	6	127492231.39	RNA-G	-0.3	0.09	C251H315N97O187P26	
1412.34356	6	163196769.03	c26+2DEPC+H2O-CO-Eth	-0.57	0.14	C250H311N99O186P26	
1413.430189	4	27508994.8	y18+2DEPC+H2O-CO-Eth-G	0.07	0.38	C168H212N61O128P17	
1414.178904	1	19520569.46	a05-G	-4.93	0.05	C43H53N15O32P4	
1415.67905	6	278665526.06	RNA-A	-0.81	0.02	C251H315N97O188P26	
1416.346696	6	89391943.35	w26+2DEPC+H2O-CO	-3.8	0.19	C251H319N97O188P26	
1417.00742	6	75758494.5	RNA+2DEPC+H2O-CO-2Eth-G-H2O	-0.63	0.11	C252H311N97O188P26	
1419.673059	6	274584281.44	RNA+2DEPC+H2O-CO-2Eth-A-H2O	-0.75	0.25	C252H311N97O189P26	
1424.679485	2	78091551.05	c09+2DEPC+H2O-CO-Eth-G	3.64	0.4	C84H106N31O64P9	
1424.937917	4	87101139.95	y18+2DEPC+H2O-CO-G	-1.85	0.41	C170H218N61O129P17	
1427.349035	6	1516771528.02	RNA+2DEPC+H2O-CO-Eth-A-H2O	0.88	0.3	C254H317N97O190P26	
1431.685976	6	152747758.14	RNA+DEPC-C	0.27	0.37	C255H319N99O189P26	
1431.853027	3	102639536.08	a14+2DEPC+H2O-CO-Eth-G	2.24	0.28	C129H163N44O98P13	
1432.357103	6	215398773.29	RNA+2DEPC+H2O-CO-G-H2O	1.05	0.08	C256H323N97O190P26	
1431.348953	6	115733313.42	RNA+2DEPC+H2O-CO-Eth-C-H2O	-0.48	0.09	C255H317N99O189P26	
1430.350606	6	694919304.52	RNA+2DEPC+H2O-CO-Eth-A	0.75	0.04	C254H319N97O191P26	
1430.018332	6	579047716.31	RNA+DEPC+H2O-CO-C	-2.24	0.25	C254H321N99O189P26	
1429.190781	4	30391678.0	y18	1.65	0.37	C170H213N66O126P17	
1428.687687	6	154937912.33	RNA+DEPC-C-H2O	2.7	0.25	C255H317N99O188P26	
1427.686003	6	1948630602.68	RNA+2DEPC+H2O-CO-Eth-G	1.6	0.02	C254H319N97O190P26	
1426.674686	6	64181561.33	RNA+2DEPC+H2O-CO-2Eth-C	-2.16	0.15	C253H313N99O189P26	
1426.019754	6	34452876.35	RNA+DEPC+H2O-CO-A	0.07	0.41	C253H321N97O190P26	
1426.204497	3	106590631.67	y13+2DEPC+H2O-CO-Eth	2.55	0.13	C128H159N53O92P12	
1425.016878	6	169041422.34	RNA+DEPC-G	-0.72	0.06	C254H319N97O189P26	
1424.432907	4	70997268.54	a18+2DEPC+H2O-CO-A	-2.62	0.58	C170H216N61O129P17	
1424.682452	6	228175094.0	RNA+2DEPC+H2O-CO-Eth-G-H2O	0.35	0.07	C254H317N97O189P26	
1423.352329	6	42868319.29	RNA+DEPC+H2O-CO-G	-1.06	0.16	C253H321N97O189P26	
1423.516661	3	47600927.77	w13	-0.67	0.4	C125H156N53O92P13	
1423.014013	6	87080333.41	RNA+DEPC+H2O-CO-A-H2O	-2.73	0.12	C253H319N97O189P26	
1422.013935	6	58847312.51	RNA+DEPC-G-H2O	-1.55	0.08	C254H317N97O188P26	
1422.677938	6	133761387.77	RNA+2DEPC+H2O-CO-2Eth-A	1.44	0.08	C252H313N97O190P26	
1435.186688	6	1401989852.42	RNA-H2O	-0.58	0.15	C256H318N102O187P26	
1435.019188	6	1177865125.01	RNA+2DEPC+H2O-CO-A-H2O	-1.55	0.23	C256H323N97O191P26	
1435.356294	6	1459783439.08	RNA+2DEPC+H2O-CO-G	-0.74	0.03	C256H325N97O191P26	
1434.34861	6	864763388.53	RNA+2DEPC+H2O-CO-Eth-C	-1.95	0.46	C255H319N99O190P26	
1438.187415	6	638589705.16	RNA	-1.29	0.12	C256H320N102O188P26	
1439.018553	6	87340824.47	RNA+2DEPC+H2O-CO-C-H2O	-3.29	0.29	C257H323N99O190P26	
1437.515377	3	280061090.18	w13+2DEPC+H2O-CO-2Eth	4.43	0.47	C126H154N53O94P13	
1438.021349	6	670422808.94	RNA+2DEPC+H2O-CO-A	-1.27	0.04	C256H325N97O192P26	
1442.02111	6	193710154.86	RNA+2DEPC+H2O-CO-C	-2.73	0.11	C257H325N99O191P26	
1446.192933	2	29030335.86	y09+2DEPC+H2O-CO-2Eth	-5.01	0.43	C87H106N36O62P8	
1447.52274	3	64872111.53	w13+DEPC	-1.33	0.17	C128H160N53O94P13	
1445.521365	6	682895833.73	RNA+DEPC+H2O-CO-H2O	-3.88	0.24	C258H324N102O189P26	
1448.52941	6	68703450.64	RNA+DEPC+H2O-CO	0.46	0.11	C258H326N102O190P26	
1448.195067	3	42303884.56	y14-G	1.57	0.14	C129H162N51O95P13	
1447.186796	6	94762268.2	RNA+DEPC-H2O	-2.93	0.11	C259H322N102O189P26	
1445.384309	5	20956540.25	y23+2DEPC+H2O-CO-Eth-G	-0.61	0.53	C215H271N79O162P22	
1445.185544	6	832707645.02	RNA+2DEPC+H2O-CO-2Eth	0.4	0.03	C257H318N102O190P26	
1444.676958	4	91802955.82	c18	-0.28	0.06	C170H212N66O128P18	
1449.181583	4	44421621.97	w18	1.09	0.17	C170H214N66O129P18	
1450.195869	6	512451266.9	RNA+DEPC	2.12	0.2	C259H324N102O190P26	
1449.860764	6	583315069.8	RNA+2DEPC+H2O-CO-Eth-H2O	2.69	0.05	C259H322N102O190P26	
1451.197644	4	95457425.69	y18+2DEPC+H2O-CO-Eth	3.59	0.35	C173H217N66O129P17	
1452.859442	3	6274695039.02	w13+2DEPC+H2O-CO-Eth	2.16	0.17	C128H160N53O95P13	
1452.525575	3	4847404507.18	a14+2DEPC+H2O-CO-A	-2.18	0.42	C131H169N44O100P13	
1452.860271	6	11495508515.28	RNA+2DEPC+H2O-CO-Eth	1.14	0.02	C259H324N102O191P26	
1456.18893	2	172706023.68	c09	-1.41	0.23	C86H107N36O62P9	
1457.529641	6	572079576.97	RNA+2DEPC+H2O-CO-H2O	-0.59	0.09	C261H328N102O191P26	
1457.995865	5	79969372.69	y23	2.74	0.16	C217H272N84O160P22	
1465.203331	2	10634896.29	w09	4.83	0.29	C86H109N36O63P9	
1464.693385	4	13463514.2	w18+DEPC+H2O-CO	2.85	0.35	C172H220N66O131P18	
1473.687332	4	43043325.14	y19-G	-1.27	0.26	C175H220N66O131P18	
1473.186007	4	54094073.48	a19-G	0.49	0.1	C175H218N66O131P18	
1492.197017	2	15139669.07	c09+DEPC	-3.03	0.33	C89H111N36O64P9	
1491.590248	5	27947720.22	w23+2DEPC+H2O-CO-Eth	1.28	0.19	C220H277N84O166P23	
1500.190887	2	15362052.11	c09+2DEPC+H2O-CO-Eth	-5.41	0.18	C89H111N36O65P9	
1500.192131	3	18497474.71	c14+DEPC+H2O-CO	-2.12	0.38	C133H171N49O101P14	
1501.20467	2	12638242.84	a10-A	2.31	0.48	C90H113N34O66P9	
1503.989209	5	43661657.56	c23+2DEPC+H2O-CO-Eth	0.34	0.1	C222H275N88O165P23	
1504.387667	5	41236275.21	a24-A	-1.27	0.21	C223H277N86O166P23	
1510.697794	4	17888487.74	a19+2DEPC+H2O-CO-A	-0.47	0.42	C180H228N66O136P18	
1511.450655	4	24838792.11	y19	-0.6	0.19	C180H225N71O132P18	
1514.392307	5	48595325.1	y24+2DEPC+H2O-CO-Eth-G	-1.57	0.18	C225H283N84O169P23	
1517.524584	3	66243646.57	a15-G	-1.56	0.1	C136H171N49O102P14	
1518.799403	5	19445876.92	a24+2DEPC+H2O-CO-Eth-G	3.69	0.32	C226H281N86O168P23	
1531.44016	4	143029874.05	w19	-1.95	0.2	C180H226N71O135P19	
1535.392085	5	67585790.2	y24+2DEPC+H2O-CO-2Eth	-2.67	0.13	C228H282N89O169P23	
1543.999357	5	29531478.49	c24+2DEPC+H2O-CO-G	2.54	0.19	C228H288N86O172P24	
1544.964229	4	51896486.54	y19+2DEPC+H2O-CO	-1.17	0.2	C185H235N71O136P18	
1544.603603	5	206264946.29	y24+2DEPC+H2O-CO-Eth	-0.62	0.04	C230H288N89O170P23	
1544.183108	3	51844511.66	c15-G	0.47	0.21	C136H172N49O105P15	
1549.443804	4	17456700.96	w19+DEPC	-2.98	0.39	C183H230N71O137P19	
1553.449506	4	26654999.75	w19+2DEPC+H2O-CO-Eth	1.52	0.34	C183H230N71O138P19	
1574.201306	5	144296634.57	c24+2DEPC+H2O-CO	-2.55	0.08	C233H293N91O173P24	
1573.392409	5	50846812.67	a25-A	-4.23	0.29	C233H289N91O173P24	
1575.405118	5	40382108.27	y25+2DEPC+H2O-CO-Eth-G	1.38	0.14	C234H295N87O176P24	
1577.198066	2	52766415.56	c10+2DEPC+H2O-CO-Eth-G	1.98	0.24	C93H118N34O71P10	
1587.712469	4	32142709.91	y20	0.37	0.15	C189H237N74O139P19	
1588.00704	5	26635002.3	y25	-1.62	0.3	C236H296N92O174P24	
1587.804769	5	30603363.81	a25+2DEPC+H2O-CO-Eth-G	0.93	0.25	C236H293N91O175P24	
1588.867361	3	27313010.97	c15+2DEPC+H2O-CO-G	-0.63	0.29	C141H182N49O109P15	
1588.96821	4	20842588.93	a20+2DEPC+H2O-CO-G	3.34	0.24	C190H240N71O141P19	
1598.197573	4	13778334.12	y20+2DEPC+H2O-CO-2Eth	-4.91	0.3	C190H235N74O141P19	
1597.444061	4	36863683.31	c20+2DEPC+H2O-CO-Eth-G	0.03	0.13	C188H235N71O143P20	
1603.995551	5	25395996.22	w25	-4.57	0.36	C236H297N92O177P25	
1603.795039	5	27143224.57	c25+2DEPC+H2O-CO-Eth-G	-0.94	0.31	C236H294N91O178P25	
1608.959416	4	78008861.86	c20+2DEPC+H2O-CO-G	3.07	0.32	C190H241N71O144P20	
1609.714518	4	79910642.34	y20+2DEPC+H2O-CO-Eth	-0.85	0.06	C192H241N74O142P19	
1607.7013	4	103899805.1	w20	-1.34	0.04	C189H238N74O142P20	
1608.712276	2	88528383.86	c10	0.41	0.21	C95H119N39O69P10	
1613.205014	4	100290857.18	c20	1.65	0.07	C190H236N76O141P20	
1612.393016	5	31666539.91	w25+2DEPC+H2O-CO-2Eth	-2.91	0.26	C237H295N92O179P25	
1622.235778	2	32619025.22	y10+2DEPC+H2O-CO-Eth	1.24	0.18	C98H123N38O71P9	
1621.230131	4	34980237.09	y20+2DEPC+H2O-CO	2.33	0.16	C194H247N74O143P19	
1623.869926	3	40224331.99	c15+2DEPC+H2O-CO-Eth	-0.58	0.21	C144H181N54O109P15	
1623.695576	4	13795424.03	c20+2DEPC+H2O-CO-2Eth	-0.2	0.36	C191H234N76O143P20	
1629.692998	2	19801699.67	c10+2DEPC+H2O-CO-2Eth	-3.5	0.33	C96H117N39O71P10	
1629.700367	4	26024193.13	w20+2DEPC+H2O-CO-Eth	-4.36	0.3	C192H242N74O145P20	
1632.540497	3	53162631.18	a16-G	-1.38	0.09	C146H183N54O109P15	
1634.00118	5	57760407.88	c25+2DEPC+H2O-CO-Eth	-3.22	0.14	C241H299N96O179P25	
1634.400245	5	48232018.93	a26-A	-4.33	0.14	C242H301N94O180P25	
1635.202302	4	68445754.41	c20+2DEPC+H2O-CO-Eth	-2.49	0.14	C193H240N76O144P20	
1643.216701	5	37917963.81	c25+2DEPC+H2O-CO	1.15	0.25	C243H305N96O180P25	
1644.415391	5	45234319.69	y26+2DEPC+H2O-CO-Eth-G	1.8	0.13	C244H307N92O183P25	
1653.72534	2	23578091.99	a11-A	2.11	0.39	C99H125N37O73P10	
1654.221698	2	34799892.86	w10+DEPC	1.34	0.18	C98H124N38O73P10	
1657.708077	4	21629977.45	c21-G	2.98	0.36	C195H243N76O146P21	
1658.016244	5	18674002.31	a26+2DEPC+H2O-CO-G	-2.22	0.32	C247H311N94O183P25	
1657.010719	5	34128825.13	y26	-5.06	0.27	C246H308N97O181P25	
1659.195206	3	69419632.09	c16-G	-1.81	0.08	C146H184N54O112P16	
1674.013563	5	25661809.38	c26+2DEPC+H2O-CO-G	0.23	0.28	C247H312N94O186P26	
1675.224757	4	30171696.68	a21+2DEPC+H2O-CO-A	-0.0	0.35	C200H252N76O148P20	
1675.224746	2	32829666.02	y11-G	-0.01	0.22	C100H126N38O74P10	
1674.618866	5	122426215.69	y26+2DEPC+H2O-CO-Eth	-2.06	0.1	C249H312N97O184P25	
1673.005542	5	20740509.31	w26	-4.08	0.38	C246H309N97O184P26	
1683.829807	5	108037609.13	y26+2DEPC+H2O-CO	-0.52	0.11	C251H318N97O185P25	
1685.422461	5	81703992.52	w26+DEPC+H2O-CO	1.62	0.14	C248H315N97O186P26	
1691.223578	4	70678919.98	c21+2DEPC+H2O-CO-G	3.53	0.5	C200H253N76O150P21	
1691.979608	4	146410825.85	y21+2DEPC+H2O-CO-Eth	0.35	0.12	C202H253N79O148P20	
1689.818958	5	29163306.89	c26+DEPC+H2O-CO	0.07	0.16	C249H313N99O185P26	
1690.621761	5	42423736.23	w26+2DEPC+H2O-CO-Eth	3.66	0.2	C249H313N97O187P26	
1716.551258	3	16196764.75	y16+2DEPC+H2O-CO-2Eth	0.23	0.36	C153H187N60O114P15	
1717.466441	4	128114767.4	c21+2DEPC+H2O-CO-Eth	-1.78	0.07	C203H252N81O150P21	
1727.966957	4	46420232.6	a22-A	-3.0	0.3	C205H254N81O151P21	
1728.982364	4	108142221.65	c21+2DEPC+H2O-CO	1.39	0.12	C205H258N81O151P21	
1730.48303	4	34904372.06	y22+2DEPC+H2O-CO-Eth-G	3.49	0.26	C206H260N77O154P21	
1746.230677	4	17730166.36	y22	-2.66	0.39	C208H261N82O152P21	
1761.480785	4	27973227.09	a22+2DEPC+H2O-CO-A	-3.31	0.39	C210H264N81O155P21	
1766.221405	4	23637400.87	w22	-3.12	0.19	C208H262N82O155P22	
1765.970766	4	22749793.0	c22+2DEPC+H2O-CO-Eth-G	1.0	0.23	C208H259N81O156P22	
1776.720206	4	8643040.23	w22+2DEPC+H2O-CO-2Eth	-0.14	0.54	C209H260N82O157P22	
1777.477086	4	21573760.29	c22+2DEPC+H2O-CO-G	-1.34	0.2	C210H265N81O157P22	
1776.893705	3	10821410.28	a17+2DEPC+H2O-CO-Eth-G	-2.0	0.38	C159H199N59O119P16	
1804.478754	4	21293705.35	a23-A	0.16	0.32	C214H265N83O159P22	
1803.728495	4	34718054.14	c22+2DEPC+H2O-CO-Eth	-1.59	0.26	C213H264N86O157P22	
1929.923854	3	8365004.79	y18+DEPC	-1.82	0.57	C173H217N66O128P17	
1930.249476	4	12540113.2	c24+2DEPC+H2O-CO-G	1.74	0.42	C228H288N86O172P24	
2042.252337	3	8778022.71	w19	-3.72	0.57	C180H226N71O135P19	
2041.581337	3	16595042.46	c19	-3.29	0.22	C180H224N71O135P19	

 
 
peak list: 
m/z 	z 	I 	fragment 	error_/ppm	used?
344.03917	1	3200171.527060299	c01	-2.87	1	
345.0426819360425	1	420225.2885620322	c01	0.0	1	
346.0446622502489	1	71557.49594519634	c01	0.0	1	
347.0469996332418	1	6977.618940317104	c01	0.0	1	
689.08735	1	22548545.77454952	c02	-0.35	1	
690.09001	1	5921850.797459279	c02	-0.15	1	
691.092248195587	1	1397203.4429866895	c02	0.0	1	
692.0945412758635	1	230744.86112054763	c02	0.0	1	
538.03732	1	5382327.212524151	c02-G	-1.6	1	
539.0409832593043	1	1016733.970596753	c02-G	0.0	1	
540.0429400984978	1	234658.11041551223	c02-G	0.0	1	
541.0454245348401	1	32214.137558788316	c02-G	0.0	1	
994.12895	1	151149838.0301387	c03	0.07	1	
995.13314	1	56791829.717423245	c03	1.66	1	
996.13534	1	16910154.31063605	c03	1.64	1	
997.1360308731258	1	3680600.8415676174	c03	0.0	1	
998.138260146933	1	687976.6939229997	c03	0.0	1	
977.13332	1	3517207.5700082607	c03+2DEPC+H2O-CO-G	-4.15	1	
978.1402796516504	1	1263309.8342045024	c03+2DEPC+H2O-CO-G	0.0	1	
979.1424873622054	1	393873.9820788068	c03+2DEPC+H2O-CO-G	0.0	1	
980.1449566221439	1	87123.27956148393	c03+2DEPC+H2O-CO-G	0.0	1	
981.1472167121207	1	16989.789758724575	c03+2DEPC+H2O-CO-G	0.0	1	
1056.16454	1	4763365.618960293	c03+DEPC+H2O-CO	-1.06	1	
1057.168315894433	1	1900511.7969413712	c03+DEPC+H2O-CO	0.0	1	
1058.1705558837846	1	594800.8404731357	c03+DEPC+H2O-CO	0.0	1	
1059.1729050805536	1	136448.5748432772	c03+DEPC+H2O-CO	0.0	1	
1060.1751521788954	1	26837.56808899996	c03+DEPC+H2O-CO	0.0	1	
843.08013	1	8358869.781728109	c03-G	0.78	1	
844.0822693604728	1	2524441.8700348274	c03-G	0.0	1	
845.0844048900299	1	711939.922538337	c03-G	0.0	1	
846.0868362943241	1	138217.58528864547	c03-G	0.0	1	
1339.17416	1	13493212.066345075	c04	-1.61	1	
1340.17758	1	6841670.514184267	c04	-0.98	1	
1341.18058	1	2477028.7077102917	c04	-0.45	1	
1342.18350371429	1	669580.9745496983	c04	0.0	1	
1343.1857632972833	1	152208.2009754312	c04	0.0	1	
669.08434	2	18038062.099216484	c04	-0.27	1	
669.58643	2	9146115.61653626	c04	0.92	0	
670.08718	2	3311353.696327323	c04	0.34	1	
670.5881136221451	2	895112.5306557877	c04	0.0	1	
671.0892434136417	2	203475.71561947142	c04	0.0	1	
1401.20999	1	2899672.291349774	c04+DEPC+H2O-CO	-2.22	1	
1402.2157176938813	1	1537691.6946808002	c04+DEPC+H2O-CO	0.0	1	
1403.2180210894073	1	578839.7172664835	c04+DEPC+H2O-CO	0.0	1	
