spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1203_0x_2_134.csv
limit_error:	6.5	2020-03-13
noise_limit:	2390000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1460.524063	6	66908356799.93	RNA+2DEPC+H2O-CO	-5.61	0.04	C261H330N102O192P26	417.6
1445.185736	6	2531446077.346412	RNA+2DEPC+H2O-CO-2Eth	0.53	0.04	C257H318N102O190P26	15.8
1422.676175	6	298581583.1049778	RNA+2DEPC+H2O-CO-2Eth-A	0.2	0.05	C252H313N97O190P26	2.1
1426.678785	6	157709693.41375118	RNA+2DEPC+H2O-CO-2Eth-C	0.72	0.13	C253H313N99O189P26	2.4
1423.678372	6	41578819.92177204	RNA+2DEPC+H2O-CO-2Eth-C-H2O	1.66	0.47	C253H311N99O188P26	19.1
1420.007038	6	1093119592.34	RNA+2DEPC+H2O-CO-2Eth-G	-2.14	0.03	C252H313N97O189P26	6.2
1417.008078	6	244915132.93511486	RNA+2DEPC+H2O-CO-2Eth-G-H2O	-0.16	0.16	C252H311N97O188P26	5.1
1442.186481	6	498577565.01	RNA+2DEPC+H2O-CO-2Eth-H2O	2.27	0.08	C257H316N102O189P26	4.6
1438.018583	6	1660455556.5874376	RNA+2DEPC+H2O-CO-A	-3.2	0.03	C256H325N97O192P26	9.4
1439.016734	6	160285251.86974093	RNA+2DEPC+H2O-CO-C-H2O	-4.56	0.23	C257H323N99O190P26	6.7
1452.859776	6	31534182809.47	RNA+2DEPC+H2O-CO-Eth	0.8	0.03	C259H324N102O191P26	178.1
1430.350621	6	1768928272.0886598	RNA+2DEPC+H2O-CO-Eth-A	0.76	0.04	C254H319N97O191P26	11.0
1431.352277	6	142557205.09942555	RNA+2DEPC+H2O-CO-Eth-C-H2O	1.84	0.42	C255H317N99O189P26	39.8
1427.687521	6	5756437312.159474	RNA+2DEPC+H2O-CO-Eth-G	2.67	0.02	C254H319N97O190P26	29.4
1424.683165	6	542656635.048807	RNA+2DEPC+H2O-CO-Eth-G-H2O	0.85	0.05	C254H317N97O189P26	3.7
1449.862111	6	1386378243.8182209	RNA+2DEPC+H2O-CO-Eth-H2O	3.62	0.04	C259H322N102O190P26	8.7
1435.353317	6	3676476891.52	RNA+2DEPC+H2O-CO-G	-2.82	0.04	C256H325N97O191P26	22.9
1432.356493	6	535404421.4427034	RNA+2DEPC+H2O-CO-G-H2O	0.62	0.06	C256H323N97O190P26	4.1
1457.528478	6	1087496531.3972669	RNA+2DEPC+H2O-CO-H2O	-1.39	0.06	C261H328N102O191P26	8.3
1450.197087	6	286803455.16598827	RNA+DEPC	2.96	0.2	C259H324N102O190P26	8.9
1448.530176	6	79905087.60727328	RNA+DEPC+H2O-CO	0.99	0.1	C258H326N102O190P26	0.9
1426.025887	6	40739248.03185775	RNA+DEPC+H2O-CO-A	4.37	0.44	C253H321N97O190P26	13.9
1423.01113	6	56835666.08071054	RNA+DEPC+H2O-CO-A-H2O	-4.76	0.12	C253H319N97O189P26	0.8
1430.01871	6	240974657.58864555	RNA+DEPC+H2O-CO-C	-1.97	0.25	C254H321N99O189P26	12.3
1445.520173	6	398885306.02979606	RNA+DEPC+H2O-CO-H2O	-4.71	0.23	C258H324N102O189P26	16.6
1428.690063	6	141377426.28741238	RNA+DEPC-C-H2O	4.36	0.23	C255H317N99O188P26	5.9
1425.018355	6	137577471.18524122	RNA+DEPC-G	0.32	0.21	C254H319N97O189P26	4.7
1422.010186	6	122803950.15568262	RNA+DEPC-G-H2O	-4.18	0.1	C254H317N97O188P26	1.4
1447.189777	6	231607604.4125109	RNA+DEPC-H2O	-0.87	0.1	C259H322N102O189P26	2.6
1415.676164	6	765420046.5175917	RNA-A	-2.85	0.05	C251H315N97O188P26	5.3
1413.011349	6	380055495.561522	RNA-G	-2.14	0.08	C251H315N97O187P26	3.5
458.07184	1	5263102.93	a02-G	-0.03	0.16	C15H18N5O10P1	0.1
763.11299	1	4602446.57	a03-G	-0.2	0.23	C24H30N8O17P2	0.2
1108.159756	1	86208553.1	a04-G	-0.74	0.04	C34H42N13O24P3	0.5
926.14473	2	3898613.539055557	a06+2DEPC+H2O-CO-G	6.3	0.46	C57H75N18O43P5	1.6
859.1102	2	8791896.95	a06-G	0.3	0.43	C52H65N18O39P5	2.7
1067.643965	2	14288438.55	a07+2DEPC+H2O-CO-Eth-G	-0.24	0.2	C65H81N23O48P6	0.4
1090.661457	2	8699336.9382171	a07+2DEPC+H2O-CO-G	-3.39	0.22	C67H87N23O49P6	0.3
1031.632333	2	97101444.99	a07-A	-1.29	0.06	C62H77N23O46P6	0.7
1184.158376	2	25670196.04	a08-A	3.44	0.08	C71H89N26O53P7	0.2
1176.158671	2	14589215.518965347	a08-G	1.55	0.13	C71H89N26O52P7	0.2
1348.684087	2	101664868.04	a09-A	2.61	0.05	C81H101N31O59P8	0.7
898.784801	3	36114117.1	a09-A	0.2	0.11	C81H101N31O59P8	0.5
1102.145984	3	35103699.63	a11-A	0.46	0.14	C99H125N37O73P10	0.6
1198.817154	3	11246027.14	a12-G	-4.27	0.5	C108H136N39O80P11	7.0
1447.191107	3	20304445.848956622	a14+2DEPC+H2O-CO-G	-4.14	0.14	C131H169N44O99P13	0.3
1407.84565	3	59780036.47810498	a14-A	2.04	0.09	C126H159N44O96P13	0.6
2104.272024	2	9270579.23	a14-G	0.8	0.51	C126H159N44O95P13	6.4
1402.509153	3	516099583.79101217	a14-G	-1.41	0.11	C126H159N44O95P13	6.5
1517.525142	3	140931349.46	a15-G	-1.19	0.08	C136H171N49O102P14	1.3
1661.873539	3	17435549.40856677	a16+2DEPC+H2O-CO-Eth-G	-4.75	0.22	C149H187N54O112P15	0.7
1637.870948	3	9379502.044891132	a16-A	-2.1	0.56	C146H183N54O110P15	10.6
1632.535757	3	135557063.64	a16-G	-4.29	0.02	C146H183N54O109P15	0.7
1752.897441	3	7798743.721040132	a17-A	4.13	0.59	C156H195N59O117P16	11.9
1747.548032	3	117135817.73	a17-G	-6.03	0.08	C156H195N59O116P16	1.1
1408.928593	4	24353071.01662124	a18+2DEPC+H2O-CO-Eth-G	0.82	0.48	C168H210N61O127P17	12.4
1510.693239	4	13121980.00282495	a19+2DEPC+H2O-CO-A	-3.48	0.34	C180H228N66O136P18	1.6
1964.576211	3	49568657.22	a19-G	-3.36	0.07	C175H218N66O131P18	0.4
1473.188061	4	118179635.49262626	a19-G	1.88	0.06	C175H218N66O131P18	0.9
1592.967583	4	33287579.55	a20+2DEPC+H2O-CO-A	3.74	0.11	C190H240N71O142P19	0.4
1577.451837	4	192451813.22	a20+2DEPC+H2O-CO-Eth-G	-0.38	0.06	C188H234N71O140P19	1.5
1588.967781	4	35276229.779165104	a20+2DEPC+H2O-CO-G	3.07	0.27	C190H240N71O141P19	2.2
2079.597387	3	12946818.52	a20-A	-0.6	0.45	C185H230N71O138P19	4.9
1559.447974	4	107059439.64082368	a20-A	0.53	0.08	C185H230N71O138P19	1.0
1675.22595	4	51975323.76684185	a21+2DEPC+H2O-CO-A	0.71	0.09	C200H252N76O148P20	0.5
1659.716494	4	362910784.88	a21+2DEPC+H2O-CO-Eth-G	0.56	0.02	C198H246N76O146P20	1.9
1671.220061	4	73715978.82470405	a21+2DEPC+H2O-CO-G	-3.57	0.08	C200H252N76O147P20	0.7
