spectrum:	/users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1311_1_6.csv
limit_error:	6
noise_limit:	1600000.0
shape_limit:	0.7
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1537.95999	4	6435829.049206234	c19+CMCT-G	-0.28	1	
1538.47122	4	1913797.4387332809	w19+CMCT-G	1.48	1	
1538.47122	4	2135779.988435342	c19+CMCT-G	6.21	1	
1566.7063	2	7244209.803362087	a10	5.49	1	
1566.7063	2	7259197.932803454	y10	-3.73	1	
1567.20849	2	5159273.890328488	a10	6.08	1	
1567.20849	2	8657955.902816875	y10	-3.2	1	
1567.71133	2	2720485.0130469687	a10	7.11	1	
1567.71133	2	6163767.717544872	y10	-2.19	1	
1570.19327	3	13481624.61498739	y15	-4.98	1	
1570.19327	4	2533102.9819490635	y20	-2.17	0	
1574.96929	4	22055018.316963997	w19+CMCT	-5.54	1	
1574.96929	4	57305332.84790559	c19+CMCT	-0.96	1	
1575.2207	4	53351220.39919375	w19+CMCT	-5.08	1	
1575.2207	4	75743043.5975976	c19+CMCT	-0.49	1	
1575.4708	4	70558775.80439833	w19+CMCT	-5.44	1	
1575.4708	4	71506602.90521511	c19+CMCT	-0.83	1	
1575.72213	4	53603746.41938445	c19+CMCT	-0.39	1	
1575.72213	4	66618394.23264642	w19+CMCT	-5.01	1	
1575.97292	4	33759496.03489908	c19+CMCT	-0.29	1	
1575.97292	4	49926243.38184219	w19+CMCT	-4.91	1	
1576.22443	4	18496803.7426907	c19+CMCT	0.27	1	
1576.22443	4	31426759.172526617	w19+CMCT	-4.35	1	
1576.47387	4	9026946.752002517	c19+CMCT	-0.47	1	
1576.47387	4	17205939.740400296	w19+CMCT	-5.09	1	
1576.73123	4	3991107.874222529	c19+CMCT	3.81	1	
1576.73123	4	8389293.045415355	w19+CMCT	-0.81	1	
1832.75375	4	826843.1946380733	y23+CMCT-G	-2.82	1	
1832.75375	4	2694546.823152266	a23+CMCT-G	-1.43	1	
1833.25676	3	3577792.8909353823	c17+CMCT-G	-0.14	1	
1833.25676	4	2476967.6060160417	a23+CMCT-G	-0.5	1	
1833.25676	4	3528060.684979713	y23+CMCT-G	-1.92	1	
1833.75756	4	1094801.5267901323	a23+CMCT-G	-0.75	1	
1833.75756	4	3243563.430243804	y23+CMCT-G	-2.2	1	
1856.62718	3	5198174.103017746	y17+CMCT	0.23	1	
1856.62718	3	10177643.69103986	a17+CMCT	5.41	1	
1856.96122	3	11314943.119763399	y17+CMCT	0.11	1	
1856.96122	3	12181185.940526849	a17+CMCT	5.31	1	
1857.29141	3	10450010.948433945	a17+CMCT	3.15	1	
1857.29141	3	13550074.799089435	y17+CMCT	-2.06	1	
1857.62524	3	7135856.425019942	a17+CMCT	2.97	1	
1857.62524	3	11624151.826773573	y17+CMCT	-2.25	1	
1857.96093	3	4101141.203237375	a17+CMCT	3.79	1	
1857.96093	3	7934246.68103817	y17+CMCT	-1.44	1	
1858.29024	3	2053356.7480278143	a17+CMCT	1.18	1	
1858.29024	3	4556666.305647455	y17+CMCT	-4.05	1	
1870.52753	4	4241796.830617161	y23+CMCT	3.35	1	
1870.52753	4	14944460.27062579	a23+CMCT	4.71	1	
1870.77714	4	12223142.262795929	y23+CMCT	2.77	1	
1870.77714	4	16446967.001659125	a23+CMCT	4.15	1	
1871.02576	4	14286143.594750518	a23+CMCT	3.07	1	
1871.02576	4	18996261.467320353	y23+CMCT	1.67	1	
1871.28079	4	10378097.249146413	a23+CMCT	5.42	1	
1871.28079	4	20907416.543662466	y23+CMCT	4.01	1	
1871.52987	4	6535189.3753157705	a23+CMCT	4.6	1	
1871.52987	4	18161593.152619258	y23+CMCT	3.18	1	
1871.77831	4	3654862.64627548	a23+CMCT	3.43	1	
1871.77831	4	13194085.975791616	y23+CMCT	2.01	1	
1872.02687	4	1847289.242800161	a23+CMCT	2.33	1	
1872.02687	4	8308851.571851547	y23+CMCT	0.9	1	
1883.28067	3	6140105.813824578	w17+CMCT	-0.81	1	
1883.28067	3	14972884.567508386	c17+CMCT	4.29	1	
1883.61436	3	13373005.644756332	w17+CMCT	-1.12	1	
1883.61436	3	17971287.65298853	c17+CMCT	4.01	1	
1883.94441	3	15479435.61544245	c17+CMCT	1.81	1	
1883.94441	3	16060076.453842727	w17+CMCT	-3.33	1	
1884.27726	3	10621690.84924183	c17+CMCT	1.11	1	
1884.27726	3	13833022.159129372	w17+CMCT	-4.04	1	
1884.60858	3	6138044.126375805	c17+CMCT	-0.4	1	
1884.60858	3	9487994.420143927	w17+CMCT	-5.55	1	
1884.94152	3	3091574.443094618	c17+CMCT	-1.05	1	
1884.94152	3	5478980.945547087	w17+CMCT	-6.2	1	
1890.50646	4	1823880.4135574182	w23+CMCT	-3.38	0	
1890.50646	4	12215713.590708207	c23+CMCT	-2.03	1	
1890.76015	4	5257986.239369659	w23+CMCT	-1.79	1	
1890.76015	4	13478226.484745996	c23+CMCT	-0.42	1	
1891.01173	4	8185840.3951817835	w23+CMCT	-1.31	1	
1891.01173	4	11744173.907744413	c23+CMCT	0.07	1	
1891.25877	4	8562089.704051806	c23+CMCT	-1.83	1	
1891.25877	4	9032411.352642056	w23+CMCT	-3.22	1	
1891.51796	4	5412910.938981254	c23+CMCT	2.7	1	
1891.51796	4	7870778.367788087	w23+CMCT	1.3	1	
1935.61343	3	1944825.4013494637	w18+CMCT-G	2.12	1	
1935.61343	3	2132412.8246050444	c18+CMCT-G	7.11	1	
1958.96492	3	6674652.348232173	y18+CMCT	-2.31	1	
1958.96492	3	6930863.412736531	a18+CMCT	2.61	1	
1959.3055	3	6216116.693481181	a18+CMCT	5.87	1	
1959.3055	3	8370669.7810433535	y18+CMCT	0.93	1	
1959.638	3	4432507.819348676	a18+CMCT	5.01	1	
1959.638	3	7507720.550315019	y18+CMCT	0.07	1	
1959.96891	3	2657906.240770505	a18+CMCT	3.35	1	
1959.96891	3	5351658.160652739	y18+CMCT	-1.6	1	
1985.6166	3	10202783.71803906	w18+CMCT	-4.18	1	
1985.6166	3	14973986.20025193	c18+CMCT	0.68	1	
1985.951	3	12828563.697493711	w18+CMCT	-4.09	1	
1985.951	3	13479697.722894585	c18+CMCT	0.79	1	
1986.2815	3	9655122.0239683	c18+CMCT	-1.07	1	
1986.2815	3	11548819.992888426	w18+CMCT	-5.95	1	
1986.61542	3	5818980.645645549	c18+CMCT	-1.19	1	
1986.61542	3	8269288.879574084	w18+CMCT	-6.08	1	
2100.6277	3	3225372.3421413586	w19+CMCT	-6.19	1	
2100.6277	3	4293822.790955524	c19+CMCT	-1.59	1	
2100.96577	3	4053661.784300911	c19+CMCT	0.25	1	
2100.96577	3	4265662.945890145	w19+CMCT	-4.36	1	
2101.63643	3	1913803.388413349	c19+CMCT	1.35	1	
2101.63643	3	3018313.7957467483	w19+CMCT	-3.27	1	

 
 
peak list: 
m/z 	z 	Int 	fragment 	error	used?
344.03895	1	2373647.628955552	c01	-3.51	1	
345.04268193604247	1	311691.65508409817	c01	0.0	1	
346.0446622502488	1	53075.9926922853	c01	0.0	1	
347.0469996332419	1	5175.475287305426	c01	0.0	1	
689.08762	1	19856366.574149925	c02	0.04	1	
690.09121	1	5214812.582924658	c02	1.58	1	
691.0922481955869	1	1230384.611939009	c02	0.0	1	
692.0945412758637	1	203195.12368209223	c02	0.0	1	
538.03762	1	3059193.0884046652	c02-G	-1.05	1	
539.0409832593043	1	577888.5996299624	c02-G	0.0	1	
540.0429400984976	1	133374.36413208648	c02-G	0.0	1	
541.0454245348399	1	18309.7873981812	c02-G	0.0	1	
994.12947	1	52336860.64851292	c03	0.59	1	
995.13337	1	19664632.90091113	c03	1.89	1	
996.13372	1	5855278.452393303	c03	0.01	1	
997.13584	1	1274437.973989187	c03	-0.19	1	
998.138260146933	1	238217.5252618734	c03	0.0	1	
1300.15382	1	18684651.28106963	c04	-0.28	1	
1301.15636	1	9070429.533132816	c04	-0.4	1	
1302.15738	1	3269629.1680884883	c04	-1.37	1	
1303.1615386656783	1	874609.3602201011	c04	0.0	1	
1304.163819158258	1	198405.58792644105	c04	0.0	1	
649.57295	2	24183260.791630752	c04	-0.77	1	
650.07524	2	11739719.387436345	c04	0.68	1	
650.57353	2	4231831.4468045095	c04	-3.71	1	
651.0771310978392	2	1131993.6310737086	c04	0.0	1	
651.5782713441291	2	256793.3435398467	c04	0.0	1	
1149.09794	1	2847401.8672359474	c04-G	-5.95	1	
1150.1076229034934	1	1172342.9053343073	c04-G	0.0	1	
1151.1098680028515	1	399195.4305887052	c04-G	0.0	1	
1152.1123101762078	1	98092.94063546616	c04-G	0.0	1	
1153.1145844828811	1	20987.265647629923	c04-G	0.0	1	
822.09688	2	37327450.89171255	c05	-0.35	1	
822.59831	2	23022135.395726055	c05	-0.23	1	
823.0994	2	9746065.239475189	c05	-0.33	1	
823.59825	2	3091563.099163482	c05	-3.16	1	
824.1020039056405	2	819222.5353233513	c05	0.0	1	
824.6031511992343	2	187289.37609738042	c05	0.0	1	
746.57084	2	2426757.174811666	c05-G	-2.18	1	
747.0738510559744	2	1317819.1535852414	c05-G	0.0	1	
747.5750173589732	2	525688.3256063336	c05-G	0.0	1	
748.0762209477721	2	155910.37442931646	c05-G	0.0	1	
748.5773765155993	2	39161.29908161794	c05-G	0.0	1	
974.61842	2	61312142.821043596	c06	0.62	1	
975.12025	2	44749696.57128411	c06	1.12	1	
975.62167	2	21524454.93584965	c06	1.35	1	
976.1217	2	7763311.86044667	c06	0.16	1	
976.62067	2	2322364.325938797	c06	-2.08	1	
977.1238639410633	2	598700.145507504	c06	0.0	1	
899.09297	2	2993030.965036385	c06-G	-0.15	1	
899.5953	2	1963854.381798206	c06-G	0.89	0	
900.0956922000387	2	892671.8945414228	c06-G	0.0	1	
900.5969017612799	2	303861.29727170063	c06-G	0.0	1	
901.0980731687831	2	86604.63633002409	c06-G	0.0	1	
901.5992410639296	2	21307.322106099826	c06-G	0.0	1	
1127.62901	2	23995942.023714446	c07	-1.29	1	
1128.13081	2	20146583.80423499	c07	-0.9	1	
1128.63265	2	10870909.241258662	c07	-0.35	1	
1129.13087	2	4392991.255352904	c07	-2.99	1	
1129.6354317911514	2	1466025.2830112497	c07	0.0	1	
1130.1366026899454	2	421106.1268018346	c07	0.0	1	
1253.23277	2	13464624.971213866	c07+CMCT	1.93	1	
1253.73366	2	13550641.001399336	c07+CMCT	1.54	1	
1254.23567	2	8189062.455242789	c07+CMCT	2.13	0	
1254.73668	2	3666523.5905432138	c07+CMCT	1.95	0	
1255.2354472506431	2	1337699.8931062876	c07+CMCT	0.0	1	
1255.736645800526	2	417306.3870711582	c07+CMCT	0.0	1	
1256.2378323075493	2	114773.0570696934	c07+CMCT	0.0	1	
1280.64439	2	21216424.867961686	c08	0.99	1	
1281.14366	2	20140733.368601978	c08	-0.65	1	
1281.64225	2	12030486.194746504	c08	-2.72	1	
1282.1469511591117	2	5370177.547350819	c08	0.0	1	
1282.6481458023234	2	1972118.6519021331	c08	0.0	1	
1283.1493284138996	2	622472.1220241969	c08	0.0	1	
1283.650499442267	2	174008.2874015628	c08	0.0	1	
853.42582	3	7183148.769723681	c08	-0.58	1	
853.76032	3	6818956.776100099	c08	-0.29	1	
854.09457	3	4073107.163283978	c08	-0.18	1	
854.4288752827413	3	1818156.6631756814	c08	0.0	1	
854.7630050448823	3	667691.2701513455	c08	0.0	1	
855.0971267859331	3	210747.56399026472	c08	0.0	1	
855.4312408048447	3	58913.1968910436	c08	0.0	1	
1406.2441	2	26755749.620256778	c08+CMCT	0.78	1	
1406.74677	2	29862211.558350496	c08+CMCT	1.69	1	
1407.24705	2	19812564.240900002	c08+CMCT	0.98	1	
1407.74859	2	9712995.456691086	c08+CMCT	1.19	1	
1408.25136	2	3872110.253793678	c08+CMCT	2.28	1	
1408.749352750944	2	1318320.3475652349	c08+CMCT	0.0	1	
1409.2505481556489	2	395379.95383712056	c08+CMCT	0.0	1	
1453.17311	2	5268748.642493736	c09	4.32	1	
1453.67626	2	5693475.536203615	c09	5.55	1	
1454.1694401158932	2	3762163.8100534007	c09	0.0	1	
1454.6706620280522	2	1849229.786485942	c09	0.0	1	
1455.17186000464	2	743679.0804336598	c09	0.0	1	
1455.6730448128326	2	256360.29998884597	c09	0.0	1	
1456.1742184179577	2	78083.17740735864	c09	0.0	1	
968.44307	3	12181058.986981612	c09	0.97	1	
968.77705	3	13163004.358964436	c09	0.7	1	
969.11232	3	8697917.171326216	c09	1.84	1	
969.44541	3	4275318.227936408	c09	0.75	1	
969.7788145130934	3	1719345.4007437825	c09	0.0	1	
970.1129377185551	3	592691.0065321354	c09	0.0	1	
970.4470534553052	3	180524.0398486359	c09	0.0	1	
1578.7667144516683	2	6043521.689748134	c09+CMCT	0.0	1	
1579.26925	2	7538796.69274833	c09+CMCT	0.73	1	
1579.77265	2	5496083.75650504	c09+CMCT	2.07	1	
1580.270624116327	2	2945605.7045454783	c09+CMCT	0.0	1	
1580.7718487770567	2	1278763.3172372833	c09+CMCT	0.0	1	
1581.2730574680004	2	472958.9338769091	c09+CMCT	0.0	1	
1581.774253726129	2	153805.89712106463	c09+CMCT	0.0	1	
1582.2754402972103	2	44922.26188808656	c09+CMCT	0.0	1	
1503.242009550205	2	3412337.4928081827	c09+CMCT-G	0.0	1	
1503.75028	2	4005037.9778555483	c09+CMCT-G	4.56	1	
1504.24177	2	2792820.4024502435	c09+CMCT-G	-1.96	1	
1504.73879	2	1438823.4154734286	c09+CMCT-G	-4.77	1	
1505.247202987911	2	602749.0758564761	c09+CMCT-G	0.0	1	
1505.7484190586645	2	215653.3641867919	c09+CMCT-G	0.0	1	
1506.2496218955057	2	67971.86134647104	c09+CMCT-G	0.0	1	
1070.45084	3	14942305.857252141	c10	0.26	1	
1070.78371	3	17786254.68703619	c10	-1.03	1	
1071.11697	3	12768241.588254306	c10	-1.88	1	
1071.44973	3	6797808.11233861	c10	-3.19	1	
1071.7872826548485	3	2952822.513679751	c10	0.0	1	
1072.12141265337	3	1097775.65092748	c10	0.0	1	
1072.4555347929856	3	360168.5547011615	c10	0.0	1	
1072.7896510293444	3	106434.16933720456	c10	0.0	1	
1731.78732	2	5277681.707448949	c10+CMCT	4.59	1	
1732.28379	2	7162521.245193282	c10+CMCT	1.75	1	
1732.78177	2	5637454.78399732	c10+CMCT	-0.16	1	
1733.2833058821152	2	3253379.5112068127	c10+CMCT	0.0	1	
1733.7845397528245	2	1518012.775929959	c10+CMCT	0.0	1	
1734.2857569389016	2	602723.8311495858	c10+CMCT	0.0	1	
1734.7869611851893	2	210232.917764256	c10+CMCT	0.0	1	
1735.2881552824247	2	65818.72081768439	c10+CMCT	0.0	1	
1020.09843	3	2311448.643124036	c10-G	-2.28	1	
1020.43313	3	2580973.294525842	c10-G	-1.86	1	
1020.769209854136	3	1774596.4717098933	c10-G	0.0	1	
1021.1033725118311	3	908822.6921879232	c10-G	0.0	1	
1021.4375167872945	3	381379.52070826467	c10-G	0.0	1	
1021.7716513657922	3	137304.3204024537	c10-G	0.0	1	
1022.1057774649657	3	43711.98596332262	c10-G	0.0	1	
1172.12978	3	23262531.06029209	c11	-1.03	1	
1172.46457	3	30321171.795508645	c11	-0.57	1	
1172.79848	3	23479878.78118887	c11	-0.81	1	
1173.13266	3	13432757.406534571	c11	-0.79	1	
1173.46741	3	6249684.261220804	c11	-0.27	1	
1173.80581	3	2483822.30109057	c11	3.36	1	
1174.135989859743	3	869844.6345535807	c11	0.0	1	
1174.4701100166076	3	274072.27965749154	c11	0.0	1	
1884.3000089787117	2	3341368.347786564	c11+CMCT	0.0	1	
1884.80782	2	4912610.914054603	c11+CMCT	3.41	1	
1885.3096	2	4149564.5828605765	c11+CMCT	3.66	1	
1885.8039618897567	2	2561103.1971486993	c11+CMCT	0.0	1	
1886.30520133475	2	1274925.4606522047	c11+CMCT	0.0	1	
1886.8064237625367	2	539187.47560376	c11+CMCT	0.0	1	
1887.307633030219	2	200080.5795218091	c11+CMCT	0.0	1	
1887.8088319041312	2	66578.68733754997	c11+CMCT	0.0	1	
1255.86291	3	9731937.754674725	c11+CMCT	-1.06	1	
1256.19816	3	14308276.924986603	c11+CMCT	-0.28	1	
1256.53298	3	12085858.255092766	c11+CMCT	0.22	1	
1256.86759	3	7459368.229923052	c11+CMCT	0.56	1	
1257.20314	3	3713297.647395386	c11+CMCT	1.67	1	
1257.5351903516912	3	1570416.1901671225	c11+CMCT	0.0	1	
1257.8693298634794	3	582746.8100352854	c11+CMCT	0.0	1	
1258.2034624460875	3	193914.46063891874	c11+CMCT	0.0	1	
1121.7811897485512	3	2139706.0406910484	c11-G	0.0	1	
1122.12015	3	2631216.797418705	c11-G	4.18	1	
1122.44725	3	1956213.384425256	c11-G	-2.13	1	
1122.7838123513802	3	1079235.6596878523	c11-G	0.0	1	
1123.117961468937	3	486074.9071934833	c11-G	0.0	1	
1123.4521002043275	3	187440.74985616436	c11-G	0.0	1	
1123.7862303630463	3	63810.61492821491	c11-G	0.0	1	
1124.1203541071795	3	19571.94797177148	c11-G	0.0	1	
1273.81003	3	24146084.676650975	c12	-1.09	1	
1274.14341	3	34203874.819430456	c12	-1.78	1	
1274.47835	3	28419375.387979053	c12	-1.18	1	
1274.81194	3	17379034.756405998	c12	-1.64	1	
1275.14582	3	8617531.972409837	c12	-1.85	1	
1275.47368	3	3643385.5535897147	c12	-6.77	1	
1275.81778	3	1355396.047954561	c12	1.05	1	
1276.1505663509647	3	453174.17997856176	c12	0.0	1	
1357.54336	3	12988341.336222742	c12+CMCT	-0.97	1	
1357.87578	3	20565019.078970727	c12+CMCT	-2.32	1	
1358.21058	3	18552230.955091007	c12+CMCT	-1.88	1	
1358.54472	3	12189019.23172335	c12+CMCT	-1.91	1	
1358.87886	3	6444447.691247556	c12+CMCT	-1.93	1	
1359.2156336470593	3	2890177.908940688	c12+CMCT	0.0	1	
1359.5497763187475	3	1135964.5695134925	c12+CMCT	0.0	1	
1359.8839119201086	3	400018.05932640703	c12+CMCT	0.0	1	
1375.81862	3	13825035.303543173	c13	-0.9	1	
1376.15056	3	21100533.935126025	c13	-2.58	1	
1376.48578	3	18723014.002732713	c13	-1.84	1	
1376.81927	3	12191540.215763632	c13	-2.33	1	
1377.15591	3	6423222.021901047	c13	-0.53	1	
1377.49189	3	2881416.329211256	c13	0.81	1	
1377.8249127320285	3	1136156.9190042506	c13	0.0	1	
1378.1590414560076	3	402311.7084414005	c13	0.0	1	
1459.5531101805032	3	6275529.6151982015	c13+CMCT	0.0	1	
1459.88188	3	10624852.47142276	c13+CMCT	-3.76	1	
1460.21562	3	10191357.48470112	c13+CMCT	-4.08	1	
1460.5557687921578	3	7102594.262967687	c13+CMCT	0.0	1	
1460.8899369145433	3	3976893.2859679284	c13+CMCT	0.0	1	
1461.2240932061932	3	1886726.835130253	c13+CMCT	0.0	1	
1461.5582403434473	3	783814.6177447279	c13+CMCT	0.0	1	
1461.8923801832714	3	291551.668672437	c13+CMCT	0.0	1	
1462.2265140099626	3	98664.89268065944	c13+CMCT	0.0	1	
1325.47005276658	3	1207611.1220739977	c13-G	0.0	1	
1325.8043267343007	3	1754092.478230884	c13-G	0.0	1	
1326.14032	3	1500766.7170622658	c13-G	1.35	1	
1326.46601	3	946259.5846230377	c13-G	-5.05	1	
1326.806862805217	3	484291.60777653486	c13-G	0.0	1	
1327.1410108174914	3	211482.87366191743	c13-G	0.0	1	
1327.4751498358023	3	81308.36728999345	c13-G	0.0	1	
1327.8092818853643	3	28108.680881616507	c13-G	0.0	1	
1477.82857	3	7652336.596742013	c14	0.19	1	
1478.16491	3	12519004.609111922	c14	1.59	1	
1478.50003	3	11812358.179724697	c14	2.22	1	
1478.83472	3	8155859.341037899	c14	2.56	1	
1479.165090450279	3	4547060.983258346	c14	0.0	1	
1479.50912	3	2155571.5315076043	c14	6.68	1	
1479.8333798079973	3	897279.1239882049	c14	0.0	1	
1480.1675131089269	3	335154.3647912022	c14	0.0	1	
1480.5016406800612	3	114103.6119465349	c14	0.0	1	
1561.55957	3	14545043.211685153	c14+CMCT	-1.26	1	
1561.89447	3	26221467.194879226	c14+CMCT	-0.86	1	
1562.22971	3	26641126.58969294	c14+CMCT	-0.2	1	
1562.5627	3	19621096.139308527	c14+CMCT	-0.97	1	
1562.89815	3	11591897.916782796	c14+CMCT	-0.15	1	
1563.23219	3	5796263.905334906	c14+CMCT	-0.23	1	
1563.57167	3	2535843.145961875	c14+CMCT	3.18	1	
1563.9008458676087	3	992698.6627504927	c14+CMCT	0.0	1	
1564.2349835102957	3	353376.65332189726	c14+CMCT	0.0	1	
1427.47563	3	2254162.2040791586	c14-G	-2.0	1	
1427.81682	3	3521558.3035166375	c14-G	2.84	1	
1428.1469712474436	3	3209954.5167081393	c14-G	0.0	1	
1428.47255	3	2149759.287768919	c14-G	-6.02	1	
1428.8153187826035	3	1165995.420530772	c14-G	0.0	1	
1429.1494718041354	3	538818.2864610403	c14-G	0.0	1	
1429.4836155658522	3	218975.21050054065	c14-G	0.0	1	
1429.817752087204	3	79951.57190451214	c14-G	0.0	1	
1430.1518826490928	3	26633.49870608684	c14-G	0.0	1	
1579.8367242465515	3	3251787.6861170214	c15	0.0	1	
1580.17826	3	5676605.666074972	c15	4.6	1	
1580.50698	3	5674400.7994995965	c15	1.13	1	
1580.84878	3	4139299.2767874515	c15	5.95	1	
1581.1735455012458	3	2433460.746504068	c15	0.0	1	
1581.5076993921311	3	1214853.213054602	c15	0.0	1	
1581.8418441984586	3	532016.6136875831	c15	0.0	1	
1582.175981801736	3	208903.80484432649	c15	0.0	1	
1582.5101134731262	3	74720.44680194749	c15	0.0	1	
1184.6257240674136	4	1136649.9900801072	c15	0.0	1	
1184.87441	4	1984235.871726774	c15	-1.7	1	
1185.1270789564312	4	1983465.169020159	c15	0.0	1	
1185.37729	4	1446876.283462787	c15	-0.36	1	
1185.6283400084344	4	850606.9277472009	c15	0.0	1	
1185.8789554265984	4	424647.30968220014	c15	0.0	1	
1186.129564031344	4	185964.37930194003	c15	0.0	1	
1186.380167233802	4	73021.52865568582	c15	0.0	1	
1186.6307659873446	4	26118.247350161837	c15	0.0	1	
1663.56686	3	21062903.691998795	c15+CMCT	-1.87	1	
1663.9008	3	40282656.209296994	c15+CMCT	-2.07	1	
1664.23576	3	43206597.37485548	c15+CMCT	-1.63	1	
1664.56919	3	33518846.010640893	c15+CMCT	-2.09	1	
1664.90238	3	20827142.990548562	c15+CMCT	-2.68	1	
1665.2374	3	10941253.251641696	c15+CMCT	-2.17	1	
1665.57808	3	5024953.948293832	c15+CMCT	1.75	1	
1665.9093093052074	3	2063682.6067590124	c15+CMCT	0.0	1	
1666.2434505640456	3	770298.9514661669	c15+CMCT	0.0	1	
1613.22017512519	3	2756906.35228732	c15+CMCT-G	0.0	1	
1613.5591	3	5069312.791083884	c15+CMCT-G	2.88	1	
1613.89093	3	5269304.572596439	c15+CMCT-G	1.39	1	
1614.22434	3	3975734.023440787	c15+CMCT-G	0.9	1	
1614.5570685583102	3	2408541.001452196	c15+CMCT-G	0.0	1	
1614.8912373824564	3	1235816.588188348	c15+CMCT-G	0.0	1	
1615.2253962064224	3	555104.3806650427	c15+CMCT-G	0.0	1	
1615.5595470426551	3	223210.40534731903	c15+CMCT-G	0.0	1	
1615.893691287959	3	81648.73156501158	c15+CMCT-G	0.0	1	
1689.520897621513	3	1117915.2049558386	c16	0.0	1	
1689.855157974665	3	2097901.032041693	c16	0.0	1	
1690.19143	3	2228936.3882190855	c16	1.22	1	
1690.5255	3	1720108.4845062373	c16	1.16	1	
1690.8577126935613	3	1066328.351039286	c16	0.0	1	
1691.1918673373411	3	560066.8561423033	c16	0.0	1	
1691.5260130051481	3	257591.47090645685	c16	0.0	1	
1691.8601515063901	3	106082.7492492487	c16	0.0	1	
1692.194284093374	3	39750.512442369654	c16	0.0	1	
1266.89157	4	3161896.9188602585	c16	2.14	1	
1267.14299	4	5933676.167816704	c16	2.72	1	
1267.3892	4	6304294.875856748	c16	-0.79	1	
1267.64565	4	4865132.608586812	c16	3.79	1	
1267.8906	4	3015989.3279004544	c16	-0.68	1	
1268.14307	4	1584085.8581595693	c16	0.78	0	
1268.392690636361	4	728568.3874529485	c16	0.0	1	
1268.6432945122926	4	300043.07706743747	c16	0.0	1	
1268.8938939525306	4	112429.83569546317	c16	0.0	1	
1773.26499	3	15005276.556708643	c16+CMCT	6.11	1	
1773.59701	3	30662149.033945102	c16+CMCT	4.84	1	
1773.9302	3	34841893.154625155	c16+CMCT	4.26	1	
1774.26395	3	28518990.613626964	c16+CMCT	4.01	1	
1774.59723	3	18644536.598159477	c16+CMCT	3.51	1	
1774.93177	3	10284600.75700304	c16+CMCT	3.72	1	
1775.26993	3	4951914.585703529	c16+CMCT	5.97	1	
1775.593475577827	3	2129436.7561623696	c16+CMCT	0.0	1	
1775.927617387798	3	831418.8643492576	c16+CMCT	0.0	1	
1776.2617538620725	3	298413.21309614985	c16+CMCT	0.0	1	
1722.9043485001516	3	2227486.019419283	c16+CMCT-G	0.0	1	
1723.23959	3	4387479.259337064	c16+CMCT-G	0.56	1	
1723.57822	3	4838815.608787662	c16+CMCT-G	3.11	1	
1723.91582	3	3856901.7701807846	c16+CMCT-G	5.09	1	
1724.24559	3	2461023.8688992965	c16+CMCT-G	2.53	1	
1724.5754010338792	3	1327187.458179668	c16+CMCT-G	0.0	1	
1724.9095601750864	3	625544.6607416293	c16+CMCT-G	0.0	1	
1725.243711419439	3	263596.454800617	c16+CMCT-G	0.0	1	
1725.5778561292145	3	100938.1650468448	c16+CMCT-G	0.0	1	
1725.91199532049	3	35557.14719894153	c16+CMCT-G	0.0	1	
1349.1519841298561	4	2627697.9221080365	c17	0.0	1	
1349.40432	4	5275236.388002484	c17	1.22	1	
1349.65761	4	5938070.997700284	c17	3.17	1	
1349.9062	4	4834048.2490244685	c17	1.65	1	
1350.159	4	3151786.101376881	c17	3.27	1	
1350.4052077387075	4	1737370.3335365653	c17	0.0	1	
1350.6558176042995	4	837258.0355701908	c17	0.0	1	
1350.9064221298315	4	360814.06975709717	c17	0.0	1	
1351.1570222365028	4	141328.83519991254	c17	0.0	1	
1351.407618611388	4	50934.556137566266	c17	0.0	1	
899.09297	6	728194.4196173951	c17	-6.59	1	
899.2660245882239	6	1461887.1018569448	c17	0.0	1	
899.4331273240041	6	1645573.536987203	c17	0.0	1	
899.5953	6	1339623.9078641438	c17	-5.47	1	
899.7673019915626	6	873431.086404744	c17	0.0	1	
899.9343796691385	6	481464.5439439228	c17	0.0	1	
900.1014529128664	6	232023.10438824046	c17	0.0	1	
900.2685225965545	6	99989.72481044463	c17	0.0	1	
900.4355893343353	6	39165.411007761766	c17	0.0	1	
900.6026535842587	6	14115.115452581978	c17	0.0	1	
1882.94243	3	6886124.135647612	c17+CMCT	2.18	1	
1883.28067	3	14972884.567508386	c17+CMCT	4.29	1	
1883.61436	3	17971287.65298853	c17+CMCT	4.01	1	
1883.94441	3	15479435.61544245	c17+CMCT	1.81	1	
1884.27726	3	10621690.84924183	c17+CMCT	1.11	1	
1884.60858	3	6138044.126375805	c17+CMCT	-0.4	1	
1884.94152	3	3091574.443094618	c17+CMCT	-1.05	1	
1885.2776425996385	3	1389073.8889060018	c17+CMCT	0.0	1	
1885.61178495893	3	566128.771856436	c17+CMCT	0.0	1	
1885.94592201315	3	211932.21324027108	c17+CMCT	0.0	1	
1411.94878	4	3672813.9711548677	c17+CMCT	-2.23	1	
1412.1995	4	7986004.6877970025	c17+CMCT	-2.21	1	
1412.45333	4	9585246.3695576	c17+CMCT	0.03	1	
1412.70057	4	8256181.020565131	c17+CMCT	-2.38	1	
1412.95535	4	5665232.542996313	c17+CMCT	0.56	1	
