m/z,z,I,Res.
229.36104,,3378796,302620
244.39568,,3493476,282689
250.18035,,3402092,296153
254.99913,,3606857,269634
275.28342,,3479141,216739
276.7048,,3637278,222588
278.09587,,3412446,203121
283.52545,,3682395,256046
296.11347,,6350844,303050
296.14659,,19078586,279889
296.17976,,27168826,268420
296.21307,,26094264,262409
296.2465,,17816630,260598
296.28008,,11656244,286157
296.31368,,4165011,336710
300.70159,,3655762,248140
308.27372,,3751299,183793
310.21499,,3553764,227723
331.9378,,3366624,210895
339.85575,,3555910,172033
344.04042,,4465949,286598
346.89627,,3372860,127560
350.60855,,3649509,151889
357.67477,,3394358,217814
364.23251,,3458389,215662
366.03,,3371946,198813
368.4714,,3476464,169439
373.56119,,3402699,155076
376.13441,,3549027,179626
377.81954,,3436535,182034
378.14214,,3948573,151359
381.51482,,4001463,172749
383.52435,,3481180,126823
383.75832,,3464911,185015
388.7101,,3567376,159729
390.64567,,3427147,222154
397.50227,,3472422,144655
402.28854,,3471585,220436
410.23086,,3415111,150246
416.48811,,3737266,159276
420.17255,,3649623,174346
420.19924,,3872301,169901
421.68022,,4020994,182098
425.6078,,3491096,205966
426.97811,,3614528,203460
429.74855,,3432847,129950
429.80583,,3671106,193645
430.6254,,3553151,178921
432.45556,,3419091,69250
433.97283,,3531900,130240
436.7046,,3577373,150718
439.07103,,3538992,140308
439.56161,,3695457,160150
450.28324,,3907832,158581
458.68407,,3585306,118481
458.92608,,4074329,185043
460.01205,,3821911,56203
468.3897,,3753143,123723
474.7724,,3886406,127529
476.88056,,3542365,255498
477.03855,,3651857,155921
483.9485,,3505781,172583
484.80532,,3588702,189512
486.2425,,3525237,218014
486.53832,,3495890,157884
486.78472,,3508596,62913
487.66717,,3471814,176072
506.41246,,3582597,69017
506.93499,,3774609,130050
507.52691,,3515444,169131
509.08388,,3675281,158205
511.86291,,3822554,91840
515.31108,,3578699,172279
516.2862,,3738020,145703
517.23853,,4147555,104316
517.2461,,3513261,181149
518.33356,,3561114,137609
518.75493,,3788054,122825
520.11024,,3714112,67321
520.95088,,3631224,131834
521.51891,,3696723,149663
522.08468,,3776300,130798
524.63956,,3548304,134544
525.7612,,3552509,110705
528.88802,,4242464,124329
534.94646,,3653858,145565
538.03829,,4240207,116698
541.46516,,4436618,119272
542.68135,,3786713,127083
542.80627,,3873151,100321
546.72684,,4076133,110958
547.11953,,17254130,147287
549.95162,,3808253,118460
550.47435,,4174585,147480
552.77585,,4019208,90738
552.87801,,3697873,115833
552.98297,,3625150,105208
554.26435,,3652887,144989
554.43819,,3582145,151562
555.10085,,3736828,141188
566.33019,,3998255,128919
567.37349,,3583220,134296
569.03604,,3887041,92063
571.13431,,3841756,108121
571.57638,,3612083,121760
571.9631,,3750016,131687
574.2719,,3629627,139254
574.55721,,3972031,140758
574.67357,,3650397,116228
577.1034,,3863806,105554
577.41768,,4200936,106275
580.21261,,4471866,116718
580.51739,,4282135,90515
586.057,,3819764,121530
587.533,,4429509,119859
588.50467,,3773419,148140
591.42894,,3746661,132305
593.06758,,3713679,143063
593.81532,,3679076,109900
594.3944,,3636627,153616
598.10047,,7217187,148005
600.9753,,3900105,113145
605.5609,,3784643,106731
605.71313,,3629743,127463
606.66924,,4463859,99106
607.2157,,4045392,136240
607.51013,,3887643,134661
608.24612,,3659318,140515
610.05956,,4351474,165670
610.21224,,4380862,134478
619.95445,,3678019,93777
621.86873,,3853957,140115
623.64487,,3877035,119636
624.17876,,3907306,107622
626.01219,,3705043,65030
