spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0801_80_6.csv
limit_error:	6
noise_limit:	2500000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 
1438.188198	6	83282893.54	RNA	-0.75	0.1	C256H320N102O188P26	
1480.05633	6	60734819363.87	RNA+CMCT	0.29	0.03	C270H345N105O189P26	
1457.547005	6	1713270772.45	RNA+CMCT-A	0.13	0.02	C265H340N100O189P26	
1461.546505	6	610093899.68	RNA+CMCT-C	-1.5	0.02	C266H340N102O188P26	
1454.88289	6	3717897162.02	RNA+CMCT-G	1.3	0.01	C265H340N100O188P26	
1451.880993	6	249227469.11	RNA+CMCT-G-H2O	1.21	0.05	C265H338N100O187P26	
1477.057718	6	1189458209.7318192	RNA+CMCT-H2O	2.42	0.04	C270H343N105O188P26	
1108.161574	1	24562496.02	a04-G	0.9	0.09	C34H42N13O24P3	
1031.63274	2	25411975.79	a07-A	-0.89	0.09	C62H77N23O46P6	
1474.288025	2	13562276.04	a09+CMCT-A	5.14	0.33	C95H126N34O60P8	
1348.677833	2	16331991.11	a09-A	-2.03	0.14	C81H101N31O59P8	
898.784456	3	13175534.93	a09-A	-0.18	0.26	C81H101N31O59P8	
1601.256775	3	19667645.11	a15+CMCT-G	-2.14	0.33	C150H196N52O103P14	
1831.290879	3	15171310.12	a17+CMCT-G	-0.52	0.37	C170H220N62O117P16	
1535.990019	4	32550351.22	a19+CMCT-G	3.12	0.23	C189H243N69O132P18	
1622.254001	4	15168240.4	a20+CMCT-A	4.26	0.45	C199H255N74O139P19	
1470.394611	5	19492217.3	a23	1.63	0.24	C219H270N88O159P22	
1620.446304	5	31794222.08	a25+CMCT-G	3.87	0.19	C247H314N94O173P24	
1631.205748	5	10873601.72	a26-G	-1.59	0.53	C242H301N94O179P25	
344.04042	1	5071970.83	c01	0.76	0.12	C10H12N5O7P1	
689.08725	1	30697244.69	c02	-0.5	0.06	C20H24N10O14P2	
538.03829	1	5061037.1	c02-G	0.2	0.16	C15H19N5O13P2	
994.130067	1	176708915.35	c03	1.19	0.05	C29H36N13O21P3	
1245.32862	1	5943820.26	c03+CMCT	-0.02	0.37	C43H61N16O22P3	
843.07977	1	6610537.65	c03-G	0.36	0.23	C24H31N8O20P3	
1339.17505	1	10969964.75	c04	-0.94	0.05	C39H48N18O28P4	
669.084389	2	38485115.24	c04	-0.19	0.11	C39H48N18O28P4	
822.097536	2	67563039.76	c05	0.45	0.08	C48H59N20O36P5	
947.696453	2	21284106.69	c05+CMCT	-0.63	0.18	C62H84N23O37P5	
974.617475	2	124612802.97	c06	-0.35	0.04	C57H71N23O43P6	
1100.216744	2	24574021.27	c06+CMCT	-0.86	0.09	C71H96N26O44P6	
899.093381	2	14920213.57	c06-G	0.3	0.16	C52H66N18O42P6	
1139.143794	2	67331566.46	c07	-0.25	0.04	C67H83N28O49P7	
1264.743109	2	22826013.97	c07+CMCT	-0.67	0.11	C81H108N31O50P7	
1291.665805	2	96186640.79	c08	0.84	0.05	C76H95N31O56P8	
860.774223	3	30813471.2	c08	0.2	0.08	C76H95N31O56P8	
1417.263238	2	46126003.74	c08+CMCT	-0.96	0.12	C90H120N34O57P8	
970.458277	3	51372598.92	c09	0.05	0.12	C86H107N36O62P9	
1608.713218	2	27207474.98	c10	0.99	0.15	C95H119N39O69P10	
1072.13877	3	85920144.31	c10	0.11	0.02	C95H119N39O69P10	
1734.321484	2	19561312.15	c10+CMCT	5.76	0.29	C109H144N42O70P10	
1173.819082	3	91626582.3	c11	-0.0	0.04	C104H131N42O76P11	
1275.824848	3	50150492.1	c12	-2.09	0.1	C113H142N44O84P12	
1359.562975	3	17994810.69	c12+CMCT	1.62	0.23	C127H167N47O85P12	
1377.836145	3	66230980.7	c13	0.14	0.09	C122H153N46O92P13	
1563.249745	3	179226338.76	c14+CMCT	0.07	0.04	C145H190N52O100P14	
1512.89902	3	19509195.201847427	c14+CMCT-G	-0.54	0.22	C140H185N47O99P14	
1594.532773	3	91925368.39	c15	0.36	0.08	C141H177N54O106P15	
1195.644507	4	19360379.16	c15	-2.36	0.33	C141H177N54O106P15	
1678.266458	3	184316919.65	c15+CMCT	0.6	0.04	C155H202N57O107P15	
1709.546022	3	53813335.92	c16	-1.16	0.11	C151H189N59O113P16	
1281.908057	4	50773542.93	c16	-0.88	0.17	C151H189N59O113P16	
1793.279772	3	178934254.56	c16+CMCT	-0.83	0.04	C165H214N62O114P16	
1742.934843	3	19462588.03	c16+CMCT-G	1.94	0.34	C160H209N57O113P16	
1368.170067	4	34019495.94	c17	-0.71	0.17	C161H201N64O120P17	
1908.297831	3	74692573.35	c17+CMCT	0.4	0.12	C175H226N67O121P17	
1444.677622	4	46753558.29	c18	0.18	0.17	C170H212N66O128P18	
2010.313955	3	68697369.03	c18+CMCT	4.2	0.12	C184H237N69O129P18	
1507.477519	4	109638853.21	c18+CMCT	0.14	0.04	C184H237N69O129P18	
1530.942866	4	45336221.92	c19	2.38	0.16	C180H224N71O135P19	
1593.740008	4	169412575.6	c19+CMCT	0.53	0.07	C194H249N74O136P19	
1555.97712	4	46680439.9	c19+CMCT-G	0.2	0.11	C189H244N69O135P19	
1676.002227	4	147841014.41	c20+CMCT	-0.04	0.04	C204H261N79O142P20	
1758.264251	4	186750472.88	c21+CMCT	-0.67	0.05	C214H273N84O148P21	
1720.503703	4	39928634.36	c21+CMCT-G	0.36	0.16	C209H268N79O147P21	
1844.525011	4	91458880.65	c22+CMCT	-1.23	0.06	C224H285N89O155P22	
1806.762523	4	36653282.36	c22+CMCT-G	-1.33	0.17	C219H280N84O154P22	
1486.384619	5	14123925.73	c23	-0.58	0.43	C219H271N88O162P23	
1536.624577	5	85703873.42	c23+CMCT	-0.56	0.07	C233H296N91O163P23	
1456.172064	5	12182112.66	c23-G	-2.43	0.41	C214H266N83O161P23	
1597.634002	5	337018051.88	c24+CMCT	0.19	0.04	C242H308N94O170P24	
1567.423184	5	65239608.35	c24+CMCT-G	-0.4	0.13	C237H303N89O169P24	
1666.642116	5	127380843.99	c25+CMCT	-0.64	0.07	C252H320N99O177P25	
1636.430116	5	32927991.72	c25+CMCT-G	-1.94	0.28	C247H315N94O176P25	
1439.540526	6	168267145.31	c26+CMCT	-0.78	0.08	C261H332N102O184P26	
1414.364952	6	37943395.36	c26+CMCT-G	-1.27	0.26	C256H327N97O183P26	
627.08572	1	16694375.06	w02	-0.23	0.19	C18H26N6O15P2	
972.13397	1	12842057.71	w03	0.69	0.27	C28H38N11O22P3	
791.096261	2	24330390.7	w05	-0.05	0.06	C46H61N16O37P5	
963.620538	2	22159420.43	w06	0.54	0.07	C56H73N21O44P6	
1128.147599	2	29965157.99	w07	1.17	0.09	C66H85N26O50P7	
861.443731	3	10725911.792490045	w08	-2.56	0.25	C76H97N31O56P8	
1078.469167	3	26545006.01	w10	-0.94	0.08	C95H120N38O71P10	
1193.48525	3	29560114.86	w11	-0.62	0.19	C105H132N43O78P11	
1308.501888	3	26309457.56	w12	0.06	0.19	C115H144N48O85P12	
1392.235749	3	22540222.8	w12+CMCT	0.5	0.22	C129H169N51O86P12	
1525.187893	3	19062703.73	w14	-6.66	0.32	C134H168N56O99P14	
1474.841322	3	19371069.38	w14-G	-4.69	0.32	C129H163N51O98P14	
1812.949963	3	20192612.22	w16+CMCT	0.99	0.32	C166H215N63O116P16	
1511.97827	4	21631364.61519033	w18+CMCT	-1.11	0.47	C184H239N69O130P18	
1474.221315	4	32073017.79	w18+CMCT-G	2.52	0.23	C179H234N64O129P18	
1670.501846	4	42115611.04	w20+CMCT	-0.93	0.22	C203H263N77O143P20	
2177.310742	3	9937034.53	w20+CMCT-G	-6.01	0.58	C198H258N72O142P20	
1524.227993	5	61266690.81	w23+CMCT	1.91	0.14	C231H298N87O164P23	
1654.242672	5	27103991.08	w25+CMCT	-0.1	0.24	C250H322N95O178P25	
