spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0503_2x_134_7.csv
limit_error:	6.5	2020-03-27
noise_limit:	1890000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1460.524659	6	15091857.0	RNA+2DEPC+H2O-CO	-5.21	0.27	C261H330N102O192P26	1.2
1251.738831	7	46506297242.0	RNA+2DEPC+H2O-CO	-1.65	0.03	C261H330N102O192P26	332.2
1238.586333	7	858436393.0	RNA+2DEPC+H2O-CO-2Eth	0.2	0.03	C257H318N102O190P26	6.1
1219.293109	7	40893070.0	RNA+2DEPC+H2O-CO-2Eth-A	0.43	0.18	C252H313N97O190P26	1.3
1216.721714	7	60854830.0	RNA+2DEPC+H2O-CO-2Eth-A-H2O	1.7	0.23	C252H311N97O189P26	3.2
1217.008446	7	87108144.0	RNA+2DEPC+H2O-CO-2Eth-G	0.7	0.06	C252H313N97O189P26	0.8
1214.438514	7	62801630.0	RNA+2DEPC+H2O-CO-2Eth-G-H2O	3.18	0.13	C252H311N97O188P26	1.2
1236.021031	7	165631230.0	RNA+2DEPC+H2O-CO-2Eth-H2O	6.38	0.1	C257H316N102O189P26	2.4
1232.445883	7	1037109050.0	RNA+2DEPC+H2O-CO-A	-1.23	0.03	C256H325N97O192P26	7.4
1235.877809	7	412568132.0	RNA+2DEPC+H2O-CO-C	0.19	0.04	C257H325N99O191P26	3.3
1233.303013	7	84412354.0	RNA+2DEPC+H2O-CO-C-H2O	-1.32	0.13	C257H323N99O190P26	1.6
1452.860646	6	11530578.0	RNA+2DEPC+H2O-CO-Eth	1.4	0.34	C259H324N102O191P26	1.8
1245.162209	7	16924935868.0	RNA+2DEPC+H2O-CO-Eth	-1.03	0.03	C259H324N102O191P26	120.9
1225.870273	7	667405544.0	RNA+2DEPC+H2O-CO-Eth-A	0.23	0.02	C254H319N97O191P26	4.3
1223.585277	7	1563500163.0	RNA+2DEPC+H2O-CO-Eth-G	0.22	0.02	C254H319N97O190P26	10.1
1221.010813	7	105581537.0	RNA+2DEPC+H2O-CO-Eth-G-H2O	-1.03	0.07	C254H317N97O189P26	1.1
1449.85702	6	4791562.0	RNA+2DEPC+H2O-CO-Eth-H2O	0.11	0.43	C259H322N102O190P26	1.9
1242.589563	7	433399339.0	RNA+2DEPC+H2O-CO-Eth-H2O	-0.8	0.07	C259H322N102O190P26	4.6
1230.161533	7	2209230310.0	RNA+2DEPC+H2O-CO-G	-0.71	0.02	C256H325N97O191P26	14.3
1227.590517	7	216389797.0	RNA+2DEPC+H2O-CO-G-H2O	0.85	0.07	C256H323N97O190P26	2.3
1249.167592	7	937516821.0	RNA+2DEPC+H2O-CO-H2O	-0.3	0.06	C261H328N102O191P26	9.0
1242.877134	7	168346743.0	RNA+DEPC	-1.1	0.2	C259H324N102O190P26	6.6
1241.454219	7	108459321.0	RNA+DEPC+H2O-CO	1.65	0.12	C258H326N102O190P26	1.9
1222.161454	7	90768305.0	RNA+DEPC+H2O-CO-A	2.28	0.09	C253H321N97O190P26	1.2
1219.583053	7	18862943.0	RNA+DEPC+H2O-CO-A-H2O	-2.19	0.12	C253H319N97O189P26	0.3
1219.871419	7	19627306.0	RNA+DEPC+H2O-CO-G	-1.85	0.22	C253H321N97O189P26	0.9
1217.294169	7	50907055.0	RNA+DEPC+H2O-CO-G-H2O	-5.4	0.22	C253H319N97O188P26	2.4
1238.872095	7	107766922.0	RNA+DEPC+H2O-CO-H2O	-5.76	0.23	C258H324N102O189P26	5.7
1227.015319	7	36845495.0	RNA+DEPC-C	0.11	0.41	C255H319N99O189P26	11.8
1224.444111	7	46587610.0	RNA+DEPC-C-H2O	1.53	0.17	C255H317N99O188P26	1.3
1221.299757	7	39039963.0	RNA+DEPC-G	-0.21	0.13	C254H319N97O189P26	0.8
1218.721029	7	25747310.0	RNA+DEPC-G-H2O	-4.96	0.27	C254H317N97O188P26	2.0
1240.305634	7	103983497.0	RNA+DEPC-H2O	0.06	0.17	C259H322N102O189P26	3.0
1213.296819	7	519825799.0	RNA-A	0.45	0.04	C251H315N97O188P26	4.1
1211.011857	7	97787854.0	RNA-G	0.47	0.15	C251H315N97O187P26	2.3
1242.22582	1	6733652.0	a04+2DEPC+H2O-CO-G	5.91	0.34	C39H52N13O28P3	1.1
1108.15946	1	9382222.0	a04-G	-1.0	0.31	C34H42N13O24P3	1.1
1031.633817	2	32122794.0	a07-A	0.15	0.07	C62H77N23O46P6	0.3
1348.678575	2	21484660.0	a09-A	-1.47	0.33	C81H101N31O59P8	3.1
1198.824087	3	12810242.0	a12-G	1.52	0.34	C108H136N39O80P11	2.0
1306.161868	3	2405570.0	a13-A	-0.36	0.4	C117H147N41O89P12	0.7
1407.849389	3	8517254.0	a14-A	4.7	0.32	C126H159N44O96P13	1.1
1517.526412	3	20080812.0	a15-G	-0.35	0.24	C136H171N49O102P14	1.2
1228.150759	4	16375624.0	a16-A	-2.62	0.21	C146H183N54O110P15	0.7
1632.541784	3	14056803.0	a16-G	-0.6	0.32	C146H183N54O109P15	1.8
1310.410531	4	22213242.0	a17-G	-5.02	0.23	C156H195N59O116P16	1.2
1495.19739	4	8827956.0	a19+2DEPC+H2O-CO-Eth-G	5.41	0.44	C178H222N66O134P18	3.8
1477.180572	4	42526015.0	a19-A	-2.33	0.35	C175H218N66O132P18	7.5
1577.449974	4	35036821.0	a20+2DEPC+H2O-CO-Eth-G	-1.56	0.17	C188H234N71O140P19	1.0
1261.76398	5	40928332.0	a20+2DEPC+H2O-CO-Eth-G	2.77	0.11	C188H234N71O140P19	0.7
1327.574285	5	51562674.0	a21+2DEPC+H2O-CO-Eth-G	2.48	0.09	C198H246N76O146P20	0.7
1382.174616	5	13460603.0	a22-A	-1.19	0.34	C205H254N81O151P21	2.1
1504.390874	5	11878250.0	a24-A	0.86	0.34	C223H277N86O166P23	1.9
1253.482411	6	69881306.0	a24-A	-6.13	0.37	C223H277N86O166P23	15.0
1310.995085	6	15533265.0	a25-A	-2.23	0.12	C233H289N91O173P24	0.3
344.04034	1	5264163.0	c01	0.53	0.12	C10H12N5O7P1	0.1
689.087948	1	26076617.0	c02	0.52	0.05	C20H24N10O14P2	0.2
538.03843	1	4635937.0	c02-G	0.46	0.16	C15H19N5O13P2	0.1
994.129725	1	134533593.0	c03	0.85	0.04	C29H36N13O21P3	1.1
1066.14794	1	2883091.0	c03+DEPC	-1.94	0.3	C32H40N13O23P3	0.3
1056.16552	1	5057230.0	c03+DEPC+H2O-CO	-0.13	0.29	C31H42N13O23P3	0.5
843.07983	1	4424559.0	c03-G	0.43	0.23	C24H31N8O20P3	0.2
669.084898	2	34421871.0	c04	0.57	0.12	C39H48N18O28P4	0.6
822.097751	2	90650889.0	c05	0.71	0.05	C48H59N20O36P5	0.8
746.57187	2	4734594.0	c05-G	-0.8	0.37	C43H54N15O35P5	1.0
974.618321	2	139258481.0	c06	0.52	0.03	C57H71N23O43P6	1.0
1018.62446	2	8895240.0	c06+2DEPC+H2O-CO-Eth	-1.35	0.13	C60H75N23O46P6	0.2
1139.144038	2	70721754.0	c07	-0.03	0.03	C67H83N28O49P7	0.5
759.090817	3	8746159.0	c07	-3.7	0.21	C67H83N28O49P7	0.4
1291.666641	2	123275992.0	c08	1.49	0.16	C76H95N31O56P8	3.2
860.772992	3	29506934.0	c08	-1.23	0.1	C76H95N31O56P8	0.4
1456.191995	2	32368729.0	c09	0.7	0.13	C86H107N36O62P9	0.6
970.458289	3	96466294.0	c09	0.06	0.04	C86H107N36O62P9	0.8
1477.177544	2	18114993.0	c09+2DEPC+H2O-CO-2Eth	-0.35	0.34	C87H105N36O64P9	2.9
964.80028	3	3523117.0	c09+2DEPC+H2O-CO-G	6.1	0.46	C86H112N31O65P9	1.9
1380.665961	2	15384585.0	c09-G	-0.23	0.08	C81H102N31O61P9	0.2
