m/z,z,I,Res.
222.00135,,2840864,274185
226.83649,,2867532,279555
249.13928,,3093876,304928
249.16769,,7290233,330419
249.19631,,7750694,325743
249.22498,,4987210,315132
249.25357,,3259151,415745
250.42741,,4031372,235183
250.45539,,11280656,340453
250.45623,,3428552,381054
250.48383,,17321486,324131
250.51239,,21045866,330154
250.51336,,3577258,331533
250.54101,,13572262,303719
250.56983,,7996227,255861
250.59859,,2929376,215844
274.04976,,2841273,228293
323.69568,,2864011,229404
335.40644,,3009693,196535
344.03973,,3962573,186227
375.02232,,2785921,188769
377.07548,,2799677,112089
378.32406,,2824112,166263
399.42651,,3043909,176412
401.69176,,2803371,109454
408.21414,,3037863,284436
410.21323,,2816862,311236
412.00361,,3212753,156084
413.07558,,4632120,167272
413.17098,,3270720,198752
415.18059,,5599230,201762
415.21412,,5879319,255630
415.22822,,7596066,206964
415.26148,,5218108,139771
415.26333,,6377533,211463
415.27593,,8441799,224139
415.30883,,7334880,177400
415.31088,,8654561,244740
415.32372,,9206635,220451
415.35677,,5950853,177105
415.35821,,5898950,139040
415.37144,,6886544,213037
415.40643,,5530411,118872
417.37365,,9600291,200274
417.42138,,14364232,204337
417.46907,,15347821,206165
417.51682,,14511507,222718
417.5516,,12072878,239851
417.56452,,10673336,215876
417.61203,,6477278,237881
418.1675,,2944722,198710
418.22149,,2997821,260356
427.91833,,2827429,194604
437.51437,,2905784,175971
440.62118,,2962473,161575
445.25129,,2872462,154815
451.39411,,3037851,168612
451.84767,,3132815,130954
452.73383,,2972420,132216
454.88107,,3062308,151489
455.82266,,3529242,105678
467.10803,,3003813,136154
474.73904,,2961661,102800
485.04018,,3060791,94886
487.46159,,2963176,189457
487.46713,,3057966,116618
492.6645,,2909886,111338
493.50857,,3227545,124157
493.81904,,2959277,154630
496.56054,,2893935,149008
501.26678,,2902433,120752
509.15094,,2907615,100069
515.63255,,3119329,109124
530.84104,,3131795,122065
532.59175,,4003486,131739
536.32548,,3015741,138010
538.03804,,6480220,147144
539.26482,,3057426,132806
543.53845,,3020628,135868
544.49153,,3009681,148460
545.69555,,2989642,111050
547.11934,,30112700,138314
548.12287,,6510769,143368
554.19896,,3416215,114055
555.70474,,2986173,101412
557.77831,,3126432,148750
564.015,,3053949,113079
573.82314,,3147630,122219
