m/z,z,I,Res.
212.73381,,3772493,280307
236.54851,,3781932,180607
276.92413,,3363237,202203
292.83905,,5204930,327256
292.87221,,7605120,277244
292.90561,,8527357,310600
292.93896,,6242908,280217
293.30569,,3673510,185159
307.69025,,3645065,269956
310.45668,,3530288,215202
319.74467,,3567443,174582
342.8877,,3565127,171539
344.03929,,4149408,225297
348.84826,,3432905,214205
358.53749,,3416556,201458
360.64502,,4082330,151749
361.26249,,3948487,170641
362.17365,,3580875,214814
363.13343,,3612587,179049
366.46469,,3421187,180068
368.40164,,3677009,103625
381.30641,,3418764,162724
381.84125,,3770622,135122
390.60107,,3426110,152655
393.75042,,3387834,94755
397.51947,,3570391,129865
400.53526,,3553567,217393
401.92436,,3440918,65084
403.8164,,3564021,106476
405.64229,,3453436,142816
416.56339,,3821324,114491
420.46679,,3851229,159276
423.52502,,3546338,195095
428.21153,,3552859,161922
428.59505,,3585021,161436
429.85342,,3648653,144885
436.64168,,3673783,105355
443.66275,,3694854,174299
449.50696,,3452763,132942
459.64437,,3565883,163307
461.84996,,3838151,152506
469.35056,,3520176,193156
469.43758,,3658804,138242
471.68728,,3588923,164425
476.47218,,3502876,153330
480.76015,,3831627,195072
484.07149,,3775971,141108
484.97134,,3704168,138142
488.05564,,8101344,230334
488.11105,,8325156,214279
490.22895,,3593172,139527
496.34784,,3963679,131947
496.5682,,3669236,134770
498.26077,,3898698,114419
504.44244,,3516841,107814
505.10292,,3717593,173530
508.65736,,3621250,168012
510.43704,,3679303,149552
510.7062,,3946469,159391
514.1956,,3707760,151534
515.13428,,3939775,78324
518.09448,,3654647,125579
518.57415,,4289904,116605
520.1864,,3541956,90495
526.17378,,3666374,122589
529.14328,,3810226,149998
536.47323,,4333879,105692
537.40622,,3559688,98214
540.84782,,3738063,122228
541.17804,,3756945,122338
541.50445,,3565070,125261
545.7555,,3716667,135023
548.10324,,14942154,148325
548.82115,,4452067,118853
548.99476,,3777489,106308
549.10684,,4161771,143427
552.41956,,3565231,41853
552.82746,,3693216,109902
556.40555,,3851357,110687
558.13911,,3793970,126904
564.51628,,3773458,145127
566.21801,,3593826,107667
566.32748,,4055257,135783
567.00108,,3681147,152530
567.35033,,3752414,152479
567.76134,,3666646,154903
568.94922,,3893055,121192
570.45981,,4083879,131640
571.00777,,3625180,114155
575.62954,,4794511,99220
