m/z,z,I,Res.
224.84177,,2524693,263093
243.40781,,2484428,285781
243.78028,,2455178,282962
250.7696,,2467190,191312
256.90338,,2537112,160272
265.88634,,2681047,165739
277.30678,,2532158,184866
290.20569,,4294601,290629
290.23903,,4946087,260178
290.27255,,5388326,253313
290.30599,,4716724,246516
290.33945,,2699874,282228
303.74276,,2558899,212732
315.75829,,2698032,173924
321.51663,,2510513,183399
322.21408,,2495514,158719
334.68088,,2464788,148056
343.30686,,2969814,150405
349.16751,,2451893,175531
350.62245,,2512474,177988
351.15462,,2731855,185002
351.48428,,2545848,183898
364.28815,,2513499,158868
366.00983,,2503069,164458
376.5787,,2463348,142014
381.24323,,2716910,170793
381.51826,,2615763,114850
384.12389,,2466554,108562
384.65195,,2500621,153052
387.00328,,2492858,142452
389.59304,,2483851,159424
391.19417,,2466528,164483
392.71409,,2674573,144825
397.56521,,2501678,136293
397.87488,,2866786,138542
398.23607,,2487537,154521
404.91935,,2577608,84400
406.50165,,2888114,164005
409.65198,,2544009,85135
412.71862,,2626338,94740
415.06294,,2589578,169807
427.64726,,2515597,145959
430.18983,,2657329,136914
432.19819,,2572920,152614
433.67496,,2646101,161636
433.85919,,2722041,71244
435.64996,,2507237,149582
436.20399,,2538664,140600
450.43095,,2704526,149721
452.1081,,2540960,140777
458.072,,2537941,185298
461.55428,,2735988,127801
463.47095,,2767991,126031
466.386,,2620136,132522
468.0331,,2657910,109316
472.69529,,2641620,163388
473.77343,,2711667,115327
474.9417,,2540804,139803
477.22879,,2900648,131337
480.72634,,2865402,127103
483.66407,,5662614,214754
484.94147,,2546398,127296
485.0088,,2997148,112843
485.66071,,2846718,98442
487.73718,,2609979,138518
489.85855,,2722190,68724
492.5147,,2765567,127549
498.34144,,2875872,94257
498.5493,,2656325,102138
500.24803,,2626129,104951
502.16145,,2891762,125906
502.7513,,2616998,127095
503.00705,,2606811,143490
503.15734,,2837267,76328
504.24062,,2738298,159864
505.02697,,2705326,115243
506.56381,,2874055,85556
507.22557,,2868903,90166
509.95042,,3070122,132097
512.89477,,2917123,153380
513.5428,,2579821,118061
513.72375,,2662591,99422
524.083,,2736828,83699
524.53284,,2621629,120082
525.57989,,3231764,106193
526.51745,,2627327,125082
527.02787,,2697759,119712
527.47624,,2581761,158623
527.5927,,2709014,95838
529.61619,,2612040,158321
529.64076,,2687905,124554
530.80663,,2634392,124058
531.23598,,2639497,116832
531.55717,,2589517,126136
532.91548,,2603273,103037
537.54987,,2613989,115838
538.03841,,2845494,150558
541.05157,,3043188,91844
541.20067,,2632172,128833
543.10743,,2665304,92046
543.63424,,2753219,96793
544.60646,,2954214,141306
544.62831,,2595212,62637
546.1748,,2629772,107185
547.11961,,13980533,125066
547.59079,,2943673,118014
548.12305,,3937979,134118
549.91135,,2798377,108372
550.15844,,2870343,67183
554.27056,,2684112,98326
554.5586,,2977049,89000
555.10013,,2790439,114096
555.29915,,2809461,96702
559.22731,,2690156,113353
560.84105,,3070031,69484
561.06706,,2638105,42988
561.27586,,2650833,112843
565.69859,,2777424,107937
566.62076,,2863914,103916
568.1449,,2633460,106973
570.15193,,2851969,36126
571.44102,,2668568,86540
574.38265,,3210925,128050
574.63119,,2691278,108053
575.46242,,2847019,128859
576.96469,,2747357,136682
577.99352,,2667365,134392
581.04871,,2891740,94088
581.23396,,2631836,97285
581.5989,,2926133,110563
583.18691,,2682557,116908
586.1261,,3150678,126259
587.31896,,2755427,138049
593.67628,,3160526,73278
596.12156,,2945656,99282
598.10061,,5007585,108716
604.54116,,3049861,144202
604.83987,,2845044,126575
605.23533,,2963077,105501
607.39155,,2673391,116344
609.96748,,2880826,100997
610.05951,,3694423,99133
610.5256,,2667629,68063
613.61051,,2745036,33040
614.59483,,2737143,64751
617.71526,,2832023,98919
617.85829,,2774502,65156
619.87445,,2774077,87876
623.64189,,3038289,113634
624.86479,,2694567,107764
625.11753,,2969472,105626
625.4779,,2716194,107357
626.25598,,2699391,94218
627.08574,,17411214,108215
628.04647,,2998843,80071
628.08912,,3602981,108440
629.06281,,2917725,90727
633.03534,,2683766,102878
633.0861,,2935207,149830
633.28323,,2977478,100262
633.48051,,2880613,93597
634.5615,,2988250,100496
634.59043,,2682966,99043
637.0984,,3053236,50494
637.14117,,2698702,98604
637.45622,,2991452,103919
638.08427,,2782934,97643
641.20799,,2724506,104848
643.20757,,2854177,59673
643.68098,,2814544,62808
643.93881,,2967027,103591
646.31987,,3202547,48907
646.37438,,2767878,48568
647.16878,,3786926,75024
648.04933,,2769476,77059
649.08105,,3297478,149684
649.46953,,2727791,134908
650.06629,,5270617,105845
650.64899,,2805237,74717
651.19355,,2896973,102442
652.55913,,2746248,78793
653.14051,,2799280,118937
653.90619,,2724590,120147
654.66783,,3136936,83962
654.99093,,3041359,104403
657.604,,2826745,69008
659.62497,,2707451,90747
660.604,,3116715,104452
662.86506,,2936336,109068
663.98552,,2938451,82622
664.62467,,2883625,111114
665.24793,,2947663,89837
666.5207,,2786176,52657
667.2454,,2870668,96165
668.37689,,2712841,99807
668.46947,,2736698,69671
669.08407,,13051185,99522
672.31773,,3021980,88732
673.22271,,2856933,112674
676.5844,,2767245,94617
678.30112,,2830097,105679
680.91319,,3171440,85211
682.37465,,2840934,119990
682.58998,,3044663,84175
684.40661,,3127909,101186
687.29807,,3104635,65596
687.70426,,2759377,102436
688.34419,,2903698,107930
689.08769,,15904613,97579
690.97743,,3279746,78665
691.02362,,3031399,55338
692.34866,,3132157,103434
693.48002,,3123924,77702
694.6206,,2777263,109115
695.36356,,3289936,83925
695.45138,,2743125,69352
696.61179,,3255734,95088
697.42416,,3144393,86762
700.51112,,3188895,92262
700.75071,,2852245,84073
702.80745,,2836134,100734
704.02814,,3000537,84007
704.48375,,2881677,111741
704.4978,,3143815,68957
704.51076,,2873921,70056
705.09621,,4023765,98722
705.16334,,3343239,82770
705.47,,2840779,47864
706.721,,2797354,96144
706.77477,,3248114,68676
707.8515,,2761099,100533
713.04839,,2918224,102844
718.51329,,2882400,59362
719.28411,,2851357,78302
720.11154,,3915104,65812
721.0324,,2806563,52630
721.37732,,3037395,104255
721.41327,,2810604,92621
722.47148,,2922506,76280
723.68776,,2829394,102734
723.99945,,3000424,98304
725.53373,,3183813,97308
725.65568,,2809528,82695
725.87532,,3387566,89346
726.54409,,2865014,91428
728.26376,,2867493,76863
729.04802,,4688215,97958
729.12645,,3181196,79795
730.03182,,4311661,101666
730.77958,,2818947,93378
730.96808,,2900337,60345
732.16908,,2886275,105916
732.48244,,3252468,79288
732.74326,,2776641,108527
732.84594,,3638277,80207
732.91069,,2812208,105568
734.05078,,2792772,73909
735.94275,,3111555,76346
736.31923,,2917402,77464
736.93793,,2790351,91370
737.7714,,2808752,61925
739.38425,,3132153,60512
741.19544,,2777595,80645
741.90494,,3495235,75014
742.6116,,3539049,80807
742.71587,,2906027,80820
744.59137,,2877848,105580
745.5182,,3041125,75687
746.1185,,2952673,92378
746.90252,,3088592,84825
746.98325,,3226563,87452
748.60891,,3172290,75149
748.71177,,3255810,70501
748.8883,,2883153,87743
750.6428,,2808440,111264
750.68516,,3107923,79646
751.11296,,24707486,88954
751.61465,,15016661,86845
751.76286,,4973297,86380
752.11663,,5644556,94361
753.2328,,2864670,74691
753.88187,,3341838,87854
754.79082,,2908957,66341
756.27325,,3023881,78473
757.85785,,2889615,34234
758.77858,,3139454,92565
760.01229,,2996776,75780
761.10905,,5647101,98506
762.42036,,3018896,77112
763.28609,,2947798,65289
764.54042,,2954754,81602
764.74562,,3146044,66153
764.77072,,3179627,100790
767.51816,,3222502,86427
769.10966,,3023686,47786
769.27065,,2863725,65342
769.79227,,2890846,96972
769.94829,,2808634,80742
770.03893,,3033487,54439
770.50928,,3421474,77340
772.33511,,2897514,112980
772.37078,,3168383,90490
773.6616,,2813804,95326
775.11975,,2965304,54118
775.23492,,3002682,114311
776.14056,,3083460,88556
778.36735,,2804225,69800
779.10621,,3060391,56955
779.20482,,2871360,82640
780.81274,,2983619,56145
781.97823,,2912137,93342
782.10647,,2924754,101021
784.79777,,3029537,63265
785.53982,,2878434,92698
791.02624,,3148856,74091
791.09658,,25105664,81592
791.59777,,13665045,81242
792.1,,5622699,85952
792.39655,,2875280,69896
792.60034,,3826880,111540
792.67961,,2925612,87173
794.09828,,3039355,91961
794.45404,,3057759,57403
796.12856,,2881303,64831
796.17295,,3001519,76084
796.89781,,3056317,80343
797.14649,,3074853,48905
801.36848,,3097028,83827
801.81999,,3181145,73390
802.43687,,2837064,72308
802.64341,,2908952,77504
803.11833,,3677561,91859
806.12126,,3096015,96613
806.70397,,2868649,78413
807.42248,,2891084,86339
807.86881,,2825276,76649
808.34028,,2848057,76888
809.3164,,2971781,102193
809.61399,,2834948,52838
811.89232,,3065863,60784
812.22943,,2881915,33872
812.69006,,2941681,73013
813.75071,,2895622,107611
814.95586,,2941160,79270
815.51517,,3120241,86658
817.57568,,2819223,74046
818.0297,,3127240,32368
818.45783,,2933963,88143
818.65664,,2819572,30099
820.73503,,2985024,83540
822.09744,,22349904,84323
822.40251,,3084784,67320
822.59875,,10954327,91517
823.09889,,6212832,76688
823.59634,,3377254,86221
823.65125,,2885795,71395
824.21358,,2828267,80897
824.23276,,3012149,84344
824.26782,,2900615,109849
825.40132,,2967836,39964
826.03587,,3241450,79354
826.09841,,3266699,77974
829.20741,,3721964,71355
829.31186,,3023778,82867
829.57361,,2859660,63571
829.85992,,3229378,87897
829.97962,,3187329,74472
830.91021,,3086441,90972
831.21997,,3097483,48380
832.90684,,3256702,75203
834.82376,,3111274,82990
835.12343,,4536710,87911
835.459,,3702806,50116
837.42478,,2844409,34296
837.85137,,3024024,91088
840.38522,,3674500,68918
841.11819,,3173794,64446
841.88643,,3071891,42408
842.84666,,3004936,35733
843.0797,,4250051,102644
844.06497,,2874885,80410
845.56553,,3010100,51244
847.42468,,3374431,60435
847.96319,,3012344,78250
848.11347,,3443590,97982
848.45985,,3271387,64148
848.57826,,2978745,90348
848.93758,,2988788,66575
850.51423,,4090604,65247
852.67546,,2878229,89797
852.77873,,2907851,58042
857.0422,,2839554,95872
857.07229,,4133522,52923
857.11974,,3588587,51281
858.10753,,5518704,83587
858.60996,,4229751,86175
859.10762,,3514108,81907
859.15399,,3993685,72393
859.66094,,3490943,62799
860.67763,,3094580,96111
861.10705,,4329686,80725
861.44501,,4889543,73401
861.77991,,4769911,87187
864.02148,,3009202,69604
864.5833,,2925562,82536
865.01615,,4005149,50876
865.32641,,2919233,84197
866.24506,,2949925,85679
867.11177,,2870703,77463
867.94474,,2956198,79775
868.08571,,2987169,31608
868.11641,,3801985,99639
869.2227,,3163402,55365
870.56374,,3015184,82342
870.75981,,3133047,72231
871.03474,,3476105,64894
873.59488,,3287512,62479
874.16887,,3125098,61283
875.03149,,3094581,63787
878.31138,,3115051,74523
878.53302,,3177378,76120
878.66232,,2973735,58910
879.27691,,3193553,66489
880.52638,,3050127,73501
880.68204,,3104674,72201
880.9858,,3006597,67251
881.35998,,3364622,51043
881.69025,,3203136,90315
882.69557,,2940061,77118
883.15996,,3130935,48447
883.63264,,2846294,62382
885.11699,,3127736,64770
885.20494,,3393127,59171
886.03534,,3108841,74124
886.46067,,2987440,28299
887.8428,,3060541,85221
888.09938,,3052553,55741
888.41915,,3513143,63466
892.1664,,92280056,74326
893.17021,,27550492,79189
894.17308,,7025986,86573
894.76306,,2954567,65752
895.17403,,3374570,92123
896.73945,,2961290,64517
897.79622,,3110995,45261
898.78447,,3184568,96845
899.09374,,5409892,84044
899.15732,,3473031,64743
899.59687,,3079548,92143
900.3923,,3677495,49509
900.69393,,2913023,56987
902.41727,,3022563,55457
902.43681,,2919341,51701
902.6597,,2905707,102346
902.96939,,3208472,69085
903.46816,,3519216,69422
903.72654,,3151490,83838
903.79517,,3859624,60712
904.29702,,3011298,48579
905.99346,,3700543,53733
908.0961,,3864358,48373
910.11871,,2901607,64968
912.91902,,2870316,85072
914.57273,,3560262,56656
916.08384,,3994897,100004
916.79212,,3098701,32606
917.59474,,2969632,67334
917.68285,,2889588,75272
918.66674,,3110066,62348
918.86938,,3073417,51360
919.32249,,2926866,28334
920.09193,,3293141,34714
920.81247,,3540381,64054
921.30498,,2992831,26134
921.32705,,2966732,60259
922.29068,,3222917,67024
923.63689,,59861732,71790
924.13874,,39356428,74376
924.64015,,20655414,71875
925.14066,,9381217,74682
926.28254,,3501227,52611
927.83515,,3347918,50656
929.92293,,2919130,65628
930.64624,,4930000,82055
931.14427,,3080511,68943
931.21864,,3273356,65593
931.44181,,2984820,72946
932.61387,,3702462,68023
933.23068,,3453879,63467
933.64192,,2961267,65418
933.8789,,3079028,36325
934.94101,,2911281,51380
935.66577,,3318607,69307
937.27037,,3779504,68803
938.02926,,3308679,74305
938.94706,,3089795,76667
940.35187,,3454642,71456
943.77482,,2986976,74630
947.63951,,3297990,76290
947.65787,,3307282,51187
948.4094,,3067830,59900
949.66528,,2952706,61862
949.75078,,3175770,82244
949.80507,,8284477,81257
949.83941,,3466932,52828
950.14057,,9462294,76857
950.20767,,3010626,53914
950.47292,,5076591,67354
950.81024,,4417611,78129
951.16197,,3161359,59604
952.6345,,3343218,86866
952.99374,,3156318,74315
954.02838,,2948742,24438
954.47339,,3009708,70852
955.10555,,10132686,77933
956.10719,,3917222,60103
956.40881,,2895982,70980
956.79177,,2920237,83328
958.46565,,3033484,62293
958.76711,,3072758,54374
959.45204,,3323618,70238
959.58974,,2996191,48334
959.63915,,4269088,81471
959.68764,,3004608,68021
959.78598,,3194243,52948
961.77169,,3170658,56448
963.62063,,45213232,69860
963.7207,,3126771,87209
964.12251,,29653894,69839
964.62365,,12099294,69475
964.93508,,3649396,62855
965.12487,,5779767,71939
965.5481,,2909210,75341
965.61155,,3079238,49333
965.76077,,3018221,77214
966.28892,,3849114,59273
969.3122,,2907345,82873
969.8094,,3230126,55115
970.09952,,3074489,65119
970.45828,,5800373,81127
970.62788,,5200045,62999
970.79127,,7247648,64325
970.81717,,3128818,75728
971.12628,,5656716,75086
972.13233,,7681107,84908
973.13899,,3465373,34288
974.14769,,3731436,90090
974.20056,,4037073,50958
974.48145,,3203354,85743
974.55361,,3161870,89631
974.6181,,35988540,70904
975.12002,,24929186,67565
975.20273,,3033855,62523
975.62031,,13528842,69232
976.12134,,4941170,90276
976.25866,,2964053,73870
976.8999,,3105764,59448
978.26167,,3042686,53560
978.49563,,2948264,74504
978.6615,,3446593,39264
979.69518,,3150227,56710
980.21093,,3043500,45599
980.52751,,3088628,69929
980.67675,,2954722,75964
982.64742,,3384653,51980
984.12637,,4768216,80143
984.61982,,4214408,46692
985.55777,,3352517,68598
986.19035,,3543967,71230
986.45871,,3051306,53590
986.92184,,3143142,61154
987.52937,,3757841,64725
987.95751,,3455540,48606
989.84923,,3635059,60867
990.71759,,2999307,83530
991.35652,,2950293,47277
994.12912,,81413400,67950
994.79787,,3492381,65897
994.83072,,2934711,51318
995.13338,,29809700,70371
996.13435,,9211443,67587
996.63317,,3042267,39198
996.98898,,2990867,67295
997.18377,,2941644,54466
998.09406,,3452348,90578
998.3839,,4052577,60739
998.49454,,3227257,53839
998.52246,,3283791,62953
1001.30882,,3467070,58522
1002.03986,,3772491,71190
1002.1463,,2953440,83278
1002.68802,,3339669,45036
1003.88339,,3128286,63318
1005.21961,,3051422,65020
1005.24746,,3089525,59669
1005.63768,,3311732,65643
1006.13699,,3648076,72000
1006.31583,,2996447,82835
1006.74049,,3411516,53548
1007.10309,,3846182,72045
1008.60073,,3458875,72943
1009.62359,,3217740,54250
1009.83872,,3400767,62457
1009.94331,,2946070,63690
1010.1248,,3708910,79251
1010.62765,,7505681,65131
1011.12863,,6926772,64533
1011.63072,,3697368,101813
1012.54951,,2991517,86501
1012.63375,,3328804,94267
1013.89909,,3243727,58777
1014.04639,,3038989,69574
1014.1761,,3086266,91684
1014.7262,,3524237,53741
1015.74649,,3213874,47835
1015.81995,,3419952,75822
1017.10102,,3163191,81620
1020.63844,,4293603,71132
1020.89005,,2998206,63600
1024.05682,,2973711,57600
1024.87853,,3062819,65329
1026.02472,,3161209,55917
1027.66222,,3478215,66617
1028.11902,,2971806,47613
1029.93328,,3377927,34652
1030.81489,,3271503,66221
1030.86528,,2952893,83765
1031.63446,,8708723,69390
1032.09756,,3349013,134076
1032.13415,,7780407,67520
1032.20798,,3538969,48059
1032.63304,,4325114,79751
1032.87188,,3194323,66283
1033.40059,,2971379,29968
1034.81098,,3014391,57473
