spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1203_0x_1_134_7.csv
limit_error:	6.5	2020-03-19
noise_limit:	2100000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1251.740129	7	46052019915.62	RNA+2DEPC+H2O-CO	-0.62	0.04	C261H330N102O192P26	327.2
1238.586971	7	1358404067.8065286	RNA+2DEPC+H2O-CO-2Eth	0.72	0.03	C257H318N102O190P26	8.7
1219.292941	7	94599683.78555627	RNA+2DEPC+H2O-CO-2Eth-A	0.3	0.11	C252H313N97O190P26	1.4
1222.725254	7	52986410.25307529	RNA+2DEPC+H2O-CO-2Eth-C	2.04	0.15	C253H313N99O189P26	1.1
1220.149779	7	17720064.58013554	RNA+2DEPC+H2O-CO-2Eth-C-H2O	-0.03	0.28	C253H311N99O188P26	1.4
1217.007292	7	249088864.33337802	RNA+2DEPC+H2O-CO-2Eth-G	-0.25	0.08	C252H313N97O189P26	2.6
1236.019368	7	288023461.32719153	RNA+2DEPC+H2O-CO-2Eth-H2O	5.04	0.07	C257H316N102O189P26	2.8
1232.446569	7	1253332581.8554337	RNA+2DEPC+H2O-CO-A	-0.67	0.05	C256H325N97O192P26	9.8
1235.876271	7	441855114.58244276	RNA+2DEPC+H2O-CO-C	-1.06	0.05	C257H325N99O191P26	3.5
1233.301563	7	130106115.3039578	RNA+2DEPC+H2O-CO-C-H2O	-2.49	0.2	C257H323N99O190P26	4.6
1452.857056	6	4781472.071960665	RNA+2DEPC+H2O-CO-Eth	-1.07	0.5	C259H324N102O191P26	3.4
1245.161792	7	23104353462.28	RNA+2DEPC+H2O-CO-Eth	-1.36	0.04	C259H324N102O191P26	164.1
1225.871008	7	929316646.8463701	RNA+2DEPC+H2O-CO-Eth-A	0.83	0.04	C254H319N97O191P26	6.6
1226.728596	7	66416729.40284967	RNA+2DEPC+H2O-CO-Eth-C-H2O	1.11	0.17	C255H317N99O189P26	1.7
1223.584746	7	2394686641.645916	RNA+2DEPC+H2O-CO-Eth-G	-0.21	0.03	C254H319N97O190P26	15.4
1221.011349	7	126467037.20857492	RNA+2DEPC+H2O-CO-Eth-G-H2O	-0.59	0.07	C254H317N97O189P26	1.2
1242.59104	7	710086459.9995239	RNA+2DEPC+H2O-CO-Eth-H2O	0.39	0.05	C259H322N102O190P26	5.6
1230.161612	7	2854693545.23	RNA+2DEPC+H2O-CO-G	-0.65	0.03	C256H325N97O191P26	18.3
1227.590067	7	232194871.72194943	RNA+2DEPC+H2O-CO-G-H2O	0.48	0.07	C256H323N97O190P26	2.2
1249.167998	7	916496049.58	RNA+2DEPC+H2O-CO-H2O	0.03	0.06	C261H328N102O191P26	8.0
1242.878173	7	146734998.40818587	RNA+DEPC	-0.26	0.21	C259H324N102O190P26	5.7
1241.453474	7	115934834.6526927	RNA+DEPC+H2O-CO	1.05	0.25	C258H326N102O190P26	6.7
1222.161046	7	70313725.49840945	RNA+DEPC+H2O-CO-A	1.95	0.1	C253H321N97O190P26	0.9
1219.580674	7	6149197.109421999	RNA+DEPC+H2O-CO-A-H2O	-4.14	0.12	C253H319N97O189P26	0.1
1225.586243	7	42778011.04851294	RNA+DEPC+H2O-CO-C	-2.12	0.27	C254H321N99O189P26	3.0
1219.867982	7	8827532.638450908	RNA+DEPC+H2O-CO-G	-4.67	0.27	C253H321N97O189P26	0.6
1238.873222	7	129672181.66401906	RNA+DEPC+H2O-CO-H2O	-4.85	0.24	C258H324N102O189P26	6.8
1224.443045	7	32857725.603537217	RNA+DEPC-C-H2O	0.66	0.16	C255H317N99O188P26	0.8
1221.300012	7	47058914.840300284	RNA+DEPC-G	-0.0	0.1	C254H319N97O189P26	0.6
1218.722694	7	33844125.63493271	RNA+DEPC-G-H2O	-3.6	0.18	C254H317N97O188P26	1.0
1240.30637	7	143252365.76891565	RNA+DEPC-H2O	0.65	0.13	C259H322N102O189P26	2.5
1415.680338	6	13415737.32	RNA-A	0.1	0.45	C251H315N97O188P26	5.8
1213.297585	7	634954652.49	RNA-A	1.08	0.04	C251H315N97O188P26	4.5
1211.011728	7	126696308.3763033	RNA-G	0.37	0.08	C251H315N97O187P26	1.3
1108.16055	1	17813440.42	a04-G	-0.02	0.31	C34H42N13O24P3	1.9
859.10459	2	4691500.95	a06-G	-6.23	0.43	C52H65N18O39P5	1.6
1031.635255	2	27775132.703701604	a07-A	1.55	0.1	C62H77N23O46P6	0.4
1348.680076	2	28785473.07	a09-A	-0.36	0.29	C81H101N31O59P8	2.5
1000.466655	3	9089972.28	a10-A	1.61	0.48	C90H113N34O66P9	5.3
1146.828248	3	17612647.818026125	a11+2DEPC+H2O-CO-A	-2.79	0.3	C104H135N37O77P10	1.7
1228.165878	3	16119166.84	a12+2DEPC+H2O-CO-Eth-G	4.01	0.15	C111H140N39O83P11	0.3
1089.141915	4	9476651.44	a14+2DEPC+H2O-CO-A	-2.59	0.45	C131H169N44O100P13	4.1
1407.843485	3	7693029.939461577	a14-A	0.51	0.36	C126H159N44O96P13	1.3
1517.52233	3	21620906.194720943	a15-G	-3.04	0.22	C136H171N49O102P14	0.9
1257.670628	4	13358249.3559324	a16+2DEPC+H2O-CO-G	0.72	0.2	C151H193N54O113P15	0.5
1632.535467	3	28674975.46	a16-G	-4.47	0.13	C146H183N54O109P15	0.5
1747.556088	3	13553389.91	a17-G	-1.42	0.34	C156H195N59O116P16	1.9
1577.449833	4	22023788.88	a20+2DEPC+H2O-CO-Eth-G	-1.65	0.26	C188H234N71O140P19	1.4
1261.761793	5	37902543.77717206	a20+2DEPC+H2O-CO-Eth-G	1.03	0.15	C188H234N71O140P19	0.8
1559.447499	4	28278956.88	a20-A	0.22	0.11	C185H230N71O138P19	0.4
1244.161532	5	24965262.61	a20-G	3.42	0.41	C185H230N71O137P19	7.2
1339.982969	5	21012994.15	a21+2DEPC+H2O-CO-A	3.45	0.35	C200H252N76O148P20	3.3
1659.720086	4	9302348.233001683	a21+2DEPC+H2O-CO-Eth-G	2.73	0.35	C198H246N76O146P20	1.5
1327.57206	5	100304220.86	a21+2DEPC+H2O-CO-Eth-G	0.8	0.09	C198H246N76O146P20	1.2
1336.779475	5	33929868.25138043	a21+2DEPC+H2O-CO-G	0.08	0.23	C200H252N76O147P20	1.6
1313.174166	5	20336077.27	a21-A	5.63	0.25	C195H242N76O144P20	1.2
1761.485275	4	17949258.942154706	a22+2DEPC+H2O-CO-A	-0.76	0.42	C210H264N81O155P21	5.7
