spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0603_1x_6-.csv
limit_error:	6.5	2020-03-09
noise_limit:	2440000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1421.669359	6	206652111.33	RNA	-1.88	0.09	C253H315N91O194P26	2.1
1463.533739	6	129000866801.64	RNA+CMCT	-3.36	0.04	C267H340N94O195P26	788.7
1441.026484	6	3599363574.4	RNA+CMCT-A	-2.15	0.02	C262H335N89O195P26	18.0
1445.029506	6	1116517017.9	RNA+CMCT-C	-1.35	0.02	C263H335N91O194P26	5.6
1438.363009	6	7437720164.0	RNA+CMCT-G	-0.52	0.02	C262H335N89O194P26	37.2
1435.362569	6	577378704.25	RNA+CMCT-G-H2O	0.4	0.04	C262H333N89O193P26	3.5
1460.536007	6	3203421817.921826	RNA+CMCT-H2O	-0.61	0.03	C267H338N94O194P26	17.7
1403.171862	6	12216872.97	RNA-C	5.02	0.44	C249H310N88O193P26	4.1
458.07091	1	5524876.69	a02-G	-2.06	0.16	C15H18N5O10P1	0.1
706.589483	2	35193240.06	a05-G	0.26	0.12	C43H53N15O32P4	0.5
934.63682	2	5297160.22	a06	2.32	0.47	C57H70N23O40P5	2.4
1413.18633	2	37265751.32	a09	1.88	0.46	C85H104N32O63P8	15.2
891.436497	3	11977353.46	a09-G	-0.43	0.45	C80H99N27O62P8	4.4
1948.725863	2	11518828.9	a13-G	0.16	0.5	C116H145N37O92P12	7.0
1451.172442	3	20939080.08	a14	-0.28	0.17	C130H161N44O101P13	0.5
1701.57764	3	84255238.5	a16+CMCT-A	-1.71	0.13	C158H204N49O116P15	1.3
1772.55072	3	30630834.72658584	a17	0.62	0.18	C159H196N56O121P16	0.8
1811.261612	3	61191343.59	a17+CMCT-A	-1.71	0.09	C168H216N54O122P16	0.6
1295.39996	4	13514046.2	a17-A	2.46	0.34	C154H191N51O121P16	1.7
1371.90965	4	13091545.61	a18-A	4.77	0.37	C163H202N53O129P17	2.2
1367.912908	4	11893938.162561528	a18-G	6.24	0.22	C163H202N53O128P17	0.4
1516.96651	4	122825850.21	a19+CMCT-G	0.22	0.07	C187H239N61O136P18	1.0
2143.313041	3	12846221.28	a20+CMCT-A	3.86	0.46	C197H251N66O144P19	5.2
1603.222462	4	98030247.86	a20+CMCT-G	-3.47	0.06	C197H251N66O143P19	0.7
1468.805872	5	50130285.18077262	a23+CMCT-A	2.96	0.18	C224H286N74O166P22	1.2
1534.610975	5	119187865.58	a24+CMCT-A	-0.69	0.07	C234H298N79O172P23	1.0
1531.417449	5	18920417.64	a24+CMCT-G	2.87	0.33	C234H298N79O171P23	2.1
1600.418733	5	75501432.63	a25+CMCT-G	-2.38	0.09	C244H310N84O178P24	0.8
344.03912	1	6851661.28	c01	-3.02	0.12	C10H12N5O7P1	0.1
689.087823	1	55811902.37	c02	0.33	0.05	C20H24N10O14P2	0.4
538.03797	1	8600605.71	c02-G	-0.4	0.16	C15H19N5O13P2	0.2
994.130341	1	181956127.99	c03	1.47	0.06	C29H36N13O21P3	1.4
1300.154101	1	73793588.89	c04	-0.06	0.05	C38H47N15O29P4	0.5
649.575237	2	87017993.36	c04	2.75	0.05	C38H47N15O29P4	0.6
1149.10359	1	7487688.22	c04-G	-1.03	0.3	C33H42N10O28P4	0.6
822.097414	2	171384036.78	c05	0.3	0.02	C48H59N20O36P5	0.9
746.571842	2	13162079.74	c05-G	-0.83	0.13	C43H54N15O35P5	0.2
974.617672	2	298309140.6668561	c06	-0.15	0.01	C57H71N23O43P6	1.4
899.09306	2	13661128.6	c06-G	-0.05	0.43	C52H66N18O42P6	4.1
1127.629914	2	121321365.51	c07	-0.49	0.02	C66H82N25O51P7	0.6
1253.231894	2	160927696.83	c07+CMCT	1.24	0.04	C80H107N28O52P7	1.0
1280.640034	2	84952996.76	c08	-2.41	0.05	C75H93N27O59P8	0.6
853.426317	3	28980551.59	c08	-0.0	0.11	C75H93N27O59P8	0.4
1406.243712	2	283061211.13	c08+CMCT	0.51	0.02	C89H118N30O60P8	1.4
937.159754	3	12454681.94	c08+CMCT	0.19	0.29	C89H118N30O60P8	0.9
1330.72266	2	13516441.26	c08+CMCT-G	3.28	0.27	C84H113N25O59P8	0.8
1453.176782	2	34340250.84	c09	6.85	0.28	C85H105N32O66P9	2.3
968.4424	3	61590083.13	c09	0.28	0.06	C85H105N32O66P9	0.5
1578.767354	2	124201300.21	c09+CMCT	0.41	0.06	C99H130N35O67P9	0.9
1052.175788	3	20494490.91	c09+CMCT	0.38	0.32	C99H130N35O67P9	2.1
1503.241506	2	20335889.14	c09+CMCT-G	-0.34	0.39	C94H125N30O66P9	4.1
1070.448438	3	73353168.72	c10	-1.99	0.1	C94H116N34O74P10	0.8
1731.781891	2	107523397.6	c10+CMCT	1.46	0.07	C108H141N37O75P10	0.9
1154.184657	3	92632448.7	c10+CMCT	0.73	0.04	C108H141N37O75P10	0.6
1172.129978	3	142698750.51	c11	-0.87	0.03	C103H128N37O81P11	0.8
1884.30479	2	89752153.4	c11+CMCT	2.54	0.08	C117H153N40O82P11	0.8
1255.865182	3	164184923.01	c11+CMCT	0.74	0.02	C117H153N40O82P11	0.8
1121.780949	3	19637760.53	c11-G	-0.21	0.17	C98H123N32O80P11	0.4
1273.809852	3	196058984.79	c12	-1.23	0.02	C112H140N40O88P12	1.0
2036.814384	2	61675074.52	c12+CMCT	-3.08	0.07	C126H165N43O89P12	0.5
1357.54273	3	240243571.0	c12+CMCT	-1.43	0.03	C126H165N43O89P12	1.3
1223.462343	3	24175354.49	c12-G	0.59	0.19	C107H135N35O87P12	0.7
1375.819908	3	110735400.13	c13	0.04	0.04	C121H151N42O96P13	0.7
1459.546728	3	162351068.24	c13+CMCT	-4.37	0.23	C135H176N45O97P13	6.6
1409.210482	3	18253615.49	c13+CMCT-G	5.09	0.35	C130H171N40O96P13	2.5
1325.468718	3	12227117.15	c13-G	-1.01	0.58	C116H146N37O95P13	16.6
1477.833428	3	85080606.16	c14	3.48	0.06	C130H162N44O104P14	0.6
1561.563032	3	296556717.08	c14+CMCT	0.95	0.03	C144H187N47O105P14	1.6
1511.213616	3	26428307.56479643	c14+CMCT-G	1.24	0.26	C139H182N42O104P14	1.5
1427.479095	3	16467241.93	c14-G	0.43	0.33	C125H157N39O103P14	1.8
1579.837923	3	20375827.92	c15	0.76	0.28	C139H173N46O112P15	1.4
1184.626601	4	13805994.54	c15	0.74	0.44	C139H173N46O112P15	4.6
1663.568549	3	495329411.45	c15+CMCT	-0.86	0.02	C153H198N49O113P15	2.5
1613.223831	3	67661070.19	c15+CMCT-G	2.27	0.02	C148H193N44O112P15	0.3
1266.891272	4	25163202.1	c16	1.91	0.17	C149H185N51O118P16	0.6
1773.25735	3	419296121.06	c16+CMCT	1.8	0.03	C163H210N54O119P16	2.3
1722.905626	3	56833889.81	c16+CMCT-G	0.74	0.07	C158H205N49O118P16	0.5
1349.153947	4	19549530.5	c17	1.45	0.35	C159H197N56O124P17	2.7
1882.940295	3	213795595.74	c17+CMCT	1.05	0.04	C173H222N59O125P17	1.3
1411.952792	4	88549924.27	c17+CMCT	0.61	0.1	C173H222N59O125P17	1.0
1832.589746	3	15505651.552489053	c17+CMCT-G	0.67	0.23	C168H217N54O124P17	0.6
1984.943237	3	135409791.3982289	c18+CMCT	-1.77	0.06	C182H233N61O133P18	1.0
