m/z,z,I,Res.
213.88108,,4145515,322195
254.62535,,4222742,256544
257.09067,,4490292,234972
257.11077,,11406492,279461
257.13058,,22077400,287660
257.1505,,25475284,283618
257.1705,,26719760,295103
257.19054,,18938764,283727
257.21066,,10851144,285549
257.23082,,6287084,249525
260.85499,,4112455,243690
270.50359,,4168462,311884
272.67508,,4322512,250548
273.98535,,4335343,267976
274.79867,,4344918,178272
276.32709,,4246474,217662
278.41768,,4253020,242663
279.66799,,4596219,271519
279.92664,,4338036,272813
283.47039,,4900629,241204
284.5735,,4335696,246386
285.67545,,4344961,174853
292.16443,,4278237,175576
297.40699,,4226656,177679
301.15547,,4090377,197801
309.08091,,4360123,215928
311.83368,,4130941,302917
312.08794,,4091558,219066
314.18037,,4643700,173199
314.83568,,4567129,222751
316.86578,,4159155,294903
319.39489,,4276754,229138
319.83482,,4613182,187340
320.09783,,4193722,212459
322.30022,,4120265,195992
322.3797,,5054275,132606
322.89654,,4395462,245317
323.0406,,4098185,149360
326.09446,,4810526,197251
328.38593,,4247566,241512
329.83283,,4078871,186473
331.96837,,4102285,263990
336.8388,,4675958,126025
337.29116,,4568021,219759
337.91333,,4581704,172974
338.62966,,4413596,212093
338.95126,,4288156,246364
341.4538,,4143801,215114
343.67978,,4455501,120597
345.49669,,4223170,261507
346.87929,,4098464,217017
353.68642,,4154046,202696
358.48832,,4106636,132871
366.001,,4123595,200141
366.12429,,4105470,175247
366.61258,,5061096,251676
369.4869,,4284802,212926
370.07895,,4179407,174181
372.34833,,4257671,175435
376.56714,,4960966,173032
376.58784,,4231639,164248
379.6154,,4333888,198627
385.46402,,4209722,225220
386.35871,,4144259,146828
389.51316,,4381864,210967
389.53211,,4153563,174052
392.40865,,4974880,155159
393.57789,,4629106,219027
400.22645,,4307993,228113
403.20947,,4199237,166292
405.59482,,4479062,162578
406.62162,,4195985,154069
407.25772,,4329638,130106
407.60275,,4576546,185434
407.75639,,4457338,181220
408.16969,,4535626,136319
409.06086,,4366781,179771
409.27553,,4418434,171146
409.57569,,4146734,224357
410.87841,,4187882,187146
412.23698,,4582589,179074
413.0101,,4562499,175456
413.66199,,4147190,115951
415.74561,,4691120,118657
416.70887,,4166696,141744
418.82852,,4202865,210878
420.25862,,4519698,209825
422.15986,,4892992,207793
423.00189,,4495313,169110
423.72883,,4320940,150845
424.19782,,5067211,256802
424.83108,,6278446,208474
424.90107,,6725902,206130
424.93518,,5449789,222118
425.15911,,4188432,157679
425.19873,,4248295,212196
425.43255,,4246889,206293
425.87098,,4479366,125954
427.54935,,4641922,141773
427.96932,,4423213,267626
428.49603,,20185488,163215
428.52956,,23501504,203618
428.53366,,19140294,98312
428.563,,25401582,215081
428.59667,,22105886,168451
428.60037,,22254372,102091
428.6298,,19295052,216034
428.63387,,20024146,303055
429.17039,,6317383,207686
429.23069,,5399580,216639
429.26169,,4427208,282507
429.26388,,5326795,177807
429.2973,,6207291,130251
429.30681,,5413512,143519
429.3303,,4562729,279126
429.36538,,6245083,231198
429.3936,,4237443,297406
429.43027,,4468150,231029
429.58197,,4683981,212055
429.69352,,4296043,188518
429.72725,,7055707,209406
429.73127,,4802785,296478
429.7608,,5449675,124592
429.76477,,5831056,277881
429.77153,,5475994,338667
429.79418,,6538938,278314
429.79615,,5297085,384181
429.79807,,8118207,287831
429.8277,,6873705,221547
429.83134,,7489262,281979
429.86105,,4565529,293265
429.86342,,5409948,155136
429.89646,,6883915,278665
429.89865,,4387918,417900
429.93125,,4428412,265890
430.07987,,4250511,221398
430.13579,,4470559,105530
430.30997,,4229718,190715
431.25282,,4184567,136459
432.45645,,4672025,159151
435.27334,,4247129,162280
437.05332,,4186520,214888
438.43066,,4969817,122670
439.78891,,4213133,184188
441.52729,,4895441,76309
442.45568,,4931030,159923
442.95501,,4642785,76924
444.7689,,4874421,152318
445.19338,,5072262,152791
446.37586,,4349266,150336
446.68216,,5212047,125613
448.04897,,4255241,123515
450.2334,,4334016,110585
455.66224,,4740269,171721
459.73905,,4703173,180039
460.33492,,4220287,114196
461.80974,,4258385,123217
461.8386,,4249441,138911
464.00344,,4447174,162851
464.93806,,4255147,195322
466.29972,,4641320,161864
468.31569,,4235659,205310
468.49985,,4226885,133346
469.99103,,4513213,125455
470.42232,,4329313,139336
472.54858,,4344179,148965
473.65474,,4318128,103791
474.06962,,4311041,170370
474.27089,,4279902,146668
476.68777,,4897498,148476
478.23068,,4544367,147518
480.4227,,4606285,85515
480.72266,,4392672,107365
481.62294,,4267998,129643
482.0389,,4536129,145908
484.24389,,4270302,183361
485.03078,,4457311,112416
485.20186,,4692018,132569
485.65181,,4663321,131762
487.16584,,4803292,113085
487.41396,,4387291,196881
488.53536,,4650436,124728
488.97253,,4376603,175416
488.97992,,4465832,170675
489.04085,,4678166,171157
489.84818,,4673613,115133
491.08757,,5138199,154789
491.27163,,4273701,147144
491.68839,,4265564,152893
492.88389,,4764319,127968
494.59838,,4296734,103204
495.51432,,4497068,145370
495.72089,,4673256,167783
495.84138,,4689285,105304
496.5383,,4396613,142904
496.64668,,4349389,116089
496.87691,,4670964,141113
497.05282,,5191672,190076
497.57139,,4642387,82664
497.71609,,4465213,130399
497.80639,,4448003,96534
499.25056,,4664909,182351
499.99615,,4375343,133690
500.05394,,4602266,192396
503.80054,,4438917,135710
503.88876,,4480585,120014
504.66277,,4586892,138455
504.7128,,4393929,80490
504.74725,,4383849,127183
510.21873,,4512620,123599
