spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0207_rev10.csv
limit_error:	6.5	2020-07-02
noise_limit:	3080000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1259.866568	10	539198958.0	RNA	0.72	0.08	C373H463N155O270P38	4.0
1284.985059	10	63006304655.0	RNA+CMCT	-0.45	0.02	C387H488N158O271P38	249.9
1271.477866	10	4678619960.0	RNA+CMCT-A	-1.83	0.03	C382H483N153O271P38	19.9
1273.878001	10	4316203067.0	RNA+CMCT-C	-2.6	0.11	C383H483N155O270P38	43.4
1413.536368	9	17903096.0	RNA+CMCT-C-H2O	1.38	0.45	C383H481N155O269P38	5.2
1272.077675	10	887769360.0	RNA+CMCT-C-H2O	-2.03	0.03	C383H481N155O269P38	3.8
1269.880987	10	4275088283.0	RNA+CMCT-G	0.23	0.01	C382H483N153O270P38	15.3
1268.083788	10	158720424.0	RNA+CMCT-G-H2O	3.27	0.09	C382H481N153O269P38	1.3
1283.186946	10	1791123226.0	RNA+CMCT-H2O	1.84	0.06	C387H486N158O270P38	10.4
1246.358188	10	40921050.0	RNA-A	-1.62	0.35	C368H458N150O270P38	4.4
1248.760407	10	47082332.0	RNA-C	-0.74	0.35	C369H458N152O269P38	5.1
1244.762874	10	24175074.0	RNA-G	1.73	0.18	C368H458N150O269P38	0.5
1258.071983	10	89616141.0	RNA-H2O	5.87	0.08	C373H461N155O269P38	0.7
860.31671	1	8536111.0	a02+CMCT	-5.02	0.1	C34H48N13O12P1	0.1
935.12383	2	7300032.0	a06	-3.02	0.47	C57H69N22O41P5	2.6
859.602319	2	21910536.0	a06-G	0.43	0.16	C52H64N17O40P5	0.4
429.29558	4	13415096.0	a06-G	-4.09	0.27	C52H64N17O40P5	0.6
1032.124021	2	16748002.0	a07-G	-1.6	0.23	C62H76N22O47P6	0.5
1280.17585	2	100960393.0	a08	1.37	0.26	C77H93N32O55P7	4.4
1204.649829	2	23113178.0	a08-G	0.37	0.12	C72H88N27O54P7	0.2
1345.848131	3	14574781.0	a13-G	5.68	0.27	C120H148N48O88P12	0.7
1123.145173	4	14558688.0	a14	-5.38	0.25	C134H165N56O96P13	0.6
1175.647808	4	27168868.0	a15-A	-1.4	0.24	C139H172N56O103P14	1.0
994.964261	6	14680955.0	a19-A	5.14	0.46	C177H219N71O130P18	4.7
1282.37577	5	575002437.0	a20	5.75	0.06	C191H235N78O138P19	3.3
1666.009256	4	22106008.0	a20+CMCT	-1.8	0.22	C205H260N81O139P19	0.7
1332.607764	5	35025034.0	a20+CMCT	-0.44	0.45	C205H260N81O139P19	10.2
1110.340435	6	66472293.0	a20+CMCT	1.22	0.19	C205H260N81O139P19	1.4
1252.163753	5	25419675.0	a20-G	4.19	0.22	C186H230N73O137P19	0.7
1222.685335	6	17608828.0	a22+CMCT	-3.05	0.37	C225H284N91O152P21	2.3
1289.17278	6	860031006.0	a24	1.72	0.57	C230H283N96O165P23	818.7
1263.999363	6	28351179.0	a24-G	2.93	0.4	C225H278N91O164P23	5.2
1162.743442	7	19043168.0	a25+CMCT-G	-0.45	0.27	C248H315N97O172P24	0.9
1266.879122	7	85107646.0	a28-G	2.33	0.1	C263H325N106O192P27	0.8
1264.184274	8	62808184.0	a31+CMCT-G	1.22	0.25	C306H386N122O214P30	2.6
1289.916759	8	102662130.0	a32	-0.27	0.57	C306H377N126O222P31	97.7
1557.225883	7	17608797.0	a33+CMCT	-1.39	0.51	C330H414N134O229P32	9.4
1266.408146	9	59603522.0	a35+CMCT-A	4.58	0.21	C344H433N137O242P34	1.6
1264.628217	9	37435274.0	a35+CMCT-G	2.44	0.25	C344H433N137O241P34	1.5
1291.837507	9	42324222.0	a36	1.23	0.24	C345H425N144O248P35	1.5
1276.832141	9	70233834.0	a36-A	1.78	0.24	C340H420N139O248P35	2.5
1527.965742	8	6787222.0	a37+CMCT	-4.24	0.07	C369H462N152O256P36	0.0
1391.973748	9	34545954.0	a38+CMCT	-3.84	0.08	C378H474N155O263P37	0.3
1237.572727	10	8044705.0	a38+CMCT-G	-2.25	0.09	C373H469N150O262P37	0.1
344.03891	1	4898504.0	c01	-3.63	0.12	C10H12N5O7P1	0.1
689.088282	1	31868592.0	c02	1.0	0.05	C20H24N10O14P2	0.2
995.114319	1	57223427.0	c03	1.43	0.03	C29H35N12O22P3	0.3
649.573706	2	80955673.0	c04	0.39	0.05	C38H47N15O29P4	0.4
802.586721	2	237314070.0	c05	0.77	0.04	C47H58N17O37P5	1.1
975.110106	2	221738262.0	c06	0.29	0.05	C57H70N22O44P6	1.2
899.58505	2	10249103.0	c06-G	-0.07	0.43	C52H65N17O43P6	2.5
1147.631602	2	124791923.0	c07	-1.69	0.06	C67H82N27O51P7	0.8
764.752709	3	37224285.0	c07	-0.73	0.09	C67H82N27O51P7	0.3
1072.10497	2	17401538.0	c07-G	-3.6	0.2	C62H77N22O50P7	0.4
1320.158889	2	24124302.0	c08	1.24	0.48	C77H94N32O58P8	9.5
879.771002	3	30453911.0	c08	2.19	0.26	C77H94N32O58P8	1.3
1472.682413	2	107842006.0	c09	3.06	0.06	C86H106N35O65P9	0.7
981.449076	3	202707575.0	c09	-0.44	0.04	C86H106N35O65P9	1.0
1397.151643	2	13830663.0	c09-G	-1.11	0.47	C81H101N30O64P9	4.9
1096.465114	3	121990188.0	c10	-0.19	0.07	C96H118N40O72P10	0.8
1046.114181	3	22213341.0	c10-G	-1.28	0.14	C91H113N35O71P10	0.3
1198.14749	3	284679025.0	c11	1.45	0.03	C105H130N43O79P11	1.2
1147.792131	3	28849402.0	c11-G	-3.32	0.06	C100H125N38O78P11	0.2
1307.828097	3	229480893.0	c12	-1.4	0.05	C115H142N48O85P12	1.2
980.621498	4	198453000.0	c12	0.89	0.04	C115H142N48O85P12	0.9
942.858713	4	31269842.0	c12-G	0.47	0.18	C110H137N43O84P12	0.6
1422.846219	3	66745541.0	c13	0.34	0.11	C125H154N53O92P13	0.7
1066.883295	4	38764461.0	c13	0.76	0.13	C125H154N53O92P13	0.5
1524.531207	3	342779485.0	c14	3.31	0.04	C134H166N56O99P14	1.7
1143.144497	4	124939390.0	c14	1.48	0.04	C134H166N56O99P14	0.6
