m/z,z,I,Res.
238.08437,,2960061,263132
272.63149,,3111612,214110
280.25892,,2940310,179242
284.80038,,3026319,216179
290.18152,,2947321,217595
290.70444,,3435969,267967
290.73717,,2955503,165899
290.77085,,4781966,243417
290.80452,,3780811,255300
292.23823,,4648200,176056
292.27126,,10740310,255385
292.30465,,11131604,276500
292.33808,,6702003,252889
292.37171,,3771793,302910
292.40548,,4088607,229557
305.97031,,3102911,205970
316.88797,,3467033,184539
320.47658,,2980147,157318
321.69326,,2996860,232596
340.68184,,3436876,144134
342.14238,,3302646,178095
345.70045,,3014517,177995
347.64009,,3257045,188855
348.89659,,3005574,201469
354.84988,,2951269,285232
360.05708,,2980772,90278
369.31349,,3473850,155853
382.60498,,2988095,144943
388.35615,,3098560,133595
388.932,,3169711,166275
398.88572,,3188786,178590
400.20784,,3009481,190487
403.4322,,3758209,152860
413.47085,,3015740,138729
416.1757,,3081030,164543
442.47768,,3058981,165403
443.06576,,3102877,112170
451.15082,,3406742,156684
451.44579,,3028976,136354
461.10217,,3083313,158040
463.7665,,3225001,193473
468.24521,,3123528,112516
471.84831,,3251526,125476
474.4359,,3207206,157559
475.98472,,3120558,185835
476.18893,,3135335,130153
479.08936,,3221906,101536
483.76807,,3471211,180385
484.44028,,5917770,213661
484.48576,,4651387,235871
484.49571,,8958598,214459
484.54155,,5169848,225321
484.55157,,9950915,206517
484.59659,,4569205,141248
484.60693,,7136000,218756
484.64919,,4810542,260011
484.66271,,6728253,223951
484.7185,,5438202,229365
486.99791,,10281793,198647
487.05356,,12842879,200325
487.09802,,10128816,125648
487.10915,,13030844,189182
487.15362,,11375085,234924
487.16465,,12401145,205319
488.38621,,3126143,176134
493.48514,,3175223,146561
495.95646,,3212569,170794
499.04202,,3501354,123594
501.42442,,3133488,95027
505.07431,,3270110,177512
506.1442,,3522294,91599
510.26814,,3319229,143747
516.46926,,3337095,157794
517.11425,,3259076,122473
518.62219,,3143236,140900
519.9608,,3083295,98420
524.3479,,3090659,136743
526.33363,,3348665,110192
531.38174,,3195570,136162
531.70955,,3284608,138817
532.97691,,3539029,87636
536.23276,,3500548,132146
537.24815,,3202973,122366
538.03808,,4043747,164878
540.48585,,3124378,80296
540.8223,,3584822,122167
542.19319,,3167050,144578
547.11884,,15257467,137596
550.04955,,3202399,144507
551.26118,,3275482,67757
556.18333,,3207886,128685
560.71109,,3306501,125232
566.28565,,3348636,170515
569.13596,,3244505,116373
575.38533,,3312445,95577
578.10108,,3186480,106260
580.86563,,3249805,79855
589.07165,,3221890,92503
589.21693,,3310134,115820
590.39627,,3219241,118384
593.19084,,3212935,104529
598.05373,,3250958,112242
598.10052,,4848648,131984
598.82353,,3343552,105655
601.52539,,3912947,103845
604.53756,,3526680,115531
610.05945,,3351706,156816
615.24756,,3460408,102154
616.41416,,3805044,77697
619.27311,,3234648,92476
621.10011,,3309758,109775
621.8882,,4173353,108874
623.01053,,3350753,109042
626.84432,,3338973,132317
627.08567,,12751418,116503
628.08831,,4599255,95089
629.18159,,3300381,124284
629.7505,,3715641,78891
630.23454,,3345680,94584
635.05438,,3387236,80573
638.54681,,3236773,111313
642.16564,,3240533,113112
644.72371,,3441839,129691
644.79685,,3321602,102710
645.80105,,4142897,111550
648.84615,,3695088,82268
649.84579,,3261549,115472
650.06579,,3898595,137801
650.6041,,3552635,94439
651.71047,,3576009,109046
652.51924,,3326601,118185
654.33693,,3641504,111865
659.53525,,3393613,141390
659.99409,,3393757,53602
661.44878,,3436445,115608
665.64099,,3792154,78387
666.0912,,3927926,86009
667.37781,,3460676,94043
668.71648,,3616994,68539
669.08436,,15406019,106623
669.58644,,7464527,108413
671.09004,,3365805,105435
673.3783,,3299880,96863
674.96749,,3919301,60652
676.3183,,3431605,51710
676.4279,,3932756,102639
678.32816,,3306517,102347
678.56928,,3600584,112162
681.82106,,3343735,93104
685.05946,,3363306,115490
685.12347,,3567944,90570
686.48336,,3323316,58744
687.41974,,3704799,72984
689.08761,,16169509,106939
689.99099,,3461638,98882
690.09005,,4952165,99423
690.50439,,3542705,67889
691.93186,,3450813,116217
693.17149,,3408592,111492
693.56837,,3428934,109035
694.21371,,3307300,94655
696.02386,,3465791,115198
697.48157,,3304967,96811
698.117,,4150738,97058
700.3608,,3643356,104510
702.38152,,3316745,71711
706.85242,,3340498,84587
707.14541,,3770805,36417
709.37349,,3767460,90902
712.838,,3594098,94608
713.06532,,3327223,114085
714.01525,,3317035,93815
714.07603,,3609247,99669
714.22495,,5293024,92747
715.59176,,3733749,86943
717.99564,,4069876,106917
719.58753,,3414389,96322
721.36105,,3713798,84881
723.79368,,3477166,108899
726.6738,,4265906,120147
726.75686,,3956182,90847
726.87212,,3464084,84237
726.98294,,3437326,55830
727.00365,,3670399,107147
729.04782,,3710400,107623
