spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0707_9.csv
limit_error:	6.5	2020-07-08
noise_limit:	3150000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1399.962842	9	772924628.0	RNA	0.13	0.06	C373H463N155O270P38	4.3
1427.874726	9	180465106236.0	RNA+CMCT	0.69	0.02	C387H488N158O271P38	699.7
1412.865837	9	9218013506.0	RNA+CMCT-A	-1.31	0.03	C382H483N153O271P38	37.9
1587.349222	8	19663342.0	RNA+CMCT-A-H2O	-0.95	0.08	C382H481N153O270P38	0.1
1415.531349	9	7394635897.0	RNA+CMCT-C	-3.0	0.07	C383H483N155O270P38	47.3
1413.532579	9	2046146165.0	RNA+CMCT-C-H2O	-1.3	0.03	C383H481N155O269P38	8.4
1587.597755	8	17714326.0	RNA+CMCT-G	-3.11	0.08	C382H483N153O270P38	0.1
1411.090465	9	10921001234.0	RNA+CMCT-G	-0.0	0.01	C382H483N153O270P38	38.3
1409.093458	9	522267109.0	RNA+CMCT-G-H2O	2.95	0.08	C382H481N153O269P38	3.6
1425.878285	9	5052528953.0	RNA+CMCT-H2O	4.01	0.05	C387H486N158O270P38	26.0
1384.950743	9	31004029.0	RNA-A	-4.23	0.31	C368H458N150O270P38	2.2
1387.620904	9	36724520.0	RNA-C	-2.6	0.36	C369H458N152O269P38	4.3
1383.184056	9	66143864.0	RNA-G	3.38	0.25	C368H458N150O269P38	2.6
1397.971795	9	124923288.0	RNA-H2O	7.38	0.14	C373H461N155O269P38	1.6
1220.19748	1	6953242.0	a04	7.89	0.04	C38H46N15O26P3	0.0
859.603356	2	45330603.0	a06-G	1.63	0.12	C52H64N17O40P5	0.5
1032.12481	2	40396639.0	a07-G	-0.83	0.08	C62H76N22O47P6	0.3
1405.780563	2	13642201.0	a08+CMCT	4.69	0.1	C91H118N35O56P7	0.1
1204.649371	2	39363805.0	a08-G	-0.01	0.09	C72H88N27O54P7	0.3
1236.155913	3	31482508.0	a12-A	-0.32	0.06	C110H136N43O82P11	0.2
1396.194536	3	404151558.0	a13	3.04	0.14	C125H153N53O89P12	5.3
1434.902593	3	48456477.0	a13+CMCT-A	-1.94	0.17	C134H173N51O90P12	0.8
1351.173142	3	15144218.0	a13-A	0.75	0.54	C120H148N48O89P12	10.6
1345.846691	3	16469524.0	a13-G	4.61	0.42	C120H148N48O88P12	3.5
1497.874555	3	39372705.0	a14	2.56	0.24	C134H165N56O96P13	1.4
1123.151077	4	30281572.0	a14	-0.13	0.24	C134H165N56O96P13	1.1
1447.52659	3	13233997.0	a14-G	3.92	0.15	C129H160N51O95P13	0.2
1651.592968	3	41816166.0	a15+CMCT-A	-5.24	0.04	C153H197N59O104P14	0.2
1362.174389	4	35665075.0	a17	-3.92	0.36	C162H200N66O118P16	4.1
1089.541229	5	46577195.0	a17	-1.01	0.19	C162H200N66O118P16	1.0
1469.481354	4	31847839.0	a18+CMCT-G	0.62	0.31	C181H232N69O124P17	2.2
1406.680481	4	45626024.0	a18-G	-0.02	0.23	C167H207N66O123P17	1.5
1017.47229	6	24434560.0	a19	3.99	0.22	C182H224N76O130P18	0.7
1271.405237	5	32886138.0	a19+CMCT	1.53	0.12	C196H249N79O131P18	0.3
1488.944086	4	20981682.0	a19-G	0.3	0.04	C177H219N71O129P18	0.1
1655.717511	4	18673700.0	a21-A	4.21	0.03	C196H242N78O145P20	0.1
1467.429657	5	19211424.0	a22+CMCT	0.9	0.43	C225H284N91O152P21	4.5
1440.415209	5	40828517.0	a22+CMCT-A	-1.55	0.27	C220H279N86O152P21	1.9
1451.190699	5	23938552.0	a23-A	3.42	0.36	C215H266N86O158P22	2.8
1381.877141	6	35924079.0	a25+CMCT	-0.19	0.22	C253H320N102O173P24	1.1
1356.705388	6	13712803.0	a25+CMCT-G	2.13	0.22	C248H315N97O172P24	0.4
1432.879546	6	239746050.0	a26+CMCT	-1.45	0.87	C262H331N104O181P25	4782.2
1407.704956	6	14902593.0	a26+CMCT-G	-1.25	0.09	C257H326N99O180P25	0.1
2053.270931	4	14457157.0	a26-A	4.1	0.58	C243H301N96O180P25	15.2
1448.519805	6	17297162.0	a27	-2.14	0.15	C258H318N106O187P26	0.2
1465.216818	6	23717046.0	a27+CMCT-G	1.5	0.04	C267H338N104O187P26	0.1
1426.013719	6	188678847.0	a27-A	-0.07	0.42	C253H313N101O187P26	39.9
1423.346047	6	281971307.0	a27-G	-1.37	0.36	C253H313N101O186P26	33.5
1804.250328	5	11545524.0	a28	6.04	0.19	C268H330N111O193P27	0.2
1522.725253	6	34692427.0	a28+CMCT-A	1.79	0.05	C277H350N109O194P27	0.2
1520.061617	6	45257220.0	a28+CMCT-G	3.23	0.08	C277H350N109O193P27	0.3
1531.693711	6	30533195.0	a29-A	-1.57	0.4	C272H337N109O200P28	5.3
1417.212887	7	65200774.0	a30+CMCT	1.92	0.38	C301H379N122O208P29	9.3
1444.928223	7	23993710.0	a31+CMCT-G	2.81	0.04	C306H386N122O214P30	0.1
1455.032774	7	23633654.0	a32-A	-5.91	0.4	C301H372N121O222P31	4.1
1816.934436	6	28864207.0	a33+CMCT	0.27	0.33	C330H414N134O229P32	2.5
1499.76048	7	25225273.0	a33-G	-2.27	0.22	C311H384N126O227P32	0.7
1400.577813	8	134946304.0	a34+CMCT	-0.7	0.06	C339H426N137O236P33	0.8
1381.70143	8	12687006.0	a34+CMCT-G	2.76	0.22	C334H421N132O235P33	0.4
1441.713819	8	45829012.0	a35+CMCT	2.4	0.08	C349H438N142O242P34	0.3
1628.516447	7	52003580.0	a35+CMCT-A	-1.8	0.19	C344H433N137O242P34	1.2
1422.83035	8	130023908.0	a35+CMCT-G	0.82	0.36	C344H433N137O241P34	15.4
1592.640208	7	15934017.0	a35-A	4.08	0.05	C330H408N134O241P34	0.1
1436.558252	8	58106141.0	a36-A	-0.88	0.29	C340H420N139O248P35	3.4
1434.563457	8	64891626.0	a36-G	2.31	0.17	C340H420N139O247P35	1.1
1566.092543	8	99973717.0	a38+CMCT	-6.28	0.14	C378H474N155O263P37	1.3
1391.974593	9	41973937.0	a38+CMCT	-3.23	0.03	C378H474N155O263P37	0.2
1515.815423	8	30677439.0	a38-G	-3.84	0.4	C359H444N147O261P37	5.3
689.087318	1	39632347.0	c02	-0.4	0.07	C20H24N10O14P2	0.3
995.115104	1	101962817.0	c03	2.22	0.06	C29H35N12O22P3	0.6
1300.15234	1	59569368.0	c04	-1.42	0.15	C38H47N15O29P4	0.9
649.572437	2	135609596.0	c04	-1.56	0.08	C38H47N15O29P4	1.0
802.586871	2	376675424.0	c05	0.96	0.05	C47H58N17O37P5	2.0
975.110693	2	470880243.0	c06	0.89	0.03	C57H70N22O44P6	2.0
899.585583	2	27455294.0	c06-G	0.52	0.16	C52H65N17O43P6	0.4
1147.632423	2	266351529.0	c07	-0.97	0.05	C67H82N27O51P7	1.4
764.752297	3	55424644.0	c07	-1.27	0.06	C67H82N27O51P7	0.3
1072.106515	2	17955660.0	c07-G	-2.16	0.19	C62H77N22O50P7	0.4
1320.154445	2	89395969.0	c08	-2.13	0.06	C77H94N32O58P8	0.5
879.769573	3	66267425.0	c08	0.56	0.04	C77H94N32O58P8	0.3
829.418609	3	25093585.0	c08-G	-0.8	0.23	C72H89N27O57P8	0.8
1472.681652	2	181244924.0	c09	2.55	0.08	C86H106N35O65P9	1.3
981.449563	3	412832121.0	c09	0.06	0.04	C86H106N35O65P9	2.0
931.09976	3	30564571.0	c09-G	0.06	0.21	C81H101N30O64P9	0.8
1096.465473	3	270804923.0	c10	0.14	0.03	C96H118N40O72P10	1.2
1046.115818	3	48800848.0	c10-G	0.29	0.09	C91H113N35O71P10	0.4
1198.147327	3	420804234.0	c11	1.32	0.02	C105H130N43O79P11	1.6
898.357377	4	22949834.0	c11	-0.13	0.16	C105H130N43O79P11	0.4
1147.795282	3	28385197.0	c11-G	-0.58	0.05	C100H125N38O78P11	0.1
1307.829382	3	607575329.0	c12	-0.41	0.02	C115H142N48O85P12	2.4
980.621366	4	131950930.0	c12	0.76	0.06	C115H142N48O85P12	0.8
1262.810992	3	27542564.0	c12-A	-0.6	0.27	C110H137N43O85P12	1.3
1257.478612	3	73948613.0	c12-G	-1.2	0.1	C110H137N43O84P12	0.6
942.856334	4	21485739.0	c12-G	-2.05	0.2	C110H137N43O84P12	0.5
1422.838269	3	149223039.0	c13	-5.25	0.36	C125H154N53O92P13	17.7
1066.883313	4	71798164.0	c13	0.78	0.09	C125H154N53O92P13	0.6
1372.494849	3	45190724.0	c13-G	-0.79	0.16	C120H149N48O91P13	0.7
1524.530944	3	515015104.0	c14	3.14	0.03	C134H166N56O99P14	2.2
1143.144393	4	467103429.0	c14	1.39	0.02	C134H166N56O99P14	1.8
1608.261773	3	45121902.0	c14+CMCT	1.47	0.22	C148H191N59O100P14	1.3
1474.178619	3	82278752.0	c14-G	1.53	0.08	C129H161N51O98P14	0.6
1105.381427	4	46907558.0	c14-G	0.88	0.04	C129H161N51O98P14	0.2
1639.536907	3	82094291.0	c15	-3.09	0.09	C144H178N61O106P15	0.6
1229.402681	4	122892594.0	c15	-1.61	0.05	C144H178N61O106P15	0.6
1191.641083	4	21736588.0	c15-G	-1.03	0.31	C139H173N56O105P15	1.5
1741.546727	3	67771896.0	c16	-2.11	0.11	C153H189N63O114P16	0.6
1305.909016	4	334942970.0	c16	-1.51	0.03	C153H189N63O114P16	1.4
1044.528609	5	95672491.0	c16	1.22	0.05	C153H189N63O114P16	0.5
1368.717448	4	14243786.0	c16+CMCT	4.76	0.29	C167H214N66O115P16	0.8
1268.149807	4	48005136.0	c16-G	0.92	0.09	C148H184N58O113P16	0.4
1843.221985	3	69602822.0	c17	-4.8	0.1	C162H201N66O121P17	0.6
1382.172128	4	474362795.0	c17	0.59	0.03	C162H201N66O121P17	2.0
1105.535206	5	306296848.0	c17	-0.35	0.04	C162H201N66O121P17	1.4
1444.970063	4	84883494.0	c17+CMCT	-0.82	0.04	C176H226N69O122P17	0.4
1344.409312	4	66867386.0	c17-G	0.26	0.17	C157H196N61O120P17	1.2
1075.326647	5	47331645.0	c17-G	0.87	0.17	C157H196N61O120P17	0.8
1464.43715	4	144249337.0	c18	1.85	0.04	C172H213N71O127P18	0.7
1171.34494	5	382277385.0	c18	-0.99	0.04	C172H213N71O127P18	1.8
1144.334761	5	29283474.0	c18-A	-0.38	0.36	C167H208N66O127P18	3.4
1141.137768	5	80009545.0	c18-G	1.36	0.1	C167H208N66O126P18	0.7
1546.697258	4	72672287.0	c19	-0.2	0.17	C182H225N76O133P19	1.3
1237.159564	5	208989753.0	c19	2.4	0.06	C182H225N76O133P19	1.2
2017.582889	3	21335876.0	c19-A	0.93	0.36	C177H220N71O133P19	2.5
1210.14542	5	22616662.0	c19-A	-0.23	0.46	C177H220N71O133P19	7.1
