spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/2205_10-.csv
limit_error:	6.5	2020-05-25
noise_limit:	2610000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1399.957342	9	46943942.0	RNA	-3.79	0.26	C373H463N155O270P38	2.4
1259.862302	10	1121979416.0	RNA	-2.67	0.03	C373H463N155O270P38	5.8
1284.983446	10	102864314628.0	RNA+CMCT	-1.7	0.02	C387H488N158O271P38	481.4
1271.476587	10	6783005103.0	RNA+CMCT-A	-2.83	0.05	C382H483N153O271P38	42.8
1273.877222	10	4448815501.0	RNA+CMCT-C	-3.21	0.04	C383H483N155O270P38	25.4
1272.076709	10	1099109669.0	RNA+CMCT-C-H2O	-2.79	0.07	C383H481N155O269P38	8.5
1269.879863	10	6051624489.0	RNA+CMCT-G	-0.66	0.01	C382H483N153O270P38	25.6
1268.081276	10	303868340.0	RNA+CMCT-G-H2O	1.29	0.04	C382H481N153O269P38	1.7
1283.184632	10	3170147866.0	RNA+CMCT-H2O	0.04	0.04	C387H486N158O270P38	18.1
1246.357587	10	127155237.0	RNA-A	-2.11	0.06	C368H458N150O270P38	0.9
1248.758083	10	97504831.0	RNA-C	-2.6	0.15	C369H458N152O269P38	1.7
1244.756117	10	84692473.0	RNA-G	-3.7	0.17	C368H458N150O269P38	1.8
1258.072389	10	208343214.0	RNA-H2O	6.19	0.08	C373H461N155O269P38	1.8
764.09679	1	5671505.0	a03-G	-0.48	0.23	C24H29N7O18P2	0.2
1069.13467	1	7686866.0	a04-G	-3.53	0.3	C33H41N10O25P3	0.6
859.602939	2	32423365.0	a06-G	1.15	0.17	C52H64N17O40P5	0.7
429.29499	4	7933275.0	a06-G	-5.47	0.43	C52H64N17O40P5	2.2
1032.124501	2	23105082.0	a07-G	-1.13	0.11	C62H76N22O47P6	0.3
1204.646779	2	28235910.0	a08-G	-2.16	0.11	C72H88N27O54P7	0.3
1757.748162	2	12807806.0	a11	5.16	0.35	C105H129N43O76P10	1.6
1236.15432	3	30154999.0	a12-A	-1.61	0.2	C110H136N43O82P11	0.9
918.35222	5	10751000.0	a14+CMCT-G	2.86	0.44	C143H185N54O96P13	3.4
1248.152642	4	14303497.0	a16-G	-3.53	0.55	C148H183N58O110P15	13.4
1555.745758	4	25328818.0	a19+CMCT-A	2.22	0.45	C191H244N74O131P18	8.7
1190.958495	5	10228509.0	a19-G	4.24	0.35	C177H219N71O129P18	1.3
1282.374863	5	99146572.0	a20	5.04	0.2	C191H235N78O138P19	2.8
