spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/2805_10.csv
limit_error:	6.5	2020-06-03
noise_limit:	3500000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1399.959227	9	103659521.0	RNA	-2.45	0.16	C373H463N155O270P38	1.5
1259.863892	10	11976446572.0	RNA	-1.4	0.01	C373H463N155O270P38	37.8
1284.983473	10	134518600636.0	RNA+CMCT	-1.68	0.02	C387H488N158O271P38	469.4
1271.478192	10	9124116110.0	RNA+CMCT-A	-1.57	0.05	C382H483N153O271P38	43.0
1273.877362	10	6145866686.0	RNA+CMCT-C	-3.1	0.06	C383H483N155O270P38	32.0
1413.526931	9	18920800.0	RNA+CMCT-C-H2O	-5.3	0.39	C383H481N155O269P38	2.7
1272.077165	10	1627830639.0	RNA+CMCT-C-H2O	-2.43	0.06	C383H481N155O269P38	8.5
1269.881079	10	8166952738.0	RNA+CMCT-G	0.3	0.01	C382H483N153O270P38	25.8
1268.077151	10	281709246.0	RNA+CMCT-G-H2O	-1.96	0.37	C382H481N153O269P38	32.6
1283.186644	10	4506730147.0	RNA+CMCT-H2O	1.61	0.06	C387H486N158O270P38	23.5
1246.357256	10	846187133.0	RNA-A	-2.37	0.04	C368H458N150O270P38	3.6
1248.759499	10	616633086.0	RNA-C	-1.47	0.07	C369H458N152O269P38	3.5
1383.172058	9	26550420.0	RNA-G	-5.3	0.43	C368H458N150O269P38	5.6
1244.757967	10	678508805.0	RNA-G	-2.21	0.06	C368H458N150O269P38	3.5
1258.068776	10	373339161.0	RNA-H2O	3.32	0.06	C373H461N155O269P38	1.9
915.14768	1	7738297.0	a03	1.22	0.28	C29H34N12O19P2	0.4
859.602029	2	35883594.0	a06-G	0.09	0.16	C52H64N17O40P5	0.5
429.29755	4	8170653.0	a06-G	0.5	0.43	C52H64N17O40P5	1.7
1032.124853	2	43402716.0	a07-G	-0.79	0.07	C62H76N22O47P6	0.2
1280.181285	2	400421770.0	a08	5.62	0.05	C77H93N32O55P7	1.9
1204.644326	2	30946958.0	a08-G	-4.2	0.24	C72H88N27O54P7	1.0
802.764717	3	26361765.0	a08-G	1.1	0.1	C72H88N27O54P7	0.2
1236.153746	3	35278042.0	a12-A	-2.08	0.35	C110H136N43O82P11	3.3
1351.170949	3	22751556.0	a13-A	-0.87	0.54	C120H148N48O89P12	14.4
1009.132592	4	21390004.0	a13-G	4.01	0.29	C120H148N48O88P12	1.1
1123.150696	4	59517304.0	a14	-0.47	0.33	C134H165N56O96P13	4.6
1362.171705	4	18015592.0	a17	-5.89	0.35	C162H200N66O118P16	1.7
