spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0707revMeth_9.csv
limit_error:	6.5	2020-07-13
noise_limit:	3030000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1399.964938	9	816331991.0	RNA	1.63	0.03	C373H463N155O270P38	3.7
1427.878214	9	118620034938.0	RNA+CMCT	3.14	0.02	C387H488N158O271P38	478.2
1412.868226	9	6481005466.0	RNA+CMCT-A	0.38	0.03	C382H483N153O271P38	28.9
1415.532142	9	5343466693.0	RNA+CMCT-C	-2.44	0.07	C383H483N155O270P38	34.1
1413.53556	9	1703156073.0	RNA+CMCT-C-H2O	0.8	0.03	C383H481N155O269P38	7.6
1411.094617	9	7813886796.0	RNA+CMCT-G	2.94	0.01	C382H483N153O270P38	28.5
1585.354164	8	18649111.0	RNA+CMCT-G-H2O	1.76	0.53	C382H481N153O269P38	12.3
1409.097221	9	395969612.0	RNA+CMCT-G-H2O	5.62	0.08	C382H481N153O269P38	3.0
1425.878984	9	3651066210.0	RNA+CMCT-H2O	4.5	0.06	C387H486N158O270P38	22.9
1384.958133	9	73983496.0	RNA-A	1.11	0.22	C368H458N150O270P38	2.2
1387.626648	9	55163632.0	RNA-C	1.54	0.29	C369H458N152O269P38	3.3
1383.18198	9	76068593.0	RNA-G	1.88	0.1	C368H458N150O269P38	0.7
1397.970311	9	69397554.0	RNA-H2O	6.32	0.13	C373H461N155O269P38	0.8
859.601319	2	30800118.0	a06-G	-0.73	0.17	C52H64N17O40P5	0.6
1032.125611	2	25783188.0	a07-G	-0.06	0.2	C62H76N22O47P6	0.6
1204.649044	2	30599992.0	a08-G	-0.28	0.24	C72H88N27O54P7	1.1
1364.912851	3	21835613.0	a12+CMCT	3.75	0.31	C129H166N51O83P11	1.6
1396.193875	3	281107526.0	a13	2.57	0.13	C125H153N53O89P12	3.3
1434.897089	3	26995081.0	a13+CMCT-A	-5.78	0.12	C134H173N51O90P12	0.3
1123.151337	4	22268860.0	a14	0.1	0.36	C134H165N56O96P13	2.7
1651.595349	3	26467657.0	a15+CMCT-A	-3.8	0.04	C153H197N59O104P14	0.1
1362.175429	4	14226838.0	a17	-3.15	0.29	C162H200N66O118P16	0.9
1089.54134	5	25472164.0	a17	-0.9	0.26	C162H200N66O118P16	1.1
1406.684973	4	37345009.0	a18-G	3.18	0.12	C167H207N66O123P17	0.4
1271.409527	5	41702117.0	a19+CMCT	4.91	0.14	C196H249N79O131P18	0.5
1555.74253	4	7949375.0	a19+CMCT-A	0.15	0.04	C191H244N74O131P18	0.0
2069.319956	3	18665040.0	a19+CMCT-G	-3.5	0.35	C191H244N74O130P18	2.0
1488.937354	4	18620144.0	a19-G	-4.22	0.03	C177H219N71O129P18	0.1
1603.221766	4	10635878.0	a20	5.9	0.27	C191H235N78O138P19	0.5
1666.017987	4	72791804.0	a20+CMCT	3.44	0.08	C205H260N81O139P19	0.5
1632.244241	4	17638111.0	a20+CMCT-A	-2.69	0.28	C200H255N76O139P19	1.0
1401.622378	5	43346017.0	a21+CMCT	3.24	0.27	C215H272N86O146P20	2.1
1714.51309	4	15928135.0	a21+CMCT-G	0.78	0.27	C210H267N81O145P20	0.8
1440.415983	5	27920688.0	a22+CMCT-A	-1.01	0.24	C220H279N86O152P21	1.0
1437.217904	5	23772429.0	a22+CMCT-G	-0.38	0.45	C220H279N86O151P21	7.1
1658.454918	5	20693152.0	a25+CMCT	0.35	0.11	C253H320N102O173P24	0.2
1314.83361	6	28282448.0	a25-G	-1.72	0.24	C234H290N94O171P24	1.0
1432.88292	6	180351495.0	a26+CMCT	0.91	0.17	C262H331N104O181P25	3.3
2053.263331	4	17351049.0	a26-A	0.4	0.41	C243H301N96O180P25	3.5
1448.521788	6	23295652.0	a27	-0.77	0.38	C258H318N106O187P26	3.4
1127.272882	8	19297059.0	a28	0.85	0.39	C268H330N111O193P27	3.1
1531.689382	6	33057111.0	a29-A	-4.4	0.4	C272H337N109O200P28	6.0
1397.914629	7	23777035.0	a30+CMCT-A	-1.45	0.13	C296H374N117O208P29	0.3
2026.489827	5	16022804.0	a31+CMCT-A	-2.91	0.54	C306H386N122O215P30	11.7
1444.922188	7	23280713.0	a31+CMCT-G	-1.37	0.17	C306H386N122O214P30	0.4
1194.165459	9	14781945.0	a33+CMCT-G	-4.03	0.52	C325H409N129O228P32	8.8
1400.579329	8	65647790.0	a34+CMCT	0.38	0.03	C339H426N137O236P33	0.3
1383.690974	8	12037126.0	a34+CMCT-A	-4.35	0.1	C334H421N132O236P33	0.1
1410.315428	8	38225791.0	a35	3.57	0.45	C335H413N139O241P34	11.4
1441.706812	8	26511204.0	a35+CMCT	-2.46	0.07	C349H438N142O242P34	0.2
1592.637111	7	9805860.0	a35-A	2.14	0.29	C330H408N134O241P34	0.6
1291.839122	9	23902250.0	a36	2.48	0.41	C345H425N144O248P35	4.8
1957.622513	6	16041618.0	a36+CMCT-A	3.8	0.5	C354H445N142O249P35	7.9
1465.968723	8	19801974.0	a36+CMCT-G	5.87	0.39	C354H445N142O248P35	3.2
1434.559067	8	43988499.0	a36-G	-0.75	0.12	C340H420N139O247P35	0.5
1691.216604	7	9632177.0	a37-A	-1.23	0.28	C350H432N144O255P36	0.5
1566.097947	8	102226817.0	a38+CMCT	-2.83	0.1	C378H474N155O263P37	0.9
