spectrum:	/users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1710_134_6n.csv
limit_error:	6
noise_limit:	1800000.0
shape_limit:	0.75
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1632.20571	4	3168066.7376415	c20+DEPC	-2.76	
1632.4608305299998	4	2027980.1239570992	c20+DEPC	0.0	
1632.71143928	4	1128981.3466125769	c20+DEPC	0.0	
1632.9620427799998	4	559668.916579491	c20+DEPC	0.0	
1633.2126425299998	4	251299.809533897	c20+DEPC	0.0	
1633.4632382799998	4	103520.5791576459	c20+DEPC	0.0	
1633.71383128	4	39507.95195936044	c20+DEPC	0.0	
1728.97996403	4	5112450.996670813	c21+2DEPC+H2O-CO	0.0	
1729.23572	4	13382251.853821358	c21+2DEPC+H2O-CO	2.94	
1729.4858	4	19033970.884200063	c21+2DEPC+H2O-CO	2.61	
1729.73705	4	19258885.84861536	c21+2DEPC+H2O-CO	2.97	
1729.98646	4	15429392.793556068	c21+2DEPC+H2O-CO	2.26	
1730.23661	4	10363150.227545934	c21+2DEPC+H2O-CO	1.99	
1730.48485	4	6045178.82143883	c21+2DEPC+H2O-CO	0.62	
1730.74266	4	3136837.9173712763	c21+2DEPC+H2O-CO	4.79	
1730.9849780299999	4	1472976.2086980066	c21+2DEPC+H2O-CO	0.0	
1731.2355757799999	4	634022.6532511706	c21+2DEPC+H2O-CO	0.0	
1731.48617028	4	252722.9755228053	c21+2DEPC+H2O-CO	0.0	
1705.95903178	4	1246794.9649946843	c21+2DEPC+H2O-CO-2Eth	0.0	
1706.20970128	4	3206559.2222782085	c21+2DEPC+H2O-CO-2Eth	0.0	
1706.45787	4	4489091.031448101	c21+2DEPC+H2O-CO-2Eth	-1.45	
1706.71099	4	4475418.450884007	c21+2DEPC+H2O-CO-2Eth	0.01	
1706.95267	4	3535423.068070267	c21+2DEPC+H2O-CO-2Eth	-5.23	
1707.20592	4	2342714.6441742512	c21+2DEPC+H2O-CO-2Eth	-3.69	
1707.46282078	4	1348838.3558735265	c21+2DEPC+H2O-CO-2Eth	0.0	
1707.7134237799999	4	691066.9120316051	c21+2DEPC+H2O-CO-2Eth	0.0	
1707.96402253	4	320485.2884223809	c21+2DEPC+H2O-CO-2Eth	0.0	
1708.2146180299999	4	136288.2830628965	c21+2DEPC+H2O-CO-2Eth	0.0	
1708.4652102799998	4	53684.020326861624	c21+2DEPC+H2O-CO-2Eth	0.0	
1717.4631	4	6497603.241348396	c21+2DEPC+H2O-CO-Eth	-3.73	
1717.71393	4	16859441.590469994	c21+2DEPC+H2O-CO-Eth	-3.63	
1717.96945	4	23791190.73342784	c21+2DEPC+H2O-CO-Eth	-0.8	
1718.22037	4	23895438.107239522	c21+2DEPC+H2O-CO-Eth	-0.63	
1718.47048	4	19010186.45622824	c21+2DEPC+H2O-CO-Eth	-0.93	
1718.72266	4	12682651.352066794	c21+2DEPC+H2O-CO-Eth	-0.02	
1718.97187	4	7350141.069242397	c21+2DEPC+H2O-CO-Eth	-0.83	
1719.21837	4	3789836.1412165686	c21+2DEPC+H2O-CO-Eth	-3.22	
1719.47450053	4	1768582.4079508553	c21+2DEPC+H2O-CO-Eth	0.0	
1719.7250967799998	4	756728.4141599013	c21+2DEPC+H2O-CO-Eth	0.0	
1719.97569028	4	299769.6343351578	c21+2DEPC+H2O-CO-Eth	0.0	
1815.24182278	4	1577831.0335664933	c22+2DEPC+H2O-CO	0.0	
1815.49644	4	4337294.827823873	c22+2DEPC+H2O-CO	2.17	
1815.74917	4	6451977.884449825	c22+2DEPC+H2O-CO	3.32	
1815.99959	4	6810944.282276764	c22+2DEPC+H2O-CO	3.2	
1816.24226	4	5683057.263526048	c22+2DEPC+H2O-CO	-1.18	
1816.50013	4	3970222.845636746	c22+2DEPC+H2O-CO	2.81	
1816.74562828	4	2406416.8273324883	c22+2DEPC+H2O-CO	0.0	
1816.99623428	4	1296321.7344180364	c22+2DEPC+H2O-CO	0.0	
1817.2468357799999	4	631495.65123195	c22+2DEPC+H2O-CO	0.0	
1817.49743403	4	281845.6304497093	c22+2DEPC+H2O-CO	0.0	
1817.74802903	4	116404.26336353745	c22+2DEPC+H2O-CO	0.0	
1433.5752569299998	5	755143.2825264926	c22+2DEPC+H2O-CO-2Eth	0.0	
1433.7757911299998	5	2041264.7795898777	c22+2DEPC+H2O-CO-2Eth	0.0	
1433.97630713	5	2990807.8127634493	c22+2DEPC+H2O-CO-2Eth	0.0	
1434.1694	5	3112705.916618834	c22+2DEPC+H2O-CO-2Eth	-5.17	
1434.37	5	2562418.233657702	c22+2DEPC+H2O-CO-2Eth	-5.1	
1434.57741	5	1767047.6577980842	c22+2DEPC+H2O-CO-2Eth	-0.27	
1434.77828733	5	1057670.5419842226	c22+2DEPC+H2O-CO-2Eth	0.0	
1434.97877013	5	562832.8635413732	c22+2DEPC+H2O-CO-2Eth	0.0	
1435.1792497299998	5	270923.8204184702	c22+2DEPC+H2O-CO-2Eth	0.0	
1435.3797263299998	5	119508.54564962424	c22+2DEPC+H2O-CO-2Eth	0.0	
1435.58020073	5	48802.13104841102	c22+2DEPC+H2O-CO-2Eth	0.0	
1803.7313565299999	4	1834385.9665683913	c22+2DEPC+H2O-CO-Eth	0.0	
1803.98209	4	5000599.517274152	c22+2DEPC+H2O-CO-Eth	0.04	
1804.2438	4	7382691.081247446	c22+2DEPC+H2O-CO-Eth	6.17	
1804.47751	4	7738498.128625235	c22+2DEPC+H2O-CO-Eth	-3.21	
1804.731	4	6413719.552030254	c22+2DEPC+H2O-CO-Eth	-1.62	
1804.98519	4	4451783.930045205	c22+2DEPC+H2O-CO-Eth	0.36	
1805.22841	4	2681445.520643628	c22+2DEPC+H2O-CO-Eth	-3.74	
1805.48575803	4	1435701.2710390838	c22+2DEPC+H2O-CO-Eth	0.0	
1805.73635853	4	695250.3272464566	c22+2DEPC+H2O-CO-Eth	0.0	
1805.98695553	4	308508.51192019205	c22+2DEPC+H2O-CO-Eth	0.0	
1806.23754953	4	126676.15826990084	c22+2DEPC+H2O-CO-Eth	0.0	
1513.19706333	5	1325295.8614525618	c23+2DEPC+H2O-CO	0.0	
1513.39760253	5	3788513.420220665	c23+2DEPC+H2O-CO	0.0	
1513.59992	5	5848059.766917167	c23+2DEPC+H2O-CO	1.19	
1513.79104	5	6397786.737700703	c23+2DEPC+H2O-CO	-5.02	
1513.99989	5	5527217.544325624	c23+2DEPC+H2O-CO	0.5	
1514.19434	5	3995169.5068893926	c23+2DEPC+H2O-CO	-3.49	
1514.39483	5	2504055.5176184797	c23+2DEPC+H2O-CO	-3.49	
1514.6006085299998	5	1394255.9598093147	c23+2DEPC+H2O-CO	0.0	
1514.80109173	5	701772.2967935237	c23+2DEPC+H2O-CO	0.0	
1515.0015721299999	5	323500.6936382743	c23+2DEPC+H2O-CO	0.0	
1515.20204993	5	137984.25625680058	c23+2DEPC+H2O-CO	0.0	
1515.4025255299998	5	54899.02860356457	c23+2DEPC+H2O-CO	0.0	
1260.8296733633333	6	906352.2004487291	c23+2DEPC+H2O-CO	0.0	
1260.9967893633334	6	2590913.904373834	c23+2DEPC+H2O-CO	0.0	
1261.16892	6	3999410.2390779867	c23+2DEPC+H2O-CO	3.99	
1261.3309818633334	6	4375361.197733799	c23+2DEPC+H2O-CO	0.0	
1261.50015	6	3779990.5133391726	c23+2DEPC+H2O-CO	1.65	
1261.6651463633332	6	2732243.251530351	c23+2DEPC+H2O-CO	0.0	
1261.83524	6	1712490.2404447205	c23+2DEPC+H2O-CO	2.39	
1261.9992943633333	6	953513.0938814601	c23+2DEPC+H2O-CO	0.0	
1262.1663636966666	6	479932.73344688246	c23+2DEPC+H2O-CO	0.0	
1262.3334306966667	6	221237.81870440496	c23+2DEPC+H2O-CO	0.0	
1262.5004955299999	6	94365.59633451255	c23+2DEPC+H2O-CO	0.0	
1262.66755853	6	37544.71497617328	c23+2DEPC+H2O-CO	0.0	
1503.9886903299998	5	1596353.730442011	c23+2DEPC+H2O-CO-Eth	0.0	
1504.19083	5	4526842.945280107	c23+2DEPC+H2O-CO-Eth	1.06	
1504.38974813	5	6937099.56022036	c23+2DEPC+H2O-CO-Eth	0.0	
1504.59284	5	7537650.211427406	c23+2DEPC+H2O-CO-Eth	1.72	
1504.78935	5	6469816.43147519	c23+2DEPC+H2O-CO-Eth	-0.94	
1504.98909	5	4647427.283593535	c23+2DEPC+H2O-CO-Eth	-1.44	
1505.19971	5	2895341.3641667753	c23+2DEPC+H2O-CO-Eth	5.29	
1505.3922279299998	5	1602710.3767407432	c23+2DEPC+H2O-CO-Eth	0.0	
1505.59271033	5	802089.0818151633	c23+2DEPC+H2O-CO-Eth	0.0	
1505.79318993	5	367661.7980598878	c23+2DEPC+H2O-CO-Eth	0.0	
1505.9936669299998	5	155961.76590850393	c23+2DEPC+H2O-CO-Eth	0.0	
1506.19414153	5	61722.32048502569	c23+2DEPC+H2O-CO-Eth	0.0	
1456.17559973	5	1092950.5918114877	c23-G	0.0	
1456.3845	5	2981258.412425311	c23-G	5.74	
1456.57515	5	4412660.890998575	c23-G	-1.04	
1456.7771715299998	5	4642498.693975079	c23-G	0.0	
1456.97722	5	3865172.2798340516	c23-G	-0.31	
1457.18735	5	2696680.9289915506	c23-G	6.3	
1457.37865853	5	1633514.6907772876	c23-G	0.0	
1457.57914473	5	879943.2323063905	c23-G	0.0	
1457.77962733	5	428874.49434980605	c23-G	0.0	
1457.98010713	5	191577.4057764011	c23-G	0.0	
1458.18058433	5	79229.08886308095	c23-G	0.0	
1574.2053207299998	5	5645706.78609058	c24+2DEPC+H2O-CO	0.0	
1574.39429	5	16777504.263347555	c24+2DEPC+H2O-CO	-7.35	
1574.60317	5	26851876.093116716	c24+2DEPC+H2O-CO	-2.04	
1574.805	5	30408384.1709159	c24+2DEPC+H2O-CO	-1.2	
1575.00336	5	27161689.941960238	c24+2DEPC+H2O-CO	-2.56	
1575.20938	5	20280879.26607008	c24+2DEPC+H2O-CO	0.94	
1575.40723	5	13121545.9400696	c24+2DEPC+H2O-CO	-0.73	
1575.60728	5	7537461.1285139965	c24+2DEPC+H2O-CO	-1.01	
1575.80482	5	3912019.469347126	c24+2DEPC+H2O-CO	-2.88	
1576.00808	5	1858883.0930611196	c24+2DEPC+H2O-CO	-1.12	
1576.21031993	5	816824.2124759402	c24+2DEPC+H2O-CO	0.0	
1576.41079673	5	334753.86367542326	c24+2DEPC+H2O-CO	0.0	
1555.78857473	5	854587.6214206476	c24+2DEPC+H2O-CO-2Eth	0.0	
1555.98911233	5	2500506.605062286	c24+2DEPC+H2O-CO-2Eth	0.0	
1556.19943	5	3945991.0056453506	c24+2DEPC+H2O-CO-2Eth	6.3	
1556.3827	5	4409931.229737648	c24+2DEPC+H2O-CO-2Eth	-4.78	
1556.59775	5	3889850.4898788915	c24+2DEPC+H2O-CO-2Eth	4.57	
1556.79113753	5	2869525.623244202	c24+2DEPC+H2O-CO-2Eth	0.0	
1556.99162773	5	1834964.8070630108	c24+2DEPC+H2O-CO-2Eth	0.0	
1557.19211413	5	1042125.0589653053	c24+2DEPC+H2O-CO-2Eth	0.0	
1557.39259693	5	534896.8378193795	c24+2DEPC+H2O-CO-2Eth	0.0	
1557.5930769299998	5	251405.08391919525	c24+2DEPC+H2O-CO-2Eth	0.0	
1557.79355433	5	109313.34926068496	c24+2DEPC+H2O-CO-2Eth	0.0	
1557.9940295299998	5	44336.72687915515	c24+2DEPC+H2O-CO-2Eth	0.0	
1565.00511	5	5814879.482408221	c24+2DEPC+H2O-CO-Eth	5.22	
1565.19695	5	17147209.71965093	c24+2DEPC+H2O-CO-Eth	-0.34	
1565.39714	5	27251693.158448245	c24+2DEPC+H2O-CO-Eth	-0.55	
1565.59551	5	30658349.353704028	c24+2DEPC+H2O-CO-Eth	-1.92	
1565.79685	5	27213872.55101737	c24+2DEPC+H2O-CO-Eth	-1.39	
1565.99798	5	20197605.131329384	c24+2DEPC+H2O-CO-Eth	-0.98	
1566.19883	5	12991767.753407603	c24+2DEPC+H2O-CO-Eth	-0.75	
1566.39981	5	7420621.074442846	c24+2DEPC+H2O-CO-Eth	-0.44	
1566.59876	5	3830153.6142657823	c24+2DEPC+H2O-CO-Eth	-1.42	
1566.8014589299999	5	1809941.7440894302	c24+2DEPC+H2O-CO-Eth	0.0	
1567.0019371299998	5	791275.589212371	c24+2DEPC+H2O-CO-Eth	0.0	
1567.2024131299997	5	322486.82550118666	c24+2DEPC+H2O-CO-Eth	0.0	
1543.99543873	5	4431273.708425122	c24+2DEPC+H2O-CO-G	0.0	
1544.19025	5	12841874.457874607	c24+2DEPC+H2O-CO-G	-3.71	
1544.38783	5	20109507.00136286	c24+2DEPC+H2O-CO-G	-5.62	
1544.59973	5	22326846.37894578	c24+2DEPC+H2O-CO-G	1.75	
1544.80318	5	19581273.756982915	c24+2DEPC+H2O-CO-G	3.66	
1545.00352	5	14371552.243680948	c24+2DEPC+H2O-CO-G	3.56	
1545.20589	5	9148187.993437685	c24+2DEPC+H2O-CO-G	4.77	
1545.40552	5	5173979.797513612	c24+2DEPC+H2O-CO-G	4.21	
1545.59949573	5	2645563.4676907184	c24+2DEPC+H2O-CO-G	0.0	
1545.7999787299998	5	1239121.3139243522	c24+2DEPC+H2O-CO-G	0.0	
1546.00045893	5	537027.7359619371	c24+2DEPC+H2O-CO-G	0.0	
1546.20093693	5	217156.2921399729	c24+2DEPC+H2O-CO-G	0.0	
1643.2148077299998	5	1427273.864441912	c25+2DEPC+H2O-CO	0.0	
1643.40853	5	4428875.8081656825	c25+2DEPC+H2O-CO	-4.15	
1643.61586793	5	7377249.205851055	c25+2DEPC+H2O-CO	0.0	
1643.81986	5	8676791.763889855	c25+2DEPC+H2O-CO	2.12	
1644.01919	5	8037478.76005534	c25+2DEPC+H2O-CO	1.4	
1644.22028	5	6216425.934247276	c25+2DEPC+H2O-CO	1.76	
1644.41544	5	4162302.975747467	c25+2DEPC+H2O-CO	-1.48	
1644.6183601300002	5	2472453.9658952416	c25+2DEPC+H2O-CO	0.0	
1644.8188449299998	5	1326118.3482272348	c25+2DEPC+H2O-CO	0.0	
1645.01932693	5	650812.5791460347	c25+2DEPC+H2O-CO	0.0	
1645.21980633	5	295276.4967784652	c25+2DEPC+H2O-CO	0.0	
1645.4202833299998	5	124865.46735894008	c25+2DEPC+H2O-CO	0.0	
1634.00643473	5	2022500.800074744	c25+2DEPC+H2O-CO-Eth	0.0	
1634.20655	5	6229655.433395432	c25+2DEPC+H2O-CO-Eth	-0.26	
1634.40346	5	10306887.373986129	c25+2DEPC+H2O-CO-Eth	-2.47	
1634.60853	5	12045823.761363572	c25+2DEPC+H2O-CO-Eth	0.32	
1634.80681	5	11090992.102894641	c25+2DEPC+H2O-CO-Eth	-1.04	
1635.00551	5	8528335.830299396	c25+2DEPC+H2O-CO-Eth	-2.14	
1635.20508	5	5678172.404331515	c25+2DEPC+H2O-CO-Eth	-2.7	
1635.40057	5	3354458.7332984586	c25+2DEPC+H2O-CO-Eth	-5.75	
1635.61046413	5	1789628.7674888566	c25+2DEPC+H2O-CO-Eth	0.0	
1635.81094513	5	873661.2671053448	c25+2DEPC+H2O-CO-Eth	0.0	
1636.01142373	5	394336.6507185371	c25+2DEPC+H2O-CO-Eth	0.0	
1636.21190013	5	165908.02429056368	c25+2DEPC+H2O-CO-Eth	0.0	
1685.8063191299998	5	321402.5839091676	c26+2DEPC+H2O-CO-2Eth	0.0	
1686.00685613	5	1018972.2944996736	c26+2DEPC+H2O-CO-2Eth	0.0	
1686.20497	5	1732361.9428998916	c26+2DEPC+H2O-CO-2Eth	-1.43	
1686.4078871299998	5	2078213.1210833874	c26+2DEPC+H2O-CO-2Eth	0.0	
1686.60974	5	1962573.2637665553	c26+2DEPC+H2O-CO-2Eth	0.8	
1686.8088863300002	5	1546902.002191175	c26+2DEPC+H2O-CO-2Eth	0.0	
1687.00937813	5	1055209.567627817	c26+2DEPC+H2O-CO-2Eth	0.0	
1687.20986593	5	638425.8548105086	c26+2DEPC+H2O-CO-2Eth	0.0	
1687.41035053	5	348703.89968507306	c26+2DEPC+H2O-CO-2Eth	0.0	
1687.61083193	5	174236.29897085097	c26+2DEPC+H2O-CO-2Eth	0.0	
1687.8113109299998	5	80470.97795568856	c26+2DEPC+H2O-CO-2Eth	0.0	
1688.0117877300002	5	34640.189662009376	c26+2DEPC+H2O-CO-2Eth	0.0	
1404.670719863333	6	2940756.9131341157	c26+2DEPC+H2O-CO-2Eth	0.0	
1404.83783403	6	9323353.231624639	c26+2DEPC+H2O-CO-2Eth	0.0	
1405.0049346966666	6	15850698.204321409	c26+2DEPC+H2O-CO-2Eth	0.0	
1405.16864	6	19015153.918361746	c26+2DEPC+H2O-CO-2Eth	-2.41	
1405.34095	6	17957076.831046157	c26+2DEPC+H2O-CO-2Eth	1.31	
1405.51104	6	14153784.022378378	c26+2DEPC+H2O-CO-2Eth	3.45	
1405.67694	6	9654915.6296881	c26+2DEPC+H2O-CO-2Eth	2.61	
1405.84425	6	5841444.157736307	c26+2DEPC+H2O-CO-2Eth	2.78	
1406.0074126966665	6	3190557.4347389494	c26+2DEPC+H2O-CO-2Eth	0.0	
1406.17448053	6	1594220.5395033145	c26+2DEPC+H2O-CO-2Eth	0.0	
1406.3415463633332	6	736290.2371585573	c26+2DEPC+H2O-CO-2Eth	0.0	
1406.5086103633334	6	316949.46562601463	c26+2DEPC+H2O-CO-2Eth	0.0	
1412.34029	6	4393900.335158406	c26+2DEPC+H2O-CO-Eth	-2.88	
1412.50276	6	14030905.927007386	c26+2DEPC+H2O-CO-Eth	-6.17	
1412.67691	6	24011282.662716825	c26+2DEPC+H2O-CO-Eth	-1.18	
1412.84497	6	28983642.58952147	c26+2DEPC+H2O-CO-Eth	-0.5	
1413.01316	6	27532824.256797515	c26+2DEPC+H2O-CO-Eth	0.28	
1413.17913	6	21824790.30363236	c26+2DEPC+H2O-CO-Eth	-0.5	
1413.34838	6	14969716.13018082	c26+2DEPC+H2O-CO-Eth	1.03	
1413.5123	6	9105625.433278684	c26+2DEPC+H2O-CO-Eth	-1.2	
1413.68131	6	4999372.716274453	c26+2DEPC+H2O-CO-Eth	0.17	
1413.85011	6	2510954.5503160595	c26+2DEPC+H2O-CO-Eth	1.4	
1414.0151983633332	6	1165563.2759228232	c26+2DEPC+H2O-CO-Eth	0.0	
1414.1822628633333	6	504135.83090503776	c26+2DEPC+H2O-CO-Eth	0.0	
1394.84310653	6	950541.2719342761	c26+2DEPC+H2O-CO-G	0.0	
1395.0102260299998	6	2986991.8737251144	c26+2DEPC+H2O-CO-G	0.0	
1395.17416	6	5041511.01940709	c26+2DEPC+H2O-CO-G	-2.27	
1395.3444263633332	6	6010489.062760854	c26+2DEPC+H2O-CO-G	0.0	
1395.50149	6	5645086.728377719	c26+2DEPC+H2O-CO-G	-7.18	
1395.6785986966665	6	4427777.309654374	c26+2DEPC+H2O-CO-G	0.0	
1395.84567803	6	3007053.925269736	c26+2DEPC+H2O-CO-G	0.0	
1396.0127538633333	6	1812060.3645145376	c26+2DEPC+H2O-CO-G	0.0	
1396.1798266966666	6	986087.9259210917	c26+2DEPC+H2O-CO-G	0.0	
1396.3468970299998	6	491044.1065565724	c26+2DEPC+H2O-CO-G	0.0	
1396.5139651966665	6	226079.0049063229	c26+2DEPC+H2O-CO-G	0.0	
1396.6810311966665	6	97040.65122137447	c26+2DEPC+H2O-CO-G	0.0	
1409.68001	6	3837890.703629116	c26+DEPC	1.04	
1409.84662	6	12253898.615944093	c26+DEPC	0.68	
1410.01226	6	20960396.60850138	c26+DEPC	-0.36	
1410.18015	6	25282912.67426082	c26+DEPC	0.21	
1410.34944	6	23996164.550509475	c26+DEPC	1.77	
1410.51699	6	19001962.467188187	c26+DEPC	2.1	
1410.684	6	13018926.663179133	c26+DEPC	2.06	
1410.85186	6	7909324.77948378	c26+DEPC	2.61	
1411.0206	6	4337041.914757575	c26+DEPC	3.8	
1411.1823131966667	6	2175245.8874705164	c26+DEPC	0.0	
1411.3493798633333	6	1008336.0179537786	c26+DEPC	0.0	
1411.5164445299997	6	435506.4727403408	c26+DEPC	0.0	
1408.0144865299999	6	1071984.8976757673	c26+DEPC+H2O-CO	0.0	
1408.18097	6	3411290.198325203	c26+DEPC+H2O-CO	-0.45	
1408.34491	6	5818210.205756157	c26+DEPC+H2O-CO	-2.69	
1408.51172	6	6999887.791564009	c26+DEPC+H2O-CO	-2.89	
1408.67762	6	6627876.804499995	c26+DEPC+H2O-CO	-3.73	
1408.84956	6	5236924.452787827	c26+DEPC+H2O-CO	-0.29	
1409.01777	6	3580531.4077678933	c26+DEPC+H2O-CO	0.52	
1409.18	6	2171030.546608789	c26+DEPC+H2O-CO	-2.92	
1409.35118353	6	1188256.91681408	c26+DEPC+H2O-CO	0.0	
1409.5182518633333	6	594927.6426818077	c26+DEPC+H2O-CO	0.0	
1409.6853181966667	6	275291.1041362992	c26+DEPC+H2O-CO	0.0	
1409.8523825299999	6	118725.32900504181	c26+DEPC+H2O-CO	0.0	
627.08571	1	20026609.749795377	w02	-0.24	
628.08927	1	4542502.534827714	w02	0.96	
629.09069953	1	1109485.3836945305	w02	0.0	
630.09315853	1	173664.43325068348	w02	0.0	
972.13184	1	11765506.124829803	w03	-1.5	
973.13708	1	4213672.451184535	w03	1.11	
974.1382005300001	1	1265330.4675339698	w03	0.0	
975.14057353	1	272957.8436257325	w03	0.0	
976.14280653	1	51346.59075417084	w03	0.0	
1060.15497	1	3541408.326987938	w03+2DEPC+H2O-CO-Eth	5.31	
1061.1521045299999	1	1389785.0547959511	w03+2DEPC+H2O-CO-Eth	0.0	
1062.15433753	1	447622.974322798	w03+2DEPC+H2O-CO-Eth	0.0	
1063.15673853	1	104298.46659891531	w03+2DEPC+H2O-CO-Eth	0.0	
1064.1589955299999	1	21092.15319569276	w03+2DEPC+H2O-CO-Eth	0.0	
1044.15184	1	3691569.543587476	w03+DEPC	-2.48	
1045.15718853	1	1447304.0225120503	w03+DEPC	0.0	
1046.15943253	1	458475.7155040944	w03+DEPC	0.0	
1047.1618325299999	1	105575.60579787308	w03+DEPC	0.0	
1048.16409553	1	21005.14060337478	w03+DEPC	0.0	
638.08435	2	2228539.653044876	w04	1.09	
638.5850155300001	2	1050184.4576358104	w04	0.0	
639.0861600300001	2	374977.31563082966	w04	0.0	
639.58735103	2	98951.40215798936	w04	0.0	
640.08849203	2	22245.82655383609	w04	0.0	
669.09943	2	2242637.048093996	w04+DEPC+H2O-CO	-3.91	
669.60342303	2	1108974.2199706442	w04+DEPC+H2O-CO	0.0	
670.1045770300001	2	411467.6814912088	w04+DEPC+H2O-CO	0.0	
670.60577703	2	113060.67538566262	w04+DEPC+H2O-CO	0.0	
671.10692553	2	26417.178171569612	w04+DEPC+H2O-CO	0.0	
791.0965	2	33537025.786451895	w05	0.25	
791.59774	2	19483643.48438993	w05	0.06	
792.09805	2	8111014.8676532805	w05	-1.04	
792.60139	2	2519898.144684343	w05	1.66	
793.10123903	2	659675.4088515858	w05	0.0	
963.62061	2	110958258.07932061	w06	0.61	
964.12187	2	79032461.99568895	w06	0.5	
964.62271	2	37781337.17744485	w06	0.13	
965.12356	2	13544383.28068257	w06	-0.24	
965.62682	2	4041383.6567062247	w06	1.93	
966.12612303	2	1040072.8541492762	w06	0.0	
999.63156	2	4180800.2418915406	w06+DEPC	0.97	
1000.13426	2	3119674.83394001	w06+DEPC	2.29	
1000.6331800300001	2	1543397.0406743463	w06+DEPC	0.0	
1001.13439153	2	572613.5760287653	w06+DEPC	0.0	
1001.63557203	2	176432.36475599286	w06+DEPC	0.0	
1002.13674403	2	46869.070414223315	w06+DEPC	0.0	
1128.14507	2	245038354.50778875	w07	-1.07	
1128.64642	2	206617339.6760759	w07	-1.07	
1129.14776	2	111252010.753944	w07	-0.96	
1129.64931	2	44837701.228538945	w07	-0.65	
1130.15028	2	14904641.7407256	w07	-0.84	
1130.65062	2	4262418.411983917	w07	-1.57	
751.76156	3	11197362.379108548	w07	-0.27	
752.09597	3	9441661.615822047	w07	-0.03	
752.42979	3	5083812.623206281	w07	-0.46	
752.7642728633334	3	2048920.0146264965	w07	0.0	
753.0983911966667	3	681087.9669712562	w07	0.0	
753.4325028633333	3	194777.032625116	w07	0.0	
1172.15707	2	1987037.0948398365	w07+2DEPC+H2O-CO-Eth	2.36	
1172.65566603	2	1743635.325247918	w07+2DEPC+H2O-CO-Eth	0.0	
1173.15689153	2	972669.2692866264	w07+2DEPC+H2O-CO-Eth	0.0	
1173.65810253	2	405957.8190035194	w07+2DEPC+H2O-CO-Eth	0.0	
1174.15928803	2	139642.31825600268	w07+2DEPC+H2O-CO-Eth	0.0	
1174.66046203	2	41315.58219615607	w07+2DEPC+H2O-CO-Eth	0.0	
1175.1616255299998	2	10831.48271210049	w07+2DEPC+H2O-CO-Eth	0.0	
1164.15717	2	9088960.526144262	w07+DEPC	0.28	
1164.65941	2	7972143.940445765	w07+DEPC	1.03	
1165.15792	2	4427417.119921732	w07+DEPC	-1.3	
1165.66064753	2	1838863.4951997774	w07+DEPC	0.0	
1166.16183353	2	628961.312899958	w07+DEPC	0.0	
1166.6630085299998	2	184965.8413446271	w07+DEPC	0.0	
1167.1641725299999	2	48189.87046809115	w07+DEPC	0.0	
1292.66671	2	22206990.20684754	w08	-4.51	
1293.16953	2	21632586.01205829	w08	-3.36	
1293.67510303	2	12983951.410716271	w08	0.0	
1294.17630803	2	5805179.515669859	w08	0.0	
1294.67749053	2	2126418.4556385754	w08	0.0	
1295.17866153	2	668047.7733612685	w08	0.0	
1295.67982203	2	185514.10200978897	w08	0.0	
1336.67977	2	8617919.028700916	w08+2DEPC+H2O-CO-Eth	-0.59	
1337.18149	2	8690620.552511873	w08+2DEPC+H2O-CO-Eth	-0.32	
1337.68454	2	5383261.03305118	w08+2DEPC+H2O-CO-Eth	1.04	
1338.1843600299999	2	2482628.891162183	w08+2DEPC+H2O-CO-Eth	0.0	
1338.6855500299998	2	937489.3598496972	w08+2DEPC+H2O-CO-Eth	0.0	
1339.1867275299999	2	303546.505335797	w08+2DEPC+H2O-CO-Eth	0.0	
1339.68789453	2	86864.02049378546	w08+2DEPC+H2O-CO-Eth	0.0	
890.78473	3	3148567.0112871854	w08+2DEPC+H2O-CO-Eth	0.13	
891.11851	3	3175128.5998538854	w08+2DEPC+H2O-CO-Eth	-0.38	
891.4530058633334	3	1966780.8487599276	w08+2DEPC+H2O-CO-Eth	0.0	
891.7871478633333	3	907031.4308998612	w08+2DEPC+H2O-CO-Eth	0.0	
892.1212745299999	3	342512.8574572429	w08+2DEPC+H2O-CO-Eth	0.0	
892.4553928633334	3	110901.07831239044	w08+2DEPC+H2O-CO-Eth	0.0	
892.7895041966667	3	31735.873646950993	w08+2DEPC+H2O-CO-Eth	0.0	
1618.20891053	2	2512245.283165477	w10	0.0	
1618.70609	2	3052791.005906701	w10	-2.57	
1619.21336	2	2206076.1645593373	w10	1.15	
1619.71906	2	1178105.3566916708	w10	3.91	
1620.2139180299998	2	511711.6708199141	w10	0.0	
1620.71510303	2	189864.0182235335	w10	0.0	
1621.21627703	2	62077.29593676407	w10	0.0	
1621.71744253	2	18258.028216695315	w10	0.0	
1078.47229	3	4829958.102805423	w10	1.96	
1078.80471	3	5869193.089526589	w10	0.28	
1079.13553	3	4241327.675215476	w10	-2.82	
1079.47106	3	2264985.6491487357	w10	-1.54	
1079.8068531966665	3	983799.6103877842	w10	0.0	
1080.14097653	3	365026.1618142915	w10	0.0	
1080.47509253	3	119347.71676921262	w10	0.0	
1080.8092028633332	3	35102.269638003716	w10	0.0	
1685.24316	2	3119767.686113331	w10+2DEPC+H2O-CO	3.14	
