spectrum:	/users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1710_134_6n.csv
limit_error:	6
noise_limit:	1800000.0
shape_limit:	0.75
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1414.01949	6	12976179.81859267	RNA-G	1.8	
1414.18534	6	7908298.989905105	RNA-G	0.94	
1414.34747	6	4350677.575890346	RNA-G	-2.56	
1414.51819	6	2189469.5583534455	RNA-G	0.02	
1414.6852271966668	6	1018348.6334791749	RNA-G	0.0	
1414.85229303	6	441519.92068111367	RNA-G	0.0	
1410.01226	6	4086234.2569768205	RNA-G-H2O	-0.25	
1410.18015	6	13064053.299194466	RNA-G-H2O	0.3	
1410.34944	6	22379669.704745978	RNA-G-H2O	1.85	
1410.51699	6	27039062.931194764	RNA-G-H2O	2.17	
1410.684	6	25707066.673609022	RNA-G-H2O	2.11	
1410.85186	6	20393346.856323276	RNA-G-H2O	2.66	
1411.0206	6	13997920.428728562	RNA-G-H2O	3.84	
1411.1865	6	8520366.800876511	RNA-G-H2O	3.01	
1411.35426	6	4681151.27868758	RNA-G-H2O	3.49	
1411.516398863333	6	2352463.316891477	RNA-G-H2O	0.0	
1411.6834666966665	6	1092657.6829589654	RNA-G-H2O	0.0	
1411.85053253	6	472913.4268061882	RNA-G-H2O	0.0	
763.1136	1	3423746.9966039234	a03-G	0.6	
764.11593153	1	1029678.6776245012	a03-G	0.0	
765.1181175300001	1	269225.1691640981	a03-G	0.0	
766.12053253	1	49914.250723532066	a03-G	0.0	
1108.15996	1	19186217.5628869	a04-G	-0.55	
1109.1621	1	8289575.597788669	a04-G	-1.07	
1110.1655715299999	1	2695427.9511527643	a04-G	0.0	
1111.16794553	1	648693.360946931	a04-G	0.0	
1112.1702245299998	1	132626.02216981765	a04-G	0.0	
1414.18534	1	9147264.53032565	a05-G	-0.38	
1415.1886435299998	1	4955764.27309479	a05-G	0.0	
1416.19099853	1	1918924.3357439744	a05-G	0.0	
1417.1934055299998	1	554687.495835931	a05-G	0.0	
1418.19572853	1	134958.3832666657	a05-G	0.0	
1090.67157	2	1739409.975882535	a07+2DEPC+H2O-CO-G	5.88	
1091.16654703	2	1466296.4958389397	a07+2DEPC+H2O-CO-G	0.0	
1091.66778703	2	785764.3715741087	a07+2DEPC+H2O-CO-G	0.0	
1092.16901203	2	315042.62799682247	a07+2DEPC+H2O-CO-G	0.0	
1092.6702085299999	2	104088.66036866768	a07+2DEPC+H2O-CO-G	0.0	
1093.17139353	2	29577.51904371298	a07+2DEPC+H2O-CO-G	0.0	
1031.63389	2	16763299.556310581	a07-A	0.22	
1032.13516	2	13179199.764348827	a07-A	0.13	
1032.63623	2	6698979.776364929	a07-A	-0.01	
1033.13745353	2	2551163.681992467	a07-A	0.0	
1033.63863453	2	803099.3667355976	a07-A	0.0	
1034.1398060299998	2	217631.952977853	a07-A	0.0	
1184.16049	2	1977083.7595157018	a08-A	5.22	
1184.65567403	2	1777989.3783391847	a08-A	0.0	
1185.15690853	2	1005843.483622384	a08-A	0.0	
1185.65812603	2	425223.9004593841	a08-A	0.0	
1186.15931803	2	147861.05238510438	a08-A	0.0	
1186.66049753	2	44183.029040261725	a08-A	0.0	
1187.1616660299999	2	11692.96959952239	a08-A	0.0	
1176.15869	2	1897396.6690944997	a08-G	1.57	
1176.65821603	2	1705601.2136551251	a08-G	0.0	
1177.15945253	2	960758.6783191507	a08-G	0.0	
1177.66067103	2	404217.9868302792	a08-G	0.0	
1178.16186353	2	139775.44457993534	a08-G	0.0	
1178.6630440299998	2	41519.55485287255	a08-G	0.0	
1179.1642135299999	2	10915.599920280138	a08-G	0.0	
1348.68355	2	11022501.479219714	a09-A	2.21	
1349.18128	2	11355707.943939708	a09-A	-0.47	
1349.68661	2	7128883.060835949	a09-A	2.55	
1350.18473	2	3326724.2442726917	a09-A	0.26	
1350.6855770299999	2	1269073.9319872765	a09-A	0.0	
1351.18676003	2	414748.17538987397	a09-A	0.0	
1351.68793153	2	119708.25262925126	a09-A	0.0	
1653.72185053	2	3399440.744511517	a11-A	0.0	
1654.22604	2	4271196.59424664	a11-A	1.71	
1654.71997	2	3171723.0860069795	a11-A	-2.72	
1655.22784	2	1737482.1640886087	a11-A	1.28	
1655.7269250299998	2	773073.5567846692	a11-A	0.0	
1656.22812203	2	293577.9950222553	a11-A	0.0	
1656.72930753	2	98162.60048614735	a11-A	0.0	
1657.2304840299998	2	29513.5693920575	a11-A	0.0	
975.37120953	4	8175653.095408582	a13-G	0.0	
975.62139	4	12063101.094647363	a13-G	-0.52	
975.87254578	4	10317013.498184828	a13-G	0.0	
976.12202	4	6468444.442895916	a13-G	-1.18	
976.37378928	4	3278755.511538155	a13-G	0.0	
976.62439678	4	1414266.7571747138	a13-G	0.0	
976.87499803	4	535929.9807895281	a13-G	0.0	
977.1255942800001	4	182299.52067471814	a13-G	0.0	
1452.5287418633332	3	799304650.3097446	a14+2DEPC+H2O-CO-A	0.0	
1452.86157	3	1315774812.835447	a14+2DEPC+H2O-CO-A	-0.99	
1453.19399	3	1240574410.6929915	a14+2DEPC+H2O-CO-A	-2.22	
1453.52733	3	853647744.352606	a14+2DEPC+H2O-CO-A	-2.79	
1453.86191	3	473415206.1836019	a14+2DEPC+H2O-CO-A	-2.51	
1454.19698	3	222945767.9521437	a14+2DEPC+H2O-CO-A	-1.87	
1454.53228	3	92097270.15875544	a14+2DEPC+H2O-CO-A	-1.08	
1454.86405	3	34111782.84617171	a14+2DEPC+H2O-CO-A	-2.7	
1455.19845	3	11505217.27192916	a14+2DEPC+H2O-CO-A	-2.52	
1447.1931	3	5336076.713230776	a14+2DEPC+H2O-CO-G	-2.77	
1447.52534	3	8781947.543107703	a14+2DEPC+H2O-CO-G	-4.16	
1447.86557153	3	8267620.901065876	a14+2DEPC+H2O-CO-G	0.0	
1448.18921	3	5677698.130569724	a14+2DEPC+H2O-CO-G	-7.28	
1448.54465	3	3141332.840840511	a14+2DEPC+H2O-CO-G	7.41	
1448.86806853	3	1475503.552051881	a14+2DEPC+H2O-CO-G	0.0	
1449.202211863333	3	607825.2949061444	a14+2DEPC+H2O-CO-G	0.0	
1449.5363481966667	3	224450.55969873443	a14+2DEPC+H2O-CO-G	0.0	
1449.8704785300001	3	75478.05669916997	a14+2DEPC+H2O-CO-G	0.0	
1407.8517	3	4683402.872746847	a14-A	6.34	
1408.18097	3	7441818.776737816	a14-A	2.8	
1408.51172	3	6798768.782178845	a14-A	0.35	
1408.84956	3	4539820.432687656	a14-A	2.95	
1409.18	3	2445674.258432346	a14-A	0.31	
1409.5137031966667	3	1119607.1087543448	a14-A	0.0	
1409.8478411966666	3	449810.7134044872	a14-A	0.0	
1410.18197253	3	162085.9604405349	a14-A	0.0	
1410.5160981966665	3	53215.63680674197	a14-A	0.0	
1402.50735	3	25554464.924518403	a14-G	-2.7	
1402.84349	3	40595691.6545084	a14-G	-1.35	
1403.17742	3	37028800.88019547	a14-G	-1.54	
1403.5133	3	24673596.935978103	a14-G	-0.33	
1403.84712	3	13259184.383234546	a14-G	-0.57	
1404.18672	3	6053289.5752879	a14-G	3.31	
1404.512	3	2424846.0608015754	a14-G	-2.99	
1404.8503361966666	3	871091.9651009951	a14-G	0.0	
1405.1844621966666	3	285134.01697971614	a14-G	0.0	
1517.52157	3	9359641.144540757	a15-G	-3.54	
1517.85872	3	16097754.877502982	a15-G	-1.63	
1518.1934	3	15723990.15005169	a15-G	-1.31	
1518.52911	3	11170780.702342661	a15-G	-0.3	
1518.86215	3	6380638.529609392	a15-G	-1.04	
1519.19466	3	3089707.498314219	a15-G	-2.11	
1519.5320115299999	3	1310635.9448159453	a15-G	0.0	
1519.8661435299998	3	498012.27400619537	a15-G	0.0	
1520.2002701966665	3	172221.7920370322	a15-G	0.0	
1632.54146	3	6572782.2465793	a16-G	-0.79	
1632.86963	3	12167691.16702535	a16-G	-4.51	
1633.20704	3	12673550.306746794	a16-G	-2.55	
1633.54289	3	9561743.857949791	a16-G	-1.52	
1633.87903	3	5783825.579074646	a16-G	-0.31	
1634.20655	3	2960110.9409350776	a16-G	-4.36	
1634.5478188633333	3	1325118.605600017	a16-G	0.0	
1634.8819518633334	3	530700.8998123351	a16-G	0.0	
1635.2160791966667	3	193236.73924565234	a16-G	0.0	
1747.55856853	3	2006844.0603471869	a17-G	0.0	
1747.89280853	3	3978646.2748171915	a17-G	0.0	
1748.21817	3	4402289.7798269885	a17-G	-5.05	
1748.55102	3	3515021.8945614593	a17-G	-5.81	
1748.90086	3	2244365.9734554584	a17-G	3.16	
1749.2294868633332	3	1210208.6454365538	a17-G	0.0	
1749.5636271966666	3	570002.0661779481	a17-G	0.0	
1749.8977608633331	3	239903.5577371619	a17-G	0.0	
1750.2318888633333	3	91714.37041306226	a17-G	0.0	
1750.5660125299999	3	32237.326606267994	a17-G	0.0	
1424.4366387799998	4	5941411.584680832	a18+2DEPC+H2O-CO-A	0.0	
1424.68837	4	12772871.316532364	a18+2DEPC+H2O-CO-A	0.73	
1424.9379820299998	4	15240209.159771217	a18+2DEPC+H2O-CO-A	0.0	
1425.18492	4	13085988.926767543	a18+2DEPC+H2O-CO-A	-2.6	
1425.43924703	4	8968587.674563136	a18+2DEPC+H2O-CO-A	0.0	
1425.68654	4	5183960.166429791	a18+2DEPC+H2O-CO-A	-2.33	
1425.94047678	4	2614528.758484823	a18+2DEPC+H2O-CO-A	0.0	
1426.1910830299998	4	1177395.8428116762	a18+2DEPC+H2O-CO-A	0.0	
1426.4416847799998	4	481345.19045600755	a18+2DEPC+H2O-CO-A	0.0	
1426.69228278	4	180849.57920574662	a18+2DEPC+H2O-CO-A	0.0	
1964.5828141966665	3	882876.9333164089	a19-G	0.0	
1964.91604	3	1963138.0735146021	a19-G	-0.52	
1965.24115	3	2410383.510405857	a19-G	-5.14	
1965.5854341966667	3	2124204.701065744	a19-G	0.0	
1965.9195988633332	3	1491507.7952520577	a19-G	0.0	
1966.25375253	3	882055.6603039906	a19-G	0.0	
1966.5878978633332	3	454698.1200116577	a19-G	0.0	
1966.9220361966668	3	209107.93191509787	a19-G	0.0	
1967.2561688633332	3	87236.50610057898	a19-G	0.0	
1967.5902968633334	3	33431.511957954215	a19-G	0.0	
1473.18309	4	4139950.3092864584	a19-G	-1.49	
1473.43555	4	9205466.54683763	a19-G	-0.29	
1473.68557	4	11302671.508156214	a19-G	-0.71	
1473.9375	4	9960733.571474124	a19-G	0.17	
1474.18597	4	6993917.187373138	a19-G	-1.3	
1474.44035	4	4136099.229556696	a19-G	1.26	
1474.69329	4	2132151.7773752976	a19-G	2.84	
1474.93970803	4	980540.3389057731	a19-G	0.0	
1475.19030753	4	409065.8468735074	a19-G	0.0	
1475.44090353	4	156765.67486064837	a19-G	0.0	
1588.97133	4	3310932.6382815554	a20+2DEPC+H2O-CO-G	5.31	
1589.22115	4	7984871.474585889	a20+2DEPC+H2O-CO-G	4.76	
1589.46459	4	10547615.86715905	a20+2DEPC+H2O-CO-G	0.22	
1589.71934	4	9956872.977670172	a20+2DEPC+H2O-CO-G	2.81	
1589.96727	4	7466144.255722594	a20+2DEPC+H2O-CO-G	1.11	
1590.20474	4	4704796.430490519	a20+2DEPC+H2O-CO-G	-7.16	
1590.46673128	4	2579749.446056469	a20+2DEPC+H2O-CO-G	0.0	
1590.7173387799999	4	1260176.785784464	a20+2DEPC+H2O-CO-G	0.0	
1590.96794153	4	557804.7343177723	a20+2DEPC+H2O-CO-G	0.0	
1591.21854078	4	226571.62950538442	a20+2DEPC+H2O-CO-G	0.0	
1591.4691367799999	4	85317.61790622112	a20+2DEPC+H2O-CO-G	0.0	
1559.44388	4	3240805.7941188402	a20-A	-2.1	
1559.70374	4	7631712.793806192	a20-A	3.79	
1559.95196	4	9866592.165791713	a20-A	2.23	
1560.2025	4	9127441.057576252	a20-A	2.17	
1560.44917	4	6713059.958886528	a20-A	-0.36	
1560.69893	4	4151923.7674383917	a20-A	-0.91	
1560.94695	4	2235640.921612166	a20-A	-2.57	
1561.20156478	4	1072889.0328339553	a20-A	0.0	
1561.45216478	4	466695.53002355515	a20-A	0.0	
1561.70276103	4	186355.67334401896	a20-A	0.0	
1555.44842178	4	821949.118425273	a20-G	0.0	
1555.69724	4	1935278.6739988246	a20-G	-1.2	
1555.94974903	4	2499986.6644017985	a20-G	0.0	
1556.19943	4	2310016.557081145	a20-G	-0.61	
1556.45100703	4	1696594.7953480491	a20-G	0.0	
1556.7016230299998	4	1047652.1031010861	a20-G	0.0	
1556.95223253	4	563132.5566628888	a20-G	0.0	
1557.20283703	4	269739.19122512004	a20-G	0.0	
1557.45343703	4	117103.46332778435	a20-G	0.0	
1557.7040335299998	4	46662.30725130549	a20-G	0.0	
1761.48661628	4	1220439.8313829121	a22+2DEPC+H2O-CO-A	0.0	
1761.73146	4	3263816.8222566675	a22+2DEPC+H2O-CO-A	-3.31	
1761.97832	4	4736550.3709312705	a22+2DEPC+H2O-CO-A	-5.46	
1762.2347	4	4886147.376331911	a22+2DEPC+H2O-CO-A	-2.2	
1762.4892105299998	4	3988829.3951250184	a22+2DEPC+H2O-CO-A	0.0	
1762.73861	4	2728825.0925769364	a22+2DEPC+H2O-CO-A	-0.69	
1762.9904430299998	4	1620842.2655106033	a22+2DEPC+H2O-CO-A	0.0	
1763.2410510299999	4	856125.9944823269	a22+2DEPC+H2O-CO-A	0.0	
1763.4916547799999	4	409135.3273505335	a22+2DEPC+H2O-CO-A	0.0	
1763.74225478	4	179218.74876784108	a22+2DEPC+H2O-CO-A	0.0	
1763.99285178	4	72662.08847043329	a22+2DEPC+H2O-CO-A	0.0	
1173.98865203	6	4773121.056533735	a22+2DEPC+H2O-CO-A	0.0	
1174.15298	6	12764736.44860461	a22+2DEPC+H2O-CO-A	-2.38	
1174.32287153	6	18524574.280082993	a22+2DEPC+H2O-CO-A	0.0	
1174.48868	6	19109645.824055046	a22+2DEPC+H2O-CO-A	-1.09	
1174.6570481966664	6	15600249.2603164	a22+2DEPC+H2O-CO-A	0.0	
1174.82181	6	10672392.177021634	a22+2DEPC+H2O-CO-A	-1.97	
1174.9912031966664	6	6339088.702195258	a22+2DEPC+H2O-CO-A	0.0	
1175.15501	6	3348295.3491276014	a22+2DEPC+H2O-CO-A	-2.78	
1175.3253443633332	6	1600121.8542136783	a22+2DEPC+H2O-CO-A	0.0	
1175.4924110299999	6	700921.718115426	a22+2DEPC+H2O-CO-A	0.0	
1175.6594756966665	6	284180.28941004485	a22+2DEPC+H2O-CO-A	0.0	
1757.4878875299999	4	725658.8339024878	a22+2DEPC+H2O-CO-G	0.0	
1757.7385645299998	4	1940358.3711837071	a22+2DEPC+H2O-CO-G	0.0	
1757.9825	4	2814073.505609785	a22+2DEPC+H2O-CO-G	-3.82	
1758.23985453	4	2900186.3589604287	a22+2DEPC+H2O-CO-G	0.0	
1758.50225	4	2364828.67278579	a22+2DEPC+H2O-CO-G	6.69	
1758.74110178	4	1615669.6298133228	a22+2DEPC+H2O-CO-G	0.0	
1758.99171503	4	958261.7817799341	a22+2DEPC+H2O-CO-G	0.0	
1759.24232328	4	505371.9604543249	a22+2DEPC+H2O-CO-G	0.0	
1759.49292703	4	241110.29408726937	a22+2DEPC+H2O-CO-G	0.0	
1759.7435272799999	4	105419.90182013361	a22+2DEPC+H2O-CO-G	0.0	
1759.9941242799998	4	42671.99429429234	a22+2DEPC+H2O-CO-G	0.0	
1466.99391533	5	893636.1179825598	a23+2DEPC+H2O-CO-G	0.0	
1467.19404	5	2487551.0033262973	a23+2DEPC+H2O-CO-G	-0.29	
1467.40018	5	3747210.66562222	a23+2DEPC+H2O-CO-G	3.54	
1467.60537	5	4005790.4870871617	a23+2DEPC+H2O-CO-G	6.73	
1467.79281	5	3384817.2185948957	a23+2DEPC+H2O-CO-G	-2.17	
1467.9964979299998	5	2394671.405733908	a23+2DEPC+H2O-CO-G	0.0	
1468.19699073	5	1469891.2000826339	a23+2DEPC+H2O-CO-G	0.0	
1468.39747933	5	801881.7312685373	a23+2DEPC+H2O-CO-G	0.0	
1468.59796433	5	395613.01200525323	a23+2DEPC+H2O-CO-G	0.0	
1468.79844633	5	178821.05743654535	a23+2DEPC+H2O-CO-G	0.0	
1468.9989257299999	5	74808.63136561647	a23+2DEPC+H2O-CO-G	0.0	
1804.4784645299999	4	1002661.6531191426	a23-A	0.0	
1804.731	4	2734108.951427535	a23-A	1.03	
1804.98519	4	4041620.6099768803	a23-A	2.99	
1805.22841	4	4244196.084699891	a23-A	-1.12	
1805.48891	4	3525533.97549018	a23-A	4.35	
1805.73167603	4	2453365.197028079	a23-A	0.0	
1805.98228903	4	1481908.002700172	a23-A	0.0	
1806.23289703	4	795866.6416695615	a23-A	0.0	
1806.48350078	4	386630.2420662355	a23-A	0.0	
1806.73410053	4	172133.63329447224	a23-A	0.0	
1806.9846972799999	4	70940.17555198187	a23-A	0.0	
1275.82575	6	2390842.009330413	a24+2DEPC+H2O-CO-A	-5.75	
1276.0002038633334	6	6926529.219901745	a24+2DEPC+H2O-CO-A	0.0	
1276.15969	6	10833907.653905917	a24+2DEPC+H2O-CO-A	-5.97	
1276.3344031966667	6	12008203.440553596	a24+2DEPC+H2O-CO-A	0.0	
1276.49486	6	10509765.698364768	a24+2DEPC+H2O-CO-A	-5.19	
1276.6685736966665	6	7695450.837313366	a24+2DEPC+H2O-CO-A	0.0	
1276.82845	6	4885796.840982166	a24+2DEPC+H2O-CO-A	-5.64	
1277.0027268633332	6	2755539.541008365	a24+2DEPC+H2O-CO-A	0.0	
1277.16979853	6	1404857.2635209265	a24+2DEPC+H2O-CO-A	0.0	
1277.3368678633333	6	655971.3113350975	a24+2DEPC+H2O-CO-A	0.0	
1277.5039348633331	6	283344.2565617414	a24+2DEPC+H2O-CO-A	0.0	
1277.67100003	6	114160.92028956299	a24+2DEPC+H2O-CO-A	0.0	
1880.7387862799999	4	581915.575785128	a24-A	0.0	
1880.9894632799999	4	1652615.4974193694	a24-A	0.0	
1881.24022	4	2536867.9777868893	a24-A	0.06	
1881.50124	4	2761620.3723363173	a24-A	5.57	
1881.74138453	4	2375078.2803408303	a24-A	0.0	
1881.99200553	4	1709587.0060678236	a24-A	0.0	
1882.2426205299998	4	1067328.8427847251	a24-A	0.0	
1882.49323003	4	592092.3134094655	a24-A	0.0	
1882.74383528	4	296977.9659690339	a24-A	0.0	
1882.99443703	4	136444.48545706924	a24-A	0.0	
1883.24503528	4	58006.852275455785	a24-A	0.0	
1883.4956307799998	4	23012.237682814088	a24-A	0.0	
1504.38957373	5	1510614.8259297598	a24-A	0.0	
1504.59284	5	4290081.887900527	a24-A	1.81	
1504.78935	5	6585543.570475543	a24-A	-0.86	
1504.98909	5	7168986.106639838	a24-A	-1.37	
1505.19971	5	6165548.083475634	a24-A	5.35	
1505.39214913	5	4437976.203160648	a24-A	0.0	
1505.59107	5	2770715.961465188	a24-A	-1.04	
1505.79312873	5	1537032.972091563	a24-A	0.0	
1505.99361293	5	770935.4020331957	a24-A	0.0	
1506.1940943299999	5	354200.9721422445	a24-A	0.0	
1506.3945729299999	5	150581.9996905819	a24-A	0.0	
1506.59504933	5	59738.26594102809	a24-A	0.0	
1384.1812036966664	6	933066.0735354667	a26+2DEPC+H2O-CO-A	0.0	
1384.34009	6	2931256.698834404	a26+2DEPC+H2O-CO-A	-5.95	
1384.51617	6	4942426.211949419	a26+2DEPC+H2O-CO-A	0.54	
1384.67271	6	5883597.114140221	a26+2DEPC+H2O-CO-A	-7.09	
1384.8427	6	5515841.289041057	a26+2DEPC+H2O-CO-A	-4.99	
1385.00764	6	4317356.029502819	a26+2DEPC+H2O-CO-A	-6.54	
1385.1837758633333	6	2925303.6494777696	a26+2DEPC+H2O-CO-A	0.0	
1385.3508518633332	6	1758412.9591812517	a26+2DEPC+H2O-CO-A	0.0	
1385.517924863333	6	954379.2304508332	a26+2DEPC+H2O-CO-A	0.0	
1385.6849951966667	6	473949.54409120686	a26+2DEPC+H2O-CO-A	0.0	
1385.85206353	6	217565.3507057437	a26+2DEPC+H2O-CO-A	0.0	
1386.0191298633333	6	93109.41259360814	a26+2DEPC+H2O-CO-A	0.0	
1634.40346	5	1927406.074491673	a26-A	-2.36	
1634.60853	5	5944832.29012643	a26-A	0.41	
1634.80681	5	9851122.59033448	a26-A	-0.96	
1635.00551	5	11532714.191485617	a26-A	-2.07	
1635.20508	5	10637577.67520246	a26-A	-2.64	
1635.40057	5	8194976.006808986	a26-A	-5.7	
1635.61039053	5	5466718.0084672775	a26-A	0.0	
1635.81202	5	3235958.1141740684	a26-A	0.7	
1636.01136553	5	1729841.1157054175	a26-A	0.0	
1636.2118483299998	5	846226.8715546259	a26-A	0.0	
1636.41232853	5	382755.4773970218	a26-A	0.0	
1636.6128063299998	5	161371.821687142	a26-A	0.0	
344.03948	1	3059026.369893313	c01	-1.97	
345.04268153	1	401691.5673835282	c01	0.0	
346.04466253	1	68402.67901863981	c01	0.0	
347.04699953	1	6669.809359381381	c01	0.0	
689.08755	1	28463344.205320768	c02	-0.06	
690.09022	1	7475247.071801504	c02	0.15	
691.09224853	1	1763701.8053071823	c02	0.0	
692.09454153	1	291287.36299635685	c02	0.0	
538.03795	1	4462389.4345258735	c02-G	-0.43	
539.0409835300001	1	842953.706776649	c02-G	0.0	
540.04294053	1	194552.8792845945	c02-G	0.0	
541.04542453	1	26707.67416395107	c02-G	0.0	
994.12918	1	141170002.1963	c03	0.3	
995.13315	1	53042126.65582491	c03	1.67	
996.13496	1	15793625.124022203	c03	1.26	
997.1360305300001	1	3437578.4404159486	c03	0.0	
998.13826053	1	642618.1032681857	c03	0.0	
1066.15057	1	3314434.0641630455	c03+DEPC	0.53	
1067.15556	1	1357764.1924069757	c03+DEPC	2.7	
1068.15494053	1	427969.5967057267	c03+DEPC	0.0	
1069.15729653	1	99354.84175081263	c03+DEPC	0.0	
1070.15955553	1	19686.06868672131	c03+DEPC	0.0	
843.07968	1	6961585.918518394	c03-G	0.25	
844.0822695300001	1	2102453.044671546	c03-G	0.0	
845.08440453	1	592928.7468502773	c03-G	0.0	
846.08683653	1	115108.30504274917	c03-G	0.0	
1339.1728	1	12382798.451363923	c04	-2.62	
1340.17461	1	6278633.054138116	c04	-3.2	
1341.18118253	1	2273190.6891112993	c04	0.0	
1342.1835035299998	1	614489.1677426617	c04	0.0	
1343.18576353	1	139693.1612200169	c04	0.0	
669.08418	2	23948874.933370482	c04	-0.51	
669.58663	2	12143151.514310349	c04	1.22	
670.08693	2	4396450.424922514	c04	-0.03	
670.58811353	2	1188448.9829969709	c04	0.0	
671.0892435300001	2	270172.69644220435	c04	0.0	
1188.12768	1	3018069.821373244	c04-G	0.65	
1189.12962053	1	1307790.3740424379	c04-G	0.0	
1190.13187853	1	444230.53196965915	c04-G	0.0	
1191.13425653	1	110621.91070521933	c04-G	0.0	
1192.1365205299999	1	23644.37786065757	c04-G	0.0	
822.09696	2	42696747.62991482	c05	-0.26	
822.59834	2	26333700.0788784	c05	-0.19	
823.09973	2	11147938.411608139	c05	0.07	
823.60085253	2	3536290.433774369	c05	0.0	
824.10200403	2	937083.4218644227	c05	0.0	
824.60315103	2	214251.15300081	c05	0.0	
843.07968	2	5178121.006278931	c05+2DEPC+H2O-CO-2Eth	-5.43	
843.58559453	2	3252846.716288351	c05+2DEPC+H2O-CO-2Eth	0.0	
844.0867685300001	2	1409775.0500749447	c05+2DEPC+H2O-CO-2Eth	0.0	
844.58795253	2	457677.19914516556	c05+2DEPC+H2O-CO-2Eth	0.0	
845.08910503	2	124266.71244215255	c05+2DEPC+H2O-CO-2Eth	0.0	
845.59025453	2	29118.637104532678	c05+2DEPC+H2O-CO-2Eth	0.0	
853.11438	2	2552065.220714258	c05+DEPC+H2O-CO	-1.38	
853.6169035300001	2	1633358.50302462	c05+DEPC+H2O-CO	0.0	
854.1180850300001	2	713797.9400825782	c05+DEPC+H2O-CO	0.0	
854.61927403	2	233803.3808125799	c05+DEPC+H2O-CO	0.0	
855.1204320300001	2	63921.035847365696	c05+DEPC+H2O-CO	0.0	
855.6215855300001	2	15079.209680516868	c05+DEPC+H2O-CO	0.0	
746.57171	2	2565571.827010115	c05-G	-1.01	
747.07385103	2	1393199.0343644933	c05-G	0.0	
747.5750175300001	2	555758.8018420076	c05-G	0.0	
748.07622103	2	164828.75499880366	c05-G	0.0	
748.57737653	2	41403.55991960534	c05-G	0.0	
974.61817	2	73195708.23678024	c06	0.37	
975.11995	2	53423050.959431686	c06	0.82	
975.62139	2	25696402.22923375	c06	1.07	
976.12202	2	9267999.250086907	c06	0.49	
976.62703	2	2772499.597335899	c06	4.43	
977.12386403	2	714817.332845172	c06	0.0	
1010.62615	2	3055575.6013599616	c06+DEPC	-2.2	
1011.12973403	2	2333803.771816591	c06+DEPC	0.0	
1011.63094303	2	1162104.538603189	c06+DEPC	0.0	
1012.13214553	2	433746.1196007389	c06+DEPC	0.0	
1012.63332053	2	134017.6051492206	c06+DEPC	0.0	
1013.13448653	2	35670.19400271722	c06+DEPC	0.0	
670.08693	3	2184932.67985012	c06+DEPC+H2O-CO	-2.16	
670.4226111966667	3	1645518.362282637	c06+DEPC+H2O-CO	0.0	
670.7567471966668	3	813430.7882737444	c06+DEPC+H2O-CO	0.0	
671.0908798633334	3	301484.5318782823	c06+DEPC+H2O-CO	0.0	
671.4249941966667	3	92619.78766180133	c06+DEPC+H2O-CO	0.0	
671.7591028633334	3	24517.449949776736	c06+DEPC+H2O-CO	0.0	
899.09331	2	7275000.776340481	c06-G	0.22	
899.59376	2	4773440.558069526	c06-G	-0.82	
900.09623	2	2169769.2504092734	c06-G	0.6	
900.5969015300001	2	738581.0014679726	c06-G	0.0	
901.09807303	2	210507.39113717468	c06-G	0.0	
901.59924103	2	51792.83087534509	c06-G	0.0	
1139.14292	2	31526270.91281599	c07	-1.01	
1139.64465	2	27137737.894319266	c07	-0.66	
1140.14603	2	14719133.488227734	c07	-0.51	
1140.64601	2	5967156.3702086825	c07	-1.57	
1141.14897653	2	1990119.387626282	c07	0.0	
1141.6501380299999	2	570411.6787767587	c07	0.0	
1183.15148	2	1879174.6979613411	c07+2DEPC+H2O-CO-Eth	-0.52	
1183.65343753	2	1682045.360228157	c07+2DEPC+H2O-CO-Eth	0.0	
1184.15465703	2	945182.5340935569	c07+2DEPC+H2O-CO-Eth	0.0	
1184.65586053	2	396790.71006787545	c07+2DEPC+H2O-CO-Eth	0.0	
1185.15704003	2	136954.0325104595	c07+2DEPC+H2O-CO-Eth	0.0	
1185.6582090299999	2	40614.44636460766	c07+2DEPC+H2O-CO-Eth	0.0	
1186.1593675299998	2	10663.075293668317	c07+2DEPC+H2O-CO-Eth	0.0	
1130.65062	2	2092087.1894276913	c07+2DEPC+H2O-CO-G	2.03	
1131.1497135299999	2	1766237.9151107061	c07+2DEPC+H2O-CO-G	0.0	
1131.6509480299999	2	960189.0007771385	c07+2DEPC+H2O-CO-G	0.0	
1132.1521710299999	2	390984.6218152905	c07+2DEPC+H2O-CO-G	0.0	
1132.6533645299999	2	131526.97875697713	c07+2DEPC+H2O-CO-G	0.0	
1133.15454703	2	38092.89599565645	c07+2DEPC+H2O-CO-G	0.0	
1175.15501	2	6931412.000204553	c07+DEPC	0.32	
1175.65598003	2	6201654.712175993	c07+DEPC	0.0	
1176.15869	2	3469742.044329949	c07+DEPC	1.27	
1176.6584050299998	2	1449526.6319581666	c07+DEPC	0.0	
1177.15958553	2	497485.09853222576	c07+DEPC	0.0	
1177.66075503	2	146632.3174587034	c07+DEPC	0.0	
1178.16191403	2	38242.12830679556	c07+DEPC	0.0	
1063.61955	2	1818115.9123752106	c07-G	0.17	
1064.1207355299998	2	1430993.304188571	c07-G	0.0	
