spectrum:	/users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0512_10g3.csv
limit_error:	6
noise_limit:	2500000.0
shape_limit:	0.7
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1169.8583638633331	3	53175.75501075589	c10+CMCT	0.0	1	
1550.64783	2	5352322.113661316	c10-G	-6.46	1	
1551.15924253	2	6073880.634385536	c10-G	0.0	1	
1551.65749	2	4218516.960381379	c10-G	-1.94	1	
1552.16174153	2	2179820.603211214	c10-G	0.0	1	
1552.66295253	2	921816.8833241222	c10-G	0.0	1	
1553.16414953	2	334206.21286188916	c10-G	0.0	1	
1553.66533403	2	107088.28535258118	c10-G	0.0	1	
1033.4355	3	8719501.031570405	c10-G	-0.62	1	
1033.77035	3	9894996.476759408	c10-G	-0.05	1	
1034.10184	3	6872412.049688956	c10-G	-2.65	1	
1034.43873553	3	3551159.2155160266	c10-G	0.0	1	
1034.7728761966666	3	1501737.5812543095	c10-G	0.0	1	
1035.10700753	3	544457.406696147	c10-G	0.0	1	
1035.44113053	3	174458.18745056636	c10-G	0.0	1	
1198.80293	3	25907065.744019464	c11	0.98	1	
1199.1365	3	34711525.63871327	c11	0.42	1	
1199.47081	3	27392287.338926494	c11	0.54	1	
1199.80464	3	15929615.438797485	c11	0.27	1	
1200.14072	3	7518589.1154412	c11	1.89	1	
1200.4725811966666	3	3027509.971617815	c11	0.0	1	
1200.8067018633333	3	1073106.1368871087	c11	0.0	1	
1201.1408168633334	3	341959.75188217015	c11	0.0	1	
898.85103	4	2451780.191375063	c11	1.7	1	
899.1001747800001	4	3285012.352008678	c11	0.0	1	
899.34913	4	2592337.864798042	c11	-1.86	1	
899.6014172800001	4	1507539.139127786	c11	0.0	1	
899.85202053	4	711540.5520049018	c11	0.0	1	
900.1026167800001	4	286516.00497507356	c11	0.0	1	
900.35320728	4	101556.09267599862	c11	0.0	1	
900.6037935300001	4	32362.219411350343	c11	0.0	1	
1148.4579	3	7663591.630062699	c11-G	5.18	1	
1148.78721	3	9703079.374212578	c11-G	0.87	1	
1149.12714	3	7353543.55518816	c11-G	5.88	1	
1149.45528	3	4125454.3703944725	c11-G	0.64	1	
1149.78868353	3	1885351.7773950095	c11-G	0.0	1	
1150.1228158633332	3	736748.5309987151	c11-G	0.0	1	
1150.4569405299999	3	253911.82198983623	c11-G	0.0	1	
1150.7910588633333	3	78780.46376141967	c11-G	0.0	1	
1308.48375	3	39103748.694025464	c12	-1.67	1	
1308.81922	3	57513123.01624096	c12	-0.72	1	
1309.1535	3	48997470.6767181	c12	-0.64	1	
1309.48669	3	30593247.07284644	c12	-1.37	1	
1309.82249	3	15440439.672141338	c12	-0.1	1	
1310.15567	3	6630691.414633105	c12	-0.83	1	
1310.4908781966665	3	2501431.214512942	c12	0.0	1	
1310.8249948633334	3	846939.6868905658	c12	0.0	1	
981.11262978	4	4177725.603670314	c12	0.0	1	
981.36254	4	6144527.176973726	c12	-0.78	1	
981.61643	4	5234740.775440943	c12	2.55	1	
981.86487	4	3268489.4892230667	c12	0.33	1	
982.1151502800001	4	1649609.6232351093	c12	0.0	1	
982.36574778	4	708402.908112542	c12	0.0	1	
982.61633953	4	267245.30459882773	c12	0.0	1	
982.86692703	4	90484.46077058179	c12	0.0	1	
1392.2191858633332	3	2949078.9748261273	c12+CMCT	0.0	1	
1392.55696	3	4829379.1514046	c12+CMCT	2.54	1	
1392.89018	3	4463315.322027283	c12+CMCT	1.84	1	
1393.2217828633334	3	2992068.1385241942	c12+CMCT	0.0	1	
1393.56521	3	1609570.8004323142	c12+CMCT	6.65	0	
1393.89007953	3	732992.6318672728	c12+CMCT	0.0	1	
1394.2242145299997	3	292108.6282468407	c12+CMCT	0.0	1	
1394.5583428633333	3	104157.17898005796	c12+CMCT	0.0	1	
1394.8924658633332	3	33769.9919392091	c12+CMCT	0.0	1	
1258.13612853	3	3614332.385978896	c12-G	0.0	1	
1258.46918	3	5049432.404974514	c12-G	-0.95	1	
1258.80454	3	4140501.3311712584	c12-G	-0.01	1	
1259.14205	3	2499335.384312102	c12-G	2.65	1	
1259.47285453	3	1223507.790203352	c12-G	0.0	1	
1259.80698853	3	510732.6986132571	c12-G	0.0	1	
1260.1411145299999	3	187603.3736329917	c12-G	0.0	1	
1260.4752345299999	3	61928.50382846172	c12-G	0.0	1	
1423.49818	3	9588088.846970981	c13	-2.5	1	
1423.83514	3	15361007.353273753	c13	-0.58	1	
1424.1684	3	14080164.749836558	c13	-1.22	1	
1424.50302	3	9415195.135511931	c13	-0.9	1	
1424.83223	3	5072354.286808117	c13	-4.36	1	
1425.17256753	3	2320002.746923186	c13	0.0	1	
1425.50669153	3	930600.5736998084	c13	0.0	1	
1425.8408091966664	3	334610.8258599447	c13	0.0	1	
1426.1749225299998	3	109590.19861326729	c13	0.0	1	
1067.37448828	4	2662369.3155909614	c13	0.0	1	
1067.62768	4	4265362.502021769	c13	2.36	1	
1067.87578678	4	3909704.9669364407	c13	0.0	1	
1068.12421	4	2614361.112956019	c13	-2.05	1	
1068.37700828	4	1408464.254612166	c13	0.0	1	
1068.6276065299999	4	644205.9751507564	c13	0.0	1	
1068.8781995299998	4	258404.19837916148	c13	0.0	1	
1069.1287877799998	4	92912.9474760241	c13	0.0	1	
1069.3793727799998	4	30430.421195946285	c13	0.0	1	
1525.1821721966667	3	12051077.711170819	c14	0.0	1	
1525.51894	3	20670024.883011766	c14	1.67	1	
1525.85997	3	20124333.154082134	c14	6.16	1	
1526.18299	3	14247219.344066422	c14	-1.14	1	
1526.50852	3	8108330.37317475	c14	-6.79	1	
1526.8549	3	3911594.132989202	c14	1.23	1	
1527.18714453	3	1652925.4930341828	c14	0.0	1	
1527.5212658633334	3	625596.8810322148	c14	0.0	1	
1527.85538253	3	215449.78128274134	c14	0.0	1	
1143.63481003	4	5497152.062164544	c14	0.0	1	
1143.88514	4	9428722.694677671	c14	-0.3	1	
1144.14032	4	9179803.014223615	c14	3.68	1	
1144.38798	4	6498931.720002679	c14	1.09	1	
1144.63734203	4	3698650.5356522617	c14	0.0	1	
1144.88794353	4	1784290.8551307684	c14	0.0	1	
1145.13853928	4	753989.2282176993	c14	0.0	1	
1145.38913028	4	285368.76676698745	c14	0.0	1	
1145.63971778	4	98278.36462903826	c14	0.0	1	
1634.86308	3	6734681.52428623	c15	-2.0	1	
1635.19502	3	12433106.707270935	c15	-3.39	1	
1635.53161	3	12895228.422140552	c15	-1.92	1	
1635.86435	3	9681334.08014509	c15	-2.79	1	
1636.19456	3	5824755.653146934	c15	-5.19	1	
1636.5371908633333	3	2963982.1201664726	c15	0.0	1	
1636.8713195299997	3	1318963.61828329	c15	0.0	1	
1637.20544253	3	524942.0437027354	c15	0.0	1	
1637.5395605299998	3	189935.39488772862	c15	0.0	1	
1225.89947	4	145327479.92764097	c15	1.25	1	
1226.15004	4	268293616.99187925	c15	1.17	1	
1226.40089	4	278265726.8829938	c15	1.34	1	
1226.65152	4	208913202.37361753	c15	1.35	1	
1226.90208	4	125692218.29028355	c15	1.31	1	
1227.15325	4	63959676.566893384	c15	1.77	1	
1227.4044	4	28461874.26534156	c15	2.22	1	
1227.65228	4	11327707.783104042	c15	0.01	1	
1227.9028512799998	4	4098609.8880184847	c15	0.0	1	
980.5168967300001	5	7307072.797277938	c15	0.0	1	
980.7187	5	13489816.181913955	c15	1.29	1	
980.91798	5	13991214.354875531	c15	0.04	1	
981.12001	5	10504166.031204507	c15	1.61	1	
981.31736	5	6319810.88198699	c15	-1.59	1	
981.52113	5	3215895.6654126314	c15	1.76	1	
981.71988113	5	1431064.4298474914	c15	0.0	1	
981.9203549300001	5	569557.7012595673	c15	0.0	1	
982.12082573	5	206078.30559166006	c15	0.0	1	
1288.69674	4	14197924.76007171	c15+CMCT	-0.89	1	
1288.94767	4	28579567.053908758	c15+CMCT	-0.69	1	
1289.19834	4	31772233.730751455	c15+CMCT	-0.67	1	
1289.4494	4	25354726.82755033	c15+CMCT	-0.33	1	
1289.70186	4	16121312.078366237	c15+CMCT	1.1	1	
1289.9514	4	8633279.560258001	c15+CMCT	0.27	1	
1290.20771	4	4029835.567303053	c15+CMCT	4.69	1	
1290.45226228	4	1678014.7580082254	c15+CMCT	0.0	1	
1290.7028582799999	4	633753.2651547736	c15+CMCT	0.0	1	
1250.93552828	4	1614492.4660412923	c15+CMCT-G	0.0	1	
1251.18857	4	3130846.1016025683	c15+CMCT-G	1.89	1	
1251.43926	4	3374939.9586466276	c15+CMCT-G	1.92	1	
1251.68749278	4	2620141.985883222	c15+CMCT-G	0.0	1	
1251.93811478	4	1624435.1329362623	c15+CMCT-G	0.0	1	
1252.18872853	4	849654.8923045534	c15+CMCT-G	0.0	1	
1252.43933578	4	387860.94298219006	c15+CMCT-G	0.0	1	
1252.68993803	4	158113.32953588653	c15+CMCT-G	0.0	1	
1252.94053603	4	58520.48788042184	c15+CMCT-G	0.0	1	
1188.13523	4	20211748.910138067	c15-G	-0.3	1	
1188.38687	4	35823461.06750961	c15-G	0.51	1	
1188.63794	4	35969716.36166368	c15-G	0.87	1	
1188.88794	4	26240222.13903543	c15-G	0.35	1	
1189.14056	4	15379520.886772629	c15-G	2.04	1	
1189.39336	4	7637809.038799522	c15-G	3.88	1	
1189.63613	4	3321665.8289541034	c15-G	-2.7	1	
1189.88993828	4	1293436.0984006408	c15-G	0.0	1	
1190.1405287799998	4	458256.81845669646	c15-G	0.0	1	
950.30701473	5	1757643.3301088295	c15-G	0.0	1	
950.50626	5	3115260.7172523737	c15-G	-1.36	1	
950.70861	5	3127979.2921469025	c15-G	0.57	1	
950.90856593	5	2281888.2041482185	c15-G	0.0	1	
951.10905633	5	1337425.6936937522	c15-G	0.0	1	
951.3095405300002	5	664195.076506084	c15-G	0.0	1	
951.5100197300001	5	288856.93242424686	c15-G	0.0	1	
951.7104953300001	5	112479.10021955366	c15-G	0.0	1	
951.9109677299999	5	39850.68506532339	c15-G	0.0	1	
1312.15967	4	5471639.167907759	c16	-0.1	1	
1312.41116	4	10819887.02128472	c16	0.53	1	
1312.66325	4	11925650.857650386	c16	1.64	1	
1312.91701	4	9479240.487826394	c16	4.03	1	
1313.16635	4	6022671.304479461	c16	3.06	1	
1313.41583	4	3230490.25969763	c16	2.21	1	
1313.66353003	4	1513160.9254269905	c16	0.0	1	
1313.91412303	4	633228.7157037902	c16	0.0	1	
1314.16471228	4	240669.44705261601	c16	0.0	1	
1314.41529828	4	84080.9823241774	c16	0.0	1	
1274.39448	4	2460930.1228485703	c16-G	-2.33	1	
1274.64616	4	4684927.049568659	c16-G	-1.54	1	
1274.89875853	4	5007368.915932717	c16-G	0.0	1	
1275.1533	4	3872932.9874044694	c16-G	3.07	1	
1275.40069	4	2400068.214939894	c16-G	0.54	1	
1275.6506020299998	4	1257793.5103116953	c16-G	0.0	1	
1275.90120203	4	576376.9552861723	c16-G	0.0	1	
1276.15179703	4	236215.3292645918	c16-G	0.0	1	
1276.4023885299998	4	88000.57590103472	c16-G	0.0	1	
1851.56137	3	2277745.7243919293	c17	-0.66	1	
1851.89721	3	4761737.084748197	c17	0.22	1	
1852.2309918633332	3	5519900.287425545	c17	0.0	1	
1852.56092	3	4602647.867624041	c17	-2.29	1	
1852.8993068633333	3	3062292.1182782156	c17	0.0	1	
1853.2334478633334	3	1717864.3468834164	c17	0.0	1	
1853.5675815299999	3	840699.7918141967	c17	0.0	1	
1853.90170853	3	367288.99040139234	c17	0.0	1	
1854.23583053	3	145648.67938592727	c17	0.0	1	
1854.5699481966665	3	53060.905505706134	c17	0.0	1	
1110.53464113	5	2286942.6036342974	c17	0.0	1	
1110.73549	5	4780963.6035309415	c17	0.28	1	
1110.9382	5	5542188.050203332	c17	2.26	1	
1111.1361831299998	5	4621232.030105558	c17	0.0	1	
1111.3366735299999	5	3074656.7692201813	c17	0.0	1	
1111.5371581299999	5	1724800.5868613333	c17	0.0	1	
1111.73763833	5	844094.294713094	c17	0.0	1	
1111.93811453	5	368771.997242586	c17	0.0	1	
1112.13858773	5	146236.76667845435	c17	0.0	1	
1112.33905833	5	53275.15011396106	c17	0.0	1	
1470.68325053	4	6476127.107332919	c18	0.0	1	
1470.93453	4	14386598.916053953	c18	0.42	1	
1471.18613	4	17598081.511152864	c18	1.07	1	
1471.43481	4	15427839.752674922	c18	-0.25	1	
1471.68785	4	10764981.63440673	c18	1.4	1	
1471.93639678	4	6321562.052409853	c18	0.0	1	
1472.19247	4	3233939.9793558074	c18	3.72	1	
1472.43874	4	1475135.895591256	c18	0.78	1	
1472.6881862799999	4	610181.6930687929	c18	0.0	1	
1472.93877553	4	231778.60065821256	c18	0.0	1	
1176.34579	5	13884397.26088188	c18	0.55	1	
1176.54596	5	30843936.70366501	c18	0.24	1	
1176.74751	5	37729147.47975871	c18	1.12	1	
1176.94798	5	33076289.6486109	c18	1.1	1	
1177.14789	5	23079423.711273517	c18	0.61	1	
1177.34922	5	13553019.789495947	c18	1.32	1	
1177.54697	5	6933357.9540745	c18	-1.0	1	
1177.74861993	5	3162595.861496405	c18	0.0	1	
1177.94909373	5	1308190.047457803	c18	0.0	1	
1178.14956513	5	496918.3147233259	c18	0.0	1	
1533.48319103	4	2009682.4461133906	c18+CMCT	0.0	1	
1533.73386128	4	4799712.422947079	c18+CMCT	0.0	1	
1533.97803	4	6236134.416512205	c18+CMCT	-4.22	1	
1534.24126	4	5767972.041856362	c18+CMCT	3.99	1	
1534.48576003	4	4226207.183292649	c18+CMCT	0.0	1	
1534.74208	4	2596881.6954886573	c18+CMCT	3.72	1	
1534.9869820299998	4	1386226.568576484	c18+CMCT	0.0	1	
1535.2375852799998	4	658336.6333431958	c18+CMCT	0.0	1	
1535.48818403	4	282968.26743877766	c18+CMCT	0.0	1	
1535.7387795299999	4	111504.74732622811	c18+CMCT	0.0	1	
1146.1352631299999	5	3708770.963184882	c18-G	0.0	1	
1146.33648	5	7965552.462863254	c18-G	0.59	1	
1146.53684	5	9474421.273939162	c18-G	0.46	1	
1146.73522	5	8100690.838669778	c18-G	-1.39	1	
1146.93391	5	5524066.041402084	c18-G	-2.96	1	
1147.13779653	5	3175141.266502369	c18-G	0.0	1	
1147.33827913	5	1591742.8270825606	c18-G	0.0	1	
1147.5387579299997	5	712244.3674284783	c18-G	0.0	1	
1147.73923333	5	289204.2650919727	c18-G	0.0	1	
1147.9397061299999	5	107907.17899490776	c18-G	0.0	1	
1556.94557	4	5277334.877119125	c19	0.3	1	
1557.19204	4	12416498.237215415	c19	-2.4	1	
1557.44855	4	15997965.188638646	c19	1.37	1	
1557.70033	4	14728710.63073305	c19	2.12	1	
1557.95179	4	10770467.579460494	c19	2.66	1	
1558.20793	4	6618276.5396491755	c19	6.21	1	
1558.4488565299998	4	3538503.7894051503	c19	0.0	1	
1558.69945353	4	1685383.4700235815	c19	0.0	1	
1558.95004653	4	727268.8535228787	c19	0.0	1	
1559.2006365299999	4	288033.7030086143	c19	0.0	1	
1245.35116	5	14207595.729075363	c19	-2.79	1	
1245.55457	5	33427590.14403009	c19	-0.48	1	
1245.75496	5	43069584.77724591	c19	-0.57	1	
1245.95523	5	39652508.53404697	c19	-0.76	1	
1246.15575	5	28996160.51381259	c19	-0.73	1	
1246.35641	5	17817667.380981095	c19	-0.59	1	
1246.55383	5	9526329.576627847	c19	-3.05	1	
1246.75810753	5	4537374.934151017	c19	0.0	1	
1246.95858193	5	1957946.9747126962	c19	0.0	1	
1247.1590539299998	5	775441.8667721351	c19	0.0	1	
1215.14475013	5	3312951.904645959	c19-G	0.0	1	
1215.34854	5	7550461.430721556	c19-G	2.68	1	
1215.54843	5	9471683.996393515	c19-G	2.16	1	
1215.74744	5	8513783.989249164	c19-G	0.94	1	
1215.94684	5	6090155.732626296	c19-G	0.04	1	
1216.14728233	5	3666065.0879009794	c19-G	0.0	1	
1216.3477655299998	5	1922315.4830050187	c19-G	0.0	1	
1216.5482447299999	5	898798.4005950737	c19-G	0.0	1	
1216.7487207299998	5	381007.796417255	c19-G	0.0	1	
1216.9491939299999	5	148342.51032176663	c19-G	0.0	1	
1643.20696778	4	1144266.1292713776	c20	0.0	1	
1643.45762853	4	2842488.3340134826	c20	0.0	1	
1643.7082662799999	4	3847892.5831009746	c20	0.0	1	
1643.95828	4	3711780.1026224983	c20	-0.37	0	
1644.2158	4	2838361.5194457844	c20	3.83	1	
1644.45823	4	1821228.4289553603	c20	-1.15	1	
1644.71071553	4	1015630.7851872707	c20	0.0	1	
1644.96131303	4	504086.779431592	c20	0.0	1	
1645.21190703	4	226504.19956218827	c20	0.0	1	
1645.4624975299998	4	93342.02949833823	c20	0.0	1	
1645.71308503	4	35620.92574223961	c20	0.0	1	
1314.36411893	5	1949625.1248568427	c20	0.0	1	
1314.56731	5	4843092.468911879	c20	2.03	1	
1314.76409	5	6556121.749877272	c20	-0.81	1	
1314.9686	5	6324210.392056692	c20	2.24	1	
1315.16614913	5	4836061.113914127	c20	0.0	1	
1315.3666353299998	5	3103047.9819024936	c20	0.0	1	
1315.56589	5	1730453.472078242	c20	-0.93	1	
1315.76759513	5	858873.8451200997	c20	0.0	1	
1315.96807033	5	385922.7036923853	c20	0.0	1	
1316.16854273	5	159038.14790967162	c20	0.0	1	
1316.36901273	5	60691.69577006667	c20	0.0	1	
1095.13555303	6	1956208.3316002511	c20	0.0	1	
1095.3003	6	4859445.909680464	c20	-2.15	1	
1095.46946	6	6578259.495418261	c20	-0.27	1	
1095.63761	6	6345565.053508739	c20	0.71	1	
1095.80935	6	4852390.812239591	c20	4.96	1	
1095.9709833633333	6	3113525.896932995	c20	0.0	1	
1096.13805153	6	1736296.612290839	c20	0.0	1	
1096.3051165299999	6	861773.9637207703	c20	0.0	1	
1096.4721791966667	6	387225.8305925214	c20	0.0	1	
1096.63923953	6	159575.16448502737	c20	0.0	1	
1096.8062978633334	6	60896.630542279214	c20	0.0	1	
1605.4446152799999	4	1792517.0060368606	c20-G	0.0	1	
1605.69528253	4	4320651.460006088	c20-G	0.0	1	
1605.93575	4	5701304.731389034	c20-G	-6.34	1	
1606.19455	4	5374711.303903316	c20-G	-1.25	1	
1606.45479	4	4023927.618996803	c20-G	4.74	1	
1606.69777953	4	2531342.279277436	c20-G	0.0	1	
1606.94838403	4	1385438.7156951907	c20-G	0.0	1	
1607.1989835299999	4	675457.5765784242	c20-G	0.0	1	
1607.4495792799999	4	298380.34096352366	c20-G	0.0	1	
1607.70017153	4	120950.79030950024	c20-G	0.0	1	
1607.9507607799999	4	45435.42731626443	c20-G	0.0	1	
1750.5076860299998	4	1717445.9687459113	c21+CMCT-G	0.0	1	
1750.7532	4	4651036.6728938455	c21+CMCT-G	-2.95	1	
1751.0090045299999	4	6793333.185720791	c21+CMCT-G	0.0	1	
1751.2569	4	7027008.889864897	c21+CMCT-G	-1.56	1	
1751.5224	4	5736929.2854005415	c21+CMCT-G	6.93	1	
1751.7608817799999	4	3917015.197175995	c21+CMCT-G	0.0	1	
1752.01149328	4	2318232.081221367	c21+CMCT-G	0.0	1	
1752.26209978	4	1218488.7099604327	c21+CMCT-G	0.0	1	
1752.51270203	4	578776.1226337316	c21+CMCT-G	0.0	1	
1752.76330078	4	251719.49656588183	c21+CMCT-G	0.0	1	
1753.01389628	4	101285.82146090303	c21+CMCT-G	0.0	1	
1801.97642353	4	903991.0625169375	c22	0.0	1	
1802.2270862799999	4	2463149.0787223917	c22	0.0	1	
1802.4777275299998	4	3631385.9262872655	c22	0.0	1	
1802.73042	4	3798915.2896806374	c22	1.15	1	
1802.96866	4	3141082.076257758	c22	-5.72	1	
1803.22958578	4	2174385.2965519414	c22	0.0	1	
1803.4801917799998	4	1305868.950683022	c22	0.0	1	
1803.7307930299999	4	696985.7231266431	c22	0.0	1	
1803.98139028	4	336404.94488544046	c22	0.0	1	
1804.23198428	4	148757.09990598957	c22	0.0	1	
1804.48257528	4	60878.974018841385	c22	0.0	1	
1441.37968353	5	840832.9227565476	c22	0.0	1	
1441.58021373	5	2291058.977154922	c22	0.0	1	
1441.78805	5	3377675.9181177244	c22	5.08	1	
1441.9812291299997	5	3533500.69350587	c22	0.0	1	
1442.1741	5	2921627.582737888	c22	-5.29	1	
1442.38221333	5	2022469.9335059805	c22	0.0	1	
1442.57433	5	1214633.2547610318	c22	-5.8	1	
1442.7831791299998	5	648290.1955517738	c22	0.0	1	
1442.9836569299998	5	312901.7141499454	c22	0.0	1	
1443.18413213	5	138364.0527888487	c22	0.0	1	
1443.38460493	5	56625.6103419421	c22	0.0	1	
1200.9818568633332	6	4126396.5084201335	c22	0.0	1	
1201.15004	6	11243396.28962638	c22	0.89	1	
1201.3187	6	16575980.48064444	c22	2.2	1	
1201.48438	6	17340692.222638354	c22	1.03	1	
1201.65243	6	14337918.42592274	c22	1.84	1	
1201.81609	6	9925292.702198476	c22	-1.01	1	
1201.98524	6	5960825.612091407	c22	0.72	1	
1202.15143653	6	3181491.027489639	c22	0.0	1	
1202.3185013633333	6	1535568.489057424	c22	0.0	1	
1202.48556403	6	679023.0601901325	c22	0.0	1	
1202.6526246966666	6	277890.7848138602	c22	0.0	1	
900.48457353	8	544350.1167246453	c22	0.0	1	
900.609904905	8	1483217.6379925373	c22	0.0	1	
900.73522553	8	2186686.8322159657	c22	0.0	1	
900.86366	8	2287566.843423243	c22	3.46	1	
900.98397	8	1891443.9154873448	c22	-2.09	1	
901.1111546550001	8	1309334.7258178503	c22	0.0	1	
901.236457655	8	786346.1766449425	c22	0.0	1	
901.36175828	8	419699.1269836706	c22	0.0	1	
901.487056905	8	202570.66536175663	c22	0.0	1	
901.6123539050001	8	89576.04566574788	c22	0.0	1	
901.7376494050001	8	36659.07550121607	c22	0.0	1	
1242.8484838633333	6	545193.961882195	c22+CMCT	0.0	1	
1243.0155956966667	6	1576461.7359301138	c22+CMCT	0.0	1	
1243.18105	6	2446122.873286912	c22+CMCT	-1.32	1	
1243.3497836966667	6	2679415.359386046	c22+CMCT	0.0	1	
1243.51	6	2311128.30759858	c22+CMCT	-5.52	1	
1243.6839456966666	6	1664194.8642435682	c22+CMCT	0.0	1	
1243.8510203633332	6	1037283.8362144642	c22+CMCT	0.0	1	
1244.0180916966665	6	573513.4740320299	c22+CMCT	0.0	1	
1244.1851603633331	6	286289.8585773695	c22+CMCT	0.0	1	
1244.3522266966665	6	130739.30220467798	c22+CMCT	0.0	1	
1244.5192908633333	6	55198.37083184955	c22+CMCT	0.0	1	
1244.6863531966665	6	21716.517088992525	c22+CMCT	0.0	1	
1175.8069551966666	6	779614.493894007	c22-G	0.0	1	
1175.97406753	6	2066781.169312217	c22-G	0.0	1	
1176.1411643633332	6	2975933.4088643906	c22-G	0.0	1	
1176.30333	6	3047514.1945672897	c22-G	-4.18	1	
1176.4753326966666	6	2470621.210983032	c22-G	0.0	1	
1176.63402	6	1678941.0108045733	c22-G	-7.13	1	
1176.8094806966665	6	990826.4094935219	c22-G	0.0	1	
1176.976549363333	6	520100.87493591616	c22-G	0.0	1	
1177.1436155299998	6	247041.18667173455	c22-G	0.0	1	
1177.3106791966666	6	107558.09307728265	c22-G	0.0	1	
1177.477740863333	6	43364.16932074512	c22-G	0.0	1	
1502.5847439299998	5	743269.7258942543	c23	0.0	1	
1502.79054	5	2106770.437559237	c23	3.5	1	
1502.9902	5	3224228.5290820315	c23	2.93	1	
1503.18629753	5	3496869.409236756	c23	0.0	1	
1503.38679493	5	2994796.7489083554	c23	0.0	1	
1503.58728653	5	2145813.7550088326	c23	0.0	1	
1503.78777353	5	1333154.9903793808	c23	0.0	1	
1503.9882567299999	5	735774.8033481265	c23	0.0	1	
1504.1887367299998	5	367076.9042359355	c23	0.0	1	
1504.38921373	5	167711.96450893502	c23	0.0	1	
1504.5896885299999	5	70905.4532968559	c23	0.0	1	
1504.79016113	5	27957.804102300117	c23	0.0	1	
1251.98337	6	7449970.320541982	c23	-2.16	1	
1252.15527	6	21116664.227280196	c23	1.67	1	
1252.3214	6	32317214.07649969	c23	0.89	1	
1252.48862	6	35049958.8588536	c23	1.0	1	
1252.65575	6	30017564.442813173	c23	1.04	1	
1252.82218	6	21508004.74079974	c23	0.52	1	
1252.99014	6	13362531.4808286	c23	1.23	1	
1253.15755	6	7374846.91839314	c23	1.5	1	
1253.32273453	6	3679299.649429311	c23	0.0	1	
1253.4897986966666	6	1681017.1522701252	c23	0.0	1	
1253.6568610299998	6	710702.3254453199	c23	0.0	1	
1253.82392153	6	280227.7605738184	c23	0.0	1	
1941.2826897799998	4	743847.3234137597	c23+CMCT	0.0	1	
1941.53548	4	2232484.9831235115	c23+CMCT	1.09	1	
1941.78401078	4	3589680.6787515706	c23+CMCT	0.0	1	
1942.03712	4	4070431.534993474	c23+CMCT	1.27	1	
1942.2852762799998	4	3631755.148486193	c23+CMCT	0.0	1	
1942.54752	4	2703558.0922807967	c23+CMCT	5.98	1	
1942.78651128	4	1741272.255299728	c23+CMCT	0.0	1	
1943.03712078	4	994455.5762239709	c23+CMCT	0.0	1	
1943.28772603	4	512590.43780174834	c23+CMCT	0.0	1	
1943.53832778	4	241675.42399799032	c23+CMCT	0.0	1	
1943.78892628	4	105299.66604010796	c23+CMCT	0.0	1	
1944.03952203	4	42755.41995592862	c23+CMCT	0.0	1	
1552.8246965299998	5	1387456.65480841	c23+CMCT	0.0	1	
1553.02815	5	4164128.9134162934	c23+CMCT	1.88	1	
1553.23379	5	6695629.855215134	c23+CMCT	5.17	1	
1553.4262633299998	5	7592347.439324318	c23+CMCT	0.0	1	
1553.63084	5	6774109.001665412	c23+CMCT	2.62	1	
1553.83522	5	5042795.139170804	c23+CMCT	5.12	1	
1554.02775373	5	3247897.3875462976	c23+CMCT	0.0	1	
1554.22445	5	1854902.1603130735	c23+CMCT	-2.44	1	
1554.4287255299998	5	956106.168205695	c23+CMCT	0.0	1	
1554.62920693	5	450783.6013858178	c23+CMCT	0.0	1	
1554.82968573	5	196409.5558292203	c23+CMCT	0.0	1	
1555.03016233	5	79749.28467139811	c23+CMCT	0.0	1	
1293.85270103	6	3796464.2177627734	c23+CMCT	0.0	1	
1294.0188	6	11394205.623035735	c23+CMCT	-0.78	1	
1294.1855	6	18321090.660823945	c23+CMCT	-1.09	1	
1294.35446	6	20774757.382383112	c23+CMCT	0.35	1	
1294.52058	6	18535831.258525856	c23+CMCT	-0.4	1	
1294.68657	6	13798478.847624725	c23+CMCT	-1.24	1	
1294.85507	6	8887143.372768931	c23+CMCT	-0.14	1	
1295.0223216966665	6	5075524.092716158	c23+CMCT	0.0	1	
1295.18277	6	2616170.2734248145	c23+CMCT	-5.11	1	
1295.3564596966667	6	1233468.3081337882	c23+CMCT	0.0	1	
1295.5235253633332	6	537430.7356904645	c23+CMCT	0.0	1	
1295.6905891966667	6	218216.04631601853	c23+CMCT	0.0	1	
1840.72039653	4	683086.0880875733	c23-G	0.0	1	
1840.9710682799998	4	1885826.047683112	c23-G	0.0	1	
1841.23248	4	2821103.7874132786	c23-G	5.85	1	
1841.47235103	4	2997235.2343174526	c23-G	0.0	1	
1841.71213	4	2518440.531052265	c23-G	-5.89	1	
1841.9735922799998	4	1772514.8663568883	c23-G	0.0	1	
1842.22420328	4	1082739.7346207572	c23-G	0.0	1	
1842.47480903	4	587991.1497687364	c23-G	0.0	1	
1842.7254105299999	4	288833.5880580884	c23-G	0.0	1	
1842.97600853	4	130007.79483050756	c23-G	0.0	1	
1843.22660353	4	54174.86605882782	c23-G	0.0	1	
1472.37486193	5	603781.577280028	c23-G	0.0	1	
1472.56654	5	1666886.5687686147	c23-G	-6.02	1	
1472.77591813	5	2493581.0055857543	c23-G	0.0	1	
1472.97642553	5	2649264.0515077524	c23-G	0.0	1	
1473.17955	5	2226056.162821083	c23-G	1.78	1	
