spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1105_10-.csv
limit_error:	6.5	2020-05-20
noise_limit:	2940000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
2123.80316	6	43218218.0	RNA+CMCT-C	-1.82	0.33	C383H483N155O270P38	4.0
1817.700088	7	31454236.0	RNA+CMCT-C-H2O	5.99	0.34	C383H481N155O269P38	3.2
1732.372862	9	390511223.0	RNA+rev	1.73	0.05	C492H673N215O302P38	2.2
1559.034676	10	4276312926.0	RNA+rev	1.62	0.05	C492H673N215O302P38	24.0
1760.283258	9	83791418.0	RNA+rev+CMCT	1.31	0.2	C506H698N218O303P38	2.1
1584.153673	10	146233334318.0	RNA+rev+CMCT	0.97	0.02	C506H698N218O303P38	607.5
1745.271014	9	18570499.0	RNA+rev+CMCT-A	-2.23	0.55	C501H693N213O303P38	15.5
1570.643719	10	9604806501.0	RNA+rev+CMCT-A	-1.89	0.04	C501H693N213O303P38	48.7
1743.273895	9	46464570.0	RNA+rev+CMCT-A-H2O	0.1	0.21	C501H691N213O302P38	1.3
1573.044788	10	6897944926.0	RNA+rev+CMCT-C	-1.92	0.05	C502H693N215O302P38	38.7
1571.244661	10	1821737902.0	RNA+rev+CMCT-C-H2O	-1.33	0.09	C502H691N215O301P38	15.2
1743.496674	9	46403437.0	RNA+rev+CMCT-G	-0.58	0.21	C501H693N213O302P38	1.3
1569.041508	10	6956293608.0	RNA+rev+CMCT-G	-3.62	0.03	C501H693N213O302P38	31.9
1567.242372	10	317132896.0	RNA+rev+CMCT-G-H2O	-2.4	0.16	C501H691N213O301P38	5.3
1582.358538	10	3985852505.0	RNA+rev+CMCT-H2O	4.72	0.06	C506H696N218O302P38	24.7
1717.368965	9	43306391.0	RNA+rev-A	3.0	0.35	C487H668N210O302P38	4.9
1545.527309	10	457413360.0	RNA+rev-A	0.39	0.06	C487H668N210O302P38	2.8
1543.727844	10	101114619.0	RNA+rev-A-H2O	1.42	0.15	C487H666N210O301P38	1.5
1547.928521	10	419177171.0	RNA+rev-C	0.45	0.06	C488H668N212O301P38	2.6
1546.128684	10	73652152.0	RNA+rev-C-H2O	1.24	0.29	C488H666N212O300P38	4.6
1715.585056	9	36713945.0	RNA+rev-G	-0.9	0.37	C487H668N210O301P38	5.1
1543.929052	10	279805237.0	RNA+rev-G	1.19	0.07	C487H668N210O301P38	1.9
1542.129493	10	34374444.0	RNA+rev-G-H2O	2.16	0.54	C487H666N210O300P38	25.9
1946.795257	8	55111768.0	RNA+rev-H2O	2.34	0.33	C492H671N215O301P38	5.1
609.12238	1	5445351.0	a02	1.83	0.21	C20H23N10O11P1	0.2
764.09728	1	5961074.0	a03-G	0.16	0.23	C24H29N7O18P2	0.2
859.602763	2	25149983.0	a06-G	0.95	0.16	C52H64N17O40P5	0.4
1032.125036	2	22451305.0	a07-G	-0.61	0.08	C62H76N22O47P6	0.2
1850.329068	3	11563438.0	a08+rev	-3.36	0.57	C196H303N92O87P7	11.8
1626.279848	4	166752343.0	a11+rev	-1.42	0.36	C224H339N103O108P10	20.8
1121.144979	3	14002368.0	a11-G	3.99	0.33	C100H124N38O75P10	1.3
1761.043259	4	17746061.0	a13+rev-A	-0.15	0.37	C239H358N108O121P12	2.4
2305.373471	2	26051323.0	a14+CMCT-A	-3.85	0.3	C143H185N54O97P13	1.8
1837.306997	4	25656014.0	a14+rev-A	1.72	0.51	C248H370N111O128P13	14.3
1923.562001	4	40340520.0	a15+rev-A	-1.92	0.38	C258H382N116O135P14	6.1
1626.87287	5	90190042.0	a16+rev	3.57	0.34	C272H398N123O143P15	9.2
