spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0603_2x_6-.csv
limit_error:	6.5	2020-03-09
noise_limit:	2540000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1421.66936	6	402206913.06	RNA	-1.88	0.08	C253H315N91O194P26	3.5
1463.532742	6	129747439267.71	RNA+CMCT	-4.05	0.04	C267H340N94O195P26	762.0
1441.025548	6	3702553000.62	RNA+CMCT-A	-2.8	0.02	C262H335N89O195P26	17.8
1445.030264	6	1100293012.19	RNA+CMCT-C	-0.82	0.03	C263H335N91O194P26	5.8
1438.360732	6	7283255809.22	RNA+CMCT-G	-2.11	0.01	C262H335N89O194P26	31.7
1435.360772	6	526635909.44	RNA+CMCT-G-H2O	-0.86	0.04	C262H333N89O193P26	3.1
1460.533976	6	3070444283.704917	RNA+CMCT-H2O	-2.0	0.03	C267H338N94O194P26	16.3
1399.159819	6	43186122.78	RNA-A	-2.24	0.24	C248H310N86O194P26	1.9
1396.493678	6	62283963.96	RNA-G	-2.47	0.16	C248H310N86O193P26	1.2
914.1665	1	5984253.51	a03	4.32	0.28	C29H35N13O18P2	0.4
1220.18603	1	6225488.25	a04	-1.49	0.34	C38H46N15O26P3	0.7
706.589553	2	31042414.72	a05-G	0.36	0.16	C43H53N15O32P4	0.6
934.63449	2	5335331.11	a06	-0.17	0.47	C57H70N23O40P5	2.3
1413.18501	2	38996257.62	a09	0.95	0.46	C85H104N32O63P8	15.3
1337.654639	2	14191519.41	a09-G	-3.23	0.26	C80H99N27O62P8	0.8
891.437019	3	12269783.41	a09-G	0.15	0.26	C80H99N27O62P8	0.7
2149.852244	2	10614373.76	a13+CMCT	0.98	0.49	C135H175N45O94P12	5.6
1701.57687	3	86389012.9	a16+CMCT-A	-2.16	0.07	C158H204N49O116P15	0.7
1772.548078	3	65540622.88	a17	-0.87	0.17	C159H196N56O121P16	1.4
1811.261491	3	63603294.55	a17+CMCT-A	-1.78	0.07	C168H216N54O122P16	0.5
1291.403588	4	7475700.663996821	a17-G	4.29	0.4	C154H191N51O120P16	1.6
2022.952859	3	13463034.15	a19+CMCT-G	-2.21	0.45	C187H239N61O136P18	4.8
1516.969402	4	101607309.46	a19+CMCT-G	2.13	0.09	C187H239N61O136P18	1.0
1603.221417	4	105740541.37	a20+CMCT-G	-4.13	0.1	C197H251N66O143P19	1.1
1620.922703	4	14784815.55	a21-A	-6.44	0.43	C192H237N65O151P20	4.3
1836.260701	4	11079752.76	a23+CMCT-A	3.8	0.57	C224H286N74O166P22	13.0
1534.606657	5	129879891.74	a24+CMCT-A	-3.5	0.06	C234H298N79O172P23	0.9
1531.413449	5	23713485.19	a24+CMCT-G	0.26	0.34	C234H298N79O171P23	2.8
1600.416668	5	76110800.22	a25+CMCT-G	-3.67	0.1	C244H310N84O178P24	0.8
1937.972657	4	18383738.86	a25-G	-3.81	0.38	C230H285N81O177P24	3.2
1664.825702	5	16144934.359386731	a26+CMCT-A	-0.53	0.45	C253H321N86O187P25	5.7
