m/z	z	I	Res.	
209.19090		3178387	371385	
210.23287		3195536	276936	
210.25225		3272254	265682	
215.17459		3264774	338047	
216.87498		3229256	309541	
220.03687		3454104	345800	
222.39632		3222769	304918	
224.65078		3272410	391848	
225.17196		3338390	389432	
229.47474		3443908	258431	
235.27140		3343853	258148	
239.75441		3223610	282461	
244.22906		3591785	301328	
244.43920		3173889	292874	
251.58055		3209548	279795	
257.67685		3314926	342407	
261.25748		3380348	230313	
261.59754		3274970	284162	
262.06096		3182148	337312	
264.07578		3351063	363745	
265.06322		3260684	285113	
268.44955		3171018	241550	
274.71923		3384810	225458	
276.24657		3233471	269687	
278.93052		3219911	262098	
289.74068		3227481	212071	
290.81995		3247324	317797	
292.79826		8412187	253975	
292.83100		17227160	302597	
292.83395		4949337	407500	
292.86411		23092118	314073	
292.86526		5768471	397422	
292.86743		3436118	484279	
292.89738		19984916	315586	
292.89850		6884436	421370	
292.91826		3229363	192488	
292.93081		12108242	315578	
292.93184		4948306	384377	
292.96443		8055536	196240	
292.99844		5589069	253427	
296.02801		3253805	269838	
299.16963		3400780	224251	
300.30037		3293516	231561	
303.74461		3277579	233637	
305.21726		3230892	250740	
311.45204		3492285	313683	
312.37008		3293196	258727	
312.95285		3272264	231123	
317.13468		3510692	250264	
317.60438		3369131	229943	
321.97074		3417353	227662	
322.10417		3217507	227795	
324.22110		3253795	264012	
327.55530		3306949	240249	
328.62865		3357137	255175	
329.79171		3696802	233389	
331.54476		3395790	190977	
331.94222		3477926	181821	
332.34905		3185794	276708	
335.36532		3294814	225012	
339.00078		3339674	120311	
341.52693		3437800	209232	
342.14819		3176178	129340	
342.87794		3272567	270814	
343.73776		3453440	200778	
344.03916		6681384	254859	
346.59557		3221480	245498	
346.60631		3453323	187024	
347.22225		3431982	257553	
348.09577		3355130	234540	
349.72257		3740101	247101	
351.16154		3196239	208783	
354.01507		3191444	261621	
354.30761		3237013	80883	
356.85796		3408115	199373	
359.14799		3311884	231827	
359.92950		3660984	278131	
360.06370		3340140	277568	
363.63322		3484693	219092	
364.85357		3189923	165026	
365.56218		3179771	235118	
367.03718		3614132	266825	
367.21186		3713157	181211	
368.45250		3247143	196862	
368.61408		3307764	236176	
368.62490		3881273	153883	
369.23408		3242524	226207	
369.26522		3587819	243148	
370.49863		3303459	173814	
371.88871		3269994	122787	
374.39622		3209678	239413	
376.70279		3216336	117852	
377.54028		3411970	206932	
378.79897		3274475	198052	
381.24030		3254301	162156	
381.39462		3630729	155868	
382.44453		3834097	205540	
384.28991		3419647	206529	
384.83998		3262488	168548	
385.75724		3302828	161054	
386.12722		3537160	233009	
386.23530		3585421	226049	
386.24513		3225875	218422	
387.76258		3484907	208745	
388.59668		3205072	200953	
389.99073		3392467	182751	
390.37289		4331510	211089	
391.83543		3373918	170399	
391.89841		3449866	227898	
392.85448		3269507	207979	
393.46712		3195153	246332	
394.19106		3240241	235351	
394.73447		3199797	217733	
395.44961		3466935	172752	
397.12556		3263837	232540	
401.74506		3524126	176042	
402.28982		3240198	191524	
405.23934		3801123	178031	
405.42200		3214518	169976	
406.58596		3818755	247084	
406.81508		3576798	168282	
406.82852		3875593	203590	
407.03350		3228432	205462	
408.58592		3524751	140158	
409.03339		3439651	149975	
409.45263		3266625	164191	
409.93962		3652313	198821	
411.82225		3232501	171588	
412.29258		3447400	202271	
412.95025		3612126	171394	
413.80192		3437504	83017	
414.29225		3272876	166270	
414.71289		3507740	131067	
415.07601		3483611	89182	
415.15618		3285602	155756	
415.90481		3323671	182792	
415.93515		3257234	172482	
419.17801		3377554	157452	
420.31701		3303044	225131	
420.60170		3510282	135713	
421.69479		3280828	187790	
422.51739		3308059	149611	
424.46166		3598337	176976	
424.47936		3381010	174804	
424.95273		3409395	177112	
426.22075		3376496	179308	
428.26456		3970346	186336	
428.37557		3231062	215285	
429.02441		3244112	229214	
430.29217		3347632	234925	
431.16985		3368342	164468	
431.66545		3294852	210600	
431.67834		3652721	170261	
432.65631		3271844	161752	
433.08714		3238294	177298	
435.19975		3315957	210083	
437.43419		3590670	92056	
437.45523		3380772	68094	
438.31683		3853443	148876	
438.53130		3830115	163514	
439.00303		4150223	164245	
439.99806		3308515	266582	
440.30839		3526698	177148	
442.71015		3293983	221345	
442.92923		3349161	144588	
443.00683		3718428	197324	
445.54526		3294381	150673	
445.84947		3508184	206375	
446.84363		3266452	195216	
447.41679		3327560	173270	
449.05963		3333211	94754	
449.47027		3494818	151438	
450.60873		3297364	210587	
450.90218		3390460	62427	
451.23982		3318709	125697	
451.75438		3466262	189619	
452.73097		3705345	134900	
455.54727		3507487	163035	
456.74096		3399992	160171	
458.25466		3315659	160863	
458.34418		3359538	205219	
464.59377		4109794	170960	
464.59899		3518632	100526	
464.98444		3410675	162758	
465.47955		3295202	154660	
466.68110		3385154	150570	
469.31470		3535311	188684	
469.32470		3613083	177502	
469.78109		3470534	165019	
469.99428		3659498	157525	
470.85295		3357473	211854	
471.19097		3272382	192072	
471.41068		3317003	80848	
471.62508		3618769	138182	
472.28363		3671561	120673	
472.43877		3469752	162941	
472.47602		3617702	207809	
473.58352		3280121	186407	
473.84587		3346493	187643	
475.15450		3504898	106392	
475.30409		4302284	188105	
476.71298		3805574	128422	
477.43474		3800292	92323	
477.80482		3721755	152288	
479.17146		3459504	121718	
479.69062		3398654	250258	
479.79911		3298311	251105	
479.92435		3632229	190954	
480.42266		4284187	204559	
481.31182		4074432	204332	
481.35749		3985978	137423	
481.79241		3362018	198389	
483.23801		3641490	150744	
483.32006		3333819	135590	
483.56141		3412399	129976	
484.41288		3318896	205863	
484.66660		3500405	156013	
484.69507		3366042	163139	
484.75525		4033383	201137	
487.31690		4128392	212071	
487.99549		9571062	227044	
488.09570		26403704	166780	
488.15114		27177920	207898	
488.82185		3892773	307868	
488.87712		3407981	356065	
488.87964		3294448	316911	
488.88569		3890808	236659	
488.91411		3707933	264611	
488.92278		5276456	208601	
489.10961		3405467	165532	
489.71034		3452648	150533	
490.34345		3514592	158083	
491.28762		3741233	159859	
491.57057		3312291	201895	
492.30539		3451877	165027	
492.48517		3772209	116802	
496.68850		3318713	150819	
497.21680		4079798	170942	
497.48028		3369876	155492	
497.55789		3915195	161962	
498.07369		3340457	159224	
500.47822		3773811	149402	
502.77949		3717892	125686	
503.56117		3511073	180240	
504.57055		3923380	212530	
504.87725		3376146	190554	
505.98522		3418287	181584	
506.62403		3482833	140797	
507.53763		3446955	152917	
509.24855		4920198	128081	
509.25934		3994517	199072	
511.60921		3430500	196806	
511.97321		4177623	160517	
