m/z	z	I	Res.	
216.39252		3217484	333733	
224.40193		3147068	385416	
226.83012		3720253	423748	
229.29701		3397513	391165	
229.32355		3163584	341457	
232.27710		3266525	385409	
232.96564		3148188	236944	
238.16107		3113981	324987	
241.87214		3224959	287898	
244.98117		3332738	340372	
246.31608		3253691	337147	
250.93339		6776317	377415	
250.96186		22277434	340842	
250.99046		27407734	338242	
251.01760		3231122	615379	
251.01826		3876690	693168	
251.01911		28210290	343764	
251.04783		19488814	340285	
251.07661		11704682	336803	
251.10530		4178646	336298	
252.45752		3182647	226298	
254.69840		3235823	221474	
263.08375		3135025	364149	
270.45972		3180052	289157	
272.04714		3281934	268423	
273.68017		3142952	280922	
278.00980		3279721	251064	
282.20058		3308168	250782	
286.17803		3158872	247871	
287.60629		3370417	218722	
287.87873		3574825	233132	
288.84237		3114584	301188	
290.73530		3175281	276426	
293.18049		3264592	219666	
293.75769		3191537	155213	
294.17160		3222222	315277	
298.19302		3238561	216866	
302.12197		3224218	291727	
302.95727		3132737	270947	
303.48634		3486578	238462	
308.74896		3167692	306808	
309.53992		3327533	298992	
310.00056		3195215	297314	
310.52600		3190163	227396	
311.67895		3195705	171022	
316.94603		3121052	197754	
320.04688		3259219	251501	
320.23248		3659951	265224	
320.94560		3327599	239937	
322.00836		3216283	246671	
322.41885		3224571	188836	
323.00450		3254202	245954	
326.23579		3313733	209778	
327.09505		3224128	280709	
327.52586		3682928	217727	
327.55654		3501251	227984	
331.29586		3565256	231289	
332.91411		3303363	111121	
333.87943		3191975	265413	
335.77758		3749209	159372	
337.92540		3116261	255595	
338.30760		3331085	276024	
339.49804		3164168	181140	
340.65403		3419302	267884	
342.71881		3286539	220514	
343.06221		3886618	242866	
344.03877		6022271	291400	
344.23361		3605486	197820	
344.55689		3350316	107753	
346.88466		3364554	260661	
347.55236		3257532	251754	
349.52203		3183680	224959	
351.09888		3255471	94686	
351.80513		3249206	186773	
352.33541		3264971	149115	
352.55270		3135503	198359	
352.65644		3439088	250585	
353.40888		3413024	204966	
354.26464		3496455	153635	
355.04480		3338204	228091	
355.65475		3811020	222229	
357.09605		3436150	138456	
359.22049		3165844	300336	
360.50943		3388004	227516	
360.99100		3326770	191383	
361.02685		3323376	225467	
362.90147		3149130	202809	
366.08273		3538216	151027	
366.88034		3257808	203927	
367.61538		3838498	173188	
368.70758		3426818	179545	
369.27783		3257202	154303	
370.96120		3682919	228565	
372.56466		3145743	84157	
374.61462		3162620	203632	
374.82476		3133580	239538	
375.50534		3240890	122617	
376.53947		3337149	142128	
376.84458		3794773	150146	
377.66094		3135036	207039	
378.09502		3322608	192605	
378.96479		3660414	215163	
379.75840		3234823	205620	
379.77039		3223694	254291	
380.36858		3219371	76368	
381.19785		3158644	230876	
382.05496		3150388	159178	
382.19540		3160520	247183	
383.73330		3448178	167743	
383.75894		3347042	248291	
384.02681		3371847	201223	
384.72555		3235866	180678	
385.25721		3882856	171217	
388.65210		3245560	164647	
389.14247		3379101	222147	
389.71316		3202330	164118	
390.07646		3183406	207894	
390.88945		3157461	230805	
391.32009		3329434	211372	
392.03101		3169667	201913	
392.23296		3262991	252793	
394.28043		3378730	241695	
394.57574		3341372	229227	
395.72828		3333527	223968	
396.01638		3223623	182596	
396.60524		3140531	252199	
396.97097		3413695	170919	
397.62072		3166205	195676	
398.77728		3155448	190701	
399.34040		3220174	85274	
400.01931		3215423	139976	
401.96733		3360468	176447	
402.56650		3714693	180175	
402.98721		3323694	195642	
405.09835		3456660	148049	
407.71927		3382815	125412	
407.92170		3681893	190620	
408.27362		3439527	176930	
408.28517		3283760	186756	
408.38469		3602179	212360	
410.30731		3871108	69657	
410.81873		3282451	201780	
410.97210		3749621	242302	
411.01975		4117469	444387	
411.42033		3155633	171695	
411.96603		3604865	226230	
413.05396		3560806	191156	
413.06820		3851315	272822	
413.79910		3517579	166299	
416.82522		3155470	182396	
417.54681		5032723	251525	
418.27558		8592033	239249	
418.35282		16950118	132231	
419.05545		3314146	298787	
419.84566		3341488	174222	
420.16961		3274584	235579	
420.60744		3431785	216052	
423.63906		3472489	223828	
423.84723		3292749	193845	
423.98613		3505168	140662	
424.50384		3301944	107666	
426.28036		3319475	167856	
427.31859		3305369	155235	
428.17702		3712601	185924	
428.75275		3214073	110347	
430.87160		3229850	142937	
431.34821		3209858	174048	
432.25744		3451212	150183	
432.45362		3316752	170416	
433.20145		3444013	115528	
434.51490		3239787	231917	
436.29826		3227908	210778	
438.16616		3240330	196013	
438.96580		3288266	179854	
439.47081		3769944	89136	
439.67079		3178666	153035	
440.34638		3248558	207183	
440.59029		3182511	171651	
442.38559		3279706	192941	
444.11150		3184462	162718	
444.71764		3271674	149362	
446.27511		3561455	82227	
447.10105		3382770	155154	
447.33027		3462509	156709	
448.48728		3202145	95130	
448.67435		3488559	196045	
448.77775		3294017	169313	
451.22318		3289783	191463	
453.43522		3432488	172074	
453.74235		3201187	183664	
454.31339		3340841	121315	
454.60464		3309619	86027	
454.67931		3425960	142153	
454.68180		3430314	197260	
