m/z	z	I	Res.	
211.32076		4351184	657810	
212.07705		4340670	715467	
213.09691		4300480	504204	
213.70915		4546680	387105	
221.99356		4449585	718264	
227.68030		4635344	654283	
227.85950		4279488	642089	
228.38018		4486955	573477	
228.41525		4844230	587294	
237.02557		4284749	499924	
238.30614		4282846	539136	
240.72244		4903175	333731	
241.01090		4495487	538302	
242.29143		4348062	361906	
243.40556		4566120	575813	
244.54970		4518962	409186	
244.83427		4406224	493838	
247.37657		4321921	432895	
248.01246		4283264	587099	
248.31540		4714266	607005	
250.96277		4949664	682303	
250.96319		9152160	669970	
250.96374		4403648	492793	
250.99176		11090842	340630	
251.01968		4373622	803790	
251.02046		11511381	427395	
251.04926		7506928	360022	
251.07813		4899659	646548	
252.07690		4322215	467101	
253.66221		4840664	550820	
253.66750		4489047	570006	
255.12764		4387470	590647	
255.51074		4517545	375040	
256.28388		4477564	567780	
259.16769		4288226	399076	
259.62242		4347400	331384	
261.42170		4805116	543029	
262.39016		4691503	524608	
262.51154		4270297	571959	
263.93433		4761117	503157	
263.98769		4291763	535257	
264.06659		5326725	523022	
264.28423		4309903	464685	
267.28471		5341811	510305	
267.60648		4491067	507207	
268.03367		4413298	494459	
268.17433		4651418	518719	
268.29468		4273893	507520	
268.97563		4306241	411495	
269.63746		4351169	476805	
269.88100		4322712	552934	
271.93121		4519267	304892	
276.65431		4328405	303913	
277.60825		4371716	469388	
277.77874		4317130	450478	
278.93691		4428415	481223	
280.86333		4599786	480463	
281.82551		4577125	429559	
283.83698		4421239	484905	
285.20976		4281928	552754	
286.52575		4537287	402511	
288.66856		4283631	453731	
288.67895		4720685	362998	
289.33559		4314885	424364	
293.09970		4546285	565267	
293.20341		4584547	468173	
294.59675		4718345	309604	
296.00468		4312760	513133	
296.80405		4794044	292298	
297.39324		4488019	465151	
297.48547		4324044	497556	
297.77560		4662328	528759	
299.23490		4354492	380492	
299.45239		4462543	372554	
300.81771		4305349	563630	
300.86504		4322434	280801	
301.27870		4556718	371575	
305.00576		4385926	364511	
305.00761		4457894	469870	
306.13415		4615181	393098	
307.74929		4862201	422959	
308.83029		4490549	479371	
309.99018		5117241	372799	
311.10114		4662983	312744	
311.58421		4534927	295896	
312.82527		4681196	473146	
313.28810		4571450	392500	
317.22781		4573873	453362	
317.27208		5139188	407972	
317.63005		4270923	516091	
320.41800		4428639	473427	
320.43258		4623200	323420	
322.32418		4383637	423403	
323.17812		4762736	371438	
324.14659		4728543	338379	
325.90020		4745342	416670	
327.55649		4757418	259405	
327.68932		4379646	447869	
327.97671		4314153	355124	
328.15402		4552581	435584	
328.37433		4529383	379297	
328.39026		4334570	510895	
328.74565		4305762	340831	
329.41733		4331664	474351	
331.73907		4266878	214352	
333.02352		4925098	359525	
334.10259		4478409	398406	
335.16832		4360946	449694	
337.53638		4488928	382897	
338.31006		4713571	288750	
338.82149		4746471	457146	
341.03318		4355652	461205	
341.11569		4479708	208561	
341.87700		4457145	400841	
344.03933		4534608	389461	
344.65517		4633622	400216	
345.56186		4594114	264665	
346.08948		4368885	381781	
346.24408		4279914	373904	
346.43667		4345709	426442	
347.75616		4736832	419470	
348.46319		5037315	328484	
348.48228		4499402	290659	
348.67463		4589457	375044	
350.18797		4371667	473828	
350.74140		4561069	377149	
352.14712		4392103	182385	
352.16216		4800622	372460	
352.56542		4613206	310713	
352.95716		4349947	347211	
353.38622		4358259	354880	
353.40022		4288377	396221	
353.43106		4467974	379188	
353.58647		4288393	366471	
354.95157		4311971	399279	
355.76719		4532374	426541	
355.84475		4452538	400341	
355.85233		4337981	218450	
356.43329		4412235	331161	
356.86258		4770198	304263	
356.87277		4326555	368681	
357.48969		4560194	362490	
357.89968		4338761	302932	
359.27671		5436725	301931	
360.23789		4379233	312589	
360.45227		4732176	375249	
360.99511		4361966	237941	
362.27005		4298331	287836	
362.49805		4853719	385826	
364.99647		4478302	425354	
365.54755		4349985	377974	
365.68756		4402804	293453	
365.81048		4380157	284436	
366.42596		4517229	230221	
367.32905		4478418	341529	
367.59301		4514036	319662	
367.73087		4650122	239281	
368.15105		4418255	354846	
369.24941		4385349	313465	
369.33395		5010748	435588	
369.58259		4723995	217353	
369.87471		4292120	216122	
369.94083		4351171	395509	
370.44304		4326922	329450	
370.78090		4321128	378332	
371.60827		5990798	269877	
371.77179		4738428	351520	
372.29103		4320859	285982	
373.56837		4413513	364820	
373.67339		4783122	306161	
373.71344		4283950	349896	
374.18842		5203195	305044	
374.45749		4472120	413412	
374.46100		4436155	407421	
374.53261		4392046	301234	
374.89605		4358640	388189	
375.29661		4822350	282079	
376.31900		4370291	264947	
376.87339		5746186	342588	
377.49973		4343770	379739	
378.40354		4550530	382148	
379.60400		4381463	442309	
379.84761		4490452	317198	
380.07868		4490503	420305	
380.98787		5398352	358045	
381.22142		4579337	319814	
381.92858		4612412	347881	
383.04456		4536769	358311	
383.24245		4760227	295525	
384.70305		4420761	345956	
385.26922		4574324	297063	
385.91383		4348565	430511	
386.56116		4310589	369819	
387.90366		4369479	321628	
388.50611		4656215	431188	
388.55407		4367234	384175	
390.18115		4332587	395318	
390.26244		4637300	361451	
390.29616		4528659	336507	
390.91113		4644544	156391	
391.13707		4437389	358928	
392.87387		4657614	298778	
392.88219		4669142	332096	
393.55349		4553290	378049	
394.35018		4474171	144066	
395.93245		4639655	358928	
396.52969		4719850	237601	
396.78866		4340327	152868	
397.28669		4620623	299177	
398.73882		4649710	326419	
398.83878		4519249	335208	
400.86269		4508112	361244	
400.88187		4336484	360250	
401.04079		4865287	307999	
401.96275		4518972	359707	
402.04219		4406030	322736	
402.73124		4799322	360137	
403.04036		5246813	227843	
404.06195		5189456	274489	
404.23591		4889992	335626	
404.37382		4370203	343997	
404.78874		4417492	314340	
405.51192		5206873	273261	
405.54590		4817918	351930	
406.07890		4447932	345068	
406.71813		4379504	360076	
407.94596		4891182	266408	
408.26456		4454413	295386	
408.32967		4388181	442208	
408.40804		4513835	266951	
409.79017		4368812	338447	
409.88027		4560145	314483	
410.87725		4372467	381858	
411.06516		5575239	411125	
411.06761		5215050	176287	
411.16381		4605111	359539	
411.33526		4572537	320909	
411.59026		4408859	293300	
411.87694		4610786	219354	
411.88003		4565989	378555	
411.88172		4365799	327360	
411.92478		5079832	333477	
411.97033		4553804	179104	
412.24774		5024265	340950	
412.29833		4569027	286193	
413.34110		4398963	347290	
413.47177		4807690	369913	
414.25553		4336920	390919	
415.53123		4503407	348045	
416.04511		4421198	249090	
417.01877		4331283	224166	
417.49961		5327762	486481	
418.71944		5385039	396179	
418.72205		6691666	365611	
418.73322		4692832	256488	
418.77355		4835472	452549	
418.77770		10558357	198422	
418.83019		4874709	568157	
418.83347		10243289	270158	
418.88347		4645142	340590	
418.88654		5450649	95123	
418.92678		4399434	435600	
418.93094		4790863	393884	
418.94572		4778593	468335	
419.51535		4562453	275179	
420.19197		4729552	280004	
421.12571		4722764	263930	
421.50082		4399387	266981	
421.96085		5255894	329406	
422.06348		4520277	206765	
423.33325		4637447	309454	
423.48796		4385546	260633	
423.83961		4339332	285868	
424.43014		4738414	311772	
424.71496		4547671	300098	
425.67142		4488217	332693	
426.82269		4450014	369943	
428.33673		4579208	287076	
429.93697		4485048	391206	
430.54449		5510490	271692	
431.19349		4688823	297551	
431.62504		4698997	254822	
432.20282		4652664	353838	
433.45821		4716496	227043	
434.17070		4737043	154456	
435.15280		4962827	159041	
435.20627		5131092	365586	
435.58778		4363230	264792	
436.36685		4442890	348993	
436.67693		4445109	238944	
436.95345		4904882	353499	
437.22458		4975913	283646	
437.99820		4682073	269507	
438.11387		4479610	298649	
438.24650		4613299	375865	
438.44557		4381000	315490	
438.85876		4955912	239867	
438.96693		4679327	345188	
439.37563		4422491	286212	
439.42278		4718109	255437	
440.80021		4683952	336299	
440.88755		5092396	306144	
441.29718		4401392	209949	
442.12887		4472590	332446	
442.45171		5503450	308964	
442.79374		4432451	261749	
443.83569		4549146	280498	
444.07862		4657528	270818	
444.44951		4806799	280266	
444.49676		4427987	234994	
445.58638		4870781	280569	
445.73394		4559444	359644	
445.85286		4633601	315712	
446.09956		5151592	337166	
446.21816		4537109	338126	
446.86961		4402253	232521	
448.02479		4769262	307572	
448.43554		5121739	305548	
448.48308		5276177	325766	
449.08960		4435346	348789	
449.09144		4371861	361537	
449.19903		4642997	275173	
449.32712		4565747	352245	
449.36218		4417319	291933	
449.56450		4555091	224507	
450.78001		4535270	228310	
451.07312		4903965	321518	
451.21338		4481519	348059	
452.09184		4412694	289550	
452.28898		4881215	312948	
452.31497		5022054	314468	
452.74971		4736758	309088	
453.05758		5028551	320852	
453.06332		5384912	306413	
453.19656		5734042	311981	
453.87751		4393890	382253	
454.35339		4913526	278981	
455.35515		4573807	381167	
455.72514		4638757	294131	
456.15681		4459324	137837	
456.88135		4541335	264390	
457.00042		4401614	244036	
457.21347		4832279	257513	
457.31277		4459696	241175	
457.35806		4585974	293228	
458.36373		4511628	333637	
458.66807		4718181	329591	
458.90804		4757466	363110	
458.95221		4634527	245412	
459.06952		4615637	327334	
459.66747		4447482	305373	
459.80795		4711510	278811	
460.11127		4836528	237113	
460.18117		4583965	224590	
460.42305		4533528	320984	
460.68721		4713654	206663	
460.99526		4522907	339130	
461.08433		4943846	210194	
462.00814		4901078	362235	
462.49731		4812507	249648	
462.69096		4496013	222760	
463.34731		4405023	283117	
463.57839		4627086	347378	
463.60223		5267635	219323	
463.66135		4934674	296539	
464.16490		4880179	242436	
464.37031		4553083	262216	
465.03777		4463781	255864	
465.41867		4606215	368523	
465.49712		5129605	278679	
465.77306		4600768	285394	
466.51126		4546530	354933	
467.26801		4492966	297634	
468.07725		5306564	282054	
468.32621		4434904	201346	
468.67810		4813715	256891	
468.83242		4857614	266238	
469.34894		4795158	189961	
469.39357		4433695	282524	
469.54301		4792723	190100	
470.24307		4485898	182855	
470.76488		4760672	281048	
470.88814		4417449	293309	
470.94833		4689421	215194	
471.00283		4816998	380755	
471.10587		4529679	286062	
471.57552		4534290	314552	
472.21236		4719530	233153	
472.43030		4507537	210140	
473.52608		5112356	115594	
474.79789		4530532	196079	
475.38968		4723134	299567	
476.39820		4645587	235760	
476.57700		4625279	240136	
476.58322		4497161	235211	
477.19290		5177224	301570	
477.52312		4721074	332497	
478.11476		4780694	274604	
478.14269		4785221	268851	
478.98345		4445392	243667	
479.36378		4446099	187318	
479.51817		4494936	235120	
479.80561		5659455	234527	
480.31964		4492839	310818	
480.59217		4559094	308421	
480.73710		4450924	117950	
480.83178		4876814	244260	
481.51055		4631953	256742	
481.58238		4571276	381073	
482.02160		4567674	288733	
482.50038		4759339	206067	
482.55860		4516496	276055	
482.70058		4461570	313210	
482.95723		4598714	273072	
483.78486		4538565	254582	
484.31280		4614609	269195	
484.41874		4426888	268041	
485.28221		7847768	294333	
485.47271		4470177	338544	
485.76939		4799138	293683	
485.92382		4598701	249472	
485.95847		4655849	176095	
486.82445		5422277	296003	
486.93862		4482956	260492	
487.18197		4473138	242022	
487.83558		4706978	193003	
488.21796		4842812	246425	
488.29374		4923072	269519	
489.11598		4737755	255665	
489.16564		4617650	259320	
489.67224		4556840	333133	
489.84752		4585307	353827	
489.87466		4632330	246951	
489.98929		5402707	326933	
490.33477		4453425	283701	
