m/z	z	I	Res.	
213.21743		4372267	381996	
213.45051		4406144	590609	
213.50568		4418206	546653	
214.34808		4517120	364904	
214.85347		4515891	855428	
219.45809		4361852	586876	
222.04079		4950703	633482	
224.06649		4575483	559260	
225.80047		4873122	548407	
229.26602		4354476	606380	
231.14948		5386696	527519	
232.19280		4516512	474904	
235.66553		4279275	557766	
239.39287		4987296	569676	
240.74087		4330845	394490	
241.01909		4709471	595622	
244.23115		4517940	484361	
245.80105		5043024	458259	
247.97103		4575914	353472	
248.58173		4358011	605760	
249.65000		4408181	494311	
250.74180		4425418	186235	
252.38402		4646080	477412	
252.77049		4325773	627610	
257.60706		4999818	528127	
257.99067		4333544	388307	
261.14929		4411178	517310	
261.86861		4305615	368507	
264.03875		4807839	504342	
265.86448		4308014	596298	
265.99780		4318520	349011	
267.20379		4429488	455527	
268.20170		4872685	538519	
270.98454		4510510	219086	
272.63854		4385643	523399	
273.86375		4575086	449831	
274.60829		4834686	397607	
274.74167		4513258	570824	
275.44278		4404289	496967	
277.07824		4339537	476339	
279.45196		4350721	505669	
279.98105		4349497	294807	
282.20932		4313713	214404	
282.22336		4489295	515473	
283.12601		4588955	465764	
285.19990		4731676	412984	
285.80619		4539893	459848	
286.47368		4680071	451543	
286.75846		5091559	380275	
287.42664		4489052	471378	
287.44615		4511194	433802	
288.21373		4666886	545943	
289.89234		4282455	412930	
289.91170		4373781	421674	
290.92850		4443888	439616	
292.79700		4432771	622423	
292.79766		4863875	652402	
292.83053		7430016	195798	
292.86353		9831293	216396	
292.89560		5216379	592825	
292.89685		11454714	552938	
292.89755		6627963	599853	
292.93020		6038776	152483	
292.99746		4940498	315766	
294.11997		4898259	453845	
295.87976		4398985	498883	
296.06068		4294332	402442	
299.84384		4757645	420858	
301.02115		4384466	491535	
302.53135		5099409	389818	
303.42501		4519857	307991	
304.52591		4565392	376301	
305.89383		4290609	444377	
307.70136		4481305	407615	
308.37118		4280662	443382	
308.60118		4300085	284255	
308.67809		4537749	480436	
309.01089		5063381	407311	
309.78914		4362904	315368	
311.85561		4270275	303825	
311.90865		4884340	393665	
312.53591		4525123	309447	
313.61411		4682209	417635	
314.12463		4567155	436993	
314.15563		4850612	415300	
315.58148		4883375	388825	
319.10733		4378561	433474	
319.45573		4408411	402092	
319.78118		4327892	353424	
321.11338		4400803	410978	
323.95900		4439104	355547	
324.58010		4408263	365122	
326.26529		4305561	333122	
327.69959		4436254	348177	
328.46661		4462991	446678	
328.63184		4816872	351944	
328.84282		4840008	380405	
331.53895		4653640	308374	
332.00050		4552156	301204	
332.10441		4741487	341271	
333.90806		4307017	325114	
334.63645		4305118	393078	
334.77565		4384251	413032	
335.71986		4671173	295061	
336.16360		4382823	347620	
336.43366		4407203	346831	
337.04376		4429678	447403	
337.86344		4762735	309936	
338.22572		4533382	400543	
338.44368		4420348	334902	
338.51581		4447693	410562	
339.44948		4287927	363122	
339.46233		4431355	378208	
340.83730		4744100	455627	
340.91515		4374201	484539	
344.03939		5358393	468775	
344.53040		4294991	283133	
345.48862		4428412	325824	
345.96868		4318230	256669	
348.35667		4609725	404222	
349.15190		4453976	348321	
349.57678		4668658	446353	
349.61675		4620544	390230	
349.79298		4472385	395796	
349.82741		4286797	395515	
349.85215		4482647	239374	
351.04022		4557588	404902	
351.37263		4287732	219627	
351.86023		4642321	177600	
352.39490		4625060	378002	
353.96564		4416547	407550	
355.11928		4946891	288626	
355.33054		4820326	413483	
355.63035		4487913	306048	
355.85585		4909643	353354	
356.13355		4440518	453343	
357.28505		4587851	342843	
357.97028		5072519	369652	
358.57978		5497509	310571	
358.88495		4549942	486988	
359.06487		4383500	362413	
359.27649		4822642	319481	
360.16568		4516003	416136	
360.36194		4371844	371903	
360.99193		4970558	341526	
361.74608		4527678	333323	
362.27824		4386064	269796	
362.67171		4717342	350375	
362.76216		4750158	397447	
363.48234		4451404	392761	
365.12473		4784589	309404	
365.13841		4385236	417624	
365.21067		4310141	382235	
365.55365		5364925	324436	
366.04939		4757781	274530	
366.53577		4355435	371125	
367.26770		4718483	407505	
368.03916		4828889	314936	
369.11699		4479584	167697	
369.16337		4690556	322712	
369.33210		4671587	329722	
369.56317		4521968	368991	
369.66418		4879662	339622	
370.18955		4671154	233907	
370.34401		4601298	174472	
370.79537		4287085	334416	
370.99097		4704232	344213	
371.10994		4500147	405996	
371.58133		4397150	346191	
372.07075		4301080	442536	
373.31860		4794821	314059	
373.95987		4713199	369170	
374.34615		5071473	325133	
374.47019		4591429	391597	
375.56949		5213872	344223	
375.68367		4546687	134034	
376.66744		4941738	372824	
376.80496		4521035	321468	
377.07662		4390474	291785	
377.44778		4802512	390885	
377.60407		4451903	429036	
378.31918		4585407	326980	
378.76826		4643076	317644	
379.65275		4295946	441880	
379.96332		4331120	294318	
380.17419		4805516	302000	
381.49942		5164142	321125	
381.60059		4762043	361658	
383.00013		4436973	405491	
385.24989		4502236	459376	
385.45804		4700547	448880	
385.64912		4434589	263272	
386.69268		4330605	296691	
386.99718		4463207	363692	
387.14959		4346341	292581	
387.30190		4517602	325212	
387.53321		4605986	314427	
387.75112		5470678	301653	
388.73264		4492171	413241	
389.49529		4434193	348285	
390.21790		4497403	368970	
391.16415		4587309	296245	
391.17566		4550711	290601	
393.03495		4413723	259246	
393.64011		4472888	312896	
394.53089		4519900	269626	
394.81348		4327389	339815	
394.91090		4354102	357092	
395.71338		4528533	292738	
395.75224		4304569	303942	
395.88315		4466225	254689	
396.02635		4596789	387897	
397.54541		4594237	376119	
398.08241		4632632	302869	
398.74238		4469162	227080	
399.12141		4421269	323456	
400.41605		4777461	334593	
400.86726		4372140	317530	
402.64953		4460297	362840	
403.38415		4512615	163123	
404.30266		4428677	295730	
404.67847		4366082	353591	
404.73940		4712768	293520	
404.96563		4388006	328422	
406.26621		4719389	215804	
406.39088		4552798	388851	
407.05282		4581133	272763	
407.25242		4471005	310397	
407.45615		4693938	285071	
407.94010		4968237	289690	
408.43358		4725300	336844	
408.54088		4480038	309201	
408.65060		4496538	310663	
408.69941		4620493	317843	
408.76487		5341843	232864	
409.18716		4622291	270008	
409.27133		4621356	255549	
409.63733		4869554	185918	
409.89267		4327171	201987	
409.94325		4355961	257114	
410.32708		4461077	440597	
410.77193		4321908	395703	
410.85631		4774351	301938	
411.47782		4675952	277028	
412.05986		4388330	290269	
412.09421		4867216	298566	
412.65724		4558201	323562	
412.92662		4430241	303300	
413.36753		4601735	291864	
413.85710		4576421	240256	
413.86678		4533296	324960	
414.55369		5090989	323365	
414.98457		4397711	306186	
415.59812		4433729	300781	
416.32275		4899572	259262	
416.67491		4526469	388455	
417.26780		4594345	317932	
419.65017		4442217	263057	
419.84039		4480711	302269	
419.95516		5305549	262762	
420.29032		4420310	323913	
420.73011		5290202	322295	
420.79990		4465197	283148	
421.44974		4616748	366881	
421.56755		4482743	389390	
421.59214		4421973	283593	
421.82187		4888037	318160	
422.01063		4556101	341029	
422.50414		4333329	371651	
422.68681		4957804	292970	
422.97400		4343363	301650	
423.02354		4632703	299614	
423.30544		4701137	399389	
423.32454		4476136	330425	
423.34859		4755973	281863	
424.44978		4471478	308068	
424.65460		4703406	334492	
424.82884		4739074	363172	
425.08332		4448055	282928	
425.13889		5006715	291489	
425.36901		5254036	327619	
425.68922		4538907	324609	
425.96449		5491820	297705	
426.66038		5671364	253086	
426.80114		4872945	268636	
428.50179		5436976	261190	
428.88191		4395404	443317	
429.21099		4602152	295197	
429.72031		4575017	274586	
429.77028		5069288	322877	
430.12034		4601250	313016	
430.57337		4695776	222366	
430.99532		4343031	122834	
431.66394		4824779	285331	
431.94923		4460408	166558	
432.11844		4356945	212414	
432.31192		4432393	304877	
432.60043		4947964	266296	
433.45905		4527951	351670	
434.55570		4468191	315074	
434.91440		4641587	319341	
434.93412		4973837	224819	
434.97287		5247615	290511	
434.97586		5080323	276007	
435.45720		4572281	318510	
436.86064		5146033	265932	
437.64989		4686152	256469	
437.66976		4396386	255502	
438.00434		4761760	379010	
438.01882		5326259	307397	
438.02711		4463934	331728	
438.08469		4526219	232907	
438.41843		4567112	306699	
439.08747		4583624	305588	
439.13937		4835598	287025	
439.19841		4405725	332386	
439.48486		4619102	287051	
439.62793		4355231	343912	
439.66850		4790614	345594	
440.01050		4800803	313785	
442.05073		4758262	271464	
442.57914		4690761	284930	
442.67024		5005318	85950	
443.53186		4448231	352048	
443.90360		4776936	346129	
444.30217		4581263	294512	
445.04282		4485012	279377	
445.58845		4682380	129324	
445.81571		4371529	326891	
446.35755		5489983	277011	
447.09060		4459845	338037	
447.31933		4827784	321131	
448.38081		4381028	253986	
450.76792		4756659	335290	
451.90620		4428571	296655	
452.95307		4484361	361447	
452.95681		4433038	307185	
453.22569		4770197	321291	
453.79398		4873938	297866	
454.69135		4385778	388248	
455.09805		5172296	309236	
455.76850		4438947	254741	
456.24861		4509928	338927	
456.59288		4470501	356008	
457.74134		4908174	297085	
458.47677		4619096	267424	
459.33162		4453592	197947	
459.75856		4512025	150509	
459.91546		4998470	272691	
460.38949		5125136	299458	
461.37142		4412892	347140	
461.78170		4456011	378657	
461.94610		5183045	256249	
462.28999		4428752	297591	
462.68512		4910634	289359	
462.84215		4513689	330485	
463.59838		4686877	303593	
463.64397		4510435	274704	
463.78553		5007292	251076	
464.29396		4664136	330596	
464.40677		4720117	263625	
464.44059		4442409	374012	
464.65641		4790133	308741	
464.71290		4729804	116241	
464.80469		5536857	325425	
464.87604		5232711	244236	
464.91896		4485770	277666	
465.31307		4633833	270917	
