m/z	z	I	Res.	
209.13855		4433875	730635	
209.28014		4279984	564352	
210.43204		4551384	606294	
211.09552		4508884	524563	
211.67260		4299614	611895	
212.45405		4615870	636364	
215.26291		4299026	542494	
217.22748		4776081	496796	
217.91306		4757959	597455	
218.97093		4264018	533432	
221.31072		4542694	571916	
221.57274		4895134	579789	
221.74950		4284982	485161	
225.32612		4490062	606331	
227.24661		4587296	644002	
227.91018		4265315	473634	
232.40120		4745003	537681	
234.02195		4710335	534291	
236.69165		4596961	657898	
237.04709		4705282	486558	
240.63287		4450605	450119	
243.95793		4321668	524222	
246.22515		4968098	590361	
247.05952		4518162	452209	
247.32231		4297972	411219	
247.64057		4389197	628949	
250.05916		4362744	509811	
251.72009		4812643	524695	
251.89271		4650677	452120	
252.68948		4438520	518280	
254.78147		4281910	623893	
255.18701		4644782	511429	
259.86884		4275954	437124	
261.11667		4545783	489352	
261.86911		4570227	488132	
262.02398		4353408	336882	
263.64589		4277486	378201	
264.56757		4424479	502588	
265.70246		4340189	560389	
266.83359		4715676	513709	
266.85369		4617881	436886	
273.81655		4392456	378515	
274.51970		4493659	518094	
275.89065		4294249	512149	
277.28864		4380536	408250	
277.82818		4548137	544714	
279.15458		4427497	553132	
280.00027		4527986	438841	
281.41352		4504879	532958	
282.75431		4528061	487956	
283.23692		4252350	573360	
284.55897		4841622	548029	
285.49277		4455139	484359	
291.55769		5088333	398440	
292.79759		6450970	201520	
292.82993		10677782	413090	
292.83061		7761943	564754	
292.83386		4317974	600649	
292.86297		12923539	444254	
292.86368		5992788	266310	
292.86676		4591187	403761	
292.89603		8588689	529109	
292.89718		6301393	361310	
292.92977		6401358	373599	
292.93073		6469134	413610	
292.96325		6903627	175610	
292.99739		5749128	399890	
293.39009		4574053	483121	
295.18334		4634191	454953	
295.42997		5425148	375564	
295.45975		4339993	415030	
296.24431		4309950	494985	
299.82035		5180375	371029	
299.99976		4249614	495249	
300.41516		4752888	464458	
300.98979		4269595	439932	
302.26870		4279970	477471	
303.15739		4712064	497372	
303.40574		4254519	330167	
305.32760		4305664	416426	
306.01128		5080882	386221	
307.82205		4696220	528403	
308.98213		4271576	423009	
309.84810		4499996	425785	
310.39515		4271201	362204	
310.77970		4885157	411866	
311.21928		4550700	199411	
312.24239		4740352	407802	
312.36131		4561539	371738	
315.19673		4594148	367911	
316.86020		4294233	224754	
317.08829		4255366	489416	
317.46363		5097501	493845	
318.51378		4378211	397145	
318.66275		4978221	442069	
323.36651		4622742	480177	
324.42118		4774350	359943	
326.62716		4773034	361227	
327.47781		4256994	200125	
328.04782		4283767	502599	
328.05054		4304503	497814	
328.18844		4505932	399803	
328.39492		4337067	462009	
329.60046		4502444	351207	
332.27394		4366534	455591	
333.35235		4372120	480160	
334.18996		4594756	376546	
336.22274		4287168	432366	
336.22542		4414849	406768	
338.46867		4264700	264797	
339.44122		4322069	432871	
340.07594		4254654	379937	
340.23308		4959912	354732	
342.32226		4426740	355377	
342.43572		4276181	444432	
342.52850		5233712	350785	
342.56702		4282108	518471	
342.57824		5366847	285619	
343.51941		4546330	397013	
343.60582		5083572	278879	
344.03870		5885498	425940	
344.04031		4473018	390900	
344.92461		4395794	363267	
344.93287		4501333	370864	
346.93132		4363501	320437	
347.17274		4418752	380365	
347.37774		4284679	438446	
347.85045		4502574	443778	
348.17291		4345248	183292	
348.65918		4648784	195046	
349.89552		5046618	327683	
350.59673		4490342	278591	
350.93767		4398379	319536	
351.90679		4279083	423689	
352.13304		4651142	276993	
353.71378		4611477	404508	
353.72730		4411674	475767	
355.29229		4469313	309454	
355.41746		4601785	327603	
355.85185		4898747	381646	
356.44916		4322698	235489	
356.51782		4336746	299806	
356.58232		4258311	369501	
356.75359		4338582	368800	
357.28031		4547019	353197	
359.80367		4471058	268674	
359.90125		4629827	312727	
360.20418		4687323	455043	
360.50220		4403187	379973	
363.15071		4375975	307418	
364.58307		4320897	370397	
364.66293		5647534	386447	
365.36261		4368317	246154	
365.69514		4590076	383965	
365.94788		4397711	360508	
366.47491		4417091	389721	
367.54454		4750656	280995	
368.01914		4270495	219224	
368.31598		4994453	346321	
368.71121		4352520	335421	
369.28339		4566763	387050	
369.36474		4560542	327334	
370.74396		4314698	276900	
370.99679		4551853	374928	
371.01928		5050043	245128	
371.29933		4686449	156908	
372.22697		4440402	337611	
372.51185		4898191	300435	
372.64066		4327525	347188	
372.72376		4347805	299825	
373.16558		4319685	496077	
374.02032		4705034	315306	
374.95726		4540433	382702	
375.67986		4565644	276657	
376.19965		4381309	358093	
376.29865		4288323	378075	
376.86682		4334427	416083	
377.59729		4529004	389908	
377.61562		4368122	327771	
378.13509		4373878	297509	
378.37777		4377513	318883	
379.91570		4399913	150528	
380.88132		4272266	278832	
380.98386		4466393	315252	
381.33117		4799718	373551	
381.44616		4545215	359982	
382.42579		4321726	314101	
382.96393		4286311	264195	
383.13619		4502897	360966	
383.32394		5026822	394045	
383.51657		4323105	339169	
383.63199		4665597	328441	
383.84341		4451879	308226	
384.05912		4359893	319074	
384.90926		4342664	302090	
384.92536		4280341	401961	
385.05737		4655362	301902	
385.27801		4654903	358873	
385.35639		4702455	286639	
