m/z	z	I	Res.	
255.23609	1-	27545864	160527	
281.25215	1-	10572001	158784	
283.26777	1-	32724490	155712	
367.36299	1-	10882873	133483	
397.33784	1-	10153117	119762	
411.35362	1-	9220875	115008	
425.36951	1-	18591876	112179	
439.38537	1-	12939647	112857	
453.40131	1-	11072603	109423	
465.31113	1-	6252151	98409	
467.41717	1-	6686409	105529	
485.28986	1-	7901645	100612	
529.39784	1-	5370999	94491	
585.37331	1-	9495582	83728	
599.38941	1-	7211962	81141	
610.60767	2-	2461633	94215	
613.40517	1-	9660695	81657	
627.42181	1-	7064664	76071	
639.49425	3-	5147579	80025	
639.79845	7-	1581299	93678	
641.43718	1-	8560435	78398	
641.88187	5-	2209097	70656	
644.58800	6-	3643013	70204	
653.51055	1-	10590145	73772	
655.45309	1-	7101250	77715	
667.52623	1-	13203891	72553	
669.46951	1-	10947463	74669	
674.21229	8-	2495760	70453	
676.50868	7-	2502888	77230	
681.54246	1-	11665093	72829	
683.51525	7-	3207326	72683	
691.90285	5-	2632381	68925	
695.55860	1-	8988074	71469	
695.59366	6-	3873699	70692	
697.50163	1-	6200228	70398	
697.75672	12-	3143105	75199	
699.17312	12-	5779145	66127	
701.09059	12-	16651565	65039	
702.25802	12-	4181872	68977	
706.01185	12-	3971928	47560	
706.60857	4-	3536018	83056	
707.17718	12-	2801135	70398	
708.84315	12-	4298186	62459	
710.34432	12-	122226496	66970	
711.01153	6-	2488833	66985	
711.51161	12-	18267492	67742	
712.17817	12-	12860413	66376	
712.84568	12-	3145796	64843	
713.51294	12-	2754249	53215	
713.59066	12-	2061358	73639	
721.43205	12-	83867424	65897	
722.59970	12-	14035460	59465	
723.26508	12-	5332313	63065	
724.92880	6-	3525663	62536	
730.18968	10-	2398615	72947	
732.51958	12-	23183420	65163	
733.27003	3-	2727829	67378	
733.68783	12-	3458804	68388	
735.80177	10-	2837873	69311	
738.59224	2-	3757600	64938	
743.64355	11-	5845153	18226	
745.60173	8-	2945461	71098	
746.59880	6-	4234871	67961	
747.28172	11-	11421193	59005	
753.09963	10-	9329796	69160	
755.47087	8-	4496655	44139	
755.73955	11-	3511482	54729	
757.00295	10-	2351274	70446	
757.71465	5-	8371003	64867	
759.37689	11-	6540317	51875	
761.28039	11-	9373116	62790	
762.82667	11-	8703404	59079	
763.19771	10-	4180591	57026	
763.89760	5-	2644738	67823	
764.91701	11-	23886790	63257	
766.28473	11-	4781577	61988	
766.30611	10-	5943448	58391	
766.64683	11-	5415783	67398	
770.28489	11-	11412127	52857	
771.56025	11-	6730271	55198	
773.37565	11-	7691618	63167	
775.01321	11-	467298976	62761	
776.09879	6-	8815569	62177	
776.28609	11-	58345056	61767	
777.01277	11-	24100098	58869	
777.74262	11-	7489691	62417	
778.10548	11-	2818151	56783	
778.55665	11-	10172973	52170	
780.28728	11-	10551149	62559	
781.56126	11-	2614715	61683	
