m/z	z	I	Res.	
227.20444	1-	57128316	143479	
241.22027	1-	64478884	175872	
253.22055	1-	36496488	187132	
255.23611	1-	421020352	165415	
256.23975	1-	49876468	165212	
265.15151	1-	61708536	118641	
267.23653	1-	15517418	118767	
269.25204	1-	66476240	97785	
279.23667	1-	15889092	152300	
281.25230	1-	160677888	141247	
283.26793	1-	210222400	134339	
293.18332	1-	61114444	138330	
295.23198	1-	21541056	148243	
297.15704	1-	10783192	142328	
297.24737	1-	32412938	140600	
297.28382	1-	11002357	137417	
309.17829	1-	39853176	128013	
309.28393	1-	9840197	122083	
311.17269	1-	42900900	131856	
311.29984	1-	17798946	127973	
321.21482	1-	15478131	123335	
325.18879	1-	57432064	124844	
337.20987	1-	25960088	125383	
339.20442	1-	46723184	125578	
339.33150	1-	12107271	125595	
341.27439	1-	10862915	130484	
343.21737	1-	9008406	124589	
353.20512	1-	37111632	117427	
355.29022	1-	8584475	119818	
367.36310	1-	17094096	121537	
369.30611	1-	24926684	117202	
371.24925	1-	11380453	114278	
381.23687	1-	17329158	112024	
381.37894	1-	7061128	111344	
383.32195	1-	25380908	113805	
397.23194	1-	24142450	108648	
397.33785	1-	32758966	108069	
399.28080	1-	6679656	103599	
411.35397	1-	25265610	106590	
415.32773	1-	6384543	110478	
425.26410	1-	11832954	109548	
425.36961	1-	28948620	108508	
431.23529	1-	8610901	109830	
433.33853	1-	10223380	110263	
439.34908	1-	7501885	107216	
439.38541	1-	16356509	104986	
441.25902	1-	15529713	106775	
443.30769	1-	8876296	103606	
445.30251	1-	6929160	106292	
453.40138	1-	11105106	102472	
457.32371	1-	20648830	101761	
465.31109	1-	24033148	98513	
467.41742	1-	7678852	101358	
469.29115	1-	7593764	107687	
471.33995	1-	13967722	101035	
479.30851	1-	6280524	105733	
485.29030	1-	13352626	108692	
485.35566	1-	19390210	97716	
499.37176	1-	28076490	93313	
527.40278	1-	10584238	89891	
529.31363	1-	5229143	102207	
529.39783	1-	10723174	92253	
541.38277	1-	8653942	91545	
543.32561	1-	7993587	89132	
557.34142	1-	22104072	85906	
559.28441	1-	5422121	86105	
561.38847	1-	6218411	85484	
569.41444	1-	6708951	80346	
571.35758	1-	32114924	83977	
572.19482	12-	1295471	86947	
573.30122	1-	5543623	83072	
585.37367	1-	59402248	81396	
587.31644	1-	11528137	82111	
597.41042	1-	5649000	80719	
597.44700	1-	6047859	80732	
599.38979	1-	42851048	77883	
601.33228	1-	24628714	77450	
613.40508	1-	58497032	77439	
625.44237	1-	5881704	78099	
625.47878	1-	6897269	70906	
627.42198	1-	44594736	71274	
627.45849	1-	8114135	71267	
629.36422	1-	5057189	74098	
639.45834	1-	7509239	73743	
639.49420	1-	6614709	72732	
641.43761	1-	52166568	72505	
641.47410	1-	8915246	75076	
653.47477	1-	8513931	58638	
653.51084	1-	8593818	74592	
655.45350	1-	61536916	70893	
666.07035	1-	5450022	69830	
667.45441	1-	7362672	69630	
667.49065	1-	5957494	75154	
667.52643	1-	11209518	71917	
669.46977	1-	108891008	70986	
671.44855	1-	5485824	72902	
681.50671	1-	5996912	73559	
681.54246	1-	10914846	71379	
683.44910	1-	10889434	63434	
683.48578	1-	31769594	69268	
685.46455	1-	8097136	70429	
695.23550	14-	2147679	56635	
695.48617	1-	8013643	68197	
695.55864	1-	9405731	65555	
697.46555	1-	8087554	62739	
697.50170	1-	38657696	66731	
699.34032	6-	2125519	70740	
701.00741	12-	5030960	72351	
706.35877	4-	2929082	74398	
709.57376	1-	5717811	68393	
710.34445	12-	41457712	66338	
711.48117	1-	11905539	66887	
711.51169	12-	7729192	62907	
711.51782	1-	6719985	69747	
712.25897	4-	4217823	54310	
712.34341	4-	7601007	67429	
712.42730	2-	7319353	61947	
713.20714	12-	1765509	70261	
713.50213	4-	3988414	69994	
713.50429	6-	2229917	62440	
714.09058	3-	1962240	73323	
721.43249	12-	22437836	63782	
722.60101	12-	4929121	69353	
723.26216	12-	5652448	57126	
725.29382	5-	3109473	63789	
725.53282	1-	9713971	64931	
727.47679	1-	7191511	63802	
732.51930	12-	4790543	64412	
739.54985	1-	5761291	58418	
741.49180	1-	5852972	68083	
747.19022	11-	3247402	71181	
753.09715	10-	2862113	63581	
753.19371	10-	3491775	63686	
757.71461	5-	4762984	62913	
761.28122	11-	2780651	69223	
762.82722	11-	3843880	56908	
764.82539	11-	8584838	63014	
766.28414	11-	2293364	64765	
766.82628	11-	2557376	60314	
770.28544	11-	4813409	60534	
773.46511	11-	2806301	62444	
775.01397	11-	172282736	60031	
776.28606	11-	27611346	61960	
777.01096	11-	34791312	59724	
777.92337	11-	3741665	53983	
778.46298	11-	20499024	51598	
779.00919	11-	3983436	53008	
779.82753	11-	3744609	60775	
780.10156	11-	5991502	55477	
780.82739	11-	1823812	55549	
782.38184	11-	2840469	69094	
787.10992	11-	84316296	58174	
788.38178	11-	16575448	61135	
789.10640	11-	15044486	56829	
789.42808	6-	12872949	55284	
790.56057	11-	10217150	55853	
791.01483	11-	2097717	60456	
792.47024	11-	3246110	63121	
798.04958	6-	2251920	50627	
799.20566	11-	18230966	56360	
800.47994	11-	3364258	59716	
801.20193	11-	3071719	45815	
802.88511	9-	3677183	42717	
809.10964	5-	3791932	62116	
811.43871	6-	4107765	52048	
818.10990	10-	4680354	52511	
822.10931	10-	8680014	54182	
824.21122	10-	2588948	57008	
826.78361	3-	3756201	68150	
831.41508	10-	3901150	49904	
835.41735	10-	6831543	48293	
836.88909	9-	4390974	53462	
837.61184	10-	2510770	56034	
839.21294	10-	3062198	47647	
841.40963	10-	4827370	56501	
843.71256	5-	1960790	53186	
847.41739	10-	8725790	56328	
848.22045	9-	2368244	68091	
848.81612	10-	5844804	48113	
852.61345	10-	325146048	57124	
854.01818	10-	51053748	53901	
854.81491	10-	75841744	53862	
855.81533	10-	7826657	53100	
856.01348	10-	2182576	51047	
856.40941	10-	36638904	50368	
857.00982	10-	9585520	51572	
857.71360	10-	5812069	51532	
858.21494	10-	8373183	45299	
858.61232	10-	11850684	40346	
859.71758	10-	3356522	53281	
860.71181	10-	4471363	48291	
860.71630	10-	2178780	52913	
862.02101	10-	4550589	61751	
863.42458	5-	3212213	48075	
864.51967	10-	3114787	59296	
865.91984	10-	157309648	55137	
866.72324	5-	2528184	53595	
867.32459	10-	26315694	51912	
868.11979	10-	35485316	53103	
869.02173	10-	4347239	47908	
869.71616	10-	19933924	52633	
870.51712	5-	6693637	53963	
871.01990	2-	3744605	57226	
871.82167	10-	7267771	44579	
872.12195	10-	3194193	34165	
874.01812	5-	3265166	62002	
879.22728	10-	29192308	51865	
880.62942	10-	7802573	53798	
881.42471	10-	7329658	51357	
883.12082	10-	4244249	55250	
886.50701	5-	2190438	50493	
903.37326	8-	3227672	55906	
909.12410	9-	3834742	48861	
913.57060	9-	11398410	48354	
915.89726	9-	2419305	48669	
923.90433	9-	3323717	37035	
928.35561	9-	6880646	49975	
941.62431	8-	3548144	28287	
941.68453	9-	7312483	49994	
943.24285	9-	5728406	50729	
945.68759	9-	2284900	41064	
947.46148	9-	268585216	51801	
949.01944	9-	40450400	49904	
949.90583	9-	67243424	47913	
951.01952	9-	7204290	44559	
951.68063	9-	46989120	48028	
952.34789	9-	9193404	51011	
953.12524	9-	7511082	51793	
954.12300	9-	13909577	35436	
955.46477	9-	4597872	49756	
955.85454	8-	2493441	52546	
956.47020	9-	6900473	47994	
957.80723	9-	2638390	45051	
962.24922	9-	131451584	48510	
963.80468	9-	21473794	46850	
964.68856	9-	34859708	48897	
966.02296	9-	3178982	41493	
966.46368	9-	21138352	45776	
967.01941	9-	5656345	54177	
968.02498	9-	3405556	47780	
968.80171	9-	9096273	35711	
969.13251	9-	2477056	33071	
970.25175	9-	3083322	59308	
971.12413	9-	3244128	55439	
977.02984	9-	25244944	47841	
978.58771	9-	5838015	53053	
979.47348	9-	7497795	49266	
981.35981	9-	4622957	44556	
983.47605	9-	2663247	39192	
991.81282	9-	2815766	51896	
1022.89068	8-	4625703	49534	
1027.76759	8-	8135008	42266	
1032.56893	7-	3288215	52043	
1043.84615	7-	2095057	50144	
1044.52841	8-	4530062	40013	
1059.52615	8-	5335860	43018	
1061.27889	8-	2524065	36866	
1064.13757	4-	3220360	46721	
1066.02208	8-	187453056	45202	
1067.77760	8-	28047714	42974	
1068.77305	8-	62908968	41219	
1070.02464	8-	4068389	41823	
1070.76700	8-	56562936	41548	
1071.51678	8-	10647362	42663	
1072.39136	8-	6475748	46430	
1073.01969	8-	6304454	33547	
1073.51427	8-	17579142	34932	
1074.77124	8-	3278267	35273	
1075.63794	8-	10867663	41060	
1076.28926	7-	2482992	44609	
1076.29238	14-	7004207	40333	
1078.13392	8-	4600141	46549	
1082.65475	8-	83616784	43150	
1084.40905	8-	16057430	42056	
1085.40622	8-	30938368	40701	
1085.78256	2-	3818049	41692	
1086.90329	8-	4418054	42890	
1087.39922	8-	24480916	42114	
1088.02358	8-	5660067	38995	
1089.27642	8-	3278537	42513	
1090.02307	8-	9399284	31717	
1091.77338	2-	2605032	45529	
1092.27155	8-	4475181	38599	
1095.30168	7-	3874997	34245	
1099.28570	8-	17848704	43409	
1101.03705	8-	4672478	39323	
1102.03729	8-	6506241	38027	
1104.16028	8-	5524304	39337	
1106.53908	8-	2176217	47553	
1142.94007	8-	3476115	41867	
1169.16193	7-	3709027	49029	
1174.74020	7-	9924285	35613	
1184.65414	4-	2998892	42617	
1188.17596	7-	2458369	39692	
1193.88728	7-	4119272	45761	
1211.03425	7-	5242840	37709	
1213.03552	7-	3570889	40885	
1216.45291	7-	3249765	52066	
1218.45381	7-	171227872	37554	
1220.45900	7-	22737158	36286	
1221.59927	7-	69666888	38174	
1223.03305	7-	3768825	29085	
1223.88384	7-	82495168	36178	
1224.74420	7-	14821230	34167	
1226.02880	7-	10463139	31869	
1226.45645	7-	3217681	31226	
1227.02365	7-	30171152	31434	
1227.73631	7-	4295108	34092	
1229.01349	7-	3599838	39455	
1229.44601	7-	15160683	36606	
1230.02510	7-	4448074	32759	
1232.29787	7-	6374393	36304	
1235.31047	7-	3297361	40869	
1237.47079	7-	96413920	36626	
1239.46946	7-	2845210	32227	
1239.47013	7-	12229668	32727	
1240.60754	7-	34120988	35655	
1242.88768	7-	26639706	35614	
1243.60365	7-	5150453	35689	
1244.46578	7-	2231223	41749	
1245.46075	7-	4064738	25568	
1245.88506	7-	11727309	29819	
1247.17695	1-	5210834	41111	
1248.45428	7-	7192986	39283	
1249.03114	7-	3085839	29531	
1251.18594	7-	2437551	26084	
1255.84407	6-	6887753	32302	
1256.47589	7-	14626811	36078	
1259.61376	7-	5002395	27493	
1262.03933	7-	5472427	39391	
1278.01968	6-	4978658	30040	
1306.36240	7-	3563731	35791	
1311.78576	7-	3325811	30992	
1325.37464	7-	4175785	40795	
1364.19932	6-	4878019	29892	
1370.69740	6-	8052457	25605	
1374.35342	6-	3616810	28492	
1393.02873	6-	3173989	33670	
1413.03698	6-	3933236	33745	
1421.70525	6-	140686016	30088	
1424.04586	6-	18032422	26014	
1425.37660	6-	71289408	29983	
1426.56001	6-	2870630	32817	
1427.37390	6-	3127167	20399	
1428.03836	6-	54245308	29542	
1429.04116	6-	14605855	28761	
1430.53884	6-	7104498	23255	
1431.69802	6-	25195084	28822	
1434.51567	6-	8631819	24015	
1434.52015	6-	6252635	26444	
1435.88508	6-	11293945	23765	
1437.85584	6-	6142081	22232	
1439.71327	6-	4523542	34945	
1441.67166	6-	2250393	25409	
1442.22328	6-	3014015	35978	
1443.88350	6-	54827688	27237	
1444.30470	3-	3290176	34311	
1446.22168	6-	12999602	27487	
1447.55494	6-	31884970	29780	
1449.55940	6-	3506643	24468	
1450.21604	6-	22367506	28755	
1451.05115	6-	7413406	26577	
1452.21706	6-	2315098	25987	
1452.87415	6-	2760773	27494	
