m/z	z	I	Res.	
1269.70994	10-	8586855	40180	
1271.21193	1-	4710056	44437	
1271.71741	10-	12577612	44192	
1273.91517	10-	4997316	40065	
1275.21474	2-	3098116	44491	
1277.62529	10-	3909378	45862	
1285.03118	10-	28196146	44389	
1287.22668	10-	8425170	38042	
1288.92494	10-	3046232	49155	
1290.93513	10-	15534573	40409	
1293.13486	10-	5661915	45812	
1294.93081	10-	2705178	48237	
1296.84167	10-	5959035	45522	
1310.15236	10-	2461667	43397	
1400.01636	9-	24604948	39510	
1402.45921	9-	9525938	40139	
1404.45747	9-	5992450	39490	
1406.57775	9-	20728660	38237	
1408.68203	9-	2515738	32482	
1409.35782	9-	11087946	37303	
1410.89790	9-	2772293	35742	
1413.13310	9-	5719812	35590	
1415.91608	9-	3819710	40278	
1427.93111	9-	12531254	38884	
1430.31617	6-	3168467	41054	
1434.48792	9-	5746187	40430	
1436.92703	9-	3145647	34653	
1575.15600	8-	2979936	26583	
1586.04185	4-	5050572	39130	
1593.14969	8-	2711812	41298	
1596.41908	8-	4042357	35937	
1603.65659	4-	2741106	33978	
1606.81156	8-	3165454	40028	
1617.45338	4-	3303209	30651	
4604.12728	1-	3900696	10098	
4774.60953	2-	5263299	16930	
m/z	z	I	Res.	
255.23685	1-	15367215	217039	
283.26871	1-	20521442	168244	
393.55640	16-	1857040	133986	
393.58811	16-	2303766	123469	
485.29253	1-	17213618	114954	
638.50512	5-	4179575	91371	
649.09337	2-	8176719	86546	
650.81012	7-	2684377	90306	
650.93026	6-	3903219	79787	
678.10592	9-	3211911	76985	
690.59830	8-	11702843	83366	
691.98947	18-	4305153	69432	
693.32541	18-	4177960	85215	
695.28262	6-	2406014	72280	
699.49518	18-	27854902	74950	
700.71547	18-	3956350	81784	
706.61082	10-	5674285	75964	
712.11963	4-	3826844	88678	
713.44956	18-	10536279	78061	
720.88267	9-	6144717	64936	
722.95079	13-	3408633	87836	
724.86094	8-	3075278	76879	
731.81802	17-	6945038	72563	
732.26079	7-	4067098	79342	
732.44573	15-	2515037	71739	
732.75621	17-	14318086	75394	
734.16906	17-	15072236	70592	
735.05033	7-	3241719	57556	
735.85183	4-	5222145	88649	
740.69973	17-	226486096	77577	
741.64275	17-	3271964	75299	
741.99525	17-	19452738	70003	
742.32268	14-	4316885	50520	
742.93195	17-	20271404	78618	
744.16898	17-	2903457	84036	
744.68601	8-	4257230	74004	
744.82265	17-	3546571	73505	
746.61172	10-	4068496	70934	
747.53351	17-	4454082	80621	
748.88604	17-	5907680	78805	
755.47853	17-	75632528	72325	
755.63758	17-	2856238	93239	
756.61415	6-	3860597	79933	
756.77070	17-	7842625	72557	
757.71248	17-	5301734	50466	
760.19082	14-	3719211	70769	
761.77763	6-	4776358	72409	
762.99806	8-	9115551	59793	
765.55227	16-	4389487	77297	
770.25441	17-	4822221	59814	
777.61781	16-	8461258	55867	
778.68077	16-	13238616	68540	
780.11641	16-	12790115	69227	
781.11823	16-	3077798	52318	
783.28275	12-	6873022	76760	
784.83884	14-	4330303	77108	
785.23649	9-	7650817	66612	
787.05919	16-	477210240	72231	
787.99638	16-	9833802	71383	
788.43111	16-	38914780	67705	
789.42983	16-	43152940	63934	
789.74329	16-	5379839	68704	
789.83210	2-	7848327	56856	
789.84730	5-	6106509	83402	
790.56179	16-	4172155	80468	
790.74355	16-	3441291	89782	
791.43587	16-	10232017	78136	
793.52438	17-	4175530	62513	
794.31964	16-	4520843	76166	
795.75511	16-	4967527	77445	
798.38435	4-	5760588	75511	
799.57993	13-	6769591	68657	
802.76011	16-	151631984	69804	
803.07306	1-	23088146	70313	
804.13418	16-	14522988	56087	
804.63286	2-	4620670	84641	
805.13049	16-	17158906	68893	
805.37672	4-	3215881	74500	
806.12448	2-	5662607	70512	
806.57881	3-	3180253	51352	
806.74192	8-	3971482	45333	
807.11206	15-	4307039	40162	
808.42030	10-	3682254	70905	
811.11965	8-	8647511	66521	
814.12201	2-	6583245	81057	
816.66011	15-	4356284	57937	
818.45833	16-	9968707	63398	
819.11742	4-	5218198	42619	
819.28085	4-	3561516	48519	
823.13299	2-	4180033	78600	
